epoch,train_time_epoch,train_eta,train_eta_hours,train_loss,train_lr,train_params,train_time_iter,train_accuracy,train_precision,train_recall,train_f1,train_auc,val_time_epoch,val_loss,val_lr,val_params,val_time_iter,val_accuracy,val_precision,val_recall,val_f1,val_auc,test_time_epoch,test_loss,test_lr,test_params,test_time_iter,test_accuracy,test_precision,test_recall,test_f1,test_auc,best_epoch
0,57.199,5662.70059,1.57297,0.68629245,0.0,383461.0,0.05559,0.78903,0.03502,0.17451,0.05834,0.51285,2.24223,0.69323774,0.0,383461.0,0.01738,0.80185,0.01583,0.14815,0.02861,0.4821,2.48296,0.70626184,0.0,383461.0,0.01925,0.73645,0.01524,0.11538,0.02693,0.42643,
1,36.57776,4595.06122,1.27641,0.49457777,2e-05,383461.0,0.03555,0.95435,0.03125,0.00731,0.01184,0.51777,1.79866,0.26878515,0.0,383461.0,0.01394,0.98031,0.0,0.0,0.0,0.58733,1.80268,0.28014472,0.0,383461.0,0.01397,0.96839,0.0,0.0,0.0,0.54351,
2,37.69405,4250.88942,1.1808,0.19776825,4e-05,383461.0,0.03663,0.96255,0.0,0.0,0.0,0.60628,1.76958,0.10388559,0.0,383461.0,0.01372,0.98031,0.0,0.0,0.0,0.69383,1.77971,0.13047392,0.0,383461.0,0.0138,0.96839,0.0,0.0,0.0,0.70525,
3,36.31506,4026.86092,1.11857,0.15216513,6e-05,383461.0,0.03529,0.96255,0.0,0.0,0.0,0.6913,1.78817,0.1075663,0.0,383461.0,0.01386,0.98031,0.0,0.0,0.0,0.63438,1.76937,0.14172213,0.0,383461.0,0.01372,0.96839,0.0,0.0,0.0,0.65974,
4,36.35513,3878.67908,1.07741,0.14662484,8e-05,383461.0,0.03533,0.96255,0.0,0.0,0.0,0.70596,1.77328,0.08944005,0.0,383461.0,0.01375,0.98031,0.0,0.0,0.0,0.72268,1.79546,0.11839955,0.0,383461.0,0.01392,0.96839,0.0,0.0,0.0,0.76109,
5,36.40609,3768.57113,1.04683,0.1384183,0.0001,383461.0,0.03538,0.96255,0.0,0.0,0.0,0.74898,1.802,0.08130594,0.0,383461.0,0.01397,0.98031,0.0,0.0,0.0,0.77326,1.75444,0.11645743,0.0,383461.0,0.0136,0.96839,0.0,0.0,0.0,0.76933,
6,36.39168,3679.32936,1.02204,0.13332003,9.997e-05,383461.0,0.03537,0.96255,0.0,0.0,0.0,0.77468,1.77549,0.08038312,0.0,383461.0,0.01376,0.98031,0.0,0.0,0.0,0.76659,1.78005,0.11869679,0.0,383461.0,0.0138,0.96839,0.0,0.0,0.0,0.74045,
7,36.28441,3602.06655,1.00057,0.128062,9.989e-05,383461.0,0.03526,0.96255,0.0,0.0,0.0,0.79542,1.82546,0.07616987,0.0,383461.0,0.01415,0.98031,0.0,0.0,0.0,0.81383,1.78729,0.12222109,0.0,383461.0,0.01385,0.96839,0.0,0.0,0.0,0.74351,
8,36.36627,3534.73777,0.98187,0.12433865,9.975e-05,383461.0,0.03534,0.96295,0.62264,0.02679,0.05136,0.80068,1.77016,0.08035317,0.0,383461.0,0.01372,0.98152,0.6087,0.17284,0.26923,0.76658,1.75779,0.11779508,0.0,383461.0,0.01363,0.9718,0.66667,0.21538,0.32558,0.74503,
9,36.53352,3475.10669,0.96531,0.12108048,9.956e-05,383461.0,0.0355,0.96538,0.64486,0.16802,0.26658,0.81539,1.83064,0.07466071,0.0,383461.0,0.01419,0.98104,0.57143,0.14815,0.23529,0.78388,1.79071,0.11598858,0.0,383461.0,0.01388,0.97131,0.66667,0.18462,0.28916,0.74442,
