epoch,train_time_epoch,train_eta,train_eta_hours,train_loss,train_lr,train_params,train_time_iter,train_accuracy,train_precision,train_recall,train_f1,train_auc,val_time_epoch,val_loss,val_lr,val_params,val_time_iter,val_accuracy,val_precision,val_recall,val_f1,val_auc,test_time_epoch,test_loss,test_lr,test_params,test_time_iter,test_accuracy,test_precision,test_recall,test_f1,test_auc,best_epoch
0,123.13036,12189.90525,3.38608,0.63643421,0.0,383461.0,0.11966,0.95839,0.02759,0.00325,0.00581,0.39283,4.30012,0.63767577,0.0,383461.0,0.03333,0.96645,0.0,0.0,0.0,0.43065,4.52322,0.6421969,0.0,383461.0,0.03506,0.94773,0.01149,0.00769,0.00922,0.41577,
1,104.21383,11139.86508,3.09441,0.44124492,2e-05,383461.0,0.10128,0.96249,0.0,0.0,0.0,0.52348,3.1707,0.23367909,0.0,383461.0,0.02458,0.98031,0.0,0.0,0.0,0.5308,3.16242,0.23608892,0.0,383461.0,0.02451,0.96839,0.0,0.0,0.0,0.58628,
2,104.08354,10716.16301,2.97671,0.18218297,4e-05,383461.0,0.10115,0.96255,0.0,0.0,0.0,0.6033,3.1634,0.10659809,0.0,383461.0,0.02452,0.98031,0.0,0.0,0.0,0.65417,3.14519,0.13952461,0.0,383461.0,0.02438,0.96839,0.0,0.0,0.0,0.67349,
3,103.87456,10447.25481,2.90202,0.15290111,6e-05,383461.0,0.10095,0.96255,0.0,0.0,0.0,0.67618,3.16372,0.09662055,0.0,383461.0,0.02452,0.98031,0.0,0.0,0.0,0.69999,3.14745,0.12555828,0.0,383461.0,0.0244,0.96839,0.0,0.0,0.0,0.71447,
4,101.2805,10195.07284,2.83196,0.14515627,8e-05,383461.0,0.09843,0.96255,0.0,0.0,0.0,0.7108,3.16092,0.09198293,0.0,383461.0,0.0245,0.98031,0.0,0.0,0.0,0.72602,3.15385,0.12012338,0.0,383461.0,0.02445,0.96839,0.0,0.0,0.0,0.74059,
5,103.97395,10035.38883,2.78761,0.14020234,0.0001,383461.0,0.10104,0.96255,0.0,0.0,0.0,0.73417,3.1608,0.09152484,0.0,383461.0,0.0245,0.98031,0.0,0.0,0.0,0.71168,3.15524,0.12027656,0.0,383461.0,0.02446,0.96839,0.0,0.0,0.0,0.75698,
6,103.86128,9890.12503,2.74726,0.13507714,9.997e-05,383461.0,0.10093,0.96255,0.0,0.0,0.0,0.75409,3.16396,0.09535911,0.0,383461.0,0.02453,0.98031,0.0,0.0,0.0,0.66684,3.15309,0.12319524,0.0,383461.0,0.02444,0.96839,0.0,0.0,0.0,0.74112,
7,104.16736,9758.73181,2.71076,0.13091113,9.989e-05,383461.0,0.10123,0.96255,0.0,0.0,0.0,0.77456,3.16592,0.0848633,0.0,383461.0,0.02454,0.98031,0.0,0.0,0.0,0.74772,3.15433,0.11683183,0.0,383461.0,0.02445,0.96839,0.0,0.0,0.0,0.76557,
8,103.96109,9631.30318,2.67536,0.12634262,9.975e-05,383461.0,0.10103,0.96292,0.58571,0.03328,0.06298,0.79813,3.15977,0.08648634,0.0,383461.0,0.02449,0.98104,0.57143,0.14815,0.23529,0.74326,3.15631,0.11427413,0.0,383461.0,0.02447,0.97107,0.60784,0.23846,0.34254,0.75414,
9,104.27454,9511.38903,2.64205,0.12309848,9.956e-05,383461.0,0.10134,0.96493,0.66525,0.12744,0.2139,0.80435,3.19158,0.08072538,0.0,383461.0,0.02474,0.98006,0.48276,0.17284,0.25455,0.76974,3.17824,0.11304343,0.0,383461.0,0.02464,0.97082,0.58333,0.26923,0.36842,0.76608,
10,104.20784,9393.77881,2.60938,0.12011712,9.932e-05,383461.0,0.10127,0.96632,0.65423,0.21347,0.32191,0.81326,3.15986,0.08638517,0.0,383461.0,0.0245,0.98006,0.48571,0.20988,0.2931,0.76716,3.15403,0.11907187,0.0,383461.0,0.02445,0.97155,0.60317,0.29231,0.39378,0.76325,
11,104.3575,9279.49981,2.57764,0.1191535,9.902e-05,383461.0,0.10142,0.96623,0.63239,0.23458,0.34221,0.8202,3.19015,0.08037221,0.0,383461.0,0.02473,0.98031,0.5,0.18519,0.27027,0.74509,3.1779,0.11365958,0.0,383461.0,0.02463,0.96961,0.54386,0.23846,0.33155,0.76877,
12,104.77161,9169.51857,2.54709,0.11591748,9.867e-05,383461.0,0.10182,0.96608,0.61508,0.25162,0.35714,0.83234,3.19021,0.08369239,0.0,383461.0,0.02473,0.98031,0.5,0.17284,0.25688,0.75874,3.18038,0.12110175,0.0,383461.0,0.02465,0.96645,0.36667,0.08462,0.1375,0.76396,
