epoch,train_time_epoch,train_eta,train_eta_hours,train_loss,train_lr,train_params,train_time_iter,train_accuracy,train_precision,train_recall,train_f1,train_auc,val_time_epoch,val_loss,val_lr,val_params,val_time_iter,val_accuracy,val_precision,val_recall,val_f1,val_auc,test_time_epoch,test_loss,test_lr,test_params,test_time_iter,test_accuracy,test_precision,test_recall,test_f1,test_auc,best_epoch
0,119.91963,11872.04323,3.29779,0.63526248,0.0,383461.0,0.11654,0.96146,0.02632,0.00081,0.00157,0.49769,4.32324,0.63060132,0.0,383461.0,0.03351,0.98031,0.0,0.0,0.0,0.56733,4.53634,0.62953777,0.0,383461.0,0.03517,0.96766,0.0,0.0,0.0,0.48481,
1,104.92504,11017.3887,3.06039,0.42007555,2e-05,383461.0,0.10197,0.96255,0.0,0.0,0.0,0.51335,3.1628,0.1799546,0.0,383461.0,0.02452,0.98031,0.0,0.0,0.0,0.57578,3.14917,0.19795136,0.0,383461.0,0.02441,0.96839,0.0,0.0,0.0,0.58982,
2,105.43784,10679.13452,2.96643,0.17272436,4e-05,383461.0,0.10247,0.96255,0.0,0.0,0.0,0.63114,3.21353,0.09941398,0.0,383461.0,0.02491,0.98031,0.0,0.0,0.0,0.67127,3.3848,0.13061486,0.0,383461.0,0.02624,0.96839,0.0,0.0,0.0,0.70253,
3,105.21097,10451.84353,2.90329,0.14611253,6e-05,383461.0,0.10225,0.96255,0.0,0.0,0.0,0.71188,3.18576,0.08803924,0.0,383461.0,0.0247,0.98031,0.0,0.0,0.0,0.74832,3.18278,0.12495199,0.0,383461.0,0.02467,0.96839,0.0,0.0,0.0,0.73191,
4,104.97552,10268.91097,2.85248,0.13859835,8e-05,383461.0,0.10202,0.96255,0.0,0.0,0.0,0.74824,3.18876,0.08880672,0.0,383461.0,0.02472,0.98031,0.0,0.0,0.0,0.73878,3.18355,0.12565611,0.0,383461.0,0.02468,0.96839,0.0,0.0,0.0,0.72044,
5,105.07453,10113.51533,2.80931,0.1325776,0.0001,383461.0,0.10211,0.96255,0.0,0.0,0.0,0.77515,3.18937,0.08811623,0.0,383461.0,0.02472,0.98031,0.0,0.0,0.0,0.75498,3.18234,0.12019456,0.0,383461.0,0.02467,0.96839,0.0,0.0,0.0,0.76299,
6,105.20231,9974.19469,2.77061,0.12968716,9.997e-05,383461.0,0.10224,0.96255,0.0,0.0,0.0,0.78482,3.1906,0.08085492,0.0,383461.0,0.02473,0.98031,0.0,0.0,0.0,0.78732,3.18589,0.11879627,0.0,383461.0,0.0247,0.96839,0.0,0.0,0.0,0.7712,
7,105.12268,9842.48798,2.73402,0.12493621,9.989e-05,383461.0,0.10216,0.96243,0.44444,0.01299,0.02524,0.80341,3.19439,0.079107,0.0,383461.0,0.02476,0.97982,0.4,0.04938,0.08791,0.77478,3.1833,0.11881351,0.0,383461.0,0.02468,0.97009,0.58974,0.17692,0.27219,0.75093,
8,105.15418,9717.00733,2.69917,0.1219319,9.975e-05,383461.0,0.10219,0.96474,0.64286,0.13149,0.21833,0.81089,3.1896,0.07560601,0.0,383461.0,0.02473,0.98322,0.75,0.22222,0.34286,0.78323,3.1863,0.12334087,0.0,383461.0,0.0247,0.96864,0.51064,0.18462,0.27119,0.75133,
9,104.91197,9593.41203,2.66484,0.11850055,9.956e-05,383461.0,0.10196,0.96648,0.65926,0.21672,0.32621,0.82464,3.1887,0.07446007,0.0,383461.0,0.02472,0.98347,0.72414,0.25926,0.38182,0.77313,3.18264,0.12039144,0.0,383461.0,0.02467,0.96985,0.5625,0.20769,0.30337,0.74619,
10,104.92968,9473.35698,2.63149,0.11678438,9.932e-05,383461.0,0.10197,0.96632,0.62253,0.25568,0.36249,0.82915,3.16831,0.07390278,0.0,383461.0,0.02456,0.98395,0.69231,0.33333,0.45,0.79959,3.16296,0.11915534,0.0,383461.0,0.02452,0.96864,0.50667,0.29231,0.37073,0.76078,
11,104.82699,9355.06982,2.59863,0.11405412,9.902e-05,383461.0,0.10187,0.96708,0.6419,0.27354,0.38361,0.83773,3.19238,0.07154044,0.0,383461.0,0.02475,0.98371,0.69444,0.30864,0.42735,0.80555,3.184,0.11909003,0.0,383461.0,0.02468,0.96766,0.47826,0.25385,0.33166,0.76618,
12,105.0126,9240.0956,2.56669,0.11342905,9.867e-05,383461.0,0.10205,0.9676,0.65543,0.28409,0.39638,0.83417,3.19113,0.07721137,0.0,383461.0,0.02474,0.98006,0.4918,0.37037,0.42254,0.78078,3.18467,0.12625042,0.0,383461.0,0.02469,0.95915,0.32407,0.26923,0.29412,0.78236,
13,104.75804,9124.98071,2.53472,0.11187149,9.826e-05,383461.0,0.10181,0.96778,0.65088,0.30114,0.41176,0.84621,3.1759,0.07062905,0.0,383461.0,0.02462,0.98274,0.625,0.30864,0.41322,0.81971,3.16688,0.11824594,0.0,383461.0,0.02455,0.96669,0.45679,0.28462,0.35071,0.77188,
14,104.6,9010.3512,2.50288,0.10780036,9.78e-05,383461.0,0.10165,0.96879,0.67169,0.32549,0.43849,0.85752,3.1717,0.07873997,0.0,383461.0,0.02459,0.98055,0.51163,0.2716,0.35484,0.80262,3.16855,0.12439851,0.0,383461.0,0.02456,0.96426,0.39241,0.23846,0.29665,0.77072,
15,104.62791,8897.1219,2.47142,0.10639419,9.729e-05,383461.0,0.10168,0.96976,0.69021,0.34903,0.46361,0.8618,3.1772,0.0701108,0.0,383461.0,0.02463,0.98249,0.69565,0.19753,0.30769,0.82561,3.1653,0.12026809,0.0,383461.0,0.02454,0.96815,0.48485,0.12308,0.19632,0.77633,
16,102.00162,8772.08205,2.43669,0.10483111,9.673e-05,383461.0,0.09913,0.97006,0.70968,0.33929,0.45909,0.86735,3.18464,0.071971,0.0,383461.0,0.02469,0.98249,0.63636,0.25926,0.36842,0.80777,3.17235,0.11964981,0.0,383461.0,0.02459,0.96888,0.52273,0.17692,0.26437,0.76327,
