epoch,train_time_epoch,train_eta,train_eta_hours,train_loss,train_lr,train_params,train_time_iter,train_accuracy,train_precision,train_recall,train_f1,train_auc,val_time_epoch,val_loss,val_lr,val_params,val_time_iter,val_accuracy,val_precision,val_recall,val_f1,val_auc,test_time_epoch,test_loss,test_lr,test_params,test_time_iter,test_accuracy,test_precision,test_recall,test_f1,test_auc,best_epoch
28,52.33875,3751.7984,1.04217,0.08897082,8.622e-05,383461.0,0.05086,0.97304,0.75708,0.41234,0.53389,0.92128,1.87422,0.07250177,0.0,383461.0,0.01453,0.98298,0.64103,0.30864,0.41667,0.82877,1.86515,0.12732378,0.0,383461.0,0.01446,0.96937,0.53333,0.24615,0.33684,0.76907,
29,52.11435,3697.25778,1.02702,0.08737233,8.506e-05,383461.0,0.05065,0.97374,0.7577,0.43912,0.55601,0.92584,1.91622,0.07894681,0.0,383461.0,0.01485,0.98249,0.61538,0.2963,0.4,0.79222,1.87057,0.13213144,0.0,383461.0,0.0145,0.96669,0.45333,0.26154,0.33171,0.75726,
30,52.58044,3643.91111,1.0122,0.08716031,8.386e-05,383461.0,0.0511,0.97337,0.75872,0.4237,0.54375,0.92783,1.87513,0.07559341,0.0,383461.0,0.01454,0.98371,0.675,0.33333,0.44628,0.8156,1.86636,0.13012678,0.0,383461.0,0.01447,0.96888,0.51515,0.26154,0.34694,0.76657,
31,52.19385,3589.79082,0.99716,0.08446624,8.263e-05,383461.0,0.05072,0.9745,0.7733,0.4513,0.56996,0.93489,1.88986,0.07273381,0.0,383461.0,0.01465,0.98347,0.65854,0.33333,0.44262,0.8264,1.88263,0.1319675,0.0,383461.0,0.01459,0.96937,0.52778,0.29231,0.37624,0.75924,
32,41.59037,3514.25903,0.97618,0.08393045,8.136e-05,383461.0,0.04042,0.97435,0.76359,0.45617,0.57114,0.93708,1.89246,0.07414035,0.0,383461.0,0.01467,0.98104,0.53333,0.2963,0.38095,0.84147,1.88954,0.12909995,0.0,383461.0,0.01465,0.96815,0.49398,0.31538,0.38498,0.77799,
33,52.33,3461.5713,0.96155,0.08174694,8.005e-05,383461.0,0.05086,0.97456,0.76228,0.46591,0.57834,0.94315,1.8928,0.0743398,0.0,383461.0,0.01467,0.98347,0.69697,0.28395,0.40351,0.82593,1.88315,0.13680575,0.0,383461.0,0.0146,0.96766,0.47059,0.18462,0.26519,0.76727,
34,52.34333,3408.92876,0.94692,0.08176043,7.872e-05,383461.0,0.05087,0.97459,0.77348,0.45455,0.5726,0.94373,1.89701,0.07378641,0.0,383461.0,0.01471,0.98177,0.56818,0.30864,0.4,0.83342,1.88478,0.1391018,0.0,383461.0,0.01461,0.96693,0.46512,0.30769,0.37037,0.75903,
35,54.74579,3360.57389,0.93349,0.08030117,7.735e-05,383461.0,0.0532,0.97535,0.78104,0.47484,0.59061,0.94551,1.83861,0.07538991,0.0,383461.0,0.01425,0.98152,0.56098,0.28395,0.37705,0.8338,1.82191,0.13706374,0.0,383461.0,0.01412,0.96669,0.45783,0.29231,0.35681,0.77753,
36,55.31262,3312.83871,0.92023,0.07904191,7.595e-05,383461.0,0.05375,0.97559,0.79505,0.46916,0.5901,0.94793,1.83941,0.07395407,0.0,383461.0,0.01426,0.98274,0.63158,0.2963,0.40336,0.83392,1.8247,0.13909118,0.0,383461.0,0.01414,0.96912,0.52308,0.26154,0.34872,0.76803,
37,54.97688,3264.15693,0.90671,0.07727642,7.452e-05,383461.0,0.05343,0.97666,0.80208,0.5,0.616,0.94775,1.88891,0.07482886,0.0,383461.0,0.01464,0.98249,0.60465,0.32099,0.41935,0.83988,1.82124,0.13641581,0.0,383461.0,0.01412,0.96815,0.49351,0.29231,0.36715,0.78462,
38,54.66601,3214.66609,0.89296,0.07635649,7.307e-05,383461.0,0.05313,0.97617,0.79091,0.49432,0.60839,0.95369,1.89397,0.07771243,0.0,383461.0,0.01468,0.98201,0.62069,0.22222,0.32727,0.83271,1.8251,0.14027093,0.0,383461.0,0.01415,0.96888,0.51786,0.22308,0.31183,0.77807,
39,53.6339,3163.36833,0.87871,0.07584304,7.159e-05,383461.0,0.05212,0.97565,0.76904,0.5,0.606,0.95456,1.8364,0.07656787,0.0,383461.0,0.01424,0.98055,0.5122,0.25926,0.34426,0.84784,1.86369,0.1491415,0.0,383461.0,0.01445,0.96718,0.46667,0.26923,0.34146,0.76104,
40,52.54996,3110.3968,0.864,0.07281346,7.008e-05,383461.0,0.05107,0.97705,0.79925,0.51705,0.6279,0.95756,1.8866,0.08027723,0.0,383461.0,0.01462,0.97885,0.45161,0.34568,0.39161,0.8392,1.84222,0.14342144,0.0,383461.0,0.01428,0.9628,0.4,0.35385,0.37551,0.79075,
41,52.23859,3057.01535,0.84917,0.07479781,6.856e-05,383461.0,0.05077,0.97678,0.79545,0.51136,0.62253,0.95684,1.84432,0.07602452,0.0,383461.0,0.0143,0.98225,0.58696,0.33333,0.4252,0.83645,1.83586,0.14166039,0.0,383461.0,0.01423,0.96864,0.50685,0.28462,0.36453,0.7693,
42,52.95827,3004.64105,0.83462,0.07219302,6.701e-05,383461.0,0.05147,0.97675,0.7967,0.50893,0.6211,0.96112,1.83683,0.07755143,0.0,383461.0,0.01424,0.98322,0.65,0.32099,0.42975,0.84604,1.84389,0.14552346,0.0,383461.0,0.01429,0.96985,0.55172,0.24615,0.34043,0.77488,
43,52.47432,2951.62428,0.8199,0.07245529,6.545e-05,383461.0,0.051,0.97663,0.79794,0.50325,0.61722,0.96186,1.84083,0.08031374,0.0,383461.0,0.01427,0.98152,0.55102,0.33333,0.41538,0.82782,1.83519,0.14666776,0.0,383461.0,0.01423,0.96718,0.46835,0.28462,0.35407,0.77247,
44,52.31905,2898.44184,0.80512,0.07046561,6.387e-05,383461.0,0.05084,0.9769,0.78851,0.52354,0.62927,0.96398,1.89685,0.07978461,0.0,383461.0,0.0147,0.98079,0.52381,0.2716,0.35772,0.83266,1.88626,0.16607684,0.0,383461.0,0.01462,0.9645,0.38889,0.21538,0.27723,0.74693,
45,52.40968,2845.40333,0.79039,0.06848671,6.227e-05,383461.0,0.05093,0.9779,0.81058,0.5349,0.6445,0.96616,1.89053,0.07937641,0.0,383461.0,0.01466,0.98031,0.5,0.33333,0.4,0.83767,1.88292,0.15014857,0.0,383461.0,0.0146,0.9662,0.44828,0.3,0.35945,0.77785,
46,52.7308,2792.7537,0.77576,0.06607418,6.066e-05,383461.0,0.05124,0.97818,0.80889,0.54627,0.65213,0.97011,1.89198,0.0783211,0.0,383461.0,0.01467,0.98104,0.53333,0.2963,0.38095,0.85099,1.88226,0.1561247,0.0,383461.0,0.01459,0.96791,0.48387,0.23077,0.3125,0.76468,
47,51.94405,2739.24837,0.7609,0.06813383,5.904e-05,383461.0,0.05048,0.97815,0.81242,0.5414,0.64978,0.96764,1.81627,0.07753702,0.0,383461.0,0.01408,0.98128,0.54545,0.2963,0.384,0.84029,1.81703,0.15425663,0.0,383461.0,0.01409,0.96718,0.46914,0.29231,0.36019,0.76646,
48,52.33197,2686.21052,0.74617,0.06664787,5.741e-05,383461.0,0.05086,0.97839,0.80185,0.56169,0.66062,0.96943,1.83996,0.07523919,0.0,383461.0,0.01426,0.98322,0.66667,0.2963,0.41026,0.84845,1.87832,0.15095771,0.0,383461.0,0.01456,0.96937,0.53704,0.22308,0.31522,0.77218,
49,52.18612,2633.05505,0.7314,0.0655037,5.577e-05,383461.0,0.05072,0.97854,0.81161,0.55601,0.65992,0.97058,1.89593,0.08279075,0.0,383461.0,0.0147,0.98298,0.67742,0.25926,0.375,0.83571,1.88638,0.16793561,0.0,383461.0,0.01462,0.96791,0.48077,0.19231,0.27473,0.74771,
50,52.20004,2579.95097,0.71665,0.06676647,5.413e-05,383461.0,0.05073,0.97875,0.81538,0.55925,0.66346,0.96811,1.83935,0.0819297,0.0,383461.0,0.01426,0.98104,0.53659,0.2716,0.36066,0.84817,1.83936,0.17199038,0.0,383461.0,0.01426,0.96596,0.42188,0.20769,0.27835,0.74766,
51,52.26728,2526.94372,0.70193,0.06513825,5.248e-05,383461.0,0.05079,0.97918,0.81839,0.57062,0.67241,0.9714,1.84304,0.0799715,0.0,383461.0,0.01429,0.98274,0.625,0.30864,0.41322,0.84128,1.88012,0.15860612,0.0,383461.0,0.01457,0.96669,0.44928,0.23846,0.31156,0.76783,
52,52.22074,2473.92313,0.6872,0.06242276,5.083e-05,383461.0,0.05075,0.97936,0.81102,0.58523,0.67987,0.97462,1.8925,0.0857553,0.0,383461.0,0.01467,0.98225,0.59524,0.30864,0.4065,0.83398,1.88113,0.17055694,0.0,383461.0,0.01458,0.96766,0.48193,0.30769,0.37559,0.77162,
53,52.16716,2420.88652,0.67247,0.06145544,4.917e-05,383461.0,0.0507,0.97958,0.81891,0.5836,0.68152,0.97554,1.89413,0.08166725,0.0,383461.0,0.01468,0.98249,0.60465,0.32099,0.41935,0.84935,1.8827,0.17066481,0.0,383461.0,0.01459,0.96523,0.42857,0.3,0.35294,0.76767,
54,52.17439,2367.88744,0.65775,0.06239348,4.752e-05,383461.0,0.0507,0.97882,0.79955,0.57955,0.672,0.97603,1.89147,0.08528044,0.0,383461.0,0.01466,0.98298,0.64103,0.30864,0.41667,0.83618,1.88098,0.16921796,0.0,383461.0,0.01458,0.96718,0.46667,0.26923,0.34146,0.76703,
55,52.1053,2314.86354,0.64302,0.06134154,4.587e-05,383461.0,0.05064,0.97933,0.81724,0.57711,0.6765,0.97653,1.89283,0.08262635,0.0,383461.0,0.01467,0.98177,0.56522,0.32099,0.40945,0.84558,1.8828,0.16686044,0.0,383461.0,0.0146,0.9645,0.41489,0.3,0.34821,0.77088,
56,52.17691,2261.92588,0.62831,0.06141667,4.423e-05,383461.0,0.05071,0.98043,0.83333,0.59659,0.69536,0.97501,1.89327,0.08226321,0.0,383461.0,0.01468,0.98177,0.56818,0.30864,0.4,0.84834,1.8892,0.17761349,0.0,383461.0,0.01464,0.96645,0.45,0.27692,0.34286,0.76391,
57,52.13018,2208.98063,0.61361,0.06052778,4.259e-05,383461.0,0.05066,0.98134,0.84719,0.61201,0.71065,0.97628,1.89858,0.08441938,0.0,383461.0,0.01472,0.98177,0.56818,0.30864,0.4,0.84361,1.88005,0.17138924,0.0,383461.0,0.01457,0.96669,0.45882,0.3,0.36279,0.76178,
58,52.32568,2156.19885,0.59894,0.05702122,4.096e-05,383461.0,0.05085,0.98046,0.82116,0.6112,0.70079,0.97943,1.88999,0.08694046,0.0,383461.0,0.01465,0.98347,0.69697,0.28395,0.40351,0.83249,1.88017,0.17225735,0.0,383461.0,0.01457,0.9645,0.40698,0.26923,0.32407,0.76538,
59,52.25733,2103.38671,0.58427,0.05896456,3.934e-05,383461.0,0.05078,0.9807,0.82623,0.61364,0.70424,0.97758,1.89603,0.08816963,0.0,383461.0,0.0147,0.98201,0.58537,0.2963,0.39344,0.84072,1.88483,0.18047832,0.0,383461.0,0.01461,0.96718,0.46753,0.27692,0.34783,0.77197,
60,52.37354,2050.66706,0.56963,0.05685084,3.773e-05,383461.0,0.0509,0.98091,0.8326,0.61364,0.70654,0.97991,1.8903,0.08469496,0.0,383461.0,0.01465,0.98201,0.57447,0.33333,0.42188,0.84115,1.88414,0.17491101,0.0,383461.0,0.01461,0.96523,0.42697,0.29231,0.34703,0.76922,
61,52.20438,1997.85489,0.55496,0.05791196,3.613e-05,383461.0,0.05073,0.98052,0.83091,0.60227,0.69835,0.97935,1.8913,0.08734949,0.0,383461.0,0.01466,0.98152,0.56098,0.28395,0.37705,0.839,1.88126,0.17495139,0.0,383461.0,0.01458,0.96669,0.45455,0.26923,0.33816,0.76981,
62,52.25924,1945.09425,0.5403,0.05530457,3.455e-05,383461.0,0.05079,0.98152,0.83621,0.62987,0.71852,0.98131,1.89013,0.08673579,0.0,383461.0,0.01465,0.98201,0.5814,0.30864,0.40323,0.84204,1.88304,0.184762,0.0,383461.0,0.0146,0.96596,0.44318,0.3,0.3578,0.76714,
63,52.22888,1892.33219,0.52565,0.05592086,3.299e-05,383461.0,0.05076,0.98152,0.83262,0.63393,0.71982,0.98226,1.89359,0.09100527,0.0,383461.0,0.01468,0.97982,0.48077,0.30864,0.37594,0.84106,1.8858,0.18702759,0.0,383461.0,0.01462,0.96402,0.41176,0.32308,0.36207,0.77355,
64,52.46518,1839.71377,0.51103,0.05488239,3.144e-05,383461.0,0.05099,0.98201,0.83126,0.65179,0.73066,0.98102,1.84707,0.09038257,0.0,383461.0,0.01432,0.98079,0.52381,0.2716,0.35772,0.83707,1.83734,0.18355835,0.0,383461.0,0.01424,0.96572,0.43678,0.29231,0.35023,0.76778,
65,52.39361,1787.06313,0.49641,0.05464381,2.992e-05,383461.0,0.05092,0.98192,0.83919,0.63961,0.72593,0.98207,1.88902,0.08824314,0.0,383461.0,0.01464,0.98201,0.58974,0.28395,0.38333,0.84277,1.88618,0.1926561,0.0,383461.0,0.01462,0.96596,0.4359,0.26154,0.32692,0.76345,
66,52.27709,1734.36277,0.48177,0.05546876,2.841e-05,383461.0,0.0508,0.98134,0.82526,0.63636,0.71861,0.98199,1.89316,0.0881111,0.0,383461.0,0.01468,0.98128,0.54545,0.2963,0.384,0.8408,1.88308,0.19192608,0.0,383461.0,0.0146,0.96499,0.42857,0.32308,0.36842,0.76223,
67,52.30451,1681.68777,0.46714,0.05272927,2.693e-05,383461.0,0.05083,0.98182,0.83159,0.64529,0.72669,0.98381,1.89592,0.08921489,0.0,383461.0,0.0147,0.98298,0.65714,0.28395,0.39655,0.83745,1.88294,0.18835442,0.0,383461.0,0.0146,0.96645,0.45556,0.31538,0.37273,0.76637,
68,52.21975,1628.98542,0.4525,0.05189569,2.548e-05,383461.0,0.05075,0.98313,0.85669,0.6599,0.74553,0.98392,1.89114,0.09452916,0.0,383461.0,0.01466,0.98225,0.60526,0.28395,0.38655,0.84468,1.88199,0.19519587,0.0,383461.0,0.01459,0.96718,0.47312,0.33846,0.39462,0.77267,
69,52.08558,1576.23936,0.43784,0.05108832,2.405e-05,383461.0,0.05062,0.98325,0.85067,0.67045,0.74989,0.98464,1.89443,0.09310572,0.0,383461.0,0.01469,0.98079,0.51786,0.35802,0.42336,0.83176,1.88326,0.19454014,0.0,383461.0,0.0146,0.96572,0.4466,0.35385,0.39485,0.76472,
70,52.09418,1523.51542,0.4232,0.05068691,2.265e-05,383461.0,0.05063,0.98268,0.84696,0.65584,0.73925,0.98453,1.88622,0.09146013,0.0,383461.0,0.01462,0.98225,0.61111,0.2716,0.37607,0.85333,1.88386,0.1901138,0.0,383461.0,0.0146,0.96693,0.46154,0.27692,0.34615,0.78089,True
71,52.47615,1470.95751,0.4086,0.04814935,2.128e-05,383461.0,0.051,0.9838,0.85196,0.68669,0.76045,0.9861,1.89539,0.09311984,0.0,383461.0,0.01469,0.98249,0.60976,0.30864,0.40984,0.84168,1.88294,0.19909973,0.0,383461.0,0.0146,0.96402,0.40426,0.29231,0.33929,0.76757,
72,52.22752,1418.30989,0.39397,0.0501424,1.995e-05,383461.0,0.05076,0.98304,0.84671,0.66802,0.74682,0.98563,1.84297,0.0969736,0.0,383461.0,0.01429,0.98152,0.56757,0.25926,0.35593,0.8348,1.83142,0.20218878,0.0,383461.0,0.0142,0.96548,0.42857,0.27692,0.33645,0.76659,
73,52.19915,1365.66365,0.37935,0.04752037,1.864e-05,383461.0,0.05073,0.98389,0.85455,0.68669,0.76148,0.98696,1.89748,0.09243548,0.0,383461.0,0.01471,0.98225,0.58696,0.33333,0.4252,0.84167,1.88875,0.19584954,0.0,383461.0,0.01464,0.96523,0.43011,0.30769,0.35874,0.77171,
74,52.01885,1312.96923,0.36471,0.04941683,1.737e-05,383461.0,0.05055,0.98368,0.85208,0.68263,0.758,0.98568,1.89172,0.09149437,0.0,383461.0,0.01466,0.98274,0.64706,0.2716,0.38261,0.84275,1.88826,0.19086831,0.0,383461.0,0.01464,0.96669,0.45679,0.28462,0.35071,0.77577,
75,56.38099,1261.67011,0.35046,0.04749802,1.614e-05,383461.0,0.05479,0.98404,0.86035,0.68506,0.76277,0.98697,1.96675,0.09260272,0.0,383461.0,0.01525,0.98177,0.56522,0.32099,0.40945,0.84986,1.96101,0.19962305,0.0,383461.0,0.0152,0.96377,0.40404,0.30769,0.34934,0.78075,
76,57.48489,1210.56873,0.33627,0.04767241,1.494e-05,383461.0,0.05586,0.98432,0.8668,0.68669,0.7663,0.98697,1.87035,0.09643645,0.0,383461.0,0.0145,0.98249,0.60465,0.32099,0.41935,0.8325,1.86569,0.20470628,0.0,383461.0,0.01446,0.96572,0.44086,0.31538,0.36771,0.76335,
77,53.84567,1158.27722,0.32174,0.04836813,1.378e-05,383461.0,0.05233,0.98416,0.85657,0.69318,0.76626,0.98687,1.89234,0.09526498,0.0,383461.0,0.01467,0.98177,0.57143,0.2963,0.39024,0.84556,1.88342,0.20268994,0.0,383461.0,0.0146,0.96329,0.3871,0.27692,0.32287,0.77501,
78,53.74904,1105.92068,0.3072,0.04789988,1.266e-05,383461.0,0.05223,0.98362,0.84894,0.68425,0.75775,0.98767,1.87253,0.09271206,0.0,383461.0,0.01452,0.98201,0.57778,0.32099,0.4127,0.84573,1.9015,0.19962356,0.0,383461.0,0.01474,0.96402,0.40625,0.3,0.34513,0.77564,
79,53.82414,1053.54811,0.29265,0.04846353,1.158e-05,383461.0,0.05231,0.9835,0.85189,0.67695,0.75441,0.98726,1.89825,0.09793763,0.0,383461.0,0.01472,0.98177,0.575,0.28395,0.38017,0.84436,1.86589,0.20436952,0.0,383461.0,0.01446,0.96377,0.39326,0.26923,0.31963,0.77463,
80,53.91454,1001.16089,0.2781,0.04708039,1.054e-05,383461.0,0.0524,0.98416,0.85303,0.69724,0.76731,0.9871,1.9105,0.09728942,0.0,383461.0,0.01481,0.98274,0.625,0.30864,0.41322,0.84437,1.86565,0.20690283,0.0,383461.0,0.01446,0.96596,0.44186,0.29231,0.35185,0.77675,
81,54.22492,948.80456,0.26356,0.04698794,9.55e-06,383461.0,0.0527,0.98401,0.85442,0.69075,0.76391,0.98862,1.89116,0.09877264,0.0,383461.0,0.01466,0.98274,0.63889,0.28395,0.39316,0.83581,1.92425,0.20603953,0.0,383461.0,0.01492,0.96499,0.4186,0.27692,0.33333,0.76962,
