epoch,train_time_epoch,train_eta,train_eta_hours,train_loss,train_lr,train_params,train_time_iter,train_accuracy,train_auc,train_ap,val_time_epoch,val_loss,val_lr,val_params,val_time_iter,val_accuracy,val_auc,val_ap,test_time_epoch,test_loss,test_lr,test_params,test_time_iter,test_accuracy,test_auc,test_ap,best_epoch
0,199.3958,19740.18457,5.48338,0.69835626,0.0,6489318.0,0.29109,0.4964,0.50143,0.02232,12.56471,0.70313073,0.0,6489318.0,0.1461,0.47685,0.51202,0.02639,14.05895,0.70371047,0.0,6489318.0,0.16348,0.47925,0.50488,0.02815,
1,146.04556,16926.6267,4.70184,0.33228124,0.0001,6489318.0,0.21321,0.9096,0.53779,0.03005,9.59377,0.22036444,0.0,6489318.0,0.11156,0.95683,0.57163,0.03858,8.2194,0.23405911,0.0,6489318.0,0.09557,0.95635,0.5691,0.03974,
2,145.94644,15888.20544,4.41339,0.06394408,0.0002,6489318.0,0.21306,0.98009,0.6378,0.04792,8.08646,0.07499647,0.0,6489318.0,0.09403,0.97466,0.71552,0.07413,8.28352,0.07413319,0.0,6489318.0,0.09632,0.97336,0.7149,0.07646,
3,147.84432,15341.57078,4.26155,0.04798066,0.0003,6489318.0,0.21583,0.98133,0.74672,0.08518,7.99604,0.05920529,0.0,6489318.0,0.09298,0.97458,0.75831,0.1085,8.27622,0.0613472,0.0,6489318.0,0.09624,0.97363,0.75983,0.10766,
4,146.11116,14921.52218,4.14487,0.04458011,0.0004,6489318.0,0.2133,0.98215,0.80032,0.11322,7.91075,0.05354403,0.0,6489318.0,0.09199,0.97681,0.81145,0.13654,8.26491,0.05604796,0.0,6489318.0,0.0961,0.97545,0.8081,0.13404,
5,148.08909,14623.77368,4.06216,0.04278185,0.0005,6489318.0,0.21619,0.98274,0.82817,0.13687,8.03637,0.05230264,0.0,6489318.0,0.09345,0.97771,0.82051,0.15731,8.33976,0.05475203,0.0,6489318.0,0.09697,0.97664,0.82254,0.15445,
6,147.11208,14355.80477,3.98772,0.04129227,0.00049986,6489318.0,0.21476,0.98328,0.84469,0.15787,7.98865,0.05419021,0.0,6489318.0,0.09289,0.97654,0.8408,0.17879,8.23984,0.05608301,0.0,6489318.0,0.09581,0.97542,0.83553,0.17212,
7,146.48513,14110.84013,3.91968,0.04018537,0.00049945,6489318.0,0.21385,0.98362,0.85659,0.17584,7.93423,0.04945613,0.0,6489318.0,0.09226,0.97876,0.84995,0.19159,8.27201,0.0515919,0.0,6489318.0,0.09619,0.97771,0.8443,0.19026,
8,147.50901,13898.11237,3.86059,0.03923137,0.00049877,6489318.0,0.21534,0.984,0.86561,0.19368,8.07104,0.04850772,0.0,6489318.0,0.09385,0.97924,0.85748,0.2082,8.3227,0.05079372,0.0,6489318.0,0.09678,0.97782,0.85476,0.204,
9,145.46858,13680.06447,3.80002,0.0384034,0.00049782,6489318.0,0.21236,0.98437,0.87258,0.20942,7.98717,0.04784382,0.0,6489318.0,0.09287,0.97953,0.86675,0.21914,8.24558,0.04995685,0.0,6489318.0,0.09588,0.97826,0.86272,0.21425,
10,147.33429,13490.30813,3.74731,0.03767085,0.00049659,6489318.0,0.21509,0.98453,0.87812,0.22291,7.92703,0.0478172,0.0,6489318.0,0.09217,0.98011,0.86709,0.22059,8.26704,0.05007712,0.0,6489318.0,0.09613,0.9787,0.86355,0.21897,
11,147.75866,13310.73416,3.69743,0.03698387,0.00049509,6489318.0,0.21571,0.98483,0.88287,0.23592,8.03586,0.04744762,0.0,6489318.0,0.09344,0.97959,0.868,0.23292,8.22886,0.04971326,0.0,6489318.0,0.09568,0.97835,0.86684,0.22434,
12,145.70642,13122.32062,3.64509,0.03634182,0.00049333,6489318.0,0.21271,0.98502,0.88796,0.25254,7.99465,0.0459545,0.0,6489318.0,0.09296,0.98049,0.87293,0.24357,8.2425,0.04832332,0.0,6489318.0,0.09584,0.97907,0.86911,0.23488,
13,147.75256,12952.57728,3.59794,0.03576669,0.0004913,6489318.0,0.2157,0.98526,0.89154,0.2612,7.97206,0.04570536,0.0,6489318.0,0.0927,0.98052,0.87116,0.24629,8.2432,0.04788297,0.0,6489318.0,0.09585,0.97893,0.87216,0.24382,
14,146.12288,12776.53115,3.54904,0.03522496,0.00048901,6489318.0,0.21332,0.9855,0.89522,0.27395,7.99008,0.04576863,0.0,6489318.0,0.09291,0.9805,0.87635,0.248,8.24893,0.04768302,0.0,6489318.0,0.09592,0.97912,0.87424,0.24468,
15,148.55241,12616.98046,3.50472,0.03468265,0.00048645,6489318.0,0.21686,0.98561,0.89994,0.28683,7.96363,0.04526437,0.0,6489318.0,0.0926,0.98057,0.8793,0.25841,8.25168,0.0475079,0.0,6489318.0,0.09595,0.97898,0.87498,0.2455,
16,147.84025,12455.2467,3.45979,0.03417399,0.00048364,6489318.0,0.21583,0.98588,0.90247,0.29748,8.03063,0.04520564,0.0,6489318.0,0.09338,0.98047,0.8792,0.25994,8.32531,0.04748848,0.0,6489318.0,0.09681,0.97928,0.87694,0.2512,
17,146.12424,12287.23927,3.41312,0.03373048,0.00048057,6489318.0,0.21332,0.98612,0.90627,0.3069,7.94271,0.04706862,0.0,6489318.0,0.09236,0.97945,0.87671,0.25655,8.29886,0.04901607,0.0,6489318.0,0.0965,0.97808,0.87351,0.25034,
18,147.98314,12129.46011,3.36929,0.03327982,0.00047725,6489318.0,0.21603,0.98625,0.90898,0.31874,8.06787,0.04557505,0.0,6489318.0,0.09381,0.97997,0.881,0.25951,8.2802,0.04778345,0.0,6489318.0,0.09628,0.9785,0.87658,0.25679,
19,146.36561,11966.19046,3.32394,0.03285532,0.00047368,6489318.0,0.21367,0.98635,0.91208,0.33047,8.04099,0.04516674,0.0,6489318.0,0.0935,0.98064,0.8814,0.26898,9.9856,0.04728766,0.0,6489318.0,0.11611,0.97955,0.87879,0.26144,
20,146.27742,11804.19893,3.27894,0.03248812,0.00046987,6489318.0,0.21354,0.98651,0.91442,0.33604,7.94213,0.04489793,0.0,6489318.0,0.09235,0.98096,0.88163,0.27847,8.20367,0.04700014,0.0,6489318.0,0.09539,0.9799,0.88029,0.2654,
21,147.6542,11648.51729,3.2357,0.03213149,0.00046581,6489318.0,0.21555,0.98665,0.91721,0.34597,7.92303,0.04434152,0.0,6489318.0,0.09213,0.98089,0.88511,0.27869,8.28914,0.04644248,0.0,6489318.0,0.09639,0.97982,0.87957,0.27336,
22,145.64708,11486.8142,3.19078,0.03175302,0.00046152,6489318.0,0.21262,0.9868,0.91886,0.35714,8.07738,0.04546441,0.0,6489318.0,0.09392,0.9804,0.88391,0.27846,8.25687,0.04757055,0.0,6489318.0,0.09601,0.97949,0.87825,0.27486,
23,147.89592,11333.57042,3.14821,0.03144006,0.000457,6489318.0,0.21591,0.98697,0.92158,0.3634,8.04625,0.04460111,0.0,6489318.0,0.09356,0.98095,0.88202,0.28573,8.28487,0.04662306,0.0,6489318.0,0.09634,0.9797,0.87947,0.27888,
24,146.75101,11177.31975,3.10481,0.03108262,0.00045225,6489318.0,0.21424,0.98708,0.92379,0.37473,8.03344,0.04442048,0.0,6489318.0,0.09341,0.98108,0.88684,0.28636,9.94545,0.04651772,0.0,6489318.0,0.11564,0.97982,0.88134,0.27412,
25,146.46309,11020.98036,3.06138,0.0307703,0.00044729,6489318.0,0.21381,0.98729,0.92587,0.3815,7.9955,0.0445702,0.0,6489318.0,0.09297,0.98089,0.8854,0.28344,8.32537,0.04668971,0.0,6489318.0,0.09681,0.97968,0.87951,0.27358,
