epoch,train_time_epoch,train_eta,train_eta_hours,train_loss,train_lr,train_params,train_time_iter,train_accuracy,train_auc,train_ap,val_time_epoch,val_loss,val_lr,val_params,val_time_iter,val_accuracy,val_auc,val_ap,test_time_epoch,test_loss,test_lr,test_params,test_time_iter,test_accuracy,test_auc,test_ap,best_epoch
0,190.99123,18908.13158,5.25226,0.69909644,0.0,6489318.0,0.27882,0.49389,0.49037,0.02048,12.25561,0.70254122,0.0,6489318.0,0.14251,0.49119,0.48656,0.02643,14.16506,0.7033872,0.0,6489318.0,0.16471,0.49081,0.49017,0.02702,
1,144.55068,16441.55366,4.5671,0.33378735,0.0001,6489318.0,0.21102,0.90836,0.54167,0.03011,9.25305,0.15133056,0.0,6489318.0,0.10759,0.96396,0.61211,0.04202,8.068,0.15439461,0.0,6489318.0,0.09381,0.96316,0.60806,0.04239,
2,143.96535,15504.06824,4.30669,0.06480953,0.0002,6489318.0,0.21017,0.97979,0.63261,0.04549,7.75194,0.06406676,0.0,6489318.0,0.09014,0.97505,0.669,0.07276,8.0618,0.0662866,0.0,6489318.0,0.09374,0.97365,0.67019,0.0778,
3,146.27132,15018.6861,4.17186,0.04824386,0.0003,6489318.0,0.21353,0.98126,0.74069,0.08384,7.76259,0.05577791,0.0,6489318.0,0.09026,0.97677,0.76912,0.11626,8.06496,0.05845592,0.0,6489318.0,0.09378,0.97574,0.76969,0.11754,
4,144.24209,14630.39278,4.064,0.04483937,0.0004,6489318.0,0.21057,0.98195,0.79826,0.11,7.75364,0.05397268,0.0,6489318.0,0.09016,0.97763,0.80016,0.12959,8.04019,0.05669138,0.0,6489318.0,0.09349,0.97662,0.80458,0.13176,
5,145.47961,14342.83771,3.98412,0.04297119,0.0005,6489318.0,0.21238,0.98269,0.82401,0.13443,7.76814,0.05208522,0.0,6489318.0,0.09033,0.97716,0.82384,0.15573,8.07871,0.05438527,0.0,6489318.0,0.09394,0.97596,0.82539,0.15497,
6,145.50105,14096.16057,3.9156,0.04143967,0.00049986,6489318.0,0.21241,0.98317,0.84255,0.15479,7.76338,0.05121187,0.0,6489318.0,0.09027,0.97788,0.83261,0.1671,8.0531,0.05381025,0.0,6489318.0,0.09364,0.97676,0.82786,0.16231,
7,144.58304,13864.22033,3.85117,0.04037339,0.00049945,6489318.0,0.21107,0.98354,0.85489,0.17179,7.7654,0.0493975,0.0,6489318.0,0.0903,0.97924,0.85174,0.19423,8.09265,0.05171404,0.0,6489318.0,0.0941,0.97764,0.8475,0.18725,
8,145.87141,13664.71957,3.79576,0.0394278,0.00049877,6489318.0,0.21295,0.98382,0.86265,0.18791,7.77226,0.04890744,0.0,6489318.0,0.09038,0.97924,0.85633,0.20173,8.07043,0.05129143,0.0,6489318.0,0.09384,0.978,0.85475,0.19716,
9,144.84238,13466.68341,3.74075,0.03860725,0.00049782,6489318.0,0.21145,0.98416,0.8701,0.20339,7.76554,0.04814007,0.0,6489318.0,0.0903,0.97958,0.85724,0.2106,8.05408,0.05042473,0.0,6489318.0,0.09365,0.97815,0.85541,0.2051,
