epoch,train_time_epoch,train_eta,train_eta_hours,train_loss,train_lr,train_params,train_time_iter,train_accuracy,train_auc,train_ap,val_time_epoch,val_loss,val_lr,val_params,val_time_iter,val_accuracy,val_auc,val_ap,test_time_epoch,test_loss,test_lr,test_params,test_time_iter,test_accuracy,test_auc,test_ap,best_epoch
0,565.60875,55995.26605,15.55424,0.69590171,0.0,6489318.0,0.82571,0.51415,0.50509,0.02117,62.37015,0.69093271,0.0,6489318.0,0.72523,0.542,0.50035,0.02556,56.19531,0.69173967,0.0,6489318.0,0.65343,0.54098,0.50389,0.02756,
1,268.91207,40891.52019,11.35876,0.32445931,0.0001,6489318.0,0.39257,0.91295,0.53996,0.02988,20.96568,0.1606487,0.0,6489318.0,0.24379,0.96719,0.62168,0.04467,21.76489,0.18102657,0.0,6489318.0,0.25308,0.96599,0.61715,0.04579,
2,261.8024,35447.78425,9.84661,0.06303028,0.0002,6489318.0,0.38219,0.97984,0.64122,0.04764,22.25966,0.07279408,0.0,6489318.0,0.25883,0.97485,0.72694,0.07608,28.13652,0.07082507,0.0,6489318.0,0.32717,0.97372,0.72816,0.0798,
3,259.71568,32544.93382,9.04026,0.0479116,0.0003,6489318.0,0.37915,0.9812,0.7431,0.08443,10.61729,0.05656704,0.0,6489318.0,0.12346,0.9764,0.77992,0.11239,10.901,0.05830095,0.0,6489318.0,0.12676,0.97523,0.77868,0.11275,
4,214.00001,29830.73947,8.28632,0.04453444,0.0004,6489318.0,0.31241,0.98205,0.80147,0.11269,22.3021,0.05478314,0.0,6489318.0,0.25933,0.97663,0.80425,0.13632,22.33603,0.05680711,0.0,6489318.0,0.25972,0.97567,0.80876,0.13876,
5,263.76825,28729.64569,7.98046,0.04270558,0.0005,6489318.0,0.38506,0.98262,0.82578,0.13559,22.37492,0.05203514,0.0,6489318.0,0.26017,0.97773,0.83473,0.16397,22.34888,0.05454884,0.0,6489318.0,0.25987,0.97657,0.82982,0.15726,
6,269.23456,27940.41155,7.76123,0.0412214,0.00049986,6489318.0,0.39304,0.98319,0.84534,0.15849,21.08894,0.04964272,0.0,6489318.0,0.24522,0.97903,0.84769,0.17672,22.38791,0.05199126,0.0,6489318.0,0.26032,0.97764,0.83951,0.17175,
7,253.99977,27105.97725,7.52944,0.0401004,0.00049945,6489318.0,0.3708,0.98355,0.8561,0.17724,28.83787,0.04940031,0.0,6489318.0,0.33532,0.97816,0.84984,0.19115,22.34997,0.05167396,0.0,6489318.0,0.25988,0.97715,0.8428,0.18645,
8,261.01815,26471.492,7.35319,0.0392041,0.00049877,6489318.0,0.38105,0.98396,0.86457,0.19325,22.0946,0.04862949,0.0,6489318.0,0.25691,0.97843,0.85719,0.20621,22.01276,0.05103843,0.0,6489318.0,0.25596,0.97723,0.85045,0.19842,
9,264.46923,25942.75994,7.20632,0.03838347,0.00049782,6489318.0,0.38609,0.98413,0.87154,0.20915,21.42582,0.04796745,0.0,6489318.0,0.24914,0.97953,0.86024,0.21316,21.53612,0.04994154,0.0,6489318.0,0.25042,0.97797,0.85598,0.21097,
10,264.83653,25465.0474,7.07362,0.03762685,0.00049659,6489318.0,0.38662,0.98454,0.87716,0.22307,22.03583,0.04650017,0.0,6489318.0,0.25623,0.97988,0.86748,0.23362,22.02068,0.0486282,0.0,6489318.0,0.25605,0.97851,0.86313,0.22852,
11,266.22804,25033.01863,6.95362,0.03686779,0.00049509,6489318.0,0.38865,0.98482,0.88297,0.24083,22.24239,0.04704015,0.0,6489318.0,0.25863,0.97976,0.86816,0.23047,22.31788,0.04936268,0.0,6489318.0,0.25951,0.97831,0.86326,0.22633,
12,262.96333,24604.64923,6.83462,0.0362717,0.00049333,6489318.0,0.38389,0.98496,0.88735,0.2517,28.20287,0.04652391,0.0,6489318.0,0.32794,0.97973,0.87249,0.23577,22.01668,0.04868462,0.0,6489318.0,0.25601,0.97849,0.8681,0.23412,
13,244.97372,24089.40168,6.6915,0.03567125,0.0004913,6489318.0,0.35763,0.98527,0.89054,0.2638,17.82289,0.04625196,0.0,6489318.0,0.20724,0.98028,0.87635,0.24733,20.81705,0.04846644,0.0,6489318.0,0.24206,0.97899,0.8702,0.24349,
14,268.74506,23744.89486,6.5958,0.03506884,0.00048901,6489318.0,0.39233,0.98546,0.89576,0.27851,21.84521,0.04579761,0.0,6489318.0,0.25401,0.98056,0.8767,0.25159,19.79098,0.04787237,0.0,6489318.0,0.23013,0.97907,0.87143,0.24385,
