epoch,train_time_epoch,train_eta,train_eta_hours,train_loss,train_lr,train_params,train_time_iter,train_accuracy,train_auc,train_ap,val_time_epoch,val_loss,val_lr,val_params,val_time_iter,val_accuracy,val_auc,val_ap,test_time_epoch,test_loss,test_lr,test_params,test_time_iter,test_accuracy,test_auc,test_ap,best_epoch
53,113.2067,5324.45217,1.47901,0.02457395,0.00024587,6489318.0,0.16527,0.98981,0.9638,0.54761,6.97481,0.04734583,0.0,6489318.0,0.0811,0.98054,0.87565,0.29392,7.06441,0.04979114,0.0,6489318.0,0.08214,0.97905,0.86989,0.28408,
54,113.79134,5207.10152,1.44642,0.02438416,0.0002376,6489318.0,0.16612,0.98988,0.96475,0.55203,6.5638,0.04682776,0.0,6489318.0,0.07632,0.98088,0.87731,0.29755,6.75979,0.04937493,0.0,6489318.0,0.0786,0.97938,0.87036,0.28856,
55,107.62584,5085.03367,1.41251,0.02421569,0.00022936,6489318.0,0.15712,0.98995,0.96606,0.55956,6.05675,0.04714707,0.0,6489318.0,0.07043,0.98067,0.8766,0.29466,6.25586,0.0495299,0.0,6489318.0,0.07274,0.97936,0.86865,0.2855,
56,109.18451,4964.64839,1.37907,0.02403562,0.00022113,6489318.0,0.15939,0.99007,0.9666,0.56035,6.06178,0.04730391,0.0,6489318.0,0.07049,0.9809,0.87388,0.29414,6.28564,0.04978175,0.0,6489318.0,0.07309,0.97927,0.86671,0.28388,
57,107.52384,4843.44679,1.3454,0.02385886,0.00021293,6489318.0,0.15697,0.99014,0.96725,0.56821,6.056,0.04767184,0.0,6489318.0,0.07042,0.9806,0.87409,0.29628,7.62977,0.05018722,0.0,6489318.0,0.08872,0.979,0.86762,0.28462,
58,109.80901,4724.29685,1.3123,0.02371401,0.00020478,6489318.0,0.16031,0.99025,0.96816,0.5665,6.34219,0.04737081,0.0,6489318.0,0.07375,0.98087,0.87409,0.29606,6.52459,0.0498295,0.0,6489318.0,0.07587,0.97911,0.86636,0.28399,
59,112.26146,4607.09323,1.27975,0.02354666,0.00019668,6489318.0,0.16389,0.99025,0.96871,0.57521,7.05256,0.04768737,0.0,6489318.0,0.08201,0.98088,0.87278,0.29303,7.06793,0.05032116,0.0,6489318.0,0.08219,0.97922,0.86635,0.28221,
60,114.6361,4491.56987,1.24766,0.02334238,0.00018863,6489318.0,0.16735,0.99039,0.96922,0.58325,6.65374,0.04809221,0.0,6489318.0,0.07737,0.98076,0.87198,0.29361,6.86937,0.05068025,0.0,6489318.0,0.07988,0.9791,0.86449,0.28143,
61,119.32357,4378.94809,1.21637,0.02322364,0.00018065,6489318.0,0.17419,0.99037,0.97023,0.58335,6.66109,0.04788264,0.0,6489318.0,0.07745,0.98064,0.87354,0.29253,6.76946,0.0505765,0.0,6489318.0,0.07871,0.97881,0.86653,0.28199,
62,116.35334,4264.36914,1.18455,0.02305086,0.00017275,6489318.0,0.16986,0.9905,0.97107,0.58629,6.66186,0.04843658,0.0,6489318.0,0.07746,0.98036,0.87112,0.29377,8.6466,0.05109224,0.0,6489318.0,0.10054,0.97881,0.8653,0.28052,
63,114.36743,4148.61766,1.15239,0.02290216,0.00016493,6489318.0,0.16696,0.99055,0.97143,0.59272,6.28433,0.04902705,0.0,6489318.0,0.07307,0.98016,0.87159,0.28994,6.45335,0.05162132,0.0,6489318.0,0.07504,0.97851,0.86557,0.28189,
64,115.10775,4033.30741,1.12036,0.02274366,0.0001572,6489318.0,0.16804,0.99062,0.97226,0.59881,6.16201,0.04859403,0.0,6489318.0,0.07165,0.98057,0.87272,0.29443,6.37068,0.05124976,0.0,6489318.0,0.07408,0.97876,0.86488,0.28177,
65,112.01074,3916.40786,1.08789,0.02264637,0.00014958,6489318.0,0.16352,0.99073,0.9725,0.60072,6.10105,0.0487367,0.0,6489318.0,0.07094,0.9806,0.87094,0.29322,6.32075,0.05130018,0.0,6489318.0,0.0735,0.97884,0.8641,0.27971,
66,113.25956,3800.26933,1.05563,0.02248102,0.00014206,6489318.0,0.16534,0.99076,0.97337,0.60312,6.09861,0.04878559,0.0,6489318.0,0.07091,0.98052,0.87167,0.29781,6.31479,0.05155429,0.0,6489318.0,0.07343,0.97906,0.86267,0.28212,True
67,112.49352,3683.855,1.02329,0.02232832,0.00013466,6489318.0,0.16422,0.99076,0.97366,0.60749,7.80879,0.04916187,0.0,6489318.0,0.0908,0.98037,0.87051,0.29432,6.4689,0.05173251,0.0,6489318.0,0.07522,0.97882,0.86482,0.28323,
68,116.60866,3569.40314,0.9915,0.02221901,0.00012739,6489318.0,0.17023,0.99088,0.97435,0.61015,7.15223,0.04908336,0.0,6489318.0,0.08317,0.98065,0.87094,0.29558,7.25771,0.05179735,0.0,6489318.0,0.08439,0.97895,0.86388,0.28154,
69,118.07302,3455.51724,0.95987,0.02206357,0.00012026,6489318.0,0.17237,0.99092,0.97497,0.6167,7.50437,0.04953735,0.0,6489318.0,0.08726,0.98052,0.86829,0.29237,7.49087,0.05234085,0.0,6489318.0,0.0871,0.97898,0.86072,0.27955,
70,115.72924,3340.55607,0.92793,0.02195384,0.00011326,6489318.0,0.16895,0.99101,0.97536,0.61841,6.328,0.04940417,0.0,6489318.0,0.07358,0.9806,0.87009,0.29198,6.53212,0.05218538,0.0,6489318.0,0.07595,0.97893,0.86216,0.2789,
71,113.62288,3224.75443,0.89577,0.02184492,0.00010642,6489318.0,0.16587,0.99103,0.97583,0.62178,6.26458,0.04926471,0.0,6489318.0,0.07284,0.98054,0.87003,0.29396,6.43346,0.0521222,0.0,6489318.0,0.07481,0.97888,0.86191,0.27757,
72,108.42119,3107.08857,0.86308,0.02168586,9.973e-05,6489318.0,0.15828,0.99102,0.97622,0.62859,7.6429,0.04996158,0.0,6489318.0,0.08887,0.98023,0.86936,0.29446,6.30345,0.05282486,0.0,6489318.0,0.0733,0.97858,0.861,0.27854,
73,109.57566,2990.07818,0.83058,0.02159246,9.321e-05,6489318.0,0.15996,0.99111,0.97654,0.62837,6.1184,0.04975408,0.0,6489318.0,0.07114,0.98046,0.8693,0.2953,6.32587,0.05257076,0.0,6489318.0,0.07356,0.97875,0.86145,0.27866,
74,109.15214,2873.12489,0.79809,0.02145036,8.685e-05,6489318.0,0.15935,0.99116,0.97683,0.63273,6.1003,0.05039018,0.0,6489318.0,0.07093,0.98028,0.86815,0.29514,6.46895,0.05319052,0.0,6489318.0,0.07522,0.97864,0.8617,0.27872,
75,108.61941,2756.20866,0.76561,0.02137105,8.068e-05,6489318.0,0.15857,0.99125,0.97724,0.63405,6.079,0.05037499,0.0,6489318.0,0.07069,0.98015,0.86798,0.2927,6.27651,0.05315685,0.0,6489318.0,0.07298,0.97852,0.86087,0.2813,
76,109.34115,2639.72351,0.73326,0.02125946,7.469e-05,6489318.0,0.15962,0.99119,0.9774,0.63927,6.17726,0.0502867,0.0,6489318.0,0.07183,0.98025,0.86735,0.29414,6.83844,0.05316109,0.0,6489318.0,0.07952,0.97862,0.85945,0.2774,
77,120.67051,2526.617,0.70184,0.02116986,6.889e-05,6489318.0,0.17616,0.99129,0.97787,0.64007,6.60722,0.05067822,0.0,6489318.0,0.07683,0.98014,0.86721,0.29298,6.65129,0.05353401,0.0,6489318.0,0.07734,0.97833,0.86009,0.27897,
78,115.17382,2411.85786,0.66996,0.02106747,6.329e-05,6489318.0,0.16814,0.99132,0.97818,0.64435,6.30927,0.05027899,0.0,6489318.0,0.07336,0.98045,0.8674,0.29472,6.50051,0.05317392,0.0,6489318.0,0.07559,0.97878,0.85983,0.28001,
79,117.935,2297.77864,0.63827,0.02100635,5.79e-05,6489318.0,0.17217,0.99138,0.97829,0.64536,6.47909,0.05059859,0.0,6489318.0,0.07534,0.98023,0.86636,0.2911,6.73934,0.05344507,0.0,6489318.0,0.07836,0.97864,0.85886,0.277,
80,113.31867,2182.52137,0.60626,0.02094957,5.271e-05,6489318.0,0.16543,0.99137,0.97855,0.64589,6.11329,0.05054464,0.0,6489318.0,0.07108,0.9802,0.86677,0.2927,6.3208,0.05343575,0.0,6489318.0,0.0735,0.9785,0.85926,0.27703,
81,113.20906,2067.28733,0.57425,0.02082681,4.775e-05,6489318.0,0.16527,0.99154,0.97893,0.65026,6.09133,0.05067245,0.0,6489318.0,0.07083,0.98017,0.86686,0.29364,6.30142,0.05353645,0.0,6489318.0,0.07327,0.9785,0.85943,0.27841,
82,113.03762,1952.06697,0.54224,0.02077408,4.3e-05,6489318.0,0.16502,0.99146,0.979,0.64836,6.09253,0.05073804,0.0,6489318.0,0.07084,0.98016,0.86561,0.29389,6.30741,0.05366228,0.0,6489318.0,0.07334,0.97862,0.85794,0.27865,
83,112.23314,1836.74534,0.51021,0.02067473,3.848e-05,6489318.0,0.16384,0.99151,0.97929,0.65478,6.20031,0.05085106,0.0,6489318.0,0.0721,0.98022,0.86587,0.29225,6.42753,0.05376996,0.0,6489318.0,0.07474,0.97848,0.85797,0.27772,
84,113.89904,1721.79037,0.47828,0.02064915,3.419e-05,6489318.0,0.16628,0.99155,0.97941,0.65527,6.27858,0.05080801,0.0,6489318.0,0.07301,0.98028,0.86541,0.29257,6.4761,0.05378681,0.0,6489318.0,0.0753,0.97855,0.85721,0.27862,
85,116.88632,1607.34625,0.44649,0.02058126,3.013e-05,6489318.0,0.17064,0.99157,0.9796,0.65426,6.46443,0.05087237,0.0,6489318.0,0.07517,0.98031,0.86623,0.29376,7.03997,0.05386025,0.0,6489318.0,0.08186,0.97863,0.85838,0.27885,
86,117.85979,1492.99145,0.41472,0.02052118,2.632e-05,6489318.0,0.17206,0.99162,0.98,0.66002,6.62504,0.05103893,0.0,6489318.0,0.07704,0.98018,0.86585,0.29509,6.82428,0.05400109,0.0,6489318.0,0.07935,0.97852,0.85815,0.27865,
87,116.35291,1378.35151,0.38288,0.02049558,2.275e-05,6489318.0,0.16986,0.99151,0.97991,0.661,6.67695,0.05099858,0.0,6489318.0,0.07764,0.98027,0.86564,0.29485,6.76886,0.05400234,0.0,6489318.0,0.07871,0.9785,0.85767,0.27925,
88,114.8793,1263.49095,0.35097,0.02040631,1.943e-05,6489318.0,0.16771,0.99165,0.98011,0.66258,6.19578,0.05099669,0.0,6489318.0,0.07204,0.9802,0.86539,0.29425,6.40783,0.05395267,0.0,6489318.0,0.07451,0.97851,0.85764,0.279,
89,114.82323,1148.62374,0.31906,0.02037831,1.636e-05,6489318.0,0.16763,0.99168,0.98009,0.66083,6.28132,0.0510009,0.0,6489318.0,0.07304,0.98021,0.86546,0.294,6.44008,0.0539719,0.0,6489318.0,0.07488,0.97862,0.85746,0.27826,
90,118.12684,1034.08422,0.28725,0.02031765,1.355e-05,6489318.0,0.17245,0.99165,0.9802,0.66396,6.84928,0.05116485,0.0,6489318.0,0.07964,0.98022,0.86532,0.29335,8.93456,0.05410402,0.0,6489318.0,0.10389,0.97848,0.85728,0.2782,
91,115.30303,919.22117,0.25534,0.02032778,1.099e-05,6489318.0,0.16833,0.99167,0.98027,0.66491,6.8387,0.05132267,0.0,6489318.0,0.07952,0.98009,0.86542,0.29361,7.02003,0.05426013,0.0,6489318.0,0.08163,0.97835,0.85732,0.27775,
92,113.40514,804.20581,0.22339,0.02027776,8.7e-06,6489318.0,0.16555,0.99171,0.98051,0.6655,6.54503,0.05128296,0.0,6489318.0,0.07611,0.98027,0.86559,0.29423,6.73492,0.05428869,0.0,6489318.0,0.07831,0.97853,0.85782,0.27768,
93,112.97812,689.19745,0.19144,0.02027534,6.67e-06,6489318.0,0.16493,0.99171,0.98049,0.66547,6.85074,0.0512878,0.0,6489318.0,0.07966,0.98013,0.86509,0.29374,6.97882,0.05428029,0.0,6489318.0,0.08115,0.97844,0.85732,0.27749,
94,112.1671,574.18915,0.1595,0.02025238,4.91e-06,6489318.0,0.16375,0.9917,0.98059,0.66643,7.03812,0.05131987,0.0,6489318.0,0.08184,0.98021,0.86554,0.29414,7.19976,0.0543129,0.0,6489318.0,0.08372,0.97843,0.85774,0.2781,
95,110.04335,459.15155,0.12754,0.02024585,3.41e-06,6489318.0,0.16065,0.9917,0.9805,0.66396,6.28253,0.05125453,0.0,6489318.0,0.07305,0.9801,0.86518,0.29391,8.30871,0.0542188,0.0,6489318.0,0.09661,0.97839,0.85746,0.27785,
96,110.58658,344.23373,0.09562,0.02020521,2.18e-06,6489318.0,0.16144,0.99174,0.98047,0.66608,6.23127,0.05119914,0.0,6489318.0,0.07246,0.98026,0.86566,0.29408,6.39608,0.05418316,0.0,6489318.0,0.07437,0.97855,0.8578,0.27802,
97,110.89862,229.41066,0.06373,0.02019103,1.23e-06,6489318.0,0.1619,0.99174,0.9807,0.66673,6.1556,0.051096,0.0,6489318.0,0.07158,0.98024,0.86538,0.29335,6.3897,0.05406728,0.0,6489318.0,0.0743,0.97854,0.85755,0.27768,
