epoch,train_time_epoch,train_eta,train_eta_hours,train_loss,train_lr,train_params,train_time_iter,train_accuracy,train_auc,train_ap,val_time_epoch,val_loss,val_lr,val_params,val_time_iter,val_accuracy,val_auc,val_ap,test_time_epoch,test_loss,test_lr,test_params,test_time_iter,test_accuracy,test_auc,test_ap,best_epoch
39,147.16741,8781.53444,2.43932,0.02715402,0.00035794,6489318.0,0.21484,0.98877,0.94943,0.47627,7.8447,0.04505714,0.0,6489318.0,0.09122,0.98104,0.88243,0.29248,8.13372,0.04727113,0.0,6489318.0,0.09458,0.97982,0.8748,0.28346,
40,145.1349,8633.41416,2.39817,0.02694957,0.00035042,6489318.0,0.21188,0.98883,0.95075,0.48378,9.28871,0.04553223,0.0,6489318.0,0.10801,0.9808,0.88198,0.29334,8.05815,0.04789058,0.0,6489318.0,0.0937,0.97942,0.87626,0.28567,
41,145.36038,8485.74741,2.35715,0.02678845,0.0003428,6489318.0,0.2122,0.98889,0.95174,0.48656,7.95886,0.04559769,0.0,6489318.0,0.09254,0.98099,0.88314,0.29509,8.19954,0.04797413,0.0,6489318.0,0.09534,0.97934,0.87642,0.28574,
42,144.69029,8337.29969,2.31592,0.02653098,0.00033507,6489318.0,0.21123,0.98893,0.95343,0.49198,7.76095,0.04571652,0.0,6489318.0,0.09024,0.9808,0.88119,0.29395,8.06116,0.04817223,0.0,6489318.0,0.09373,0.97951,0.87569,0.28719,
43,143.60434,8187.64063,2.27434,0.02632689,0.00032725,6489318.0,0.20964,0.9891,0.95448,0.49797,7.76512,0.04574364,0.0,6489318.0,0.09029,0.98075,0.87891,0.2942,8.07219,0.0479446,0.0,6489318.0,0.09386,0.97938,0.87496,0.28412,
44,145.59264,8040.68082,2.23352,0.02615175,0.00031935,6489318.0,0.21254,0.98913,0.95519,0.50143,7.74804,0.04573135,0.0,6489318.0,0.09009,0.98106,0.8818,0.29594,8.03291,0.04820117,0.0,6489318.0,0.09341,0.97959,0.87294,0.28737,
45,143.90819,7891.80304,2.19217,0.02590486,0.00031137,6489318.0,0.21008,0.98922,0.95706,0.50876,9.15316,0.04540259,0.0,6489318.0,0.10643,0.98101,0.88081,0.29723,8.06831,0.04785554,0.0,6489318.0,0.09382,0.9796,0.87511,0.2909,
46,143.43084,7742.59845,2.15072,0.02573521,0.00030332,6489318.0,0.20939,0.98931,0.95799,0.51268,7.73837,0.04532704,0.0,6489318.0,0.08998,0.98109,0.8808,0.29673,8.04768,0.04779956,0.0,6489318.0,0.09358,0.97961,0.87391,0.28611,
47,145.77668,7596.17576,2.11005,0.02556351,0.00029522,6489318.0,0.21281,0.98937,0.95927,0.52061,7.76524,0.04641279,0.0,6489318.0,0.09029,0.98093,0.87982,0.29262,8.04663,0.04885287,0.0,6489318.0,0.09357,0.97959,0.87247,0.28523,
48,147.32667,7451.3927,2.06983,0.02535207,0.00028707,6489318.0,0.21508,0.98949,0.96016,0.52555,7.8954,0.04618796,0.0,6489318.0,0.09181,0.98078,0.87888,0.29446,8.19441,0.04866719,0.0,6489318.0,0.09528,0.97915,0.87017,0.28824,
49,149.25561,7308.43683,2.03012,0.02516674,0.00027887,6489318.0,0.21789,0.98956,0.96102,0.53064,7.88382,0.04590068,0.0,6489318.0,0.09167,0.98118,0.87638,0.29502,8.12853,0.04855353,0.0,6489318.0,0.09452,0.97981,0.86878,0.28646,
50,146.65905,7162.73918,1.98965,0.02499166,0.00027064,6489318.0,0.2141,0.98967,0.96164,0.53152,7.78462,0.04619962,0.0,6489318.0,0.09052,0.98086,0.87913,0.30013,8.06029,0.0487236,0.0,6489318.0,0.09372,0.97931,0.87107,0.28955,True
51,144.80735,7015.29529,1.94869,0.02477622,0.0002624,6489318.0,0.2114,0.98976,0.9628,0.54112,7.76787,0.0465507,0.0,6489318.0,0.09032,0.98084,0.87715,0.29325,8.05821,0.04909532,0.0,6489318.0,0.0937,0.97931,0.86984,0.28356,
52,144.88291,6868.0179,1.90778,0.02459994,0.00025413,6489318.0,0.21151,0.98977,0.96396,0.54699,7.76559,0.04687873,0.0,6489318.0,0.0903,0.98093,0.87781,0.29611,8.0718,0.04961137,0.0,6489318.0,0.09386,0.97934,0.86827,0.28333,
53,143.07397,6719.28824,1.86647,0.02443169,0.00024587,6489318.0,0.20887,0.98992,0.9647,0.55003,7.75873,0.04642811,0.0,6489318.0,0.09022,0.98081,0.87903,0.29653,8.07859,0.04910339,0.0,6489318.0,0.09394,0.97939,0.87012,0.28899,
54,145.37176,6572.64426,1.82573,0.02423654,0.0002376,6489318.0,0.21222,0.99003,0.96599,0.55613,7.7815,0.04715503,0.0,6489318.0,0.09048,0.98072,0.87739,0.29626,8.06738,0.04983628,0.0,6489318.0,0.09381,0.97895,0.86853,0.28689,
55,145.60679,6426.23037,1.78506,0.02404574,0.00022936,6489318.0,0.21256,0.99005,0.96677,0.56028,7.95864,0.04706096,0.0,6489318.0,0.09254,0.98086,0.87729,0.29607,8.26498,0.04961536,0.0,6489318.0,0.0961,0.97938,0.87033,0.28709,
56,146.26342,6280.34016,1.74454,0.02387226,0.00022113,6489318.0,0.21352,0.99012,0.96736,0.56725,8.08507,0.04745916,0.0,6489318.0,0.09401,0.98054,0.8749,0.29066,8.32744,0.0502231,0.0,6489318.0,0.09683,0.97878,0.86547,0.28369,
57,148.14909,6135.80257,1.70439,0.0236993,0.00021293,6489318.0,0.21628,0.99013,0.96812,0.56957,8.09884,0.04766599,0.0,6489318.0,0.09417,0.98043,0.87571,0.29162,8.27577,0.05025417,0.0,6489318.0,0.09623,0.97904,0.86769,0.28704,
58,147.75625,5990.86956,1.66413,0.02353578,0.00020478,6489318.0,0.2157,0.99036,0.96906,0.57615,8.01817,0.0478837,0.0,6489318.0,0.09323,0.98068,0.87419,0.29381,8.23675,0.05054341,0.0,6489318.0,0.09578,0.97909,0.86601,0.28438,
59,147.25767,5845.51006,1.62375,0.02341762,0.00019668,6489318.0,0.21497,0.99035,0.9697,0.57762,8.02697,0.04746654,0.0,6489318.0,0.09334,0.98086,0.87413,0.29395,8.30683,0.05029882,0.0,6489318.0,0.09659,0.97914,0.86514,0.28229,
60,146.91648,5699.87018,1.5833,0.02322291,0.00018863,6489318.0,0.21448,0.99048,0.97026,0.58466,7.85471,0.04783611,0.0,6489318.0,0.09133,0.98068,0.87535,0.29274,8.2188,0.05058916,0.0,6489318.0,0.09557,0.97917,0.86735,0.28288,
61,144.61081,5552.77597,1.54244,0.02308042,0.00018065,6489318.0,0.21111,0.99042,0.97092,0.58826,7.82108,0.04773332,0.0,6489318.0,0.09094,0.9806,0.87407,0.29546,8.11203,0.05037475,0.0,6489318.0,0.09433,0.9791,0.86654,0.28291,
62,145.34742,5406.19321,1.50172,0.02292245,0.00017275,6489318.0,0.21219,0.99051,0.97146,0.59149,8.06046,0.04791098,0.0,6489318.0,0.09373,0.98081,0.87296,0.2941,8.35663,0.05068781,0.0,6489318.0,0.09717,0.97904,0.86564,0.28461,
63,144.42669,5259.13115,1.46087,0.02276067,0.00016493,6489318.0,0.21084,0.99057,0.97206,0.59769,7.99608,0.04819575,0.0,6489318.0,0.09298,0.98031,0.87293,0.29059,8.44172,0.05094808,0.0,6489318.0,0.09816,0.97863,0.86534,0.28154,
64,147.34327,5113.72064,1.42048,0.02260804,0.0001572,6489318.0,0.2151,0.99061,0.97277,0.60276,7.85388,0.04850361,0.0,6489318.0,0.09132,0.98042,0.87284,0.29047,8.12536,0.0512414,0.0,6489318.0,0.09448,0.979,0.86407,0.27948,
65,145.0334,4967.06163,1.37974,0.02244772,0.00014958,6489318.0,0.21173,0.99066,0.97336,0.60396,7.85627,0.04901757,0.0,6489318.0,0.09135,0.9803,0.87153,0.29113,8.28852,0.05181614,0.0,6489318.0,0.09638,0.97861,0.86321,0.28079,
66,145.07368,4820.47098,1.33902,0.02228729,0.00014206,6489318.0,0.21179,0.99075,0.97382,0.60871,7.73362,0.04910651,0.0,6489318.0,0.08993,0.98039,0.8701,0.29189,8.01639,0.05182217,0.0,6489318.0,0.09321,0.97878,0.86252,0.27985,
67,146.97071,4674.81767,1.29856,0.02217787,0.00013466,6489318.0,0.21456,0.99084,0.97422,0.61254,7.88533,0.0493384,0.0,6489318.0,0.09169,0.98035,0.87108,0.29322,8.16594,0.05207635,0.0,6489318.0,0.09495,0.97874,0.8634,0.28281,
68,144.80238,4528.152,1.25782,0.02205096,0.00012739,6489318.0,0.21139,0.9909,0.97472,0.61854,7.74448,0.04930282,0.0,6489318.0,0.09005,0.98046,0.86987,0.29293,9.4627,0.05210393,0.0,6489318.0,0.11003,0.97886,0.86177,0.28029,
69,145.75958,4381.94979,1.21721,0.02192379,0.00012026,6489318.0,0.21279,0.99096,0.97521,0.61826,7.8512,0.04920667,0.0,6489318.0,0.09129,0.98032,0.86981,0.2914,8.12337,0.05218177,0.0,6489318.0,0.09446,0.97869,0.86074,0.27988,
70,145.93023,4235.82975,1.17662,0.02180593,0.00011326,6489318.0,0.21304,0.99103,0.9758,0.62381,7.88531,0.04994337,0.0,6489318.0,0.09169,0.98018,0.86989,0.29087,8.2441,0.05281502,0.0,6489318.0,0.09586,0.97841,0.86088,0.28113,
71,145.37405,4089.4987,1.13597,0.02167314,0.00010642,6489318.0,0.21222,0.99109,0.97614,0.62604,7.83364,0.05000174,0.0,6489318.0,0.09109,0.98007,0.87065,0.29222,8.11096,0.05280495,0.0,6489318.0,0.09431,0.97828,0.86179,0.2799,
72,146.10775,3943.46523,1.09541,0.02154997,9.973e-05,6489318.0,0.2133,0.99106,0.97655,0.63128,8.11162,0.04989375,0.0,6489318.0,0.09432,0.98029,0.87112,0.29164,8.31388,0.05283531,0.0,6489318.0,0.09667,0.97877,0.86094,0.28005,
73,144.3146,3796.79972,1.05467,0.02144184,9.321e-05,6489318.0,0.21068,0.99116,0.97714,0.63325,9.19256,0.0500687,0.0,6489318.0,0.10689,0.98025,0.86878,0.29205,8.06524,0.05302003,0.0,6489318.0,0.09378,0.97844,0.85977,0.27954,
74,144.68658,3650.32091,1.01398,0.0213328,8.685e-05,6489318.0,0.21122,0.9912,0.97751,0.63628,7.91003,0.05013724,0.0,6489318.0,0.09198,0.98014,0.86831,0.29027,8.17513,0.05317862,0.0,6489318.0,0.09506,0.97839,0.85934,0.27629,
75,148.13954,3504.97966,0.97361,0.02125756,8.068e-05,6489318.0,0.21626,0.99123,0.97763,0.63734,7.78547,0.05019143,0.0,6489318.0,0.09053,0.98005,0.86861,0.28973,8.09047,0.05324178,0.0,6489318.0,0.09408,0.97826,0.86127,0.27768,
76,144.59595,3358.50726,0.93292,0.0211411,7.469e-05,6489318.0,0.21109,0.99127,0.97791,0.64376,7.79068,0.05027321,0.0,6489318.0,0.09059,0.98019,0.8694,0.29161,8.10612,0.05322212,0.0,6489318.0,0.09426,0.97839,0.86017,0.27849,
77,146.85694,3212.72068,0.89242,0.02102887,6.889e-05,6489318.0,0.21439,0.9914,0.97841,0.64195,7.78015,0.05067228,0.0,6489318.0,0.09047,0.98001,0.86806,0.28942,8.03801,0.05369877,0.0,6489318.0,0.09347,0.97836,0.8594,0.27711,
78,143.52431,3066.02112,0.85167,0.0209036,6.329e-05,6489318.0,0.20952,0.99142,0.97871,0.6476,9.19692,0.05050692,0.0,6489318.0,0.10694,0.98015,0.86775,0.28956,8.15727,0.05356199,0.0,6489318.0,0.09485,0.97845,0.85888,0.27696,
79,144.1964,2919.56896,0.81099,0.0208447,5.79e-05,6489318.0,0.21051,0.9914,0.97885,0.65021,7.76645,0.05056283,0.0,6489318.0,0.09031,0.98005,0.86688,0.29022,8.09715,0.05345944,0.0,6489318.0,0.09415,0.97846,0.85914,0.27788,
80,145.20828,2773.40986,0.77039,0.02075698,5.271e-05,6489318.0,0.21198,0.99142,0.9791,0.65197,7.73445,0.05051982,0.0,6489318.0,0.08994,0.9803,0.86635,0.29181,8.06214,0.05353175,0.0,6489318.0,0.09375,0.97862,0.85786,0.27763,
81,144.33902,2627.08313,0.72975,0.02067645,4.775e-05,6489318.0,0.21071,0.99149,0.97933,0.65487,7.75748,0.05063995,0.0,6489318.0,0.0902,0.98009,0.86713,0.29128,8.04692,0.05362045,0.0,6489318.0,0.09357,0.9785,0.85841,0.27746,
82,145.73602,2481.09043,0.68919,0.02063706,4.3e-05,6489318.0,0.21275,0.99148,0.97941,0.65271,7.77116,0.05066646,0.0,6489318.0,0.09036,0.98015,0.86706,0.29173,8.03725,0.05372097,0.0,6489318.0,0.09346,0.97857,0.85777,0.27656,
83,145.2934,2335.01954,0.64862,0.02057173,3.848e-05,6489318.0,0.21211,0.99158,0.97996,0.65644,7.78053,0.05089274,0.0,6489318.0,0.09047,0.98012,0.86724,0.29243,8.0524,0.05395427,0.0,6489318.0,0.09363,0.97853,0.85784,0.27654,
84,144.70966,2188.86392,0.60802,0.02051087,3.419e-05,6489318.0,0.21125,0.99156,0.98006,0.65897,7.76316,0.05095023,0.0,6489318.0,0.09027,0.98015,0.86659,0.29216,8.05859,0.05399931,0.0,6489318.0,0.0937,0.97845,0.85777,0.27817,
85,145.05042,2042.79741,0.56744,0.02041537,3.013e-05,6489318.0,0.21175,0.99167,0.98013,0.66254,7.75567,0.05083392,0.0,6489318.0,0.09018,0.9803,0.86701,0.2918,8.03572,0.05388778,0.0,6489318.0,0.09344,0.9786,0.85769,0.27759,
86,143.60085,1896.53765,0.52682,0.02036106,2.632e-05,6489318.0,0.20964,0.99163,0.98032,0.66143,7.75307,0.05113299,0.0,6489318.0,0.09015,0.98013,0.86636,0.29149,8.03713,0.05420745,0.0,6489318.0,0.09345,0.97844,0.85722,0.27741,
87,145.56953,1750.60678,0.48628,0.02029412,2.275e-05,6489318.0,0.21251,0.99168,0.98038,0.66433,7.77266,0.05102453,0.0,6489318.0,0.09038,0.98013,0.86676,0.29144,8.03289,0.05406558,0.0,6489318.0,0.09341,0.9785,0.85741,0.27805,
88,144.52821,1604.55532,0.44571,0.02028871,1.943e-05,6489318.0,0.21099,0.99161,0.98054,0.66491,7.75253,0.05146467,0.0,6489318.0,0.09015,0.98003,0.866,0.29126,8.03208,0.05449823,0.0,6489318.0,0.0934,0.97825,0.85706,0.27772,
89,143.30284,1458.40157,0.40511,0.02021213,1.636e-05,6489318.0,0.2092,0.99178,0.98065,0.66629,7.74958,0.05118732,0.0,6489318.0,0.09011,0.98032,0.86591,0.29133,8.02474,0.0542542,0.0,6489318.0,0.09331,0.97858,0.85674,0.27759,
90,144.68151,1312.44682,0.36457,0.02019167,1.355e-05,6489318.0,0.21121,0.9917,0.98098,0.66622,7.7273,0.05115064,0.0,6489318.0,0.08985,0.98019,0.86647,0.29126,8.01906,0.05422938,0.0,6489318.0,0.09324,0.9786,0.85707,0.27767,
91,144.42638,1166.49756,0.32403,0.02016787,1.099e-05,6489318.0,0.21084,0.99171,0.98062,0.66723,7.7643,0.05125131,0.0,6489318.0,0.09028,0.98016,0.866,0.29129,8.06179,0.05431968,0.0,6489318.0,0.09374,0.97842,0.85674,0.27693,
92,144.96058,1020.62127,0.28351,0.02014847,8.7e-06,6489318.0,0.21162,0.99169,0.98085,0.66904,7.76476,0.05135878,0.0,6489318.0,0.09029,0.98007,0.86597,0.29105,8.05682,0.05438396,0.0,6489318.0,0.09368,0.97839,0.85682,0.27781,
93,144.96087,874.76447,0.24299,0.02011384,6.67e-06,6489318.0,0.21162,0.99176,0.98089,0.67145,7.77118,0.05149571,0.0,6489318.0,0.09036,0.98006,0.86561,0.29095,8.05621,0.05455653,0.0,6489318.0,0.09368,0.97838,0.85659,0.27702,
94,143.15774,728.83164,0.20245,0.02013078,4.91e-06,6489318.0,0.20899,0.99177,0.98105,0.66913,7.73474,0.05135949,0.0,6489318.0,0.08994,0.98017,0.86562,0.29095,8.03645,0.05443719,0.0,6489318.0,0.09345,0.97846,0.85649,0.27716,
95,144.63861,583.01832,0.16195,0.02009357,3.41e-06,6489318.0,0.21115,0.99176,0.98101,0.67031,7.73704,0.05153613,0.0,6489318.0,0.08997,0.97995,0.86561,0.29094,8.02764,0.0545792,0.0,6489318.0,0.09334,0.97827,0.85661,0.27696,
96,143.88687,437.20598,0.12145,0.02007178,2.18e-06,6489318.0,0.21005,0.9918,0.98092,0.67033,7.81124,0.05130598,0.0,6489318.0,0.09083,0.98018,0.86569,0.29096,8.11424,0.05437186,0.0,6489318.0,0.09435,0.97848,0.85661,0.27716,
97,145.96601,291.47536,0.08097,0.02005434,1.23e-06,6489318.0,0.21309,0.9918,0.98107,0.67126,7.72096,0.05149069,0.0,6489318.0,0.08978,0.98008,0.86562,0.29112,8.00831,0.05455995,0.0,6489318.0,0.09312,0.97836,0.85654,0.27717,
