epoch,train_time_epoch,train_eta,train_eta_hours,train_loss,train_lr,train_params,train_time_iter,train_accuracy,train_auc,train_ap,val_time_epoch,val_loss,val_lr,val_params,val_time_iter,val_accuracy,val_auc,val_ap,test_time_epoch,test_loss,test_lr,test_params,test_time_iter,test_accuracy,test_auc,test_ap,best_epoch
13,143.64252,12794.83195,3.55412,0.03587916,0.0004913,6489318.0,0.2097,0.98512,0.89044,0.2579,7.77334,0.04619485,0.0,6489318.0,0.09039,0.97993,0.87019,0.2348,9.49828,0.04827901,0.0,6489318.0,0.11045,0.97867,0.86807,0.23947,
14,144.31641,12620.77748,3.50577,0.03532157,0.00048901,6489318.0,0.21068,0.98534,0.89461,0.27028,7.8802,0.04545538,0.0,6489318.0,0.09163,0.98039,0.87704,0.2491,8.14367,0.04765491,0.0,6489318.0,0.09469,0.97903,0.87139,0.24855,
15,145.6612,12457.50046,3.46042,0.03471593,0.00048645,6489318.0,0.21264,0.98558,0.89836,0.28351,7.89401,0.04562045,0.0,6489318.0,0.09179,0.97998,0.87648,0.25307,8.18649,0.04755272,0.0,6489318.0,0.09519,0.97895,0.87516,0.25495,
16,144.86025,12292.38533,3.41455,0.03427174,0.00048364,6489318.0,0.21147,0.98579,0.90212,0.29187,7.80733,0.04556569,0.0,6489318.0,0.09078,0.98039,0.87623,0.25736,8.06557,0.04739238,0.0,6489318.0,0.09379,0.97936,0.87478,0.25972,
17,145.2599,12131.34137,3.36982,0.03379831,0.00048057,6489318.0,0.21206,0.98595,0.90505,0.30059,7.97473,0.04499492,0.0,6489318.0,0.09273,0.98054,0.88026,0.26524,8.20414,0.04717217,0.0,6489318.0,0.0954,0.97913,0.87531,0.25648,
18,144.71091,11969.61847,3.32489,0.03333142,0.00047725,6489318.0,0.21126,0.98613,0.90841,0.31703,7.7688,0.04499493,0.0,6489318.0,0.09033,0.98075,0.87917,0.25669,9.47337,0.04715366,0.0,6489318.0,0.11016,0.97939,0.87365,0.25442,
19,143.81109,11805.99748,3.27944,0.03292745,0.00047368,6489318.0,0.20994,0.98622,0.91129,0.32347,7.72566,0.0450751,0.0,6489318.0,0.08983,0.9813,0.87894,0.26476,8.01644,0.04725124,0.0,6489318.0,0.09321,0.97988,0.87807,0.26326,
20,144.84926,11648.16864,3.2356,0.03255119,0.00046987,6489318.0,0.21146,0.98645,0.91328,0.33214,7.86134,0.04477217,0.0,6489318.0,0.09141,0.98108,0.88238,0.26794,8.10957,0.04665779,0.0,6489318.0,0.0943,0.97976,0.88143,0.27052,
21,144.71005,11491.02621,3.19195,0.03215063,0.00046581,6489318.0,0.21126,0.98657,0.91655,0.3439,7.77574,0.04503847,0.0,6489318.0,0.09042,0.98067,0.88007,0.26718,8.05161,0.04715,0.0,6489318.0,0.09362,0.97936,0.87578,0.26891,
22,145.27015,11336.83999,3.14912,0.03181387,0.00046152,6489318.0,0.21207,0.98673,0.91837,0.35177,7.7302,0.04420852,0.0,6489318.0,0.08989,0.98116,0.884,0.27382,8.01957,0.04621802,0.0,6489318.0,0.09325,0.97994,0.88135,0.27112,
23,143.96239,11179.25553,3.10535,0.03149941,0.000457,6489318.0,0.21016,0.98697,0.92154,0.35924,9.23746,0.04519828,0.0,6489318.0,0.10741,0.98071,0.88111,0.27553,7.97889,0.04709396,0.0,6489318.0,0.09278,0.97957,0.87843,0.27021,
24,144.43478,11024.178,3.06227,0.03114351,0.00045225,6489318.0,0.21085,0.98699,0.92332,0.36808,7.7493,0.0444084,0.0,6489318.0,0.09011,0.98067,0.88364,0.27689,8.02489,0.04639987,0.0,6489318.0,0.09331,0.97945,0.88213,0.276,
25,143.92225,10868.4604,3.01902,0.03084607,0.00044729,6489318.0,0.21011,0.98714,0.92536,0.37796,7.88298,0.04414898,0.0,6489318.0,0.09166,0.98104,0.88285,0.28338,8.82505,0.04627805,0.0,6489318.0,0.10262,0.98,0.8806,0.28161,
26,146.87501,10721.59993,2.97822,0.03050264,0.0004421,6489318.0,0.21442,0.9873,0.92782,0.38533,8.25026,0.0442758,0.0,6489318.0,0.09593,0.98117,0.88325,0.27522,8.56697,0.04625697,0.0,6489318.0,0.09962,0.97992,0.88044,0.27323,
27,148.48827,10578.88679,2.93858,0.03024857,0.00043671,6489318.0,0.21677,0.98737,0.93004,0.39391,8.26448,0.0443115,0.0,6489318.0,0.0961,0.98133,0.88362,0.28362,8.57347,0.04628036,0.0,6489318.0,0.09969,0.98007,0.88115,0.28114,
28,144.84796,10426.86289,2.89635,0.02997236,0.00043111,6489318.0,0.21146,0.9875,0.93174,0.40254,9.30912,0.04422301,0.0,6489318.0,0.10825,0.98134,0.88456,0.28795,8.02505,0.04629356,0.0,6489318.0,0.09331,0.98002,0.88136,0.28294,
29,144.52542,10274.56481,2.85405,0.02973161,0.00042531,6489318.0,0.21099,0.98759,0.93292,0.40336,7.73353,0.04465658,0.0,6489318.0,0.08992,0.9809,0.88216,0.27984,8.03215,0.04662111,0.0,6489318.0,0.0934,0.97959,0.8792,0.27898,
30,144.05652,10121.72449,2.81159,0.02943203,0.00041932,6489318.0,0.2103,0.9877,0.93512,0.41761,7.74012,0.04447096,0.0,6489318.0,0.09,0.98107,0.88373,0.28435,8.00375,0.04647536,0.0,6489318.0,0.09307,0.98001,0.88081,0.28588,
31,143.38361,9968.00324,2.76889,0.02916118,0.00041315,6489318.0,0.20932,0.9879,0.93735,0.42384,7.68096,0.04490953,0.0,6489318.0,0.08931,0.98097,0.88461,0.29129,7.97663,0.04688953,0.0,6489318.0,0.09275,0.97957,0.88083,0.28641,
32,145.28206,9818.76292,2.72743,0.02892767,0.00040679,6489318.0,0.21209,0.98795,0.93836,0.42657,7.88171,0.04411013,0.0,6489318.0,0.09165,0.98128,0.88194,0.28829,8.17237,0.04617094,0.0,6489318.0,0.09503,0.98,0.88009,0.27749,
33,145.21137,9669.61823,2.68601,0.02868098,0.00040027,6489318.0,0.21199,0.98801,0.94016,0.43627,7.69614,0.04478564,0.0,6489318.0,0.08949,0.98078,0.88234,0.28752,7.98109,0.04685223,0.0,6489318.0,0.0928,0.97951,0.88053,0.28511,
34,142.95873,9516.51481,2.64348,0.02844292,0.00039358,6489318.0,0.2087,0.98818,0.94141,0.44127,7.6849,0.04484035,0.0,6489318.0,0.08936,0.98076,0.88097,0.2953,7.98788,0.04699859,0.0,6489318.0,0.09288,0.9797,0.87776,0.28334,
35,143.82473,9365.51456,2.60153,0.02822507,0.00038674,6489318.0,0.20996,0.98822,0.94357,0.44731,7.69129,0.0450703,0.0,6489318.0,0.08943,0.98066,0.87821,0.28682,7.98367,0.04691753,0.0,6489318.0,0.09283,0.97969,0.87666,0.285,
36,142.83556,9213.2179,2.55923,0.02793705,0.00037974,6489318.0,0.20852,0.9884,0.94538,0.4552,7.68786,0.04478303,0.0,6489318.0,0.08939,0.9809,0.88138,0.29457,7.95758,0.0467596,0.0,6489318.0,0.09253,0.97996,0.88057,0.28972,
37,144.27319,9063.7648,2.51771,0.0277282,0.00037261,6489318.0,0.21062,0.98844,0.94532,0.45998,7.68373,0.04499614,0.0,6489318.0,0.08935,0.98122,0.88045,0.29311,7.96753,0.04673072,0.0,6489318.0,0.09265,0.98022,0.88039,0.28705,
38,144.695,8915.2371,2.47645,0.02749628,0.00036534,6489318.0,0.21123,0.98854,0.94714,0.46982,7.67822,0.04478415,0.0,6489318.0,0.08928,0.98116,0.88054,0.29321,7.98219,0.04685066,0.0,6489318.0,0.09282,0.97983,0.8783,0.2885,
39,143.00434,8764.36504,2.43455,0.0273094,0.00035794,6489318.0,0.20877,0.98871,0.94871,0.47071,7.69336,0.0453343,0.0,6489318.0,0.08946,0.98075,0.87887,0.29847,7.96735,0.04725997,0.0,6489318.0,0.09264,0.97937,0.87564,0.2875,
40,144.45121,8615.95885,2.39332,0.02707085,0.00035042,6489318.0,0.21088,0.98876,0.94991,0.48038,7.67148,0.04550937,0.0,6489318.0,0.0892,0.98088,0.87747,0.30034,7.98236,0.04765685,0.0,6489318.0,0.09282,0.97968,0.87758,0.29045,True
41,142.79432,8465.45291,2.35151,0.02683348,0.0003428,6489318.0,0.20846,0.98881,0.95109,0.48404,7.67674,0.04547445,0.0,6489318.0,0.08926,0.98105,0.87712,0.29139,7.96418,0.04773781,0.0,6489318.0,0.09261,0.97997,0.87584,0.28606,
42,143.86488,8316.72476,2.3102,0.0266336,0.00033507,6489318.0,0.21002,0.98891,0.95331,0.49006,7.67534,0.04575326,0.0,6489318.0,0.08925,0.98056,0.87816,0.29106,7.97808,0.04763059,0.0,6489318.0,0.09277,0.97935,0.87686,0.28628,
43,144.50838,8169.03667,2.26918,0.02639616,0.00032725,6489318.0,0.21096,0.98903,0.95391,0.49957,7.69334,0.04642577,0.0,6489318.0,0.08946,0.98033,0.87712,0.29792,7.98795,0.04854626,0.0,6489318.0,0.09288,0.97924,0.87714,0.28786,
44,142.4472,8018.97068,2.22749,0.02625265,0.00031935,6489318.0,0.20795,0.98907,0.95492,0.49755,7.68709,0.04652968,0.0,6489318.0,0.08938,0.98035,0.87861,0.29342,7.97795,0.04853983,0.0,6489318.0,0.09277,0.9793,0.87621,0.29013,
45,144.72475,7871.90959,2.18664,0.02603019,0.00031137,6489318.0,0.21128,0.98923,0.95607,0.50511,7.67608,0.04595077,0.0,6489318.0,0.08926,0.98079,0.87861,0.29596,7.95714,0.04798818,0.0,6489318.0,0.09252,0.97988,0.87636,0.29036,
46,145.95766,7726.33822,2.14621,0.02580263,0.00030332,6489318.0,0.21308,0.9893,0.95786,0.51303,8.23259,0.04617681,0.0,6489318.0,0.09573,0.98067,0.87717,0.29274,8.61925,0.04812894,0.0,6489318.0,0.10022,0.9795,0.87492,0.28763,
47,148.87886,7583.91539,2.10664,0.02562729,0.00029522,6489318.0,0.21734,0.98942,0.95877,0.51816,8.18988,0.04727642,0.0,6489318.0,0.09523,0.9801,0.87678,0.2917,8.4862,0.04933201,0.0,6489318.0,0.09868,0.97886,0.87197,0.28646,
48,146.00409,7438.23694,2.06618,0.02539313,0.00028707,6489318.0,0.21314,0.98942,0.95948,0.52156,8.15457,0.04657257,0.0,6489318.0,0.09482,0.98066,0.87704,0.29533,8.46045,0.04868604,0.0,6489318.0,0.09838,0.97919,0.87389,0.29118,
49,144.28833,7290.8297,2.02523,0.02518945,0.00027887,6489318.0,0.21064,0.98958,0.96103,0.53246,7.67304,0.04677197,0.0,6489318.0,0.08922,0.9807,0.87619,0.29533,7.96612,0.04926972,0.0,6489318.0,0.09263,0.97953,0.87189,0.28528,
50,145.59795,7144.80304,1.98467,0.02502993,0.00027064,6489318.0,0.21255,0.98961,0.96182,0.53403,7.66925,0.04683844,0.0,6489318.0,0.08918,0.98043,0.8754,0.29294,7.98037,0.04892936,0.0,6489318.0,0.0928,0.97923,0.87274,0.28501,
51,145.27268,6998.49262,1.94403,0.02485191,0.0002624,6489318.0,0.21208,0.98971,0.96282,0.53923,8.15455,0.04681673,0.0,6489318.0,0.09482,0.9806,0.87301,0.29641,9.84671,0.04898925,0.0,6489318.0,0.1145,0.97946,0.86984,0.28673,
52,145.76773,6852.66036,1.90352,0.02466626,0.00025413,6489318.0,0.2128,0.98978,0.96364,0.54545,8.16136,0.04662973,0.0,6489318.0,0.0949,0.98088,0.87464,0.29846,8.48505,0.04893772,0.0,6489318.0,0.09866,0.97956,0.872,0.28677,
53,146.49217,6707.44761,1.86318,0.02448305,0.00024587,6489318.0,0.21386,0.98995,0.96424,0.55089,7.68592,0.04719902,0.0,6489318.0,0.08937,0.98044,0.87355,0.29268,7.97353,0.04922393,0.0,6489318.0,0.09272,0.97948,0.87107,0.28887,
54,145.71249,6561.55042,1.82265,0.02429529,0.0002376,6489318.0,0.21272,0.98993,0.96529,0.55694,8.1611,0.04773019,0.0,6489318.0,0.0949,0.98037,0.87198,0.29093,8.47055,0.04987139,0.0,6489318.0,0.09849,0.97917,0.86926,0.28366,
55,144.13434,6414.41984,1.78178,0.02412304,0.00022936,6489318.0,0.21042,0.99003,0.96606,0.56003,7.68659,0.04737311,0.0,6489318.0,0.08938,0.98048,0.87321,0.29492,7.98513,0.04951107,0.0,6489318.0,0.09285,0.97918,0.8709,0.28677,
56,143.10971,6266.62143,1.74073,0.02392052,0.00022113,6489318.0,0.20892,0.99018,0.96689,0.56579,7.67877,0.04811286,0.0,6489318.0,0.08929,0.9801,0.87428,0.29145,9.34945,0.05032068,0.0,6489318.0,0.10871,0.97869,0.87112,0.28336,
57,142.65115,6118.65265,1.69963,0.02379848,0.00021293,6489318.0,0.20825,0.9902,0.96754,0.57049,7.69097,0.04791252,0.0,6489318.0,0.08943,0.98037,0.87272,0.29775,7.95499,0.05001035,0.0,6489318.0,0.0925,0.97926,0.86933,0.28522,
58,144.77088,5972.33715,1.65898,0.0236229,0.00020478,6489318.0,0.21134,0.99019,0.96852,0.57322,7.67093,0.04769222,0.0,6489318.0,0.0892,0.98047,0.87176,0.29132,7.94393,0.04995039,0.0,6489318.0,0.09237,0.97913,0.86671,0.2868,
59,142.65339,5824.66147,1.61796,0.02341341,0.00019668,6489318.0,0.20825,0.99037,0.96923,0.5781,7.68491,0.04870897,0.0,6489318.0,0.08936,0.97997,0.87048,0.29618,7.96329,0.05077502,0.0,6489318.0,0.0926,0.9788,0.86773,0.2871,
60,145.82517,5679.17832,1.57755,0.02326067,0.00018863,6489318.0,0.21288,0.99035,0.97012,0.58572,7.86498,0.04827432,0.0,6489318.0,0.09145,0.98029,0.86851,0.2962,8.07496,0.05056013,0.0,6489318.0,0.09389,0.97905,0.86599,0.2867,
61,143.24738,5532.10421,1.5367,0.02313417,0.00018065,6489318.0,0.20912,0.99047,0.9707,0.58736,9.06454,0.04841267,0.0,6489318.0,0.1054,0.98016,0.87152,0.29246,7.96049,0.0504171,0.0,6489318.0,0.09256,0.9791,0.86856,0.28548,
62,142.8501,5384.91825,1.49581,0.02298986,0.00017275,6489318.0,0.20854,0.99056,0.97112,0.59164,7.68031,0.04878182,0.0,6489318.0,0.08931,0.98019,0.86967,0.29164,7.96611,0.05101633,0.0,6489318.0,0.09263,0.9787,0.8656,0.28457,
63,144.12235,5238.58343,1.45516,0.02280942,0.00016493,6489318.0,0.2104,0.99059,0.97198,0.5961,7.68122,0.04865545,0.0,6489318.0,0.08932,0.98011,0.86905,0.29219,7.96207,0.05079484,0.0,6489318.0,0.09258,0.97902,0.86628,0.28665,
64,142.50422,5091.44538,1.41429,0.02264793,0.0001572,6489318.0,0.20804,0.99068,0.97246,0.60037,7.67859,0.04898055,0.0,6489318.0,0.08929,0.98021,0.86966,0.2899,7.95411,0.05117329,0.0,6489318.0,0.09249,0.97888,0.86705,0.28603,
65,144.16786,4945.30479,1.3737,0.02249609,0.00014958,6489318.0,0.21046,0.99071,0.97297,0.60652,7.67915,0.04915833,0.0,6489318.0,0.08929,0.98007,0.86804,0.2932,7.96834,0.05146053,0.0,6489318.0,0.09266,0.9786,0.86471,0.28607,
66,142.75636,4798.52786,1.33292,0.02241155,0.00014206,6489318.0,0.2084,0.99073,0.97372,0.61132,9.08855,0.0490332,0.0,6489318.0,0.10568,0.98034,0.86964,0.29297,7.99274,0.05148758,0.0,6489318.0,0.09294,0.97889,0.86586,0.28421,
67,143.28249,4652.11677,1.29225,0.02224768,0.00013466,6489318.0,0.20917,0.99085,0.97414,0.61027,7.68213,0.04968227,0.0,6489318.0,0.08933,0.97992,0.86799,0.29066,7.98209,0.05185538,0.0,6489318.0,0.09281,0.97855,0.86336,0.28235,
68,144.78044,4506.46936,1.2518,0.02211796,0.00012739,6489318.0,0.21136,0.99083,0.97468,0.61385,7.70151,0.04938121,0.0,6489318.0,0.08955,0.98029,0.86689,0.28985,7.99317,0.05178633,0.0,6489318.0,0.09294,0.97881,0.86223,0.28343,
69,143.00213,4360.08459,1.21113,0.02198983,0.00012026,6489318.0,0.20876,0.99094,0.97492,0.61778,7.66479,0.04979506,0.0,6489318.0,0.08913,0.98016,0.86908,0.28967,7.96914,0.05199339,0.0,6489318.0,0.09266,0.97876,0.86455,0.28393,
70,144.20507,4214.28644,1.17064,0.02187691,0.00011326,6489318.0,0.21052,0.99098,0.97529,0.61916,7.70002,0.05005088,0.0,6489318.0,0.08954,0.97986,0.86682,0.29301,7.96911,0.05245919,0.0,6489318.0,0.09266,0.97855,0.86283,0.28451,
71,144.04543,4068.47047,1.13013,0.02173071,0.00010642,6489318.0,0.21029,0.99106,0.9758,0.62714,7.67856,0.04976,0.0,6489318.0,0.08929,0.97995,0.86792,0.29042,7.98393,0.05203234,0.0,6489318.0,0.09284,0.97869,0.86439,0.2829,
72,142.84381,3922.25857,1.08952,0.02157433,9.973e-05,6489318.0,0.20853,0.99116,0.97625,0.63097,7.78893,0.05017759,0.0,6489318.0,0.09057,0.97986,0.86615,0.29066,8.02027,0.05242239,0.0,6489318.0,0.09326,0.97864,0.8622,0.28519,
73,145.6676,3777.12984,1.0492,0.02149332,9.321e-05,6489318.0,0.21265,0.99119,0.97677,0.63355,7.73743,0.050063,0.0,6489318.0,0.08997,0.97985,0.86621,0.29109,8.05041,0.05236941,0.0,6489318.0,0.09361,0.97855,0.86268,0.28554,
74,145.38876,3631.89379,1.00886,0.02141619,8.685e-05,6489318.0,0.21225,0.99115,0.97679,0.63454,7.84887,0.05023246,0.0,6489318.0,0.09127,0.9801,0.86455,0.29025,8.13185,0.05257408,0.0,6489318.0,0.09456,0.97881,0.86135,0.28351,
75,146.51393,3487.00904,0.96861,0.0212779,8.068e-05,6489318.0,0.21389,0.99118,0.97756,0.63765,7.87145,0.05030516,0.0,6489318.0,0.09153,0.98011,0.86485,0.29044,8.13867,0.05268152,0.0,6489318.0,0.09464,0.97883,0.86113,0.28124,
76,146.25476,3342.00456,0.92833,0.02120839,7.469e-05,6489318.0,0.21351,0.99128,0.97769,0.63777,7.83059,0.05054079,0.0,6489318.0,0.09105,0.97988,0.86554,0.29038,8.20824,0.05296072,0.0,6489318.0,0.09544,0.97849,0.86135,0.28285,
77,144.61917,3196.50671,0.88792,0.02106371,6.889e-05,6489318.0,0.21112,0.99128,0.978,0.64463,7.74695,0.05050876,0.0,6489318.0,0.09008,0.97998,0.86451,0.29184,8.02756,0.05290316,0.0,6489318.0,0.09334,0.97866,0.8602,0.28291,
78,146.87027,3051.62949,0.84767,0.02100835,6.329e-05,6489318.0,0.21441,0.99134,0.97834,0.64735,8.21809,0.05052569,0.0,6489318.0,0.09556,0.97986,0.86456,0.29295,8.30744,0.05290446,0.0,6489318.0,0.0966,0.97857,0.86062,0.28366,
79,146.8785,2906.7045,0.80742,0.02089377,5.79e-05,6489318.0,0.21442,0.9914,0.97846,0.65109,8.15538,0.05123765,0.0,6489318.0,0.09483,0.97965,0.86452,0.29072,8.40048,0.05359338,0.0,6489318.0,0.09768,0.97843,0.86107,0.2836,
80,149.2508,2762.28774,0.7673,0.02082237,5.271e-05,6489318.0,0.21788,0.99146,0.9788,0.65225,8.17059,0.05100867,0.0,6489318.0,0.09501,0.97977,0.86486,0.29152,8.26033,0.05345211,0.0,6489318.0,0.09605,0.97852,0.86094,0.28255,
81,146.12511,2617.06695,0.72696,0.02071326,4.775e-05,6489318.0,0.21332,0.99153,0.97923,0.65231,7.89142,0.05109364,0.0,6489318.0,0.09176,0.97985,0.86396,0.29111,8.16647,0.05350135,0.0,6489318.0,0.09496,0.97847,0.86002,0.28238,
82,144.39158,2471.46932,0.68652,0.02065205,4.3e-05,6489318.0,0.21079,0.99144,0.97923,0.65396,7.86531,0.05129259,0.0,6489318.0,0.09146,0.97985,0.86382,0.29203,8.28902,0.05375963,0.0,6489318.0,0.09638,0.97854,0.85963,0.28372,
83,145.99136,2326.20511,0.64617,0.02056803,3.848e-05,6489318.0,0.21313,0.99157,0.97958,0.65734,7.67639,0.05125153,0.0,6489318.0,0.08926,0.98002,0.86394,0.29243,7.96736,0.0536634,0.0,6489318.0,0.09264,0.97858,0.86009,0.28317,
84,143.05291,2180.40525,0.60567,0.02055601,3.419e-05,6489318.0,0.20884,0.99158,0.97958,0.66006,7.67995,0.05112924,0.0,6489318.0,0.0893,0.97994,0.8639,0.29181,9.34336,0.05358697,0.0,6489318.0,0.10864,0.97852,0.86001,0.28319,
85,142.71019,2034.61348,0.56517,0.02044154,3.013e-05,6489318.0,0.20834,0.99165,0.97984,0.6607,7.66072,0.05145968,0.0,6489318.0,0.08908,0.97987,0.8632,0.29249,7.96586,0.05393855,0.0,6489318.0,0.09263,0.97848,0.85929,0.28225,
86,144.21785,1889.11783,0.52475,0.02041712,2.632e-05,6489318.0,0.21054,0.99164,0.97998,0.66167,7.67289,0.05132253,0.0,6489318.0,0.08922,0.98004,0.86235,0.29193,7.97419,0.05380497,0.0,6489318.0,0.09272,0.9786,0.85848,0.28185,
87,143.66663,1743.57606,0.48433,0.02036813,2.275e-05,6489318.0,0.20973,0.99167,0.98024,0.66536,7.85222,0.05134077,0.0,6489318.0,0.0913,0.97993,0.86259,0.29171,8.10342,0.05385121,0.0,6489318.0,0.09423,0.97862,0.85873,0.2818,
88,145.99686,1598.36443,0.44399,0.0203103,1.943e-05,6489318.0,0.21313,0.99162,0.98029,0.66436,7.77973,0.05130677,0.0,6489318.0,0.09046,0.97992,0.86285,0.29094,8.07481,0.05378432,0.0,6489318.0,0.09389,0.97862,0.8591,0.28199,
89,143.87472,1452.89955,0.40358,0.02028742,1.636e-05,6489318.0,0.21004,0.9917,0.98026,0.66556,7.73058,0.0513177,0.0,6489318.0,0.08989,0.9799,0.8628,0.29088,9.46432,0.05380592,0.0,6489318.0,0.11005,0.97861,0.85894,0.28183,
90,143.44697,1307.42733,0.36317,0.02024455,1.355e-05,6489318.0,0.20941,0.99177,0.98036,0.66562,7.72906,0.05170833,0.0,6489318.0,0.08987,0.97972,0.86239,0.29034,8.01448,0.05418841,0.0,6489318.0,0.09319,0.97845,0.85857,0.28157,
91,144.3416,1162.07692,0.3228,0.02021331,1.099e-05,6489318.0,0.21072,0.99166,0.98025,0.66856,7.66021,0.05154447,0.0,6489318.0,0.08907,0.97988,0.86247,0.29081,7.9426,0.05406029,0.0,6489318.0,0.09236,0.97852,0.8585,0.28252,
92,142.88698,1016.63872,0.2824,0.02017023,8.7e-06,6489318.0,0.20859,0.99167,0.98064,0.67115,7.67717,0.05184595,0.0,6489318.0,0.08927,0.97973,0.8622,0.29133,7.98609,0.05434873,0.0,6489318.0,0.09286,0.97838,0.85827,0.28205,
93,144.18875,871.33789,0.24204,0.02016447,6.67e-06,6489318.0,0.21049,0.99167,0.98083,0.66973,8.14858,0.05163867,0.0,6489318.0,0.09475,0.97987,0.86239,0.29151,8.42752,0.05413567,0.0,6489318.0,0.09799,0.97851,0.85844,0.28228,
94,149.0083,726.31414,0.20175,0.0201286,4.91e-06,6489318.0,0.21753,0.99175,0.98072,0.6715,10.48527,0.05168292,0.0,6489318.0,0.12192,0.97983,0.86239,0.2913,8.66581,0.05420165,0.0,6489318.0,0.10077,0.97844,0.85826,0.28194,
95,147.48225,581.14379,0.16143,0.02007543,3.41e-06,6489318.0,0.2153,0.99176,0.98076,0.67215,7.7342,0.05164609,0.0,6489318.0,0.08993,0.97991,0.86223,0.29144,8.08197,0.05417957,0.0,6489318.0,0.09398,0.97857,0.85841,0.28205,
96,148.16129,435.94677,0.1211,0.02009672,2.18e-06,6489318.0,0.21629,0.99178,0.9808,0.67186,8.33164,0.05171624,0.0,6489318.0,0.09688,0.97988,0.8624,0.29155,8.61084,0.054258,0.0,6489318.0,0.10013,0.97844,0.85828,0.2815,
97,144.92432,290.62319,0.08073,0.02009289,1.23e-06,6489318.0,0.21157,0.99176,0.98071,0.66912,7.73719,0.05173742,0.0,6489318.0,0.08997,0.97981,0.86233,0.2916,7.98283,0.05427205,0.0,6489318.0,0.09282,0.97841,0.85835,0.28177,
