epoch,train_time_epoch,train_eta,train_eta_hours,train_loss,train_lr,train_params,train_time_iter,train_accuracy,train_precision,train_recall,train_f1,train_auc,val_time_epoch,val_loss,val_lr,val_params,val_time_iter,val_accuracy,val_precision,val_recall,val_f1,val_auc,test_time_epoch,test_loss,test_lr,test_params,test_time_iter,test_accuracy,test_precision,test_recall,test_f1,test_auc,best_epoch,mpnn_param_layer_1,global_attention_param_layer_1,mpnn_param_layer_2,global_attention_param_layer_2,mpnn_param_layer_3,global_attention_param_layer_3,mpnn_param_layer_4,global_attention_param_layer_4,mpnn_param_layer_5,global_attention_param_layer_5,mpnn_param_layer_6,global_attention_param_layer_6,mpnn_param_layer_7,global_attention_param_layer_7,mpnn_param_layer_8,global_attention_param_layer_8,mpnn_param_layer_9,global_attention_param_layer_9,mpnn_param_layer_10,global_attention_param_layer_10
0,94.79062,9384.27141,2.60674,0.83709522,0.0,558693.0,0.09212,0.03745,0.03745,1.0,0.07219,0.52284,4.09121,0.84202009,0.0,558693.0,0.03171,0.01994,0.0197,1.0,0.03864,0.55277,4.22177,0.83738068,0.0,558693.0,0.03273,0.03355,0.03167,1.0,0.06139,0.54448,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,80.99769,8613.62703,2.39267,0.46340339,2e-05,558693.0,0.07871,0.75162,0.04354,0.26867,0.07494,0.54093,2.95973,0.18797475,0.0,558693.0,0.02294,0.97933,0.0,0.0,0.0,0.59805,3.03275,0.20720163,0.0,558693.0,0.02351,0.96742,0.0,0.0,0.0,0.61104,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,78.94828,8236.48304,2.28791,0.17268064,4e-05,558693.0,0.07672,0.96246,0.28571,0.00162,0.00323,0.62043,3.22282,0.09413958,0.0,558693.0,0.02498,0.98031,0.0,0.0,0.0,0.71795,3.29865,0.12546716,0.0,558693.0,0.02557,0.96839,0.0,0.0,0.0,0.72945,,0.9968,1.0032,0.9924,1.0076,0.9944,1.0056,0.9893,1.0107,0.9954,1.0046,0.9906,1.0094,0.9917,1.0083,0.983,1.017,0.9783,1.0217,0.9742,1.0258
3,105.53187,8646.44312,2.40179,0.14842457,6e-05,558693.0,0.10256,0.96255,0.0,0.0,0.0,0.6993,3.30279,0.09130087,0.0,558693.0,0.0256,0.98031,0.0,0.0,0.0,0.72054,3.31952,0.12383336,0.0,558693.0,0.02573,0.96839,0.0,0.0,0.0,0.75135,,0.9992,1.0008,0.9935,1.0065,0.9927,1.0073,0.9917,1.0083,0.9952,1.0048,0.9914,1.0086,0.9914,1.0086,0.9824,1.0176,0.9785,1.0215,0.9714,1.0286
4,86.71933,8492.76806,2.3591,0.13989265,8e-05,558693.0,0.08428,0.9628,0.54348,0.04058,0.07553,0.73936,3.12338,0.0881114,0.0,558693.0,0.02421,0.98177,0.63636,0.17284,0.27184,0.73912,2.96509,0.11964063,0.0,558693.0,0.02299,0.96937,0.54167,0.2,0.29213,0.76536,,0.9981,1.0019,0.995,1.005,0.9944,1.0056,0.9942,1.0058,0.9963,1.0037,0.9962,1.0038,0.9927,1.0073,0.9826,1.0174,0.9804,1.0196,0.9766,1.0234
5,77.19219,8212.15299,2.28115,0.13309961,0.0001,558693.0,0.07502,0.96334,0.56075,0.0974,0.16598,0.77219,2.95826,0.08315619,0.0,558693.0,0.02293,0.98104,0.56,0.17284,0.26415,0.73909,2.96263,0.12113238,0.0,558693.0,0.02297,0.96985,0.5625,0.20769,0.30337,0.76171,,0.9999,1.0001,1.0014,0.9986,1.0007,0.9993,0.9987,1.0013,0.999,1.0011,1.0029,0.9971,0.9951,1.0049,0.9881,1.0119,0.983,1.017,0.9819,1.0181
6,79.10386,8015.05673,2.2264,0.1273096,9.997e-05,558693.0,0.07687,0.96444,0.59118,0.16315,0.25573,0.7927,3.04336,0.08769159,0.0,558693.0,0.02359,0.98079,0.53846,0.17284,0.26168,0.74022,3.00971,0.1242424,0.0,558693.0,0.02333,0.96548,0.375,0.13846,0.20225,0.76334,,1.0055,0.9945,1.0092,0.9908,1.0056,0.9944,1.0056,0.9944,1.0041,0.9959,1.0102,0.9898,0.9987,1.0013,0.9959,1.0041,0.9864,1.0136,0.9873,1.0127
7,80.12447,7859.19559,2.18311,0.12232133,9.989e-05,558693.0,0.07787,0.96532,0.61637,0.19562,0.29698,0.80929,2.98963,0.08193349,0.0,558693.0,0.02318,0.98201,0.62069,0.22222,0.32727,0.74153,3.0833,0.12196491,0.0,558693.0,0.0239,0.96864,0.52,0.1,0.16774,0.75455,,1.0101,0.9899,1.0143,0.9857,1.0104,0.9896,1.0113,0.9887,1.0043,0.9957,1.0144,0.9856,1.0024,0.9976,1.0021,0.9979,0.9893,1.0107,0.9919,1.0081
8,78.48113,7703.54883,2.13987,0.12021022,9.975e-05,558693.0,0.07627,0.96611,0.63962,0.21753,0.32465,0.81388,2.99631,0.07966715,0.0,558693.0,0.02323,0.98274,0.66667,0.24691,0.36036,0.74848,3.07753,0.11977036,0.0,558693.0,0.02386,0.96669,0.4186,0.13846,0.20809,0.76341,,1.013,0.9869,1.0196,0.9804,1.0133,0.9867,1.0168,0.9832,1.0073,0.9927,1.0208,0.9792,1.0059,0.9941,1.0084,0.9916,0.9907,1.0093,0.9932,1.0068
9,77.74177,7556.68097,2.09908,0.1170578,9.956e-05,558693.0,0.07555,0.96681,0.65152,0.24432,0.35537,0.82898,3.02772,0.08317109,0.0,558693.0,0.02347,0.98201,0.57778,0.32099,0.4127,0.73363,3.00801,0.1195953,0.0,558693.0,0.02332,0.96839,0.5,0.19231,0.27778,0.76227,,1.016,0.984,1.0238,0.9762,1.0181,0.9819,1.0201,0.9799,1.0092,0.9908,1.0263,0.9737,1.0083,0.9917,1.0118,0.9882,0.9931,1.0069,0.9961,1.0039
