epoch,train_time_epoch,train_eta,train_eta_hours,train_loss,train_lr,train_params,train_time_iter,train_accuracy,train_precision,train_recall,train_f1,train_auc,val_time_epoch,val_loss,val_lr,val_params,val_time_iter,val_accuracy,val_precision,val_recall,val_f1,val_auc,test_time_epoch,test_loss,test_lr,test_params,test_time_iter,test_accuracy,test_precision,test_recall,test_f1,test_auc,best_epoch,mpnn_param_layer_1,global_attention_param_layer_1,mpnn_param_layer_2,global_attention_param_layer_2,mpnn_param_layer_3,global_attention_param_layer_3,mpnn_param_layer_4,global_attention_param_layer_4,mpnn_param_layer_5,global_attention_param_layer_5,mpnn_param_layer_6,global_attention_param_layer_6,mpnn_param_layer_7,global_attention_param_layer_7,mpnn_param_layer_8,global_attention_param_layer_8,mpnn_param_layer_9,global_attention_param_layer_9,mpnn_param_layer_10,global_attention_param_layer_10
24,70.4618,5032.78549,1.398,0.09025194,9.045e-05,558693.0,0.06848,0.97344,0.75867,0.42614,0.54574,0.915,3.70194,0.08065422,0.0,558693.0,0.0287,0.98347,0.66667,0.32099,0.43333,0.78173,3.67675,0.1294601,0.0,558693.0,0.0285,0.97204,0.63636,0.26923,0.37838,0.76678,,1.025,0.975,1.0759,0.9241,1.0626,0.9374,1.0452,0.9548,1.0685,0.9315,1.0599,0.9401,1.0207,0.9793,1.0225,0.9775,1.028,0.972,1.0151,0.9849
25,70.09114,4974.18411,1.38172,0.08847548,8.946e-05,558693.0,0.06812,0.97344,0.75793,0.42695,0.54621,0.92285,3.68736,0.07960767,0.0,558693.0,0.02858,0.98249,0.60465,0.32099,0.41935,0.77238,3.64469,0.12631341,0.0,558693.0,0.02825,0.96791,0.48649,0.27692,0.35294,0.76816,,1.0261,0.9739,1.0784,0.9216,1.0656,0.9344,1.0453,0.9547,1.0716,0.9285,1.0626,0.9374,1.0225,0.9775,1.0222,0.9778,1.0287,0.9713,1.015,0.985
26,70.19469,4915.01158,1.36528,0.08874281,8.842e-05,558693.0,0.06822,0.97249,0.72931,0.42208,0.5347,0.92159,3.67981,0.08317176,0.0,558693.0,0.02853,0.98347,0.74074,0.24691,0.37037,0.76425,3.66741,0.13802766,0.0,558693.0,0.02843,0.97107,0.68966,0.15385,0.25157,0.76545,,1.0261,0.9739,1.0805,0.9195,1.0664,0.9336,1.0474,0.9526,1.0756,0.9244,1.0639,0.9361,1.0252,0.9747,1.0232,0.9768,1.028,0.972,1.015,0.985
27,62.18378,4834.45228,1.3429,0.08725136,8.734e-05,558693.0,0.06043,0.97334,0.74483,0.43831,0.55187,0.92441,2.99643,0.07837226,0.0,558693.0,0.02323,0.98274,0.65625,0.25926,0.37168,0.79808,3.02201,0.12681541,0.0,558693.0,0.02343,0.97009,0.55932,0.25385,0.34921,0.77053,,1.0279,0.9721,1.0847,0.9153,1.0685,0.9315,1.0493,0.9507,1.0768,0.9232,1.066,0.934,1.0264,0.9736,1.024,0.976,1.0305,0.9695,1.0179,0.9821
28,61.82332,4754.27776,1.32063,0.0851426,8.622e-05,558693.0,0.06008,0.97383,0.758,0.44237,0.55869,0.93331,2.97872,0.08500892,0.0,558693.0,0.02309,0.98152,0.57576,0.23457,0.33333,0.75554,2.96873,0.14328513,0.0,558693.0,0.02301,0.96693,0.42857,0.13846,0.2093,0.75008,,1.0262,0.9738,1.0869,0.9131,1.0701,0.9299,1.0507,0.9493,1.08,0.92,1.0691,0.9309,1.0259,0.974,1.0251,0.9749,1.0324,0.9676,1.0196,0.9804
29,61.79981,4675.27179,1.29869,0.08511875,8.506e-05,558693.0,0.06006,0.9738,0.75,0.45049,0.56288,0.93222,2.97788,0.08328279,0.0,558693.0,0.02308,0.98249,0.61538,0.2963,0.4,0.77193,3.00204,0.13368212,0.0,558693.0,0.02327,0.96912,0.52055,0.29231,0.37438,0.77549,,1.0259,0.9741,1.0843,0.9157,1.0714,0.9286,1.0542,0.9458,1.0803,0.9197,1.069,0.931,1.0275,0.9725,1.0249,0.9751,1.0318,0.9682,1.019,0.981
30,62.06218,4597.95989,1.27721,0.08243519,8.386e-05,558693.0,0.06031,0.97435,0.76503,0.45455,0.57026,0.93754,2.99804,0.08465568,0.0,558693.0,0.02324,0.98031,0.5,0.2716,0.352,0.77322,2.98671,0.14023685,0.0,558693.0,0.02315,0.96596,0.42188,0.20769,0.27835,0.74934,,1.0277,0.9723,1.0882,0.9118,1.0757,0.9243,1.0544,0.9456,1.0816,0.9184,1.071,0.929,1.0293,0.9707,1.0238,0.9762,1.0336,0.9664,1.0226,0.9774
31,61.77604,4520.99304,1.25583,0.08076869,8.263e-05,558693.0,0.06004,0.97526,0.77793,0.47484,0.58972,0.94089,3.02165,0.08803152,0.0,558693.0,0.02342,0.98177,0.58333,0.25926,0.35897,0.72945,2.97322,0.13864544,0.0,558693.0,0.02305,0.96718,0.46377,0.24615,0.32161,0.76841,,1.0278,0.9722,1.0868,0.9132,1.0781,0.9219,1.0556,0.9444,1.0847,0.9153,1.0738,0.9262,1.0281,0.9719,1.0247,0.9753,1.0339,0.9661,1.024,0.976
32,61.83764,4445.07191,1.23474,0.08051457,8.136e-05,558693.0,0.06009,0.9745,0.75686,0.46997,0.57987,0.94499,3.04447,0.083943,0.0,558693.0,0.0236,0.98298,0.64103,0.30864,0.41667,0.75807,3.03024,0.13696286,0.0,558693.0,0.02349,0.96742,0.47143,0.25385,0.33,0.75943,,1.0272,0.9728,1.0891,0.911,1.0785,0.9215,1.0552,0.9448,1.0884,0.9116,1.0737,0.9263,1.0284,0.9716,1.0264,0.9736,1.0345,0.9655,1.0248,0.9752
33,61.92682,4370.15233,1.21393,0.07987617,8.005e-05,558693.0,0.06018,0.97541,0.7729,0.4862,0.59691,0.94202,3.0171,0.08502034,0.0,558693.0,0.02339,0.98031,0.5,0.30864,0.38168,0.79278,2.97556,0.14162731,0.0,558693.0,0.02307,0.96839,0.5,0.28462,0.36275,0.76838,,1.0283,0.9716,1.0925,0.9076,1.0789,0.9211,1.0583,0.9417,1.0894,0.9106,1.0746,0.9254,1.0299,0.9701,1.024,0.976,1.0362,0.9638,1.0248,0.9752
34,62.09319,4296.28418,1.19341,0.07893608,7.872e-05,558693.0,0.06034,0.97508,0.76276,0.48539,0.59325,0.94603,2.98831,0.08787296,0.0,558693.0,0.02317,0.98322,0.67647,0.28395,0.4,0.76468,3.10528,0.1449162,0.0,558693.0,0.02407,0.96985,0.5625,0.20769,0.30337,0.75587,,1.029,0.971,1.0916,0.9084,1.0819,0.9181,1.0615,0.9385,1.0943,0.9057,1.0774,0.9226,1.0273,0.9727,1.0268,0.9732,1.0356,0.9644,1.0264,0.9736
35,62.22714,4223.30832,1.17314,0.07628656,7.735e-05,558693.0,0.06047,0.97602,0.78074,0.5,0.6096,0.94973,3.06213,0.0877085,0.0,558693.0,0.02374,0.98104,0.53061,0.32099,0.4,0.77266,3.03628,0.14884996,0.0,558693.0,0.02354,0.9662,0.43077,0.21538,0.28718,0.74444,,1.028,0.972,1.0918,0.9082,1.0823,0.9177,1.0633,0.9366,1.0979,0.9021,1.0786,0.9214,1.0302,0.9698,1.0278,0.9722,1.0374,0.9626,1.0264,0.9736
36,62.75194,4151.80705,1.15328,0.07556987,7.595e-05,558693.0,0.06098,0.97593,0.77848,0.49919,0.60831,0.95158,3.0264,0.08920825,0.0,558693.0,0.02346,0.98274,0.64706,0.2716,0.38261,0.75393,2.99607,0.14166692,0.0,558693.0,0.02323,0.97082,0.59259,0.24615,0.34783,0.76493,,1.0276,0.9724,1.0926,0.9074,1.0852,0.9148,1.0619,0.9381,1.1018,0.8982,1.078,0.922,1.0299,0.9701,1.0296,0.9704,1.0393,0.9607,1.0269,0.9731
37,62.59032,4080.50257,1.13347,0.07366212,7.452e-05,558693.0,0.06083,0.97623,0.77306,0.51705,0.61965,0.95894,2.97425,0.08718295,0.0,558693.0,0.02306,0.98298,0.66667,0.2716,0.38596,0.78112,2.9713,0.14913677,0.0,558693.0,0.02303,0.96815,0.49091,0.20769,0.29189,0.76926,,1.0246,0.9754,1.0941,0.9059,1.0846,0.9154,1.0636,0.9364,1.1014,0.8986,1.0815,0.9185,1.0311,0.9689,1.0309,0.9691,1.0408,0.9592,1.0282,0.9718
38,62.09743,4008.87404,1.11358,0.07274491,7.307e-05,558693.0,0.06035,0.97681,0.78632,0.52273,0.62799,0.95824,2.97047,0.08611988,0.0,558693.0,0.02303,0.98031,0.5,0.32099,0.39098,0.79345,2.9677,0.1441966,0.0,558693.0,0.02301,0.96742,0.47872,0.34615,0.40179,0.79122,,1.0234,0.9766,1.0943,0.9057,1.0865,0.9135,1.0641,0.9359,1.106,0.894,1.0825,0.9175,1.0346,0.9654,1.0317,0.9683,1.0397,0.9603,1.0295,0.9705
39,62.23504,3937.92848,1.09387,0.07177643,7.159e-05,558693.0,0.06048,0.97748,0.80958,0.5211,0.63407,0.95959,3.06507,0.08692737,0.0,558693.0,0.02376,0.98128,0.5625,0.22222,0.31858,0.77518,3.1462,0.14615372,0.0,558693.0,0.02439,0.96888,0.51852,0.21538,0.30435,0.77817,,1.0252,0.9748,1.0975,0.9025,1.0882,0.9118,1.0657,0.9343,1.1081,0.8919,1.084,0.916,1.0356,0.9644,1.0335,0.9665,1.0424,0.9576,1.0312,0.9688
40,62.73888,3868.13287,1.07448,0.0708308,7.008e-05,558693.0,0.06097,0.97778,0.80437,0.53734,0.64428,0.96099,2.97726,0.08765358,0.0,558693.0,0.02308,0.98152,0.55319,0.32099,0.40625,0.78259,2.97425,0.15254693,0.0,558693.0,0.02306,0.96718,0.47059,0.30769,0.37209,0.75367,,1.0255,0.9745,1.0977,0.9023,1.0894,0.9106,1.0681,0.9318,1.1099,0.8901,1.0847,0.9153,1.0355,0.9645,1.0327,0.9673,1.0431,0.9569,1.0323,0.9677
41,62.03728,3797.70441,1.05492,0.06948834,6.856e-05,558693.0,0.06029,0.97833,0.80638,0.55438,0.65705,0.96218,2.97581,0.09172968,0.0,558693.0,0.02307,0.97885,0.44231,0.28395,0.34586,0.78445,2.96275,0.15798273,0.0,558693.0,0.02297,0.96523,0.42353,0.27692,0.33488,0.77734,,1.0257,0.9742,1.0989,0.9011,1.0915,0.9085,1.0705,0.9295,1.1129,0.8871,1.0853,0.9147,1.0368,0.9632,1.0328,0.9672,1.0418,0.9582,1.0317,0.9683
42,62.14571,3727.80998,1.0355,0.06988427,6.701e-05,558693.0,0.06039,0.97723,0.79131,0.53247,0.63658,0.96297,2.97583,0.0919502,0.0,558693.0,0.02307,0.98152,0.55319,0.32099,0.40625,0.77871,2.96821,0.15688978,0.0,558693.0,0.02301,0.96839,0.5,0.32308,0.39252,0.77169,,1.0244,0.9756,1.0983,0.9017,1.0943,0.9057,1.0721,0.9278,1.1128,0.8872,1.086,0.914,1.0361,0.9639,1.0355,0.9645,1.0438,0.9562,1.0339,0.9661
43,62.60071,3658.84685,1.01635,0.06785358,6.545e-05,558693.0,0.06084,0.97815,0.80866,0.54545,0.65148,0.9642,2.98698,0.09405351,0.0,558693.0,0.02315,0.97788,0.41935,0.32099,0.36364,0.77628,2.97344,0.15166732,0.0,558693.0,0.02305,0.96645,0.45652,0.32308,0.37838,0.77581,,1.0253,0.9747,1.0995,0.9006,1.0944,0.9056,1.0731,0.9269,1.1151,0.885,1.0883,0.9117,1.0384,0.9616,1.0361,0.9639,1.043,0.957,1.0349,0.9652
44,62.26377,3589.75468,0.99715,0.0676949,6.387e-05,558693.0,0.06051,0.97802,0.8019,0.5487,0.65157,0.96563,3.02589,0.09543298,0.0,558693.0,0.02346,0.98201,0.57447,0.33333,0.42188,0.77284,3.02271,0.16216859,0.0,558693.0,0.02343,0.96791,0.48837,0.32308,0.38889,0.7639,,1.0246,0.9754,1.101,0.899,1.0926,0.9074,1.0712,0.9287,1.1178,0.8822,1.0905,0.9095,1.0403,0.9597,1.0375,0.9625,1.0441,0.9559,1.0347,0.9653
45,62.25083,3520.9442,0.97804,0.0671962,6.227e-05,558693.0,0.0605,0.97821,0.80188,0.55519,0.65612,0.96607,2.98211,0.0966482,0.0,558693.0,0.02312,0.97958,0.47368,0.33333,0.3913,0.78801,2.96137,0.16114405,0.0,558693.0,0.02296,0.96596,0.44048,0.28462,0.34579,0.76794,,1.0236,0.9764,1.1025,0.8975,1.0939,0.9061,1.0744,0.9256,1.1179,0.8821,1.091,0.909,1.04,0.96,1.0387,0.9613,1.0466,0.9534,1.0353,0.9647
46,62.06531,3452.20366,0.95895,0.06503815,6.066e-05,558693.0,0.06032,0.97839,0.80046,0.56331,0.66127,0.96997,2.97821,0.09958325,0.0,558693.0,0.02309,0.98152,0.55319,0.32099,0.40625,0.75333,2.97431,0.16561546,0.0,558693.0,0.02306,0.96718,0.46914,0.29231,0.36019,0.76482,,1.0245,0.9755,1.1024,0.8976,1.0953,0.9047,1.076,0.924,1.1205,0.8795,1.0934,0.9066,1.0421,0.9579,1.0378,0.9622,1.0454,0.9546,1.0348,0.9652
47,62.11835,3383.79871,0.93994,0.06369415,5.904e-05,558693.0,0.06037,0.97845,0.80585,0.55925,0.66028,0.97331,3.01983,0.09816426,0.0,558693.0,0.02341,0.97933,0.45652,0.25926,0.33071,0.77371,3.03158,0.17039783,0.0,558693.0,0.0235,0.96669,0.45455,0.26923,0.33816,0.76024,,1.0259,0.9741,1.1039,0.8961,1.0941,0.9059,1.0768,0.9232,1.1208,0.8792,1.0941,0.9059,1.0436,0.9564,1.0379,0.9621,1.0457,0.9543,1.0363,0.9637
48,62.27737,3315.81587,0.92106,0.06338286,5.741e-05,558693.0,0.06052,0.97918,0.82444,0.56412,0.66988,0.9725,3.01126,0.10060119,0.0,558693.0,0.02334,0.98128,0.54,0.33333,0.41221,0.76543,2.98257,0.17301461,0.0,558693.0,0.02312,0.96742,0.475,0.29231,0.3619,0.77489,,1.0252,0.9748,1.104,0.896,1.0958,0.9042,1.0784,0.9216,1.1223,0.8777,1.0955,0.9045,1.045,0.955,1.0405,0.9595,1.047,0.953,1.0365,0.9635
49,62.60808,3248.39195,0.90233,0.06078392,5.577e-05,558693.0,0.06084,0.97954,0.82238,0.57873,0.67937,0.97612,2.99177,0.10075087,0.0,558693.0,0.02319,0.98079,0.51923,0.33333,0.40602,0.77668,2.9597,0.17474717,0.0,558693.0,0.02294,0.96523,0.41558,0.24615,0.30918,0.76331,,1.0234,0.9766,1.1047,0.8953,1.0967,0.9033,1.0767,0.9233,1.1237,0.8763,1.0976,0.9024,1.0464,0.9536,1.0412,0.9588,1.0491,0.9509,1.0351,0.9649
