epoch,train_time_epoch,train_eta,train_eta_hours,train_loss,train_lr,train_params,train_time_iter,train_accuracy,train_precision,train_recall,train_f1,train_auc,val_time_epoch,val_loss,val_lr,val_params,val_time_iter,val_accuracy,val_precision,val_recall,val_f1,val_auc,test_time_epoch,test_loss,test_lr,test_params,test_time_iter,test_accuracy,test_precision,test_recall,test_f1,test_auc,mpnn_param_layer_1,global_attention_param_layer_1,mpnn_param_layer_2,global_attention_param_layer_2,mpnn_param_layer_3,global_attention_param_layer_3,mpnn_param_layer_4,global_attention_param_layer_4,mpnn_param_layer_5,global_attention_param_layer_5,mpnn_param_layer_6,global_attention_param_layer_6,mpnn_param_layer_7,global_attention_param_layer_7,mpnn_param_layer_8,global_attention_param_layer_8,mpnn_param_layer_9,global_attention_param_layer_9,mpnn_param_layer_10,global_attention_param_layer_10
10.0,74.60608,6835.43005,1.89873,0.11477,0.0001,558693.0,0.0725,0.96743,0.66102,0.26729,0.38056,0.83485,3.18956,0.07776,0.0,558693.0,0.02473,0.98208,0.63244,0.2284,0.33282,0.77779,3.20223,0.11752,0.0,558693.0,0.02482,0.96988,0.53508,0.17923,0.26086,0.76044,1.02226,0.97774,1.02899,0.971,1.02712,0.97288,1.03023,0.96976,1.02365,0.97634,1.01485,0.98515,1.01504,0.98495,1.00979,0.99021,1.00588,0.99411,0.99843,1.00157
11.0,74.36457,6740.74871,1.87243,0.11228,0.0001,558693.0,0.07227,0.9681,0.67758,0.2832,0.3993,0.84338,3.18455,0.07751,0.0,558693.0,0.02469,0.98206,0.62321,0.26049,0.36023,0.78042,3.19048,0.11903,0.0,558693.0,0.02473,0.96912,0.52321,0.20538,0.28487,0.75829,1.02398,0.97602,1.03273,0.96727,1.03081,0.96919,1.03455,0.96545,1.02771,0.97229,1.01753,0.98248,1.01802,0.98198,1.01225,0.98774,1.00813,0.99187,1.00062,0.99938
12.0,74.47232,6649.9141,1.8472,0.11013,0.0001,558693.0,0.07237,0.96863,0.68184,0.3043,0.42071,0.85113,3.17284,0.07717,0.0,558693.0,0.0246,0.98237,0.63405,0.25802,0.36469,0.78273,3.17797,0.11662,0.0,558693.0,0.02463,0.97004,0.57606,0.23077,0.32627,0.76906,1.02674,0.97325,1.03502,0.96498,1.03428,0.96572,1.03779,0.96221,1.03184,0.96816,1.02013,0.97987,1.02151,0.97849,1.014,0.98599,1.01017,0.98983,1.00281,0.99719
13.0,73.56066,6555.81674,1.82106,0.10832,0.0001,558693.0,0.07149,0.96902,0.69032,0.31323,0.43086,0.8571,3.20434,0.077,0.0,558693.0,0.02484,0.98206,0.61084,0.27037,0.37078,0.78694,3.25356,0.11682,0.0,558693.0,0.02522,0.96932,0.55893,0.21308,0.29274,0.77024,1.02742,0.97259,1.03877,0.96123,1.03823,0.96176,1.04152,0.95848,1.03584,0.96416,1.02269,0.9773,1.02435,0.97564,1.0165,0.98351,1.01223,0.98777,1.00438,0.99562
14.0,74.08324,6467.41889,1.7965,0.10632,0.0001,558693.0,0.072,0.96961,0.69922,0.33084,0.44905,0.86445,3.18408,0.07783,0.0,558693.0,0.02468,0.98191,0.59675,0.28889,0.38424,0.77976,3.20188,0.11908,0.0,558693.0,0.02482,0.96871,0.53774,0.23462,0.30972,0.76855,1.02808,0.97192,1.04093,0.95907,1.0413,0.95869,1.04538,0.95462,1.03881,0.96118,1.02616,0.97384,1.02696,0.97304,1.01809,0.98191,1.01466,0.98533,1.00574,0.99426
15.0,75.02088,6385.733,1.77381,0.10487,0.0001,558693.0,0.07291,0.96992,0.70554,0.33782,0.45683,0.86846,3.18699,0.07989,0.0,558693.0,0.0247,0.98006,0.53696,0.29877,0.3735,0.78788,3.18087,0.12168,0.0,558693.0,0.02466,0.96725,0.52614,0.26384,0.33178,0.77023,1.0292,0.97079,1.04371,0.95629,1.04401,0.95599,1.04842,0.95158,1.0428,0.9572,1.02897,0.97103,1.02954,0.97046,1.0206,0.97939,1.01779,0.98221,1.00813,0.99188
16.0,74.52934,6302.43138,1.75068,0.10318,0.0001,558693.0,0.07243,0.97041,0.71482,0.34919,0.46904,0.87565,3.11979,0.08083,0.0,558693.0,0.02418,0.98057,0.52496,0.28889,0.36965,0.77822,3.12294,0.12187,0.0,558693.0,0.02421,0.96817,0.50654,0.26923,0.34647,0.76772,1.02994,0.97006,1.04578,0.95423,1.04634,0.95366,1.05084,0.94916,1.04573,0.95428,1.03136,0.96864,1.0325,0.9675,1.02287,0.97712,1.01976,0.98023,1.00955,0.99046
17.0,73.94166,6217.42725,1.72706,0.10138,0.0001,558693.0,0.07186,0.97083,0.72062,0.36088,0.48085,0.88188,3.08721,0.07703,0.0,558693.0,0.02393,0.98227,0.62134,0.27407,0.37675,0.77831,3.09187,0.11996,0.0,558693.0,0.02397,0.97002,0.57222,0.22461,0.31852,0.76699,1.03041,0.96958,1.04771,0.95228,1.04952,0.95048,1.05332,0.94668,1.04833,0.95168,1.03382,0.96618,1.03539,0.96461,1.02556,0.97444,1.02259,0.97742,1.01158,0.98842
18.0,74.34498,6135.30697,1.70425,0.09989,0.0001,558693.0,0.07225,0.97112,0.72448,0.36956,0.48926,0.88637,3.12189,0.0749,0.0,558693.0,0.0242,0.98291,0.65567,0.28272,0.3942,0.79013,3.13444,0.11903,0.0,558693.0,0.0243,0.96951,0.54101,0.22077,0.31067,0.76944,1.03137,0.96863,1.05058,0.94942,1.05217,0.94783,1.05611,0.94389,1.05185,0.94814,1.03583,0.96417,1.03771,0.9623,1.02855,0.97146,1.02446,0.97553,1.01393,0.98607
19.0,73.8439,6051.95991,1.6811,0.0985,9e-05,558693.0,0.07176,0.97136,0.7285,0.37484,0.49491,0.89145,3.12434,0.07862,0.0,558693.0,0.02422,0.98048,0.5259,0.2963,0.37439,0.79061,3.13215,0.12294,0.0,558693.0,0.02428,0.968,0.5024,0.24308,0.32239,0.77023,1.0318,0.9682,1.05246,0.94754,1.05425,0.94576,1.05965,0.94035,1.05558,0.94441,1.03841,0.96158,1.04014,0.95987,1.0308,0.9692,1.02663,0.97337,1.01588,0.98412
20.0,73.41938,5967.9209,1.65776,0.09718,9e-05,558693.0,0.07135,0.97172,0.73211,0.3862,0.50559,0.89615,3.12115,0.07665,0.0,558693.0,0.02419,0.98198,0.58982,0.31605,0.40761,0.79278,3.11708,0.12118,0.0,558693.0,0.02416,0.96881,0.51887,0.26846,0.34993,0.77461,1.03308,0.96692,1.05363,0.94636,1.05694,0.94306,1.06207,0.93793,1.05808,0.94192,1.04153,0.95847,1.04226,0.95775,1.0327,0.9673,1.02857,0.97143,1.01836,0.98164
21.0,73.36722,5884.66241,1.63463,0.09568,9e-05,558693.0,0.0713,0.97195,0.73864,0.38864,0.5092,0.90066,3.11881,0.07812,0.0,558693.0,0.02418,0.98247,0.62519,0.2963,0.39826,0.78396,3.10333,0.1249,0.0,558693.0,0.02406,0.96859,0.51312,0.23769,0.32133,0.76464,1.0331,0.9669,1.05565,0.94435,1.05923,0.94077,1.06409,0.93592,1.06185,0.93816,1.04365,0.95635,1.04461,0.95539,1.03462,0.96538,1.03082,0.96918,1.01936,0.98064
22.0,75.53183,5809.51075,1.61375,0.09429,9e-05,558693.0,0.0734,0.9722,0.73787,0.39984,0.51849,0.90691,3.14755,0.07732,0.0,558693.0,0.0244,0.98237,0.62637,0.28765,0.39185,0.79059,3.15195,0.12646,0.0,558693.0,0.02443,0.96866,0.51661,0.21154,0.29736,0.76749,1.03262,0.96738,1.05734,0.94266,1.06108,0.93891,1.06677,0.93323,1.06556,0.93445,1.04628,0.95372,1.04725,0.95275,1.03773,0.96227,1.03289,0.96711,1.02139,0.97861
23.0,75.88394,5735.44242,1.59318,0.09279,9e-05,558693.0,0.07375,0.97254,0.74512,0.4056,0.52517,0.91102,3.27314,0.07983,0.0,558693.0,0.02537,0.98184,0.59127,0.3037,0.39762,0.78291,3.25302,0.12758,0.0,558693.0,0.02522,0.96861,0.51888,0.23769,0.31982,0.76353,1.03345,0.96655,1.0599,0.94009,1.06315,0.93686,1.06966,0.93034,1.06846,0.93155,1.04885,0.95115,1.04981,0.95019,1.04018,0.95982,1.03498,0.96503,1.02226,0.97774
24.0,75.61852,5660.43259,1.57234,0.09161,9e-05,558693.0,0.07349,0.9729,0.74633,0.41875,0.5364,0.91391,3.25274,0.08231,0.0,558693.0,0.02522,0.98162,0.57108,0.30988,0.39828,0.77276,3.22148,0.12822,0.0,558693.0,0.02497,0.96764,0.48973,0.25539,0.33111,0.77584,1.03341,0.9666,1.06097,0.93903,1.06434,0.93566,1.07079,0.92922,1.07097,0.92902,1.05147,0.94853,1.05198,0.94803,1.04266,0.95734,1.03735,0.96265,1.02384,0.97615
25.0,76.35646,5587.47622,1.55208,0.09007,9e-05,558693.0,0.07421,0.97316,0.75235,0.42208,0.54074,0.91851,3.29089,0.07991,0.0,558693.0,0.02551,0.98194,0.58675,0.29753,0.39239,0.77857,3.19505,0.12576,0.0,558693.0,0.02477,0.96902,0.52617,0.25308,0.33528,0.77539,1.0342,0.9658,1.06355,0.93645,1.06611,0.93388,1.07338,0.92662,1.07401,0.926,1.05397,0.94603,1.05426,0.94573,1.04461,0.95539,1.03955,0.96045,1.02532,0.97467
26.0,75.85725,5512.91827,1.53137,0.08949,9e-05,558693.0,0.07372,0.97304,0.74819,0.42216,0.53966,0.92124,3.24886,0.08164,0.0,558693.0,0.02519,0.98172,0.59537,0.27901,0.37551,0.77324,3.18078,0.13154,0.0,558693.0,0.02466,0.96885,0.53547,0.20769,0.2934,0.76308,1.03381,0.96619,1.06514,0.93486,1.06833,0.93167,1.07522,0.92478,1.07713,0.92287,1.05641,0.9436,1.05659,0.94339,1.04644,0.95356,1.04063,0.95937,1.02627,0.97373
27.0,75.93227,5438.46044,1.51068,0.08774,9e-05,558693.0,0.07379,0.97367,0.75844,0.43563,0.55333,0.92487,3.25345,0.08146,0.0,558693.0,0.02522,0.98191,0.58683,0.29136,0.3877,0.77987,3.29145,0.13154,0.0,558693.0,0.02552,0.96888,0.51892,0.24077,0.32704,0.76903,1.0337,0.96631,1.06678,0.93322,1.07056,0.92944,1.07735,0.92265,1.07944,0.92057,1.05794,0.94206,1.05909,0.94091,1.04823,0.95176,1.04335,0.95665,1.02849,0.97151
28.0,77.78374,5368.43384,1.49123,0.08614,9e-05,558693.0,0.07559,0.97407,0.76567,0.44318,0.56138,0.92998,3.23372,0.08286,0.0,558693.0,0.02507,0.98053,0.51919,0.30123,0.37658,0.7905,3.17675,0.13387,0.0,558693.0,0.02463,0.96771,0.47813,0.23846,0.31315,0.76948,1.03336,0.96664,1.06837,0.93164,1.07128,0.92873,1.0798,0.9202,1.08168,0.91832,1.06056,0.93944,1.06143,0.93857,1.05052,0.94949,1.04558,0.95442,1.02955,0.97045
29.0,78.78976,5300.23748,1.47229,0.08501,9e-05,558693.0,0.07657,0.97415,0.76315,0.44894,0.56527,0.933,3.16283,0.08193,0.0,558693.0,0.02452,0.9822,0.61005,0.29506,0.39503,0.78018,3.23548,0.13634,0.0,558693.0,0.02508,0.96864,0.51874,0.22154,0.3057,0.76513,1.03436,0.96564,1.07021,0.92979,1.07245,0.92755,1.08182,0.91819,1.08461,0.91539,1.06268,0.93734,1.06318,0.93681,1.05202,0.94798,1.04692,0.95308,1.03048,0.96952
30.0,77.50272,5228.49296,1.45236,0.08371,8e-05,558693.0,0.07532,0.97434,0.76726,0.45162,0.56853,0.9364,3.11334,0.08422,0.0,558693.0,0.02414,0.97992,0.50865,0.31728,0.38473,0.78612,3.11565,0.13755,0.0,558693.0,0.02415,0.96645,0.4587,0.23231,0.30169,0.76998,1.03398,0.96602,1.07142,0.92858,1.07484,0.92515,1.08376,0.91624,1.08641,0.9136,1.06542,0.93458,1.06496,0.93505,1.05316,0.94684,1.04894,0.95107,1.03283,0.96717
31.0,77.81574,5157.05372,1.43252,0.08219,8e-05,558693.0,0.07562,0.97452,0.77147,0.4543,0.57171,0.93993,3.15786,0.08566,0.0,558693.0,0.02448,0.98062,0.52688,0.3,0.37955,0.78446,3.1299,0.14165,0.0,558693.0,0.02426,0.96718,0.48174,0.24846,0.32034,0.76363,1.03401,0.96599,1.07258,0.92743,1.07608,0.92391,1.08548,0.91453,1.0889,0.91111,1.06722,0.93278,1.06708,0.93291,1.05582,0.94417,1.05098,0.94902,1.03402,0.96598
32.0,77.39649,5084.37683,1.41233,0.08092,8e-05,558693.0,0.07521,0.97504,0.77503,0.47005,0.58512,0.94289,3.17478,0.08514,0.0,558693.0,0.02461,0.98069,0.52357,0.30617,0.38514,0.78791,3.15741,0.14131,0.0,558693.0,0.02448,0.96676,0.45431,0.24462,0.31746,0.76502,1.03413,0.96587,1.0739,0.92611,1.07688,0.92313,1.08748,0.91251,1.09119,0.9088,1.06908,0.93092,1.06856,0.93144,1.05758,0.94241,1.05264,0.94736,1.03448,0.96553
33.0,75.50026,5007.7414,1.39104,0.07961,8e-05,558693.0,0.07337,0.97535,0.78035,0.47581,0.59106,0.9449,3.24497,0.08712,0.0,558693.0,0.02515,0.97946,0.48065,0.29506,0.36003,0.78481,3.18161,0.14143,0.0,558693.0,0.02466,0.96732,0.47125,0.23462,0.30895,0.77204,1.03497,0.96501,1.07441,0.9256,1.07906,0.92094,1.08917,0.91083,1.09392,0.90608,1.07058,0.92942,1.07107,0.92893,1.05811,0.94188,1.05375,0.94625,1.03561,0.96439
34.0,75.65977,4931.46707,1.36985,0.07889,8e-05,558693.0,0.07353,0.97514,0.77465,0.47403,0.58804,0.94779,3.23307,0.0879,0.0,558693.0,0.02506,0.98077,0.5324,0.31975,0.39602,0.78547,3.2424,0.14544,0.0,558693.0,0.02513,0.96625,0.43883,0.23692,0.30484,0.77015,1.03581,0.96419,1.07501,0.92499,1.08044,0.91955,1.09057,0.90944,1.09621,0.90379,1.07277,0.92723,1.07306,0.92694,1.06034,0.93966,1.05522,0.94479,1.03659,0.96341
35.0,76.38931,4856.52384,1.34903,0.07801,8e-05,558693.0,0.07424,0.97556,0.77617,0.48831,0.59934,0.94939,3.24795,0.08906,0.0,558693.0,0.02518,0.9805,0.51766,0.29877,0.37592,0.77644,3.24763,0.14705,0.0,558693.0,0.02518,0.96696,0.45535,0.21154,0.2863,0.76438,1.03481,0.96518,1.07539,0.92461,1.08156,0.91844,1.09299,0.907,1.09866,0.90135,1.0746,0.9254,1.07489,0.92513,1.06231,0.93768,1.05732,0.94268,1.03754,0.96247
36.0,76.81308,4782.22399,1.3284,0.07614,8e-05,558693.0,0.07465,0.97595,0.78763,0.49002,0.6041,0.95236,3.31102,0.08893,0.0,558693.0,0.02566,0.97968,0.48676,0.31358,0.37774,0.78481,3.2225,0.14547,0.0,558693.0,0.02498,0.96759,0.4818,0.26077,0.33548,0.77008,1.03494,0.96506,1.07663,0.92337,1.08281,0.91719,1.0938,0.90621,1.10121,0.89879,1.0766,0.9234,1.07684,0.92317,1.06414,0.93586,1.05888,0.94112,1.03833,0.96167
37.0,78.61219,4710.72725,1.30853,0.07535,7e-05,558693.0,0.0764,0.97606,0.78712,0.49464,0.60739,0.95456,3.20619,0.08939,0.0,558693.0,0.02485,0.98055,0.5197,0.29629,0.37532,0.78593,3.17358,0.14998,0.0,558693.0,0.0246,0.96718,0.46077,0.22846,0.30483,0.76978,1.03464,0.96535,1.07747,0.92254,1.08431,0.91569,1.09589,0.90412,1.10214,0.89787,1.07884,0.92117,1.07932,0.92068,1.06558,0.93442,1.06007,0.93993,1.0393,0.96071
38.0,74.21981,4631.99548,1.28667,0.07444,7e-05,558693.0,0.07213,0.97653,0.7917,0.50666,0.6178,0.9559,3.17671,0.0887,0.0,558693.0,0.02462,0.98031,0.50915,0.28766,0.36431,0.7832,3.15124,0.14766,0.0,558693.0,0.02443,0.96776,0.48956,0.24154,0.319,0.7731,1.03465,0.96535,1.07902,0.92099,1.0864,0.91361,1.09732,0.90268,1.10463,0.89539,1.07986,0.92014,1.08125,0.91874,1.06746,0.93255,1.06176,0.93825,1.04008,0.95993
39.0,73.88988,4552.99442,1.26472,0.0732,7e-05,558693.0,0.07181,0.97658,0.793,0.5069,0.61832,0.95821,3.12484,0.09062,0.0,558693.0,0.02422,0.98014,0.5214,0.29259,0.36871,0.78336,3.11581,0.15339,0.0,558693.0,0.02415,0.96647,0.45894,0.23461,0.30663,0.77072,1.03425,0.96574,1.07957,0.92044,1.08724,0.91276,1.09836,0.90163,1.10687,0.89312,1.08143,0.91857,1.08266,0.91734,1.06931,0.93068,1.06312,0.93688,1.04082,0.95918
40.0,73.61024,4473.84027,1.24273,0.07183,7e-05,558693.0,0.07153,0.97694,0.79423,0.51875,0.62751,0.96031,3.12786,0.08999,0.0,558693.0,0.02425,0.97984,0.50089,0.31975,0.38616,0.79051,3.11681,0.15409,0.0,558693.0,0.02416,0.9664,0.45168,0.25769,0.3238,0.76629,1.03397,0.96603,1.07999,0.92002,1.08905,0.91096,1.09973,0.90027,1.10802,0.89198,1.08228,0.91773,1.08448,0.91553,1.07061,0.92939,1.06449,0.93549,1.04179,0.95821
41.0,73.20248,4394.38702,1.22066,0.07091,7e-05,558693.0,0.07114,0.97717,0.794,0.52711,0.63352,0.96162,3.083,0.08975,0.0,558693.0,0.0239,0.98014,0.50119,0.31358,0.38423,0.79525,3.09031,0.15707,0.0,558693.0,0.02396,0.96635,0.44392,0.23923,0.30911,0.77152,1.03402,0.96597,1.08091,0.91909,1.09048,0.90953,1.10188,0.89813,1.11035,0.88965,1.0843,0.91571,1.08526,0.91472,1.07181,0.92819,1.06596,0.93403,1.0429,0.9571
42.0,73.23922,4315.27322,1.19869,0.06924,7e-05,558693.0,0.07117,0.97744,0.79909,0.53101,0.63795,0.96425,3.12867,0.09338,0.0,558693.0,0.02425,0.97965,0.50041,0.30864,0.37488,0.78755,3.1114,0.16116,0.0,558693.0,0.02412,0.96628,0.4565,0.25,0.31874,0.76745,1.03324,0.96675,1.08184,0.91816,1.09153,0.90847,1.10283,0.89717,1.11151,0.8885,1.0856,0.9144,1.08695,0.91306,1.07336,0.92664,1.06755,0.93245,1.04398,0.95603
43.0,73.63766,4236.93355,1.17693,0.06895,7e-05,558693.0,0.07156,0.97756,0.79946,0.53482,0.64082,0.96521,3.11036,0.09375,0.0,558693.0,0.02411,0.97885,0.4525,0.29629,0.35586,0.79293,3.09922,0.16484,0.0,558693.0,0.02403,0.96536,0.4253,0.23154,0.294,0.76502,1.03355,0.96645,1.08228,0.91774,1.09253,0.90747,1.10438,0.89563,1.11338,0.88663,1.08745,0.91256,1.08823,0.91177,1.0746,0.9254,1.06865,0.93136,1.04444,0.95557
44.0,74.2571,4159.55994,1.15543,0.06779,6e-05,558693.0,0.07216,0.97788,0.80481,0.54034,0.6465,0.967,3.18454,0.09564,0.0,558693.0,0.02469,0.97875,0.45984,0.32716,0.37854,0.79146,3.19968,0.16698,0.0,558693.0,0.0248,0.96574,0.44242,0.26077,0.32417,0.76491,1.03356,0.96644,1.08261,0.91738,1.09342,0.90658,1.10516,0.89482,1.11514,0.88486,1.08957,0.91042,1.09002,0.90997,1.07634,0.92365,1.06931,0.93068,1.04504,0.95497
45.0,74.73538,4082.88329,1.13413,0.06707,6e-05,558693.0,0.07263,0.97805,0.80328,0.54805,0.65148,0.96829,3.2255,0.09523,0.0,558693.0,0.025,0.97907,0.46018,0.30741,0.36643,0.79627,3.21786,0.16803,0.0,558693.0,0.02494,0.96586,0.43442,0.25462,0.31822,0.76665,1.03382,0.96618,1.08407,0.91593,1.09503,0.90496,1.10744,0.89256,1.11732,0.88269,1.09075,0.90926,1.09108,0.90891,1.07778,0.92221,1.07031,0.92969,1.04601,0.95399
46.0,75.21422,4006.82923,1.11301,0.06608,6e-05,558693.0,0.0731,0.97805,0.80101,0.55073,0.65263,0.96961,3.256,0.09613,0.0,558693.0,0.02524,0.97894,0.47258,0.31358,0.37191,0.78756,3.22039,0.16571,0.0,558693.0,0.02496,0.96613,0.44815,0.25846,0.32464,0.76725,1.03405,0.96595,1.08474,0.91527,1.09549,0.90451,1.1084,0.89161,1.11865,0.88136,1.0924,0.9076,1.09341,0.90659,1.07899,0.92101,1.07123,0.92877,1.04617,0.95384
47.0,75.63394,3931.26485,1.09202,0.06494,6e-05,558693.0,0.0735,0.97845,0.81103,0.55373,0.65808,0.97162,3.20828,0.0969,0.0,558693.0,0.02487,0.97994,0.49365,0.31111,0.37998,0.78935,3.2028,0.17152,0.0,558693.0,0.02483,0.96579,0.42923,0.25,0.31427,0.76725,1.03395,0.96603,1.08554,0.91443,1.09641,0.90358,1.10968,0.89033,1.12034,0.87966,1.09371,0.90629,1.09465,0.90536,1.08036,0.91964,1.07253,0.92746,1.04738,0.95261
48.0,75.19298,3855.23867,1.0709,0.06406,6e-05,558693.0,0.07307,0.97882,0.81089,0.5664,0.66683,0.97259,3.16877,0.09687,0.0,558693.0,0.02456,0.97894,0.45706,0.31482,0.37067,0.78877,3.18329,0.1683,0.0,558693.0,0.02468,0.96645,0.4533,0.25077,0.32029,0.76676,1.03412,0.96588,1.08618,0.91382,1.0973,0.90271,1.11057,0.88943,1.12199,0.87801,1.09523,0.90477,1.09702,0.90297,1.08192,0.91807,1.0735,0.92649,1.04788,0.95212
49.0,75.08993,3779.14277,1.04976,0.06318,6e-05,558693.0,0.07297,0.979,0.81068,0.57313,0.67143,0.97308,3.1479,0.09841,0.0,558693.0,0.0244,0.97822,0.43303,0.32346,0.36917,0.78937,3.14627,0.171,0.0,558693.0,0.02439,0.96569,0.43408,0.25231,0.31719,0.76944,1.0337,0.96628,1.08688,0.91312,1.09809,0.90191,1.11095,0.88905,1.12289,0.87712,1.09643,0.90357,1.09772,0.90229,1.08282,0.91718,1.0746,0.9254,1.04825,0.95174
