epoch,train_time_epoch,train_eta,train_eta_hours,train_loss,train_lr,train_params,train_time_iter,train_accuracy,train_precision,train_recall,train_f1,train_auc,val_time_epoch,val_loss,val_lr,val_params,val_time_iter,val_accuracy,val_precision,val_recall,val_f1,val_auc,test_time_epoch,test_loss,test_lr,test_params,test_time_iter,test_accuracy,test_precision,test_recall,test_f1,test_auc,best_epoch,mpnn_param_layer_1,global_attention_param_layer_1,mpnn_param_layer_2,global_attention_param_layer_2,mpnn_param_layer_3,global_attention_param_layer_3,mpnn_param_layer_4,global_attention_param_layer_4,mpnn_param_layer_5,global_attention_param_layer_5,mpnn_param_layer_6,global_attention_param_layer_6,mpnn_param_layer_7,global_attention_param_layer_7,mpnn_param_layer_8,global_attention_param_layer_8,mpnn_param_layer_9,global_attention_param_layer_9,mpnn_param_layer_10,global_attention_param_layer_10
12,77.79594,7557.12181,2.0992,0.10932724,9.867e-05,558693.0,0.0756,0.96897,0.68806,0.31331,0.43056,0.85497,3.08977,0.07871124,0.0,558693.0,0.02395,0.98128,0.55263,0.25926,0.35294,0.78254,3.06339,0.12089386,0.0,558693.0,0.02375,0.96742,0.47143,0.25385,0.33,0.76346,,1.028,0.972,1.0351,0.9649,1.0433,0.9567,1.0623,0.9377,1.0109,0.9891,1.0202,0.9798,1.0212,0.9788,1.0205,0.9795,1.0061,0.9939,1.011,0.989
13,77.877,7415.05573,2.05974,0.10766078,9.826e-05,558693.0,0.07568,0.96982,0.71226,0.32549,0.4468,0.85362,3.06685,0.08174571,0.0,558693.0,0.02377,0.97909,0.45455,0.30864,0.36765,0.78965,3.13721,0.11615333,0.0,558693.0,0.02432,0.96791,0.48684,0.28462,0.35922,0.7821,,1.0293,0.9707,1.0404,0.9596,1.0452,0.9548,1.0661,0.9339,1.0147,0.9853,1.0241,0.9759,1.0225,0.9775,1.0222,0.9778,1.0101,0.9899,1.0127,0.9873
14,77.52417,7279.54884,2.0221,0.10533321,9.78e-05,558693.0,0.07534,0.96985,0.69737,0.34416,0.46087,0.86854,3.05943,0.08183966,0.0,558693.0,0.02372,0.97982,0.48,0.2963,0.36641,0.7758,3.04804,0.12035108,0.0,558693.0,0.02363,0.96815,0.49333,0.28462,0.36098,0.76449,,1.0278,0.9722,1.0443,0.9557,1.0485,0.9515,1.0701,0.9299,1.0161,0.9839,1.0295,0.9705,1.0283,0.9717,1.0237,0.9763,1.013,0.987,1.0153,0.9847
15,87.17543,7201.95889,2.00054,0.10431714,9.729e-05,558693.0,0.08472,0.96982,0.70084,0.33847,0.45649,0.8729,3.06887,0.09573519,0.0,558693.0,0.02379,0.97253,0.31395,0.33333,0.32335,0.78021,3.04673,0.13805337,0.0,558693.0,0.02362,0.95867,0.35507,0.37692,0.36567,0.74748,,1.0281,0.9719,1.049,0.951,1.0504,0.9496,1.0734,0.9266,1.0212,0.9789,1.0333,0.9667,1.029,0.971,1.0237,0.9763,1.0173,0.9827,1.0189,0.9811
16,87.55879,7125.11296,1.9792,0.10365391,9.673e-05,558693.0,0.08509,0.97037,0.72041,0.34091,0.46281,0.87499,3.05252,0.07579695,0.0,558693.0,0.02366,0.98152,0.56098,0.28395,0.37705,0.78784,3.06365,0.12090074,0.0,558693.0,0.02375,0.96912,0.52239,0.26923,0.35533,0.76234,,1.0275,0.9725,1.0481,0.9519,1.052,0.948,1.076,0.924,1.0233,0.9768,1.0345,0.9655,1.0319,0.9681,1.0258,0.9741,1.0194,0.9806,1.0203,0.9797
17,87.09978,7044.98565,1.95694,0.10200198,9.611e-05,558693.0,0.08465,0.97043,0.70458,0.36201,0.47828,0.87637,3.04984,0.07617249,0.0,558693.0,0.02364,0.98079,0.52632,0.24691,0.33613,0.7865,3.0555,0.11670364,0.0,558693.0,0.02369,0.9718,0.66667,0.21538,0.32558,0.76919,,1.0277,0.9723,1.0544,0.9455,1.0571,0.9429,1.0788,0.9212,1.0255,0.9745,1.0383,0.9617,1.0362,0.9638,1.0291,0.9709,1.0226,0.9774,1.0248,0.9752
18,87.28478,6964.91306,1.9347,0.09986308,9.545e-05,558693.0,0.08482,0.9711,0.73456,0.35714,0.48061,0.88776,3.06938,0.07465227,0.0,558693.0,0.02379,0.98298,0.67742,0.25926,0.375,0.78711,3.07956,0.11983219,0.0,558693.0,0.02387,0.96839,0.5,0.14615,0.22619,0.77074,,1.0281,0.9719,1.0583,0.9417,1.0603,0.9397,1.0817,0.9183,1.0296,0.9704,1.0391,0.9609,1.0386,0.9614,1.0307,0.9693,1.0222,0.9778,1.0259,0.9741
19,87.23604,6883.92433,1.9122,0.09910771,9.474e-05,558693.0,0.08478,0.97058,0.71222,0.35958,0.47789,0.8905,3.064,0.08289238,0.0,558693.0,0.02375,0.97836,0.43333,0.32099,0.36879,0.7745,3.05859,0.12657639,0.0,558693.0,0.02371,0.96766,0.47541,0.22308,0.30366,0.75945,,1.0287,0.9713,1.064,0.936,1.0596,0.9404,1.0867,0.9133,1.0333,0.9667,1.0418,0.9582,1.0405,0.9595,1.0327,0.9673,1.0248,0.9752,1.0276,0.9724
20,86.544,6799.7372,1.88882,0.09704138,9.397e-05,558693.0,0.0841,0.97182,0.74245,0.37906,0.50188,0.89389,3.04628,0.08353111,0.0,558693.0,0.02361,0.98031,0.5,0.23457,0.31933,0.7636,3.04114,0.12513541,0.0,558693.0,0.02357,0.96766,0.4717,0.19231,0.27322,0.76986,,1.0279,0.9721,1.0674,0.9326,1.0667,0.9333,1.0918,0.9082,1.0353,0.9647,1.0451,0.9549,1.0425,0.9575,1.035,0.965,1.0273,0.9727,1.0318,0.9682
21,77.56956,6683.51737,1.85653,0.0948163,9.316e-05,558693.0,0.07538,0.97216,0.74233,0.39286,0.5138,0.90343,3.04546,0.0780446,0.0,558693.0,0.02361,0.98322,0.75,0.22222,0.34286,0.77475,3.03442,0.1266208,0.0,558693.0,0.02352,0.97034,0.57407,0.23846,0.33696,0.74736,,1.0273,0.9727,1.0692,0.9308,1.0695,0.9305,1.0939,0.9062,1.0393,0.9607,1.0502,0.9498,1.0459,0.9541,1.0356,0.9644,1.0286,0.9714,1.0299,0.9701
22,87.1195,6602.62996,1.83406,0.09380415,9.23e-05,558693.0,0.08466,0.97252,0.75466,0.39448,0.51812,0.90815,3.05456,0.07657016,0.0,558693.0,0.02368,0.98152,0.5641,0.2716,0.36667,0.79045,3.05134,0.12739339,0.0,558693.0,0.02365,0.96669,0.45455,0.26923,0.33816,0.77038,,1.0292,0.9708,1.0706,0.9294,1.0706,0.9294,1.0941,0.9059,1.0448,0.9553,1.0516,0.9484,1.0472,0.9528,1.0374,0.9626,1.0322,0.9678,1.0314,0.9686
23,87.02778,6520.93275,1.81137,0.09243786,9.14e-05,558693.0,0.08458,0.97334,0.77953,0.40179,0.53026,0.90743,3.05408,0.08243905,0.0,558693.0,0.02368,0.97885,0.44828,0.32099,0.3741,0.79976,3.07155,0.12470144,0.0,558693.0,0.02381,0.96596,0.44048,0.28462,0.34579,0.77703,True,1.0285,0.9715,1.0718,0.9282,1.0718,0.9282,1.0958,0.9042,1.0459,0.9541,1.0565,0.9435,1.0498,0.9502,1.0404,0.9596,1.034,0.966,1.0326,0.9674
24,87.47005,6440.13591,1.78893,0.09115901,9.045e-05,558693.0,0.085,0.97319,0.74858,0.42776,0.54442,0.91168,3.04302,0.08796851,0.0,558693.0,0.02359,0.9786,0.44615,0.35802,0.39726,0.75487,3.04864,0.13545826,0.0,558693.0,0.02363,0.96402,0.40816,0.30769,0.35088,0.76984,,1.0258,0.9742,1.0738,0.9262,1.074,0.926,1.0977,0.9024,1.0483,0.9517,1.0582,0.9418,1.0508,0.9492,1.042,0.958,1.0366,0.9634,1.0337,0.9663
25,87.12558,6357.84533,1.76607,0.09038152,8.946e-05,558693.0,0.08467,0.97368,0.76754,0.42614,0.54802,0.91522,3.08964,0.08203058,0.0,558693.0,0.02395,0.98177,0.58824,0.24691,0.34783,0.74742,3.04852,0.12504042,0.0,558693.0,0.02363,0.96766,0.46341,0.14615,0.22222,0.77984,,1.0268,0.9732,1.0781,0.9219,1.0751,0.9249,1.0996,0.9004,1.0508,0.9492,1.0611,0.9389,1.0528,0.9471,1.0444,0.9556,1.0383,0.9617,1.0352,0.9648
26,87.28372,6275.62417,1.74323,0.08913287,8.842e-05,558693.0,0.08482,0.97334,0.75106,0.43101,0.54771,0.91818,3.04828,0.07956069,0.0,558693.0,0.02363,0.98128,0.54348,0.30864,0.3937,0.77133,3.02735,0.1277473,0.0,558693.0,0.02347,0.96742,0.46552,0.20769,0.28723,0.78058,,1.0275,0.9725,1.0798,0.9202,1.0764,0.9236,1.1033,0.8967,1.0522,0.9479,1.062,0.938,1.0559,0.944,1.0451,0.9549,1.0396,0.9604,1.0379,0.9621
27,97.43144,6219.13554,1.72754,0.08806733,8.734e-05,558693.0,0.09469,0.97347,0.76358,0.42208,0.54365,0.92324,4.31021,0.08345524,0.0,558693.0,0.03341,0.98055,0.5122,0.25926,0.34426,0.76278,4.31326,0.12747111,0.0,558693.0,0.03344,0.96839,0.5,0.26923,0.35,0.77399,,1.0282,0.9718,1.0818,0.9182,1.08,0.92,1.105,0.895,1.0554,0.9447,1.0648,0.9352,1.0582,0.9418,1.0481,0.9519,1.041,0.959,1.0397,0.9603
28,101.57336,6169.96382,1.71388,0.08522328,8.622e-05,558693.0,0.09871,0.97474,0.77579,0.45779,0.5758,0.92681,3.18718,0.07905558,0.0,558693.0,0.02471,0.98201,0.57143,0.34568,0.43077,0.79221,3.08085,0.12403848,0.0,558693.0,0.02388,0.96839,0.5,0.27692,0.35644,0.79215,,1.0271,0.9729,1.0813,0.9187,1.0808,0.9192,1.1087,0.8913,1.0569,0.9431,1.0684,0.9316,1.0624,0.9376,1.051,0.949,1.0463,0.9537,1.0423,0.9577
29,103.19287,6121.07752,1.7003,0.08460603,8.506e-05,558693.0,0.10028,0.97468,0.77069,0.46104,0.57694,0.92935,3.06935,0.0886248,0.0,558693.0,0.02379,0.97909,0.45455,0.30864,0.36765,0.75788,3.0683,0.1368081,0.0,558693.0,0.02379,0.96499,0.41463,0.26154,0.32075,0.75855,,1.0289,0.9711,1.0848,0.9152,1.0822,0.9178,1.1126,0.8874,1.0591,0.9409,1.0711,0.9289,1.0637,0.9363,1.0517,0.9483,1.0461,0.9539,1.0445,0.9555
30,105.80653,6074.50509,1.68736,0.08377234,8.386e-05,558693.0,0.10282,0.97459,0.77273,0.45536,0.57303,0.93386,3.07426,0.0820674,0.0,558693.0,0.02383,0.98031,0.5,0.2716,0.352,0.77281,3.14718,0.12820579,0.0,558693.0,0.0244,0.96912,0.52632,0.23077,0.32086,0.77961,,1.026,0.974,1.0853,0.9147,1.0856,0.9144,1.1145,0.8855,1.0609,0.9391,1.0758,0.9242,1.0641,0.9359,1.0525,0.9475,1.0486,0.9515,1.0452,0.9548
31,106.86455,6026.47881,1.67402,0.08216734,8.263e-05,558693.0,0.10385,0.97496,0.78732,0.45373,0.5757,0.93689,3.01869,0.08380509,0.0,558693.0,0.0234,0.98055,0.51351,0.23457,0.32203,0.78114,3.01268,0.13690639,0.0,558693.0,0.02335,0.96937,0.55263,0.16154,0.25,0.77365,,1.0272,0.9728,1.0861,0.9139,1.0872,0.9128,1.1156,0.8844,1.0614,0.9387,1.0767,0.9233,1.0665,0.9335,1.0549,0.9451,1.049,0.951,1.0465,0.9535
32,109.32852,5979.88918,1.66108,0.08006765,8.136e-05,558693.0,0.10625,0.97559,0.79424,0.46997,0.59052,0.94061,3.00744,0.08629328,0.0,558693.0,0.02331,0.97909,0.45283,0.2963,0.35821,0.78642,3.01838,0.13308743,0.0,558693.0,0.0234,0.96693,0.46154,0.27692,0.34615,0.79155,,1.0258,0.9742,1.0881,0.9119,1.0894,0.9106,1.1169,0.8831,1.0635,0.9365,1.0776,0.9224,1.069,0.931,1.0561,0.9438,1.0516,0.9484,1.0457,0.9543
33,88.84781,5889.85234,1.63607,0.08009498,8.005e-05,558693.0,0.08634,0.97575,0.79564,0.47403,0.5941,0.94308,3.01021,0.09032396,0.0,558693.0,0.02333,0.97885,0.44444,0.2963,0.35556,0.75391,3.09275,0.13454717,0.0,558693.0,0.02397,0.96791,0.48684,0.28462,0.35922,0.78485,,1.0254,0.9746,1.0858,0.9142,1.0899,0.9101,1.1203,0.8797,1.065,0.935,1.0806,0.9194,1.0692,0.9308,1.0573,0.9426,1.0507,0.9493,1.0456,0.9544
34,79.26314,5782.08334,1.60613,0.07967662,7.872e-05,558693.0,0.07703,0.97523,0.77398,0.47808,0.59107,0.94384,3.00547,0.09298536,0.0,558693.0,0.0233,0.97617,0.38028,0.33333,0.35526,0.77889,2.99232,0.1420048,0.0,558693.0,0.0232,0.96426,0.37681,0.2,0.26131,0.77651,,1.0275,0.9725,1.0881,0.9119,1.0912,0.9088,1.1222,0.8778,1.0662,0.9338,1.0838,0.9162,1.0701,0.9299,1.0588,0.9412,1.0527,0.9473,1.0471,0.9529
35,78.3027,5674.19056,1.57616,0.07784611,7.735e-05,558693.0,0.0761,0.97596,0.79439,0.48295,0.60071,0.9477,3.00643,0.08704642,0.0,558693.0,0.02331,0.97836,0.43939,0.35802,0.39456,0.78562,3.07547,0.13846958,0.0,558693.0,0.02384,0.96669,0.45333,0.26154,0.33171,0.77752,,1.0288,0.9712,1.0907,0.9093,1.0913,0.9087,1.1247,0.8753,1.0661,0.9339,1.0856,0.9144,1.0717,0.9283,1.0595,0.9405,1.0553,0.9447,1.0501,0.9499
36,89.33284,5586.6783,1.55186,0.07660052,7.595e-05,558693.0,0.08682,0.97572,0.78905,0.47971,0.59667,0.95123,3.3904,0.0883787,0.0,558693.0,0.02628,0.97958,0.47458,0.34568,0.4,0.77575,3.40775,0.14142254,0.0,558693.0,0.02642,0.96718,0.46835,0.28462,0.35407,0.77259,,1.0286,0.9714,1.0927,0.9073,1.093,0.907,1.1259,0.8742,1.0694,0.9306,1.087,0.913,1.0718,0.9282,1.0614,0.9386,1.0552,0.9449,1.0501,0.9499
37,108.22178,5529.88902,1.53608,0.07606792,7.452e-05,558693.0,0.10517,0.9755,0.77448,0.48782,0.59861,0.95211,3.44812,0.09026183,0.0,558693.0,0.02673,0.97958,0.4717,0.30864,0.37313,0.76502,3.32996,0.14511058,0.0,558693.0,0.02581,0.96572,0.41791,0.21538,0.28426,0.76719,,1.0278,0.9722,1.0924,0.9077,1.0945,0.9055,1.13,0.8701,1.0703,0.9298,1.0886,0.9114,1.0733,0.9267,1.0634,0.9366,1.0577,0.9423,1.0529,0.9471
38,80.37134,5426.90122,1.50747,0.07508873,7.307e-05,558693.0,0.07811,0.97647,0.79896,0.49675,0.61261,0.95397,3.05127,0.08964256,0.0,558693.0,0.02365,0.97933,0.46,0.28395,0.35115,0.78261,3.12362,0.15051388,0.0,558693.0,0.02421,0.96912,0.52542,0.23846,0.32804,0.76819,,1.0295,0.9705,1.0928,0.9072,1.0964,0.9036,1.1305,0.8695,1.0714,0.9287,1.09,0.91,1.0752,0.9248,1.0661,0.9339,1.0582,0.9419,1.0531,0.9469
39,78.2884,5321.91984,1.47831,0.07493705,7.159e-05,558693.0,0.07608,0.97614,0.79447,0.48945,0.60573,0.95714,3.04462,0.09047047,0.0,558693.0,0.0236,0.98201,0.6,0.25926,0.36207,0.75832,3.05319,0.15228119,0.0,558693.0,0.02367,0.96839,0.5,0.16923,0.25287,0.76241,,1.0267,0.9733,1.0937,0.9063,1.0962,0.9038,1.131,0.869,1.0746,0.9254,1.0925,0.9075,1.0768,0.9232,1.0677,0.9323,1.0581,0.9419,1.0522,0.9479
40,77.88768,5217.66391,1.44935,0.07308626,7.008e-05,558693.0,0.07569,0.97696,0.79259,0.5211,0.6288,0.95666,2.98981,0.09962852,0.0,558693.0,0.02318,0.97326,0.32941,0.34568,0.33735,0.7751,3.06901,0.14597048,0.0,558693.0,0.02379,0.96256,0.4,0.36923,0.384,0.7853,,1.0263,0.9737,1.0939,0.9061,1.0955,0.9045,1.1321,0.868,1.0762,0.9238,1.0955,0.9045,1.0787,0.9213,1.0687,0.9313,1.0595,0.9405,1.0544,0.9456
41,77.40569,5113.998,1.42056,0.07200993,6.856e-05,558693.0,0.07522,0.97702,0.79825,0.51705,0.62759,0.95949,2.99429,0.09278616,0.0,558693.0,0.02321,0.97958,0.4717,0.30864,0.37313,0.78375,3.01017,0.1519874,0.0,558693.0,0.02333,0.96645,0.43333,0.2,0.27368,0.78689,,1.0252,0.9748,1.0944,0.9056,1.0979,0.9021,1.1342,0.8659,1.0796,0.9204,1.0973,0.9027,1.0776,0.9223,1.0703,0.9297,1.0602,0.9398,1.0551,0.9449
42,78.30146,5012.74092,1.39243,0.06962065,6.701e-05,558693.0,0.07609,0.97727,0.80402,0.51948,0.63116,0.96323,3.08625,0.09552184,0.0,558693.0,0.02392,0.98079,0.525,0.25926,0.34711,0.74701,3.08291,0.14491105,0.0,558693.0,0.0239,0.96839,0.5,0.23846,0.32292,0.77395,,1.0232,0.9768,1.0962,0.9038,1.0976,0.9024,1.1336,0.8665,1.0801,0.9199,1.097,0.903,1.0812,0.9188,1.0716,0.9284,1.0616,0.9384,1.0564,0.9436
43,77.73856,4911.81086,1.36439,0.06936682,6.545e-05,558693.0,0.07555,0.97851,0.82051,0.54545,0.65529,0.96151,3.00879,0.09963846,0.0,558693.0,0.02332,0.97812,0.41509,0.2716,0.32836,0.75767,3.06986,0.15791584,0.0,558693.0,0.0238,0.96718,0.46377,0.24615,0.32161,0.77457,,1.0242,0.9758,1.0958,0.9043,1.0978,0.9022,1.1346,0.8654,1.0814,0.9187,1.0989,0.9011,1.0819,0.9181,1.0732,0.9268,1.0633,0.9368,1.0573,0.9427
44,77.7369,4811.90949,1.33664,0.06837618,6.387e-05,558693.0,0.07555,0.97815,0.81628,0.53734,0.64807,0.96543,3.01194,0.09803295,0.0,558693.0,0.02335,0.97836,0.43333,0.32099,0.36879,0.76084,2.99396,0.15532539,0.0,558693.0,0.02321,0.96499,0.39394,0.2,0.26531,0.77361,,1.0258,0.9742,1.0979,0.9021,1.1,0.9,1.1373,0.8627,1.0823,0.9177,1.1007,0.8993,1.0833,0.9166,1.0747,0.9253,1.0635,0.9366,1.0552,0.9448
45,77.84751,4713.10164,1.30919,0.06742316,6.227e-05,558693.0,0.07565,0.97821,0.80765,0.5487,0.65346,0.96605,3.0567,0.09867635,0.0,558693.0,0.0237,0.97982,0.47727,0.25926,0.336,0.7819,3.05914,0.16258567,0.0,558693.0,0.02371,0.96742,0.46774,0.22308,0.30208,0.78352,,1.0264,0.9736,1.0993,0.9007,1.1016,0.8984,1.1394,0.8606,1.0849,0.9151,1.1014,0.8986,1.0862,0.9138,1.0765,0.9235,1.0663,0.9337,1.0573,0.9427
46,78.27408,4615.66676,1.28213,0.06576949,6.066e-05,558693.0,0.07607,0.97866,0.81775,0.55357,0.66021,0.96925,3.17218,0.10325372,0.0,558693.0,0.02459,0.97642,0.38235,0.32099,0.34899,0.7684,3.05971,0.15899294,0.0,558693.0,0.02372,0.96693,0.45833,0.25385,0.32673,0.77948,,1.0259,0.9741,1.0997,0.9003,1.1008,0.8992,1.142,0.858,1.0844,0.9156,1.1034,0.8966,1.0901,0.9099,1.0783,0.9217,1.066,0.934,1.0553,0.9447
47,78.48104,4519.25444,1.25535,0.06513392,5.904e-05,558693.0,0.07627,0.97875,0.82225,0.55195,0.66051,0.97036,3.13723,0.09601629,0.0,558693.0,0.02432,0.97958,0.47059,0.2963,0.36364,0.77826,3.04972,0.15261426,0.0,558693.0,0.02364,0.96766,0.48276,0.32308,0.3871,0.79119,,1.0258,0.9742,1.0988,0.9012,1.1026,0.8974,1.1422,0.8578,1.0865,0.9135,1.1063,0.8937,1.0898,0.9102,1.0795,0.9205,1.0682,0.9318,1.0581,0.9419
48,78.41242,4423.5026,1.22875,0.06544229,5.741e-05,558693.0,0.0762,0.97869,0.80765,0.56575,0.66539,0.97118,3.0621,0.09692735,0.0,558693.0,0.02374,0.97812,0.42623,0.32099,0.3662,0.78183,3.05474,0.15381835,0.0,558693.0,0.02368,0.96475,0.41176,0.26923,0.32558,0.78441,,1.025,0.975,1.0995,0.9005,1.1021,0.8979,1.1427,0.8573,1.0892,0.9108,1.1085,0.8915,1.0912,0.9088,1.0805,0.9195,1.0684,0.9317,1.0581,0.9419
