epoch,train_time_epoch,train_eta,train_eta_hours,train_loss,train_lr,train_params,train_time_iter,train_accuracy,train_precision,train_recall,train_f1,train_auc,val_time_epoch,val_loss,val_lr,val_params,val_time_iter,val_accuracy,val_precision,val_recall,val_f1,val_auc,test_time_epoch,test_loss,test_lr,test_params,test_time_iter,test_accuracy,test_precision,test_recall,test_f1,test_auc,best_epoch,mpnn_param_layer_1,global_attention_param_layer_1,mpnn_param_layer_2,global_attention_param_layer_2,mpnn_param_layer_3,global_attention_param_layer_3,mpnn_param_layer_4,global_attention_param_layer_4,mpnn_param_layer_5,global_attention_param_layer_5,mpnn_param_layer_6,global_attention_param_layer_6,mpnn_param_layer_7,global_attention_param_layer_7,mpnn_param_layer_8,global_attention_param_layer_8,mpnn_param_layer_9,global_attention_param_layer_9,mpnn_param_layer_10,global_attention_param_layer_10
0,72.95137,7222.18572,2.00616,0.82083146,0.0,558693.0,0.0709,0.0376,0.03745,1.0,0.0722,0.54781,3.75098,0.81869591,0.0,558693.0,0.02908,0.02504,0.0198,1.0,0.03883,0.58219,4.01348,0.8133593,0.0,558693.0,0.03111,0.04279,0.03173,0.99231,0.0615,0.50347,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,70.56941,7032.51832,1.95348,0.54193617,2e-05,558693.0,0.06858,0.66551,0.03766,0.32305,0.06745,0.52307,3.25317,0.26574025,0.0,558693.0,0.02522,0.98031,0.0,0.0,0.0,0.58539,3.21623,0.27000026,0.0,558693.0,0.02493,0.96839,0.0,0.0,0.0,0.62596,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,69.37993,6883.78968,1.91216,0.18208739,4e-05,558693.0,0.06742,0.96255,0.0,0.0,0.0,0.58622,3.21714,0.10046006,0.0,558693.0,0.02494,0.98031,0.0,0.0,0.0,0.70986,3.20522,0.12913087,0.0,558693.0,0.02485,0.96839,0.0,0.0,0.0,0.70536,,0.9963,1.0037,0.9872,1.0128,0.9859,1.0141,0.9959,1.0041,0.9818,1.0182,0.9971,1.0029,0.9917,1.0083,0.9843,1.0157,0.9879,1.0121,0.9794,1.0206
3,69.73945,6783.36397,1.88427,0.14625606,6e-05,558693.0,0.06777,0.96262,0.54167,0.01055,0.0207,0.70917,3.25344,0.0887453,0.0,558693.0,0.02522,0.98031,0.0,0.0,0.0,0.7551,3.23432,0.12434008,0.0,558693.0,0.02507,0.96839,0.0,0.0,0.0,0.73729,,0.9981,1.0019,0.9826,1.0174,0.9797,1.0203,0.9874,1.0126,0.9745,1.0255,0.9959,1.0041,0.9923,1.0077,0.9868,1.0132,0.9963,1.0037,0.9827,1.0173
4,70.21866,6704.31773,1.86231,0.13958693,8e-05,558693.0,0.06824,0.96255,0.5,0.0276,0.05231,0.74323,3.3171,0.09726357,0.0,558693.0,0.02571,0.97739,0.35,0.17284,0.2314,0.76624,3.30773,0.12659128,0.0,558693.0,0.02564,0.96402,0.39773,0.26923,0.3211,0.77661,,0.9991,1.0009,0.9858,1.0142,0.9832,1.0168,0.9898,1.0102,0.9771,1.0229,0.9973,1.0027,0.998,1.002,0.9894,1.0106,0.9981,1.0019,0.9847,1.0153
5,69.63748,6619.10887,1.83864,0.13405002,0.0001,558693.0,0.06767,0.96322,0.57971,0.06494,0.11679,0.76916,3.23115,0.07976241,0.0,558693.0,0.02505,0.98152,0.64706,0.1358,0.22449,0.77021,3.21986,0.11647522,0.0,558693.0,0.02496,0.97228,0.73529,0.19231,0.30488,0.74818,,1.0042,0.9958,0.9936,1.0064,0.9921,1.0079,0.9971,1.0029,0.9814,1.0186,0.9998,1.0002,1.0033,0.9967,0.9925,1.0075,0.9972,1.0028,0.9845,1.0155
6,69.42095,6535.47212,1.81541,0.12873178,9.997e-05,558693.0,0.06746,0.96417,0.59298,0.13718,0.22281,0.78473,3.2689,0.08451863,0.0,558693.0,0.02534,0.97909,0.44444,0.24691,0.31746,0.76591,3.23235,0.11925258,0.0,558693.0,0.02506,0.97058,0.55696,0.33846,0.42105,0.74911,,1.0065,0.9935,1.0031,0.9969,1.0007,0.9993,1.0037,0.9963,0.9845,1.0155,1.0061,0.9939,1.0065,0.9935,0.996,1.004,0.9996,1.0004,0.9857,1.0143
7,69.5454,6456.82056,1.79356,0.12462041,9.989e-05,558693.0,0.06759,0.96456,0.58967,0.17614,0.27125,0.80215,3.29707,0.07803843,0.0,558693.0,0.02556,0.98274,0.70833,0.20988,0.32381,0.75362,3.29623,0.11549178,0.0,558693.0,0.02555,0.97034,0.72222,0.1,0.17568,0.75894,,1.0087,0.9913,1.0102,0.9898,1.0082,0.9918,1.0119,0.9881,0.9928,1.0072,1.0097,0.9903,1.0117,0.9883,0.9996,1.0004,1.0008,0.9992,0.9855,1.0145
8,69.21001,6376.80144,1.77133,0.11963894,9.975e-05,558693.0,0.06726,0.96568,0.62972,0.20292,0.30694,0.82482,3.21465,0.07679284,0.0,558693.0,0.02492,0.98274,0.75,0.18519,0.29703,0.78721,3.17166,0.1124909,0.0,558693.0,0.02459,0.97058,0.73684,0.10769,0.18792,0.76882,,1.0135,0.9865,1.0172,0.9828,1.0136,0.9864,1.0196,0.9804,0.9974,1.0026,1.0143,0.9857,1.0115,0.9885,1.0021,0.9979,1.0037,0.9963,0.9871,1.0129
9,69.38706,6300.53756,1.75015,0.11778418,9.956e-05,558693.0,0.06743,0.96648,0.64692,0.23052,0.33992,0.82793,3.21386,0.07820466,0.0,558693.0,0.02491,0.98055,0.51515,0.20988,0.29825,0.78876,3.21038,0.11966955,0.0,558693.0,0.02489,0.96888,0.51923,0.20769,0.2967,0.76227,,1.0145,0.9855,1.0234,0.9766,1.0213,0.9787,1.0257,0.9743,1.0017,0.9983,1.0152,0.9848,1.0144,0.9856,1.0033,0.9967,1.0028,0.9972,0.9853,1.0147
