epoch,train_time_epoch,train_eta,train_eta_hours,train_loss,train_lr,train_params,train_time_iter,train_accuracy,train_precision,train_recall,train_f1,train_auc,val_time_epoch,val_loss,val_lr,val_params,val_time_iter,val_accuracy,val_precision,val_recall,val_f1,val_auc,test_time_epoch,test_loss,test_lr,test_params,test_time_iter,test_accuracy,test_precision,test_recall,test_f1,test_auc,best_epoch,mpnn_param_layer_1,global_attention_param_layer_1,mpnn_param_layer_2,global_attention_param_layer_2,mpnn_param_layer_3,global_attention_param_layer_3,mpnn_param_layer_4,global_attention_param_layer_4,mpnn_param_layer_5,global_attention_param_layer_5,mpnn_param_layer_6,global_attention_param_layer_6,mpnn_param_layer_7,global_attention_param_layer_7,mpnn_param_layer_8,global_attention_param_layer_8,mpnn_param_layer_9,global_attention_param_layer_9,mpnn_param_layer_10,global_attention_param_layer_10
0,67.45855,6678.39652,1.85511,0.69367329,0.0,558693.0,0.06556,0.59138,0.03016,0.31818,0.0551,0.45469,3.4861,0.69377904,0.0,558693.0,0.02702,0.64697,0.01623,0.28395,0.03071,0.47546,3.71418,0.6977875,0.0,558693.0,0.02879,0.62339,0.02028,0.23077,0.03729,0.45439,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,67.73902,6624.68098,1.84019,0.38624889,2e-05,558693.0,0.06583,0.95529,0.03502,0.00731,0.01209,0.52464,3.62049,0.16901287,0.0,558693.0,0.02807,0.98031,0.0,0.0,0.0,0.5438,3.6311,0.18978318,0.0,558693.0,0.02815,0.96839,0.0,0.0,0.0,0.56789,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,78.09873,6896.58054,1.91572,0.16467251,4e-05,558693.0,0.0759,0.96255,0.0,0.0,0.0,0.61292,3.49093,0.09700859,0.0,558693.0,0.02706,0.98031,0.0,0.0,0.0,0.70828,3.45916,0.12765233,0.0,558693.0,0.02682,0.96839,0.0,0.0,0.0,0.7223,,0.9875,1.0125,0.9844,1.0156,0.9928,1.0072,0.9919,1.0081,0.9868,1.0132,0.9894,1.0105,1.0027,0.9973,1.0026,0.9974,0.9893,1.0107,0.9836,1.0164
3,75.52257,6931.65294,1.92546,0.14444143,6e-05,558693.0,0.07339,0.96255,0.0,0.0,0.0,0.72211,3.11597,0.09065109,0.0,558693.0,0.02415,0.98031,0.0,0.0,0.0,0.73506,3.11337,0.11863632,0.0,558693.0,0.02413,0.96839,0.0,0.0,0.0,0.75356,,0.986,1.014,0.9838,1.0162,0.9879,1.0121,0.9892,1.0108,0.9806,1.0194,0.9876,1.0124,1.005,0.995,1.0041,0.9959,0.993,1.007,0.9885,1.0115
4,67.51183,6770.28335,1.88063,0.13754423,8e-05,558693.0,0.06561,0.96249,0.375,0.00244,0.00484,0.75078,3.26198,0.08488049,0.0,558693.0,0.02529,0.98031,0.5,0.02469,0.04706,0.76405,3.30094,0.11939049,0.0,558693.0,0.02559,0.96839,0.0,0.0,0.0,0.75638,,0.9897,1.0103,0.9835,1.0165,0.991,1.009,0.9929,1.0071,0.9858,1.0142,0.9906,1.0094,1.0098,0.9902,1.0056,0.9944,0.9951,1.0049,0.9901,1.0099
5,65.23666,6604.55529,1.8346,0.132289,0.0001,558693.0,0.0634,0.96331,0.6506,0.04383,0.08213,0.77847,3.09214,0.08462678,0.0,558693.0,0.02397,0.98079,0.75,0.03704,0.07059,0.68557,3.13963,0.12163441,0.0,558693.0,0.02434,0.96839,0.0,0.0,0.0,0.7566,,0.9951,1.0049,0.9902,1.0098,0.9948,1.0052,0.999,1.001,0.9918,1.0082,0.9951,1.0049,1.0106,0.9894,1.0071,0.9929,0.9958,1.0042,0.9909,1.0091
6,63.1299,6439.5493,1.78876,0.12735316,9.997e-05,558693.0,0.06135,0.96365,0.59091,0.09497,0.16364,0.79652,3.03013,0.08275081,0.0,558693.0,0.02349,0.98128,0.59091,0.16049,0.25243,0.75907,3.02465,0.1138093,0.0,558693.0,0.02345,0.97082,0.70833,0.13077,0.22078,0.78135,,1.0044,0.9956,0.9973,1.0027,1.0006,0.9994,1.0041,0.9959,0.9988,1.0012,0.9999,1.0001,1.0149,0.9851,1.0078,0.9922,0.9962,1.0038,0.9928,1.0072
7,62.86183,6296.92951,1.74915,0.12404704,9.989e-05,558693.0,0.06109,0.96575,0.66355,0.17289,0.27431,0.80013,3.02714,0.08202671,0.0,558693.0,0.02347,0.98104,0.6,0.11111,0.1875,0.75359,3.03193,0.11948898,0.0,558693.0,0.0235,0.96815,0.42857,0.02308,0.0438,0.76795,,1.0096,0.9904,1.0046,0.9954,1.0002,0.9998,1.0093,0.9907,1.0024,0.9976,1.0074,0.9926,1.0219,0.9781,1.01,0.99,1.0006,0.9994,0.9939,1.0061
8,62.92875,6172.71036,1.71464,0.12133337,9.975e-05,558693.0,0.06116,0.96581,0.64738,0.19075,0.29467,0.81463,3.04292,0.08055964,0.0,558693.0,0.02359,0.98201,0.62963,0.20988,0.31481,0.76953,2.99402,0.11647905,0.0,558693.0,0.02321,0.9718,0.68421,0.2,0.30952,0.76153,,1.0132,0.9868,1.009,0.991,1.0038,0.9962,1.0102,0.9898,1.0077,0.9923,1.0123,0.9877,1.0255,0.9745,1.0109,0.9891,1.0027,0.9973,0.9958,1.0042
9,62.9199,6060.66965,1.68352,0.11857965,9.956e-05,558693.0,0.06115,0.96696,0.669,0.23295,0.34557,0.82132,3.00918,0.07693151,0.0,558693.0,0.02333,0.98249,0.76471,0.16049,0.26531,0.78594,3.0231,0.11543402,0.0,558693.0,0.02343,0.96937,1.0,0.03077,0.0597,0.76217,,1.0155,0.9845,1.0162,0.9839,1.0117,0.9883,1.0132,0.9868,1.0126,0.9874,1.0156,0.9844,1.0295,0.9705,1.0122,0.9878,1.0054,0.9946,0.9965,1.0035
10,63.07173,5958.78843,1.65522,0.11517926,9.932e-05,558693.0,0.06129,0.96806,0.68357,0.27354,0.39072,0.83107,3.05121,0.07454529,0.0,558693.0,0.02365,0.98177,0.625,0.18519,0.28571,0.80611,3.01608,0.12132861,0.0,558693.0,0.02338,0.96766,0.0,0.0,0.0,0.7608,,1.0205,0.9795,1.0208,0.9792,1.0164,0.9836,1.013,0.987,1.0159,0.9841,1.0222,0.9778,1.0303,0.9697,1.0121,0.9879,1.0065,0.9935,0.9976,1.0024
11,63.91726,5869.57604,1.63044,0.11258668,9.902e-05,558693.0,0.06212,0.96836,0.68544,0.28653,0.40412,0.84266,3.00215,0.07631145,0.0,558693.0,0.02327,0.98104,0.54054,0.24691,0.33898,0.80686,3.04156,0.116796,0.0,558693.0,0.02358,0.96888,0.51471,0.26923,0.35354,0.7631,,1.0234,0.9766,1.025,0.975,1.018,0.982,1.0161,0.9839,1.0203,0.9797,1.0237,0.9764,1.0346,0.9654,1.0152,0.9847,1.0098,0.9902,1.0009,0.9991
12,63.40974,5780.8587,1.60579,0.1122358,9.867e-05,558693.0,0.06162,0.96839,0.67021,0.30682,0.42094,0.84755,3.02722,0.075187,0.0,558693.0,0.02347,0.98298,0.67742,0.25926,0.375,0.78296,3.01662,0.11690075,0.0,558693.0,0.02338,0.97155,0.65116,0.21538,0.3237,0.76329,,1.0264,0.9736,1.0276,0.9724,1.0217,0.9783,1.0177,0.9823,1.0243,0.9757,1.0268,0.9732,1.0366,0.9634,1.0156,0.9844,1.0104,0.9896,1.0031,0.9969
13,63.69474,5697.50747,1.58264,0.10839274,9.826e-05,558693.0,0.0619,0.96945,0.69947,0.32305,0.44198,0.85121,3.08444,0.07755885,0.0,558693.0,0.02391,0.97982,0.47059,0.19753,0.27826,0.81489,3.1557,0.11598208,0.0,558693.0,0.02446,0.97058,0.58824,0.23077,0.33149,0.7809,,1.0278,0.9722,1.0316,0.9684,1.0241,0.9759,1.0199,0.9801,1.0271,0.9729,1.0346,0.9654,1.0414,0.9586,1.0184,0.9816,1.0129,0.9871,1.0048,0.9952
14,63.7317,5616.9865,1.56027,0.10808209,9.78e-05,558693.0,0.06194,0.96906,0.68136,0.3263,0.44127,0.86209,3.05608,0.07342342,0.0,558693.0,0.02369,0.98249,0.71429,0.18519,0.29412,0.81132,3.12585,0.11753164,0.0,558693.0,0.02423,0.96961,0.69231,0.06923,0.12587,0.79801,,1.0292,0.9708,1.0337,0.9663,1.0261,0.9738,1.0255,0.9745,1.0287,0.9713,1.0365,0.9635,1.0456,0.9544,1.0217,0.9783,1.016,0.984,1.0056,0.9944
15,64.12677,5540.63833,1.53907,0.10613594,9.729e-05,558693.0,0.06232,0.97,0.71012,0.33604,0.4562,0.86601,3.04178,0.07224587,0.0,558693.0,0.02358,0.98298,0.67742,0.25926,0.375,0.83067,3.02934,0.11399443,0.0,558693.0,0.02348,0.97155,0.76,0.14615,0.24516,0.78653,True,1.0296,0.9704,1.0377,0.9623,1.0301,0.9699,1.0314,0.9686,1.0325,0.9675,1.0428,0.9572,1.0491,0.9509,1.0238,0.9761,1.018,0.982,1.0066,0.9934
