epoch,train_time_epoch,train_eta,train_eta_hours,train_loss,train_lr,train_params,train_time_iter,train_accuracy,train_precision,train_recall,train_f1,train_auc,val_time_epoch,val_loss,val_lr,val_params,val_time_iter,val_accuracy,val_precision,val_recall,val_f1,val_auc,test_time_epoch,test_loss,test_lr,test_params,test_time_iter,test_accuracy,test_precision,test_recall,test_f1,test_auc,best_epoch,mpnn_param_layer_1,global_attention_param_layer_1,mpnn_param_layer_2,global_attention_param_layer_2,mpnn_param_layer_3,global_attention_param_layer_3,mpnn_param_layer_4,global_attention_param_layer_4,mpnn_param_layer_5,global_attention_param_layer_5,mpnn_param_layer_6,global_attention_param_layer_6,mpnn_param_layer_7,global_attention_param_layer_7,mpnn_param_layer_8,global_attention_param_layer_8,mpnn_param_layer_9,global_attention_param_layer_9,mpnn_param_layer_10,global_attention_param_layer_10
18,69.64482,5605.81865,1.55717,0.10018661,9.545e-05,558693.0,0.06768,0.97103,0.73445,0.35471,0.47838,0.88632,3.27357,0.0736272,0.0,558693.0,0.02538,0.98371,0.69444,0.30864,0.42735,0.77673,3.22574,0.12291518,0.0,558693.0,0.02501,0.97107,0.62791,0.20769,0.31214,0.73675,,1.0387,0.9613,1.0511,0.9489,1.0403,0.9597,1.0551,0.9449,1.0447,0.9553,1.0537,0.9463,1.0102,0.9898,1.0512,0.9488,1.0302,0.9698,1.0125,0.9875
19,68.59805,5534.17266,1.53727,0.09718278,9.474e-05,558693.0,0.06666,0.97213,0.74046,0.39367,0.51404,0.89281,3.36054,0.07610723,0.0,558693.0,0.02605,0.98298,0.64865,0.2963,0.40678,0.78413,3.51725,0.12444959,0.0,558693.0,0.02727,0.97009,0.57778,0.2,0.29714,0.75366,,1.0417,0.9583,1.0537,0.9463,1.043,0.9571,1.0577,0.9423,1.0477,0.9523,1.0592,0.9408,1.011,0.989,1.0527,0.9473,1.0317,0.9683,1.0138,0.9862
20,68.55899,5462.67,1.51741,0.09649238,9.397e-05,558693.0,0.06663,0.97201,0.7496,0.37906,0.5035,0.89665,3.30158,0.07559388,0.0,558693.0,0.02559,0.98274,0.625,0.30864,0.41322,0.78385,3.17979,0.12226967,0.0,558693.0,0.02465,0.96961,0.54098,0.25385,0.34555,0.74615,,1.0446,0.9554,1.0531,0.9468,1.0441,0.9559,1.0604,0.9396,1.0498,0.9502,1.0623,0.9377,1.0128,0.9873,1.0553,0.9447,1.0354,0.9647,1.0152,0.9848
21,72.59532,5405.74559,1.5016,0.09450307,9.316e-05,558693.0,0.07055,0.97246,0.75469,0.39205,0.51603,0.90072,3.2475,0.07849986,0.0,558693.0,0.02517,0.98152,0.55556,0.30864,0.39683,0.80201,3.21636,0.12615493,0.0,558693.0,0.02493,0.96815,0.49153,0.22308,0.30688,0.76917,,1.0466,0.9534,1.0589,0.9411,1.0475,0.9525,1.0641,0.9359,1.0558,0.9442,1.0647,0.9353,1.0143,0.9857,1.0594,0.9406,1.0379,0.9621,1.0163,0.9837
22,79.52322,5370.6519,1.49185,0.09370042,9.23e-05,558693.0,0.07728,0.97219,0.74125,0.39529,0.51562,0.90681,3.33261,0.07668625,0.0,558693.0,0.02583,0.98274,0.61905,0.32099,0.42276,0.79197,3.23224,0.12605768,0.0,558693.0,0.02506,0.96985,0.54545,0.27692,0.36735,0.75925,,1.0471,0.9529,1.0602,0.9398,1.0507,0.9493,1.0686,0.9314,1.0581,0.9419,1.0715,0.9285,1.0148,0.9852,1.0638,0.9362,1.04,0.96,1.0176,0.9823
23,77.14687,5324.33064,1.47898,0.09245455,9.14e-05,558693.0,0.07497,0.97274,0.7424,0.4164,0.53354,0.90955,4.10815,0.07619425,0.0,558693.0,0.03185,0.98201,0.58537,0.2963,0.39344,0.81018,3.63747,0.12828915,0.0,558693.0,0.0282,0.96766,0.47692,0.23846,0.31795,0.75806,,1.0485,0.9515,1.0602,0.9398,1.0531,0.9469,1.0702,0.9298,1.0617,0.9383,1.073,0.927,1.0171,0.9829,1.0677,0.9323,1.0431,0.957,1.0202,0.9798
24,78.13561,5278.50954,1.46625,0.09252284,9.045e-05,558693.0,0.07593,0.97258,0.75152,0.40016,0.52225,0.91285,3.2593,0.07917284,0.0,558693.0,0.02527,0.98128,0.54762,0.28395,0.37398,0.79375,3.37809,0.1274118,0.0,558693.0,0.02619,0.96766,0.47059,0.18462,0.26519,0.77532,,1.051,0.949,1.0611,0.9389,1.0548,0.9452,1.0716,0.9284,1.0634,0.9366,1.0776,0.9224,1.0202,0.9799,1.0713,0.9287,1.0437,0.9563,1.0207,0.9792
25,80.89891,5238.06747,1.45502,0.09008097,8.946e-05,558693.0,0.07862,0.97298,0.75559,0.41153,0.53284,0.91649,3.93619,0.07716205,0.0,558693.0,0.03051,0.98274,0.63889,0.28395,0.39316,0.78951,3.21897,0.12323282,0.0,558693.0,0.02495,0.96961,0.54237,0.24615,0.33862,0.78957,,1.0505,0.9495,1.0633,0.9367,1.0569,0.9431,1.0751,0.9249,1.0648,0.9351,1.0795,0.9205,1.0212,0.9788,1.0753,0.9247,1.0465,0.9535,1.0216,0.9784
26,80.53018,5193.63168,1.44268,0.08947762,8.842e-05,558693.0,0.07826,0.9731,0.7657,0.40584,0.5305,0.92259,3.77504,0.08473597,0.0,558693.0,0.02926,0.98079,0.53125,0.20988,0.30088,0.73315,3.19658,0.1306312,0.0,558693.0,0.02478,0.97009,0.6129,0.14615,0.23602,0.75678,,1.0506,0.9494,1.065,0.935,1.0589,0.9411,1.0777,0.9223,1.0668,0.9332,1.084,0.916,1.0232,0.9769,1.0765,0.9235,1.0493,0.9507,1.0227,0.9773
27,77.93983,5139.95682,1.42777,0.08878377,8.734e-05,558693.0,0.07574,0.97362,0.76377,0.42776,0.54839,0.92381,3.2696,0.08112424,0.0,558693.0,0.02535,0.98177,0.56522,0.32099,0.40945,0.78146,3.3965,0.13769612,0.0,558693.0,0.02633,0.97009,0.5614,0.24615,0.34225,0.74213,,1.05,0.95,1.067,0.933,1.0603,0.9397,1.081,0.919,1.0662,0.9338,1.0874,0.9126,1.025,0.975,1.079,0.921,1.0522,0.9478,1.0247,0.9753
28,85.05357,5102.02491,1.41723,0.08637528,8.622e-05,558693.0,0.08266,0.97426,0.77539,0.43994,0.56137,0.92913,4.01873,0.07739438,0.0,558693.0,0.03115,0.98152,0.55102,0.33333,0.41538,0.82076,3.25608,0.13784518,0.0,558693.0,0.02524,0.96791,0.48214,0.20769,0.29032,0.75461,True,1.0523,0.9477,1.0657,0.9343,1.062,0.938,1.0834,0.9166,1.0694,0.9306,1.0902,0.9098,1.0259,0.9741,1.0818,0.9182,1.0537,0.9463,1.025,0.975
29,82.58789,5055.19831,1.40422,0.08532784,8.506e-05,558693.0,0.08026,0.97398,0.76781,0.4375,0.55739,0.93123,3.26429,0.07608968,0.0,558693.0,0.0253,0.98201,0.58537,0.2963,0.39344,0.81032,3.88511,0.13792546,0.0,558693.0,0.03012,0.96888,0.51852,0.21538,0.30435,0.75816,,1.0535,0.9465,1.0683,0.9317,1.064,0.936,1.0831,0.9169,1.0728,0.9272,1.0946,0.9054,1.0294,0.9706,1.0859,0.9141,1.0571,0.9429,1.0259,0.9741
30,82.86482,5006.68091,1.39074,0.08270937,8.386e-05,558693.0,0.08053,0.97474,0.7844,0.44886,0.57099,0.93631,3.2472,0.08138081,0.0,558693.0,0.02517,0.98152,0.55319,0.32099,0.40625,0.78479,3.15565,0.13595828,0.0,558693.0,0.02446,0.96693,0.44231,0.17692,0.25275,0.77036,,1.054,0.946,1.0693,0.9307,1.068,0.932,1.0859,0.9141,1.0739,0.9261,1.0984,0.9016,1.029,0.971,1.0876,0.9124,1.0598,0.9402,1.0283,0.9717
31,81.59131,4953.3106,1.37592,0.08061046,8.263e-05,558693.0,0.07929,0.97477,0.79386,0.44075,0.56681,0.94175,3.31952,0.0821228,0.0,558693.0,0.02573,0.98104,0.5283,0.34568,0.41791,0.81269,3.26504,0.1414365,0.0,558693.0,0.02531,0.96693,0.46512,0.30769,0.37037,0.76225,,1.0555,0.9445,1.0718,0.9282,1.0681,0.9319,1.0871,0.9129,1.077,0.923,1.1013,0.8987,1.032,0.968,1.0905,0.9095,1.0627,0.9373,1.0302,0.9698
32,79.7613,4894.51444,1.35959,0.08138116,8.136e-05,558693.0,0.07751,0.97575,0.80307,0.46672,0.59035,0.93898,3.6507,0.08409235,0.0,558693.0,0.0283,0.98177,0.5625,0.33333,0.4186,0.79284,3.20117,0.14660594,0.0,558693.0,0.02482,0.96523,0.4058,0.21538,0.28141,0.75488,,1.0555,0.9445,1.0716,0.9284,1.0693,0.9307,1.09,0.91,1.0806,0.9194,1.1038,0.8962,1.0345,0.9655,1.092,0.908,1.0624,0.9376,1.0298,0.9702
33,78.43212,4831.90487,1.3422,0.08022455,8.005e-05,558693.0,0.07622,0.97517,0.77927,0.46997,0.58633,0.94407,3.99451,0.08519701,0.0,558693.0,0.03097,0.97982,0.475,0.23457,0.31405,0.80197,3.40829,0.14387117,0.0,558693.0,0.02642,0.96839,0.5,0.19231,0.27778,0.75605,,1.0553,0.9447,1.0738,0.9262,1.0722,0.9278,1.0893,0.9107,1.0832,0.9168,1.1061,0.8939,1.0377,0.9623,1.0942,0.9058,1.0622,0.9378,1.0299,0.97
34,80.2872,4771.8363,1.32551,0.07896902,7.872e-05,558693.0,0.07802,0.9752,0.78415,0.46591,0.58452,0.94512,3.88217,0.0827667,0.0,558693.0,0.03009,0.98128,0.53846,0.34568,0.42105,0.80531,3.82794,0.14442898,0.0,558693.0,0.02967,0.96596,0.44048,0.28462,0.34579,0.78345,,1.0576,0.9424,1.0752,0.9248,1.0734,0.9266,1.0902,0.9098,1.0862,0.9138,1.1088,0.8912,1.041,0.959,1.0963,0.9037,1.0646,0.9355,1.0304,0.9696
35,81.89708,4713.50648,1.30931,0.07769877,7.735e-05,558693.0,0.07959,0.97602,0.79973,0.47971,0.5997,0.94911,3.52005,0.08890143,0.0,558693.0,0.02729,0.98128,0.54545,0.2963,0.384,0.80322,3.27863,0.14712281,0.0,558693.0,0.02542,0.96815,0.49153,0.22308,0.30688,0.76128,,1.0534,0.9466,1.0756,0.9244,1.0743,0.9257,1.0927,0.9073,1.0919,0.9081,1.1114,0.8886,1.0418,0.9582,1.0993,0.9007,1.0682,0.9318,1.0324,0.9676
36,80.54168,4651.59491,1.29211,0.07529547,7.595e-05,558693.0,0.07827,0.97651,0.80888,0.48782,0.60861,0.95373,4.20453,0.09115131,0.0,558693.0,0.03259,0.98079,0.52,0.32099,0.39695,0.79434,3.3993,0.15896095,0.0,558693.0,0.02635,0.96548,0.41667,0.23077,0.29703,0.75646,,1.0544,0.9456,1.0767,0.9233,1.0754,0.9246,1.0943,0.9057,1.0947,0.9053,1.1125,0.8875,1.0423,0.9577,1.1016,0.8984,1.0671,0.9329,1.0331,0.9669
37,79.01999,4586.22005,1.27395,0.0748308,7.452e-05,558693.0,0.07679,0.97593,0.79101,0.48539,0.60161,0.95484,3.58899,0.09233436,0.0,558693.0,0.02782,0.98006,0.48837,0.25926,0.33871,0.79075,3.37649,0.15471271,0.0,558693.0,0.02617,0.96693,0.45714,0.24615,0.32,0.76736,,1.0555,0.9445,1.0785,0.9215,1.076,0.924,1.0972,0.9029,1.0947,0.9053,1.115,0.885,1.0455,0.9545,1.1049,0.8951,1.0674,0.9326,1.033,0.9669
38,79.62474,4521.09133,1.25586,0.07486187,7.307e-05,558693.0,0.07738,0.97632,0.79842,0.49188,0.60874,0.9565,3.58408,0.09063124,0.0,558693.0,0.02778,0.97909,0.45098,0.28395,0.34848,0.78306,3.38737,0.14590731,0.0,558693.0,0.02626,0.96645,0.44595,0.25385,0.32353,0.77341,,1.0548,0.9452,1.0809,0.9191,1.0789,0.9212,1.0965,0.9035,1.0956,0.9044,1.1161,0.8839,1.0457,0.9543,1.1094,0.8906,1.0683,0.9317,1.0341,0.9659
39,77.60762,4452.21213,1.23673,0.0724958,7.159e-05,558693.0,0.07542,0.97669,0.81461,0.48864,0.61086,0.9579,3.35041,0.09335066,0.0,558693.0,0.02597,0.9769,0.38333,0.28395,0.32624,0.7976,3.26896,0.15904098,0.0,558693.0,0.02534,0.96548,0.41176,0.21538,0.28283,0.77037,,1.0558,0.9442,1.0818,0.9182,1.0812,0.9188,1.0962,0.9038,1.0991,0.9008,1.1185,0.8815,1.0466,0.9534,1.112,0.888,1.0705,0.9296,1.035,0.9649
40,79.06223,4385.00038,1.21806,0.07173526,7.008e-05,558693.0,0.07683,0.97714,0.81169,0.50731,0.62438,0.96017,3.42891,0.08590066,0.0,558693.0,0.02658,0.98371,0.66667,0.34568,0.45528,0.7962,3.25837,0.15328291,0.0,558693.0,0.02526,0.96791,0.48333,0.22308,0.30526,0.7741,,1.0527,0.9473,1.0833,0.9167,1.0833,0.9167,1.0968,0.9032,1.101,0.8989,1.1178,0.8822,1.0491,0.951,1.1148,0.8852,1.0712,0.9288,1.035,0.965
41,78.50273,4316.45168,1.19901,0.07041659,6.856e-05,558693.0,0.07629,0.97693,0.79674,0.51542,0.62592,0.96209,3.25016,0.0867454,0.0,558693.0,0.0252,0.98104,0.53488,0.28395,0.37097,0.79337,3.23748,0.15426477,0.0,558693.0,0.0251,0.96475,0.35849,0.14615,0.20765,0.77247,,1.0538,0.9462,1.0825,0.9175,1.0845,0.9155,1.0987,0.9013,1.1005,0.8995,1.1211,0.8789,1.0508,0.9492,1.1141,0.8859,1.0751,0.9249,1.0366,0.9634
42,77.4243,4246.01045,1.17945,0.06939643,6.701e-05,558693.0,0.07524,0.97705,0.80382,0.51218,0.62568,0.96531,3.23183,0.08723991,0.0,558693.0,0.02505,0.98079,0.52941,0.22222,0.31304,0.81936,3.19046,0.1706927,0.0,558693.0,0.02473,0.96766,0.47059,0.18462,0.26519,0.75205,,1.0569,0.9431,1.0842,0.9158,1.0881,0.9119,1.1017,0.8983,1.1012,0.8987,1.1214,0.8786,1.0545,0.9455,1.1166,0.8834,1.0773,0.9227,1.0391,0.9609
43,78.53102,4176.66035,1.16018,0.07013339,6.545e-05,558693.0,0.07632,0.97669,0.7881,0.51623,0.62384,0.96309,3.49297,0.09159201,0.0,558693.0,0.02708,0.98031,0.5,0.2963,0.37209,0.79931,3.30611,0.16781645,0.0,558693.0,0.02563,0.96353,0.36111,0.2,0.25743,0.74908,,1.0573,0.9427,1.0826,0.9174,1.0887,0.9113,1.1056,0.8945,1.1029,0.8971,1.1209,0.8791,1.0535,0.9465,1.1178,0.8822,1.077,0.923,1.0386,0.9614
44,78.51597,4106.88382,1.1408,0.0662966,6.387e-05,558693.0,0.0763,0.97812,0.80843,0.54464,0.65082,0.96977,3.2516,0.09624305,0.0,558693.0,0.02521,0.97982,0.48148,0.32099,0.38519,0.81027,3.41369,0.16590156,0.0,558693.0,0.02646,0.96572,0.43373,0.27692,0.33803,0.77061,,1.0567,0.9433,1.0843,0.9156,1.0916,0.9084,1.1061,0.8939,1.1042,0.8958,1.1237,0.8763,1.0537,0.9463,1.1196,0.8803,1.0781,0.9219,1.0406,0.9594
45,76.69465,4034.58925,1.12072,0.06773362,6.227e-05,558693.0,0.07453,0.97812,0.81762,0.5349,0.64671,0.96815,3.36003,0.09758063,0.0,558693.0,0.02605,0.98079,0.51852,0.34568,0.41481,0.81415,3.29311,0.18169588,0.0,558693.0,0.02553,0.9662,0.43284,0.22308,0.29442,0.76897,,1.0551,0.9449,1.0878,0.9122,1.0942,0.9058,1.1075,0.8925,1.1056,0.8944,1.1257,0.8743,1.0559,0.9441,1.1211,0.8789,1.0773,0.9227,1.042,0.958
46,81.80177,3967.86653,1.10219,0.06752823,6.066e-05,558693.0,0.0795,0.97784,0.80411,0.53977,0.64594,0.96814,3.58148,0.09386651,0.0,558693.0,0.02776,0.98177,0.56,0.34568,0.42748,0.79423,3.36881,0.16911872,0.0,558693.0,0.02611,0.9662,0.43478,0.23077,0.30151,0.76092,,1.0554,0.9446,1.0885,0.9115,1.0933,0.9067,1.1093,0.8908,1.1046,0.8954,1.1273,0.8727,1.0611,0.9389,1.122,0.878,1.0796,0.9204,1.0417,0.9583
47,80.99939,3899.64628,1.08324,0.065926,5.904e-05,558693.0,0.07872,0.97866,0.82317,0.54789,0.65789,0.97024,3.22426,0.09328048,0.0,558693.0,0.02499,0.98055,0.50909,0.34568,0.41176,0.81141,3.22162,0.17001818,0.0,558693.0,0.02497,0.96499,0.4186,0.27692,0.33333,0.76601,,1.0562,0.9437,1.0906,0.9093,1.0932,0.9068,1.1121,0.8879,1.1074,0.8926,1.1309,0.8691,1.063,0.9371,1.1231,0.8769,1.0811,0.9189,1.0435,0.9564
48,80.60272,3830.49156,1.06403,0.06489592,5.741e-05,558693.0,0.07833,0.97836,0.80445,0.55763,0.65868,0.97172,3.65747,0.09242822,0.0,558693.0,0.02835,0.98152,0.54902,0.34568,0.42424,0.81154,3.36862,0.1688589,0.0,558693.0,0.02611,0.96912,0.52308,0.26154,0.34872,0.7698,,1.0575,0.9425,1.0925,0.9075,1.0935,0.9065,1.1125,0.8875,1.109,0.891,1.1307,0.8693,1.0663,0.9337,1.1264,0.8735,1.0822,0.9178,1.0439,0.9561
