epoch,train_time_epoch,train_eta,train_eta_hours,train_loss,train_lr,train_params,train_time_iter,train_accuracy,train_precision,train_recall,train_f1,train_auc,val_time_epoch,val_loss,val_lr,val_params,val_time_iter,val_accuracy,val_precision,val_recall,val_f1,val_auc,test_time_epoch,test_loss,test_lr,test_params,test_time_iter,test_accuracy,test_precision,test_recall,test_f1,test_auc,best_epoch,mpnn_param_layer_1,global_attention_param_layer_1,mpnn_param_layer_2,global_attention_param_layer_2,mpnn_param_layer_3,global_attention_param_layer_3,mpnn_param_layer_4,global_attention_param_layer_4,mpnn_param_layer_5,global_attention_param_layer_5,mpnn_param_layer_6,global_attention_param_layer_6,mpnn_param_layer_7,global_attention_param_layer_7,mpnn_param_layer_8,global_attention_param_layer_8,mpnn_param_layer_9,global_attention_param_layer_9,mpnn_param_layer_10,global_attention_param_layer_10
10,77.66855,7369.49985,2.04708,0.11417167,9.932e-05,558693.0,0.07548,0.96669,0.63992,0.25244,0.36205,0.84072,3.01822,0.0795571,0.0,558693.0,0.0234,0.98225,0.61765,0.25926,0.36522,0.76886,3.00978,0.11904147,0.0,558693.0,0.02333,0.96912,0.53061,0.2,0.2905,0.76225,,1.029,0.971,1.0355,0.9645,1.0477,0.9523,1.0364,0.9636,1.0419,0.958,1.006,0.994,1.0317,0.9683,1.0118,0.9882,1.0097,0.9903,1.0004,0.9996
11,78.03311,7251.71462,2.01437,0.11136462,9.902e-05,558693.0,0.07583,0.9679,0.66357,0.28977,0.40339,0.85102,3.00069,0.07635709,0.0,558693.0,0.02326,0.98322,0.65789,0.30864,0.42017,0.78721,3.0147,0.1182738,0.0,558693.0,0.02337,0.9718,0.64,0.24615,0.35556,0.75226,,1.0284,0.9716,1.0402,0.9598,1.053,0.947,1.0408,0.9592,1.0514,0.9486,1.0106,0.9894,1.0381,0.9619,1.0156,0.9844,1.0125,0.9875,1.0026,0.9974
12,77.82399,7138.64556,1.98296,0.10839594,9.867e-05,558693.0,0.07563,0.96872,0.68288,0.30763,0.42417,0.86263,3.01339,0.07758684,0.0,558693.0,0.02336,0.98249,0.6,0.33333,0.42857,0.7975,3.01783,0.12261339,0.0,558693.0,0.02339,0.96985,0.55357,0.23846,0.33333,0.74197,,1.0315,0.9685,1.0397,0.9603,1.0578,0.9422,1.0435,0.9565,1.0558,0.9442,1.0115,0.9885,1.0435,0.9565,1.0185,0.9815,1.0152,0.9848,1.005,0.995
13,77.79739,7030.44815,1.9529,0.10779903,9.826e-05,558693.0,0.0756,0.96869,0.67354,0.31818,0.43219,0.86446,3.01642,0.07905614,0.0,558693.0,0.02338,0.98225,0.60526,0.28395,0.38655,0.77871,3.03065,0.12486133,0.0,558693.0,0.02349,0.96961,0.54717,0.22308,0.31694,0.72536,,1.0303,0.9697,1.0451,0.9549,1.0614,0.9386,1.0479,0.9521,1.0639,0.9361,1.0142,0.9858,1.0484,0.9516,1.0189,0.9811,1.0161,0.9839,1.007,0.993
14,77.93407,6927.07859,1.92419,0.104274,9.78e-05,558693.0,0.07574,0.96982,0.69305,0.34821,0.46353,0.87153,3.00977,0.07869739,0.0,558693.0,0.02333,0.98322,0.6875,0.2716,0.38938,0.74037,2.99363,0.12591127,0.0,558693.0,0.02321,0.96985,0.58333,0.16154,0.25301,0.71578,,1.0321,0.9679,1.0457,0.9543,1.0653,0.9347,1.0523,0.9477,1.0677,0.9322,1.0178,0.9822,1.0506,0.9494,1.0205,0.9795,1.0176,0.9824,1.0076,0.9924
15,77.72299,6825.78028,1.89605,0.10330553,9.729e-05,558693.0,0.07553,0.97009,0.7013,0.35065,0.46753,0.87486,3.0114,0.0766964,0.0,558693.0,0.02334,0.98225,0.64286,0.22222,0.33028,0.78066,2.99531,0.12362329,0.0,558693.0,0.02322,0.97009,0.59459,0.16923,0.26347,0.74614,,1.0314,0.9686,1.0466,0.9534,1.0662,0.9338,1.0523,0.9477,1.0754,0.9246,1.0181,0.9819,1.0553,0.9447,1.0235,0.9765,1.0213,0.9787,1.0105,0.9895
16,78.0666,6728.93316,1.86915,0.10183452,9.673e-05,558693.0,0.07587,0.97058,0.70952,0.36282,0.48013,0.88608,3.01876,0.08031982,0.0,558693.0,0.0234,0.97958,0.45946,0.20988,0.28814,0.77398,3.00061,0.12103629,0.0,558693.0,0.02326,0.96864,0.50769,0.25385,0.33846,0.76238,,1.0292,0.9708,1.0492,0.9508,1.0677,0.9323,1.0522,0.9478,1.0818,0.9182,1.0191,0.9809,1.0578,0.9422,1.0244,0.9756,1.022,0.978,1.0107,0.9894
17,78.74449,6637.26093,1.84368,0.0998371,9.611e-05,558693.0,0.07653,0.97073,0.70788,0.37175,0.48749,0.88834,3.01863,0.0796314,0.0,558693.0,0.0234,0.98201,0.58974,0.28395,0.38333,0.74008,3.00105,0.12325935,0.0,558693.0,0.02326,0.96839,0.5,0.2,0.28571,0.76289,,1.0292,0.9708,1.0518,0.9482,1.0714,0.9286,1.0533,0.9467,1.0873,0.9127,1.021,0.979,1.0615,0.9385,1.0258,0.9742,1.0251,0.9749,1.0141,0.9859
18,81.4358,6558.42297,1.82178,0.09750746,9.545e-05,558693.0,0.07914,0.97024,0.68796,0.37581,0.48609,0.89681,3.02309,0.07615783,0.0,558693.0,0.02343,0.98225,0.59524,0.30864,0.4065,0.77778,3.00616,0.11978087,0.0,558693.0,0.0233,0.96937,0.52564,0.31538,0.39423,0.76895,,1.0317,0.9683,1.0524,0.9476,1.0754,0.9246,1.0572,0.9428,1.0927,0.9072,1.0233,0.9767,1.0645,0.9355,1.0274,0.9726,1.0276,0.9724,1.0173,0.9827
19,78.96926,6469.45908,1.79707,0.09682635,9.474e-05,558693.0,0.07674,0.97146,0.72163,0.38718,0.50396,0.89773,3.00867,0.08264795,0.0,558693.0,0.02332,0.97763,0.40351,0.28395,0.33333,0.77668,3.01866,0.129883,0.0,558693.0,0.0234,0.96548,0.43182,0.29231,0.34862,0.74417,,1.0307,0.9693,1.053,0.947,1.0777,0.9223,1.0612,0.9388,1.0984,0.9016,1.0276,0.9724,1.0685,0.9316,1.0322,0.9678,1.0289,0.9711,1.0193,0.9807
20,80.16866,6385.95909,1.77388,0.09529975,9.397e-05,558693.0,0.07791,0.97219,0.73481,0.4026,0.52019,0.90434,3.01253,0.07829059,0.0,558693.0,0.02335,0.98152,0.55556,0.30864,0.39683,0.78293,3.00986,0.12713664,0.0,558693.0,0.02333,0.96839,0.5,0.3,0.375,0.76749,,1.0312,0.9688,1.0539,0.9461,1.0815,0.9185,1.0621,0.9379,1.1021,0.8979,1.0294,0.9706,1.07,0.93,1.0339,0.9661,1.0315,0.9685,1.0219,0.9781
21,78.69082,6297.52233,1.74931,0.09361774,9.316e-05,558693.0,0.07647,0.97167,0.71866,0.40016,0.51408,0.9057,3.01884,0.0789465,0.0,558693.0,0.0234,0.98152,0.56098,0.28395,0.37705,0.76929,3.01279,0.13038868,0.0,558693.0,0.02335,0.96791,0.48276,0.21538,0.29787,0.7345,,1.0291,0.9709,1.0534,0.9466,1.0832,0.9168,1.062,0.938,1.1073,0.8927,1.03,0.97,1.0762,0.9238,1.0371,0.9629,1.0336,0.9664,1.0224,0.9776
22,80.87113,6217.23236,1.72701,0.09317513,9.23e-05,558693.0,0.07859,0.97225,0.72184,0.42127,0.53203,0.90966,3.00901,0.07934904,0.0,558693.0,0.02333,0.98225,0.64286,0.22222,0.33028,0.7554,2.9938,0.13187259,0.0,558693.0,0.02321,0.96839,0.5,0.13846,0.21687,0.7474,,1.0269,0.9731,1.0578,0.9422,1.0828,0.9172,1.0677,0.9323,1.1114,0.8886,1.0325,0.9675,1.0803,0.9197,1.0412,0.9588,1.0362,0.9638,1.0247,0.9753
23,79.2878,6131.88007,1.7033,0.09122505,9.14e-05,558693.0,0.07705,0.9721,0.73294,0.40097,0.51836,0.91832,3.01865,0.08353443,0.0,558693.0,0.0234,0.98031,0.5,0.2963,0.37209,0.76992,2.99589,0.13596226,0.0,558693.0,0.02322,0.96912,0.52308,0.26154,0.34872,0.7457,,1.0261,0.9739,1.0615,0.9385,1.0841,0.916,1.0713,0.9287,1.1142,0.8858,1.0366,0.9634,1.0837,0.9163,1.0431,0.9569,1.0383,0.9617,1.0238,0.9762
24,78.07327,6043.36936,1.67871,0.08824844,9.045e-05,558693.0,0.07587,0.97398,0.76781,0.4375,0.55739,0.92086,3.00556,0.08275788,0.0,558693.0,0.0233,0.98274,0.63158,0.2963,0.40336,0.75327,3.00302,0.13041673,0.0,558693.0,0.02328,0.96839,0.5,0.25385,0.33673,0.75563,,1.025,0.975,1.0627,0.9373,1.0864,0.9136,1.0713,0.9287,1.1187,0.8812,1.0386,0.9614,1.0862,0.9138,1.0465,0.9535,1.0395,0.9605,1.0238,0.9762
25,77.76108,5954.77297,1.6541,0.08831147,8.946e-05,558693.0,0.07557,0.97398,0.76705,0.43831,0.55785,0.92365,3.01201,0.08460329,0.0,558693.0,0.02335,0.98128,0.54545,0.2963,0.384,0.74834,3.00777,0.13215162,0.0,558693.0,0.02332,0.96961,0.53731,0.27692,0.36548,0.76632,,1.0273,0.9727,1.0614,0.9386,1.0872,0.9128,1.0744,0.9256,1.1214,0.8786,1.0424,0.9576,1.0908,0.9092,1.0482,0.9518,1.0428,0.9572,1.0267,0.9733
26,78.2442,5868.28541,1.63008,0.08793031,8.842e-05,558693.0,0.07604,0.97356,0.74863,0.44237,0.55612,0.92727,3.00021,0.08523083,0.0,558693.0,0.02326,0.98225,0.61111,0.2716,0.37607,0.77802,3.01348,0.12966967,0.0,558693.0,0.02336,0.96961,0.54545,0.23077,0.32432,0.78673,,1.0276,0.9724,1.0647,0.9353,1.0872,0.9128,1.0741,0.9259,1.1261,0.8739,1.0445,0.9555,1.0959,0.9041,1.0487,0.9513,1.0428,0.9572,1.0271,0.9729
27,78.28496,5782.49147,1.60625,0.0852241,8.734e-05,558693.0,0.07608,0.97465,0.77112,0.45942,0.57579,0.92993,3.00938,0.08872319,0.0,558693.0,0.02333,0.98201,0.59459,0.2716,0.37288,0.72132,2.99559,0.13998846,0.0,558693.0,0.02322,0.96766,0.47945,0.26923,0.34483,0.75964,,1.0286,0.9714,1.0663,0.9337,1.0901,0.9099,1.0744,0.9256,1.1288,0.8712,1.0446,0.9554,1.0985,0.9015,1.0501,0.9499,1.046,0.954,1.0295,0.9705
28,77.90375,5696.2821,1.5823,0.08549197,8.622e-05,558693.0,0.07571,0.97468,0.77217,0.45942,0.57608,0.93082,3.02295,0.0854646,0.0,558693.0,0.02343,0.97982,0.47826,0.2716,0.34646,0.7822,3.00597,0.13905784,0.0,558693.0,0.0233,0.96669,0.4557,0.27692,0.3445,0.75799,,1.0231,0.9769,1.0671,0.9329,1.0906,0.9095,1.0766,0.9234,1.1333,0.8667,1.0493,0.9507,1.1026,0.8974,1.0526,0.9475,1.0463,0.9537,1.0301,0.9699
29,77.84083,5610.47963,1.55847,0.08271612,8.506e-05,558693.0,0.07565,0.97456,0.77166,0.45536,0.57274,0.94051,3.01416,0.09014229,0.0,558693.0,0.02337,0.98201,0.58537,0.2963,0.39344,0.73622,2.99482,0.14505668,0.0,558693.0,0.02322,0.96864,0.50769,0.25385,0.33846,0.73484,,1.0295,0.9705,1.0676,0.9324,1.0923,0.9077,1.0795,0.9206,1.1356,0.8644,1.0506,0.9495,1.1063,0.8937,1.054,0.946,1.0493,0.9507,1.0332,0.9668
30,78.0545,5525.66639,1.53491,0.08147236,8.386e-05,558693.0,0.07585,0.97489,0.77285,0.46672,0.58198,0.94236,3.01546,0.08100408,0.0,558693.0,0.02338,0.98055,0.50909,0.34568,0.41176,0.79368,2.99245,0.14176596,0.0,558693.0,0.0232,0.96742,0.47222,0.26154,0.33663,0.75446,,1.0281,0.9719,1.0683,0.9317,1.0942,0.9058,1.0829,0.9171,1.1383,0.8617,1.0539,0.9461,1.1093,0.8908,1.0554,0.9446,1.0504,0.9496,1.0344,0.9656
31,78.1506,5441.47978,1.51152,0.08035258,8.263e-05,558693.0,0.07595,0.97505,0.77733,0.46753,0.58388,0.94387,3.01248,0.08980727,0.0,558693.0,0.02335,0.97909,0.45283,0.2963,0.35821,0.77106,2.99734,0.14579498,0.0,558693.0,0.02324,0.96572,0.4321,0.26923,0.33175,0.76183,,1.0266,0.9734,1.0695,0.9305,1.0951,0.9049,1.0856,0.9144,1.1401,0.8599,1.0541,0.9459,1.1124,0.8876,1.0598,0.9402,1.0544,0.9456,1.037,0.963
32,78.36881,5358.10204,1.48836,0.07908879,8.136e-05,558693.0,0.07616,0.97523,0.77912,0.4724,0.58818,0.94652,3.01641,0.08407851,0.0,558693.0,0.02338,0.98031,0.5,0.2716,0.352,0.78487,3.01196,0.13966807,0.0,558693.0,0.02335,0.96766,0.47887,0.26154,0.33831,0.7618,,1.0285,0.9715,1.0716,0.9284,1.0956,0.9044,1.0858,0.9142,1.1426,0.8573,1.0554,0.9446,1.1139,0.8861,1.0598,0.9402,1.055,0.945,1.0367,0.9633
33,79.24271,5276.71532,1.46575,0.07682865,8.005e-05,558693.0,0.07701,0.9762,0.7927,0.49351,0.6083,0.95066,3.01217,0.09298476,0.0,558693.0,0.02335,0.97909,0.43902,0.22222,0.29508,0.75924,2.99761,0.15225597,0.0,558693.0,0.02324,0.96669,0.41463,0.13077,0.19883,0.75804,,1.0296,0.9704,1.0705,0.9295,1.0948,0.9052,1.0875,0.9125,1.1465,0.8535,1.0571,0.9429,1.1163,0.8837,1.0622,0.9378,1.0566,0.9434,1.0379,0.9621
34,79.49882,5195.92674,1.44331,0.07665549,7.872e-05,558693.0,0.07726,0.97526,0.77719,0.47565,0.59013,0.95175,3.00466,0.09789377,0.0,558693.0,0.02329,0.98006,0.4898,0.2963,0.36923,0.76499,3.00336,0.15734701,0.0,558693.0,0.02328,0.96377,0.40206,0.3,0.34361,0.77264,,1.0307,0.9693,1.0682,0.9318,1.0977,0.9023,1.09,0.91,1.1494,0.8506,1.0575,0.9425,1.118,0.882,1.0629,0.9371,1.059,0.941,1.0402,0.9598
35,79.51875,5115.24527,1.4209,0.07577341,7.735e-05,558693.0,0.07728,0.97538,0.76508,0.49432,0.60059,0.95532,3.02216,0.0956665,0.0,558693.0,0.02343,0.98079,0.52083,0.30864,0.3876,0.73335,2.99939,0.15630295,0.0,558693.0,0.02325,0.96499,0.39706,0.20769,0.27273,0.74894,,1.0284,0.9716,1.0677,0.9323,1.0977,0.9023,1.0908,0.9092,1.1516,0.8484,1.059,0.941,1.1218,0.8783,1.0677,0.9323,1.0612,0.9388,1.0413,0.9587
36,78.61813,5033.09314,1.39808,0.07379158,7.595e-05,558693.0,0.0764,0.97666,0.80052,0.50162,0.61677,0.95664,3.00833,0.09396131,0.0,558693.0,0.02332,0.9769,0.39706,0.33333,0.36242,0.78696,3.00201,0.14972606,0.0,558693.0,0.02327,0.96572,0.43373,0.27692,0.33803,0.78248,,1.0306,0.9694,1.0687,0.9313,1.1,0.9,1.092,0.908,1.1532,0.8468,1.06,0.94,1.1246,0.8754,1.0699,0.9301,1.0638,0.9362,1.043,0.957
37,78.09769,4950.27787,1.37508,0.072191,7.452e-05,558693.0,0.0759,0.97617,0.79708,0.48782,0.60524,0.9602,3.01171,0.09758864,0.0,558693.0,0.02335,0.9786,0.42857,0.25926,0.32308,0.76923,2.99939,0.15524715,0.0,558693.0,0.02325,0.96645,0.43103,0.19231,0.26596,0.76685,,1.0305,0.9695,1.068,0.932,1.103,0.897,1.0938,0.9062,1.1532,0.8468,1.0622,0.9379,1.1268,0.8732,1.0692,0.9308,1.0648,0.9352,1.0444,0.9556
38,78.15303,4867.79109,1.35216,0.07197306,7.307e-05,558693.0,0.07595,0.97678,0.79695,0.50974,0.62178,0.96152,3.01416,0.0991044,0.0,558693.0,0.02337,0.97763,0.4127,0.32099,0.36111,0.76912,3.0007,0.15356947,0.0,558693.0,0.02326,0.96596,0.44048,0.28462,0.34579,0.78606,,1.0285,0.9715,1.0678,0.9322,1.1055,0.8945,1.0954,0.9046,1.1579,0.8421,1.0645,0.9355,1.1292,0.8708,1.0715,0.9285,1.0656,0.9344,1.0446,0.9554
39,78.19628,4785.58587,1.32933,0.07081774,7.159e-05,558693.0,0.07599,0.97702,0.7975,0.51786,0.62795,0.96069,3.00672,0.09782173,0.0,558693.0,0.02331,0.97374,0.33333,0.33333,0.33333,0.81309,3.00256,0.1707574,0.0,558693.0,0.02328,0.95624,0.29167,0.26923,0.28,0.77041,True,1.0288,0.9712,1.0673,0.9327,1.1055,0.8945,1.0979,0.9021,1.1582,0.8418,1.0648,0.9352,1.1324,0.8676,1.0737,0.9263,1.0669,0.9331,1.0465,0.9535
40,78.16926,4703.53733,1.30654,0.07161993,7.008e-05,558693.0,0.07597,0.97626,0.78508,0.50406,0.61394,0.96237,3.01229,0.09318558,0.0,558693.0,0.02335,0.98031,0.5,0.24691,0.33058,0.78343,3.00876,0.16095125,0.0,558693.0,0.02332,0.96839,0.5,0.2,0.28571,0.77602,,1.0281,0.9719,1.0692,0.9308,1.1078,0.8922,1.0993,0.9007,1.158,0.842,1.0657,0.9343,1.1337,0.8663,1.0742,0.9258,1.0689,0.9311,1.047,0.953
41,78.12759,4621.61597,1.28378,0.06809098,6.856e-05,558693.0,0.07593,0.97742,0.79142,0.53896,0.64124,0.96582,3.01538,0.09133318,0.0,558693.0,0.02338,0.97763,0.40984,0.30864,0.35211,0.79623,2.99807,0.15291326,0.0,558693.0,0.02324,0.96791,0.48611,0.26923,0.34653,0.77731,,1.0292,0.9708,1.0698,0.9302,1.1086,0.8914,1.1006,0.8994,1.1629,0.8371,1.0666,0.9335,1.1359,0.8641,1.0756,0.9244,1.0695,0.9305,1.0485,0.9515
42,79.19626,4541.28769,1.26147,0.06750602,6.701e-05,558693.0,0.07696,0.97766,0.80194,0.53571,0.64234,0.96705,3.0111,0.09639482,0.0,558693.0,0.02334,0.97788,0.41667,0.30864,0.35461,0.78705,3.01517,0.16169046,0.0,558693.0,0.02337,0.9662,0.44578,0.28462,0.34742,0.76951,,1.0262,0.9738,1.0706,0.9294,1.1116,0.8884,1.0995,0.9005,1.1635,0.8365,1.0689,0.9311,1.1393,0.8607,1.0771,0.9229,1.0712,0.9288,1.05,0.95
43,78.24258,4459.79707,1.23883,0.06840469,6.545e-05,558693.0,0.07604,0.9773,0.79901,0.52597,0.63436,0.96798,3.02458,0.09418484,0.0,558693.0,0.02345,0.97836,0.42593,0.28395,0.34074,0.78577,3.01906,0.16939237,0.0,558693.0,0.0234,0.96475,0.3913,0.20769,0.27136,0.75371,,1.0261,0.9739,1.0714,0.9286,1.1106,0.8894,1.1019,0.8981,1.1644,0.8356,1.0709,0.9291,1.1426,0.8574,1.0766,0.9234,1.0719,0.9281,1.05,0.95
44,78.12654,4378.30899,1.2162,0.06520007,6.387e-05,558693.0,0.07592,0.97815,0.81166,0.54221,0.65012,0.97014,3.0476,0.09324613,0.0,558693.0,0.02362,0.97763,0.41791,0.34568,0.37838,0.80418,3.00252,0.16616719,0.0,558693.0,0.02328,0.96475,0.42105,0.30769,0.35556,0.77614,,1.0266,0.9734,1.0726,0.9274,1.11,0.89,1.1021,0.8979,1.1661,0.8339,1.0727,0.9273,1.1446,0.8554,1.0783,0.9217,1.0719,0.9281,1.0507,0.9493
45,78.27676,4297.14342,1.19365,0.06419798,6.227e-05,558693.0,0.07607,0.97854,0.81384,0.55357,0.65894,0.9723,3.03331,0.09657376,0.0,558693.0,0.02351,0.97739,0.40323,0.30864,0.34965,0.80209,3.02874,0.17600123,0.0,558693.0,0.02348,0.96353,0.4,0.30769,0.34783,0.77832,,1.0276,0.9724,1.0727,0.9273,1.113,0.887,1.1029,0.8971,1.1692,0.8308,1.0743,0.9257,1.1443,0.8557,1.0806,0.9194,1.074,0.926,1.0521,0.9479
46,78.61285,4216.47976,1.17124,0.06290021,6.066e-05,558693.0,0.0764,0.97821,0.79977,0.55763,0.6571,0.97427,3.02925,0.10322432,0.0,558693.0,0.02348,0.98225,0.60526,0.28395,0.38655,0.77038,3.02617,0.18122002,0.0,558693.0,0.02346,0.96912,0.52542,0.23846,0.32804,0.76689,,1.027,0.973,1.0715,0.9285,1.1137,0.8863,1.1019,0.8981,1.1706,0.8294,1.0745,0.9255,1.1461,0.8539,1.0816,0.9184,1.0742,0.9258,1.0525,0.9475
47,78.46316,4135.73939,1.14882,0.06399613,5.904e-05,558693.0,0.07625,0.97897,0.81991,0.56169,0.66667,0.97356,3.03515,0.10704666,0.0,558693.0,0.02353,0.97496,0.34722,0.30864,0.3268,0.78068,3.02775,0.18494593,0.0,558693.0,0.02347,0.96231,0.35294,0.23077,0.27907,0.75814,,1.0278,0.9722,1.0727,0.9273,1.1157,0.8843,1.1025,0.8975,1.1733,0.8266,1.0761,0.9239,1.1476,0.8524,1.0841,0.916,1.076,0.924,1.0533,0.9467
48,78.32055,4054.94353,1.12637,0.06243849,5.741e-05,558693.0,0.07611,0.97882,0.8219,0.55438,0.66214,0.97451,3.02737,0.10187715,0.0,558693.0,0.02347,0.97982,0.47727,0.25926,0.336,0.77327,3.02003,0.17822383,0.0,558693.0,0.02341,0.96839,0.5,0.22308,0.30851,0.75673,,1.0284,0.9716,1.0739,0.9261,1.1163,0.8837,1.102,0.898,1.1753,0.8247,1.0787,0.9213,1.1504,0.8496,1.0849,0.9151,1.0769,0.9231,1.0552,0.9448
49,78.69914,3974.62527,1.10406,0.06213676,5.577e-05,558693.0,0.07648,0.97875,0.8139,0.56088,0.6641,0.97597,3.03557,0.09977925,0.0,558693.0,0.02353,0.97885,0.44828,0.32099,0.3741,0.79419,3.00722,0.17231751,0.0,558693.0,0.02331,0.96693,0.46429,0.3,0.36449,0.78383,,1.0281,0.9719,1.0754,0.9246,1.117,0.883,1.106,0.894,1.1762,0.8238,1.0809,0.9191,1.1504,0.8496,1.085,0.915,1.0757,0.9243,1.0561,0.9439
