epoch,train_time_epoch,train_eta,train_eta_hours,train_loss,train_lr,train_params,train_time_iter,train_accuracy,train_precision,train_recall,train_f1,train_auc,val_time_epoch,val_loss,val_lr,val_params,val_time_iter,val_accuracy,val_precision,val_recall,val_f1,val_auc,test_time_epoch,test_loss,test_lr,test_params,test_time_iter,test_accuracy,test_precision,test_recall,test_f1,test_auc,best_epoch,mpnn_param_layer_1,global_attention_param_layer_1,mpnn_param_layer_2,global_attention_param_layer_2,mpnn_param_layer_3,global_attention_param_layer_3,mpnn_param_layer_4,global_attention_param_layer_4,mpnn_param_layer_5,global_attention_param_layer_5,mpnn_param_layer_6,global_attention_param_layer_6,mpnn_param_layer_7,global_attention_param_layer_7,mpnn_param_layer_8,global_attention_param_layer_8,mpnn_param_layer_9,global_attention_param_layer_9,mpnn_param_layer_10,global_attention_param_layer_10
0,123.18455,12195.2701,3.38758,0.68210432,0.0,558693.0,0.11971,0.78378,0.02641,0.13312,0.04407,0.47292,3.69711,0.67853223,0.0,558693.0,0.02866,0.8196,0.01182,0.09877,0.02111,0.45797,3.89685,0.67942438,0.0,558693.0,0.03021,0.78264,0.02956,0.18462,0.05096,0.48582,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,68.31545,9383.49979,2.60653,0.41227968,2e-05,558693.0,0.06639,0.95833,0.02721,0.00325,0.0058,0.53894,3.21113,0.18628736,0.0,558693.0,0.02489,0.98031,0.0,0.0,0.0,0.61375,3.29341,0.20525583,0.0,558693.0,0.02553,0.96839,0.0,0.0,0.0,0.61916,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,68.55004,8408.28443,2.33563,0.16805401,4e-05,558693.0,0.06662,0.96255,0.0,0.0,0.0,0.61939,3.17602,0.09662207,0.0,558693.0,0.02462,0.98031,0.0,0.0,0.0,0.71599,3.16417,0.12927739,0.0,558693.0,0.02453,0.96839,0.0,0.0,0.0,0.73037,,0.9911,1.0089,0.9925,1.0075,0.9842,1.0158,0.9964,1.0036,0.994,1.006,0.9883,1.0117,0.9895,1.0105,0.9912,1.0088,0.9853,1.0147,0.9763,1.0237
3,68.73905,7890.93807,2.19193,0.14439463,6e-05,558693.0,0.0668,0.96255,0.0,0.0,0.0,0.71959,3.16706,0.08759936,0.0,558693.0,0.02455,0.98031,0.0,0.0,0.0,0.71765,3.19247,0.12198592,0.0,558693.0,0.02475,0.96839,0.0,0.0,0.0,0.73802,,0.9929,1.0071,0.9981,1.0019,0.9867,1.0133,0.9987,1.0013,0.9921,1.0079,0.9861,1.0139,0.9901,1.0099,0.9915,1.0085,0.9835,1.0165,0.9744,1.0256
4,68.66742,7551.67361,2.09769,0.1356865,8e-05,558693.0,0.06673,0.96255,0.0,0.0,0.0,0.76353,3.22219,0.08684665,0.0,558693.0,0.02498,0.98031,0.0,0.0,0.0,0.74584,3.17131,0.12007844,0.0,558693.0,0.02458,0.96839,0.0,0.0,0.0,0.75659,,0.9989,1.0011,1.002,0.998,0.993,1.007,1.0007,0.9993,0.9919,1.0081,0.9845,1.0155,0.9903,1.0097,0.992,1.008,0.9844,1.0156,0.9747,1.0253
5,69.1612,7310.34398,2.03065,0.13176321,0.0001,558693.0,0.06721,0.96258,0.66667,0.00162,0.00324,0.77498,3.18748,0.08740064,0.0,558693.0,0.02471,0.98055,1.0,0.01235,0.02439,0.72592,3.19428,0.11837893,0.0,558693.0,0.02476,0.96839,0.0,0.0,0.0,0.75693,,1.0018,0.9982,1.0093,0.9907,1.0001,0.9999,1.007,0.993,0.9947,1.0053,0.9849,1.0151,0.9959,1.0042,0.9947,1.0053,0.9862,1.0138,0.976,1.024
6,69.38293,7121.15124,1.9781,0.12716753,9.997e-05,558693.0,0.06743,0.96319,0.5544,0.08685,0.15018,0.79534,3.18792,0.08499802,0.0,558693.0,0.02471,0.98128,0.7,0.08642,0.15385,0.74607,3.19017,0.12121616,0.0,558693.0,0.02473,0.96937,0.66667,0.06154,0.11268,0.74589,,1.0092,0.9908,1.0177,0.9823,1.0051,0.9949,1.0108,0.9892,0.9989,1.0011,0.9873,1.0127,1.0003,0.9997,0.9976,1.0024,0.989,1.0111,0.9797,1.0203
7,68.37542,6950.32461,1.93065,0.12342948,9.989e-05,558693.0,0.06645,0.96514,0.65018,0.14935,0.2429,0.80774,3.23399,0.08561633,0.0,558693.0,0.02507,0.98152,0.58065,0.22222,0.32143,0.74233,3.23683,0.11910552,0.0,558693.0,0.02509,0.96961,0.55102,0.20769,0.30168,0.75611,,1.0152,0.9848,1.0255,0.9745,1.0149,0.9851,1.0153,0.9847,1.0028,0.9972,0.9888,1.0112,1.0051,0.9949,0.9997,1.0003,0.9913,1.0087,0.983,1.017
8,68.16755,6800.16311,1.88893,0.12037946,9.975e-05,558693.0,0.06625,0.96553,0.61951,0.20617,0.30938,0.81695,3.33962,0.0799004,0.0,558693.0,0.02589,0.98177,0.61538,0.19753,0.29907,0.77035,3.33861,0.11551949,0.0,558693.0,0.02588,0.97058,0.60465,0.2,0.30058,0.76635,,1.0195,0.9805,1.031,0.969,1.0213,0.9787,1.0205,0.9795,1.0081,0.9919,0.9871,1.0129,1.0075,0.9925,1.001,0.999,0.993,1.007,0.9826,1.0174
9,68.71937,6671.36675,1.85316,0.11661884,9.956e-05,558693.0,0.06678,0.96675,0.66047,0.23052,0.34176,0.82832,3.21267,0.07789923,0.0,558693.0,0.0249,0.98152,0.63158,0.14815,0.24,0.77773,3.15855,0.1190208,0.0,558693.0,0.02448,0.96766,0.33333,0.02308,0.04317,0.78491,,1.0222,0.9778,1.0351,0.9649,1.0266,0.9734,1.026,0.974,1.011,0.989,0.9902,1.0098,1.0117,0.9883,1.0052,0.9948,0.9978,1.0022,0.9858,1.0142
10,68.59314,6552.47221,1.82013,0.11507762,9.932e-05,558693.0,0.06666,0.96736,0.66255,0.26136,0.37485,0.83692,3.19083,0.07989096,0.0,558693.0,0.02474,0.98104,0.55172,0.19753,0.29091,0.78044,3.14431,0.12061956,0.0,558693.0,0.02437,0.96912,0.53659,0.16923,0.25731,0.75726,,1.0265,0.9735,1.0406,0.9593,1.0343,0.9657,1.0301,0.9698,1.0156,0.9844,0.9922,1.0078,1.0187,0.9813,1.0075,0.9925,1.0006,0.9994,0.9869,1.0131
11,68.32521,6439.99636,1.78889,0.11223604,9.902e-05,558693.0,0.0664,0.9679,0.66604,0.28653,0.40068,0.84353,3.21225,0.07774838,0.0,558693.0,0.0249,0.98201,0.6129,0.23457,0.33929,0.79494,3.21934,0.1189606,0.0,558693.0,0.02496,0.96937,0.54545,0.18462,0.27586,0.75926,,1.03,0.97,1.0444,0.9556,1.0372,0.9628,1.0342,0.9658,1.0195,0.9805,0.9925,1.0075,1.0217,0.9783,1.0099,0.9901,1.0034,0.9966,0.9879,1.0121
12,69.42397,6341.66619,1.76157,0.11061491,9.867e-05,558693.0,0.06747,0.96866,0.6824,0.30519,0.42176,0.85032,3.24016,0.07650015,0.0,558693.0,0.02512,0.98152,0.58621,0.20988,0.30909,0.8013,3.18877,0.1141015,0.0,558693.0,0.02472,0.97107,0.62791,0.20769,0.31214,0.77934,,1.0329,0.9671,1.0479,0.9521,1.0428,0.9572,1.0368,0.9632,1.0218,0.9782,0.9939,1.0062,1.0273,0.9727,1.0116,0.9884,1.004,0.996,0.9878,1.0122
13,68.16188,6239.71263,1.73325,0.10780201,9.826e-05,558693.0,0.06624,0.96857,0.67742,0.30682,0.42235,0.86309,3.34533,0.07362048,0.0,558693.0,0.02593,0.98152,0.6,0.18519,0.28302,0.78665,3.35245,0.11681933,0.0,558693.0,0.02599,0.97009,0.66667,0.10769,0.18543,0.76534,,1.0345,0.9655,1.0522,0.9478,1.049,0.951,1.0391,0.9609,1.0273,0.9727,0.9939,1.0061,1.0293,0.9707,1.0165,0.9835,1.0055,0.9945,0.99,1.01
14,68.60559,6144.779,1.70688,0.10710977,9.78e-05,558693.0,0.06667,0.96961,0.70641,0.32224,0.44259,0.86083,3.206,0.08016347,0.0,558693.0,0.02485,0.98177,0.58333,0.25926,0.35897,0.76937,3.26592,0.12032901,0.0,558693.0,0.02532,0.96791,0.48077,0.19231,0.27473,0.77497,,1.0353,0.9647,1.0589,0.9411,1.0517,0.9483,1.0425,0.9575,1.0279,0.9721,0.9948,1.0052,1.0307,0.9693,1.0157,0.9843,1.0078,0.9921,0.9915,1.0085
15,69.14202,6055.95262,1.68221,0.10640868,9.729e-05,558693.0,0.06719,0.96897,0.67973,0.32386,0.4387,0.86989,3.29495,0.07718464,0.0,558693.0,0.02554,0.98322,0.67647,0.28395,0.4,0.78097,3.24492,0.11598971,0.0,558693.0,0.02515,0.97082,0.625,0.19231,0.29412,0.77233,,1.0364,0.9636,1.059,0.941,1.0526,0.9474,1.0473,0.9527,1.0301,0.9699,0.9935,1.0065,1.0361,0.9639,1.0201,0.9799,1.0121,0.9879,0.9948,1.0052
16,68.17893,5964.73989,1.65687,0.10345772,9.673e-05,558693.0,0.06626,0.97024,0.71189,0.34497,0.46473,0.87661,3.18328,0.08067931,0.0,558693.0,0.02468,0.98031,0.5,0.2963,0.37209,0.78287,3.1651,0.11831459,0.0,558693.0,0.02454,0.96961,0.52809,0.36154,0.42922,0.7724,,1.0417,0.9583,1.0636,0.9364,1.0551,0.9449,1.0502,0.9498,1.0341,0.9659,0.9983,1.0017,1.0411,0.9589,1.0223,0.9777,1.0129,0.987,0.9973,1.0027
17,68.28166,5876.55446,1.63238,0.10107893,9.611e-05,558693.0,0.06636,0.97055,0.71382,0.35633,0.47537,0.88418,3.15897,0.07667813,0.0,558693.0,0.02449,0.98371,0.73333,0.2716,0.3964,0.78123,3.18424,0.12495618,0.0,558693.0,0.02468,0.96961,0.55556,0.19231,0.28571,0.76331,,1.0413,0.9587,1.0662,0.9338,1.0559,0.9441,1.052,0.948,1.0391,0.9609,0.9992,1.0008,1.0449,0.9551,1.0255,0.9745,1.0168,0.9832,0.9994,1.0006
18,69.19562,5794.36053,1.60954,0.10085648,9.545e-05,558693.0,0.06725,0.97064,0.72241,0.35065,0.47213,0.88517,3.21989,0.07622247,0.0,558693.0,0.02496,0.98225,0.63333,0.23457,0.34234,0.78664,3.17276,0.11572691,0.0,558693.0,0.0246,0.96742,0.44737,0.13077,0.20238,0.78422,,1.0399,0.9601,1.0694,0.9306,1.057,0.943,1.0528,0.9472,1.0411,0.9589,1.0006,0.9994,1.0478,0.9522,1.0296,0.9704,1.0183,0.9817,1.002,0.998
19,68.00403,5708.70007,1.58575,0.09915916,9.474e-05,558693.0,0.06609,0.97113,0.72964,0.36364,0.48537,0.89077,3.20809,0.07883281,0.0,558693.0,0.02487,0.98079,0.52632,0.24691,0.33613,0.7873,3.21128,0.12143832,0.0,558693.0,0.02489,0.96864,0.50769,0.25385,0.33846,0.77794,,1.0386,0.9614,1.0703,0.9297,1.0616,0.9384,1.056,0.944,1.0457,0.9543,1.003,0.997,1.0495,0.9505,1.0324,0.9676,1.02,0.98,1.0041,0.9959
