epoch,train_time_epoch,train_eta,train_eta_hours,train_loss,train_lr,train_params,train_time_iter,train_accuracy,train_auc,train_ap,val_time_epoch,val_loss,val_lr,val_params,val_time_iter,val_accuracy,val_auc,val_ap,test_time_epoch,test_loss,test_lr,test_params,test_time_iter,test_accuracy,test_auc,test_ap,best_epoch,mpnn_param_layer_1,global_attention_param_layer_1,mpnn_param_layer_2,global_attention_param_layer_2,mpnn_param_layer_3,global_attention_param_layer_3,mpnn_param_layer_4,global_attention_param_layer_4,mpnn_param_layer_5,global_attention_param_layer_5
0,301.67554,29865.87865,8.29608,0.69806471,0.0,9744870.0,0.4404,0.49804,0.50366,0.02154,17.82671,0.69880288,0.0,9744870.0,0.20729,0.50384,0.50773,0.02744,20.07941,0.69896171,0.0,9744870.0,0.23348,0.50495,0.49375,0.02757,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,260.28348,27535.99185,7.64889,0.33989358,0.0001,9744870.0,0.37998,0.91785,0.54225,0.02985,13.17764,0.14851684,0.0,9744870.0,0.15323,0.96705,0.55204,0.03812,13.98659,0.15516216,0.0,9744870.0,0.16263,0.96468,0.54177,0.03859,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,259.08017,26546.93382,7.37415,0.0702779,0.0002,9744870.0,0.37822,0.97956,0.62302,0.04318,13.29571,0.06155361,0.0,9744870.0,0.1546,0.97561,0.68112,0.07335,13.97085,0.06395931,0.0,9744870.0,0.16245,0.97396,0.68057,0.07857,,1.0297,0.9703,1.008,0.992,0.9962,1.0038,0.9874,1.0126,1.002,0.998
3,261.15313,25972.61569,7.21462,0.04899481,0.0003,9744870.0,0.38125,0.98115,0.73632,0.07891,13.22328,0.0560268,0.0,9744870.0,0.15376,0.97619,0.77689,0.1122,13.98813,0.05848589,0.0,9744870.0,0.16265,0.97518,0.77551,0.11696,,1.0352,0.9648,1.0127,0.9873,1.002,0.998,0.9998,1.0002,1.0208,0.9792
4,260.19211,25505.30408,7.08481,0.0450444,0.0004,9744870.0,0.37984,0.98198,0.79785,0.11009,13.47514,0.05429566,0.0,9744870.0,0.15669,0.97626,0.8055,0.13372,14.15734,0.05686218,0.0,9744870.0,0.16462,0.97498,0.80481,0.13357,,1.0412,0.9587,1.0189,0.9811,1.0064,0.9936,1.0075,0.9925,1.04,0.96
5,266.71396,25209.20809,7.00256,0.04294097,0.0005,9744870.0,0.38936,0.98268,0.82443,0.13514,13.59193,0.05340486,0.0,9744870.0,0.15805,0.97766,0.82748,0.15478,14.14619,0.05593081,0.0,9744870.0,0.16449,0.97626,0.82429,0.15171,,1.0469,0.9531,1.0242,0.9758,1.0119,0.9881,1.0313,0.9687,1.085,0.915
6,265.9655,24911.56313,6.91988,0.04132636,0.00049986,9744870.0,0.38827,0.98313,0.84476,0.15695,13.43598,0.05079692,0.0,9744870.0,0.15623,0.97854,0.847,0.1824,14.14169,0.05317377,0.0,9744870.0,0.16444,0.97702,0.84236,0.17972,,1.0531,0.9469,1.0327,0.9673,1.0235,0.9765,1.0792,0.9208,1.1679,0.8321
7,262.67016,24583.94156,6.82887,0.03997713,0.00049945,9744870.0,0.38346,0.98364,0.85698,0.17802,13.47879,0.049299,0.0,9744870.0,0.15673,0.97917,0.8525,0.19372,14.1378,0.05168508,0.0,9744870.0,0.16439,0.97792,0.84929,0.18722,,1.0591,0.9409,1.0446,0.9554,1.0418,0.9582,1.1439,0.8561,1.2531,0.7469
8,263.36362,24277.76535,6.74382,0.03891108,0.00049877,9744870.0,0.38447,0.98407,0.86636,0.19635,13.4744,0.0489845,0.0,9744870.0,0.15668,0.97877,0.85757,0.20171,14.10403,0.05134086,0.0,9744870.0,0.164,0.97742,0.85371,0.19318,,1.0675,0.9325,1.0615,0.9385,1.0663,0.9337,1.2239,0.7761,1.3331,0.6669
9,260.95987,23958.51787,6.65514,0.0379759,0.00049782,9744870.0,0.38096,0.98444,0.87444,0.21327,13.49325,0.0495006,0.0,9744870.0,0.1569,0.97831,0.86253,0.20628,15.97926,0.05173738,0.0,9744870.0,0.18581,0.97701,0.85545,0.20352,,1.078,0.922,1.086,0.914,1.1036,0.8964,1.3079,0.6921,1.3984,0.6016
10,263.438,23669.91849,6.57498,0.0372102,0.00049659,9744870.0,0.38458,0.98475,0.88054,0.22872,13.45181,0.04724685,0.0,9744870.0,0.15642,0.97983,0.86697,0.22818,14.11257,0.04959735,0.0,9744870.0,0.1641,0.9782,0.86261,0.21958,,1.0923,0.9077,1.1214,0.8786,1.1539,0.8461,1.383,0.6169,1.4496,0.5504
11,263.92636,23389.09397,6.49697,0.03642706,0.00049509,9744870.0,0.38529,0.98497,0.88648,0.24722,13.44254,0.04646867,0.0,9744870.0,0.15631,0.98009,0.86973,0.2265,14.07823,0.04857999,0.0,9744870.0,0.1637,0.97912,0.8657,0.22653,,1.1101,0.8899,1.1752,0.8248,1.2181,0.7819,1.4484,0.5516,1.4958,0.5043
12,262.51954,23101.4543,6.41707,0.03573004,0.00049333,9744870.0,0.38324,0.98525,0.8912,0.26273,13.43498,0.04549153,0.0,9744870.0,0.15622,0.98043,0.87162,0.24299,14.1619,0.04766164,0.0,9744870.0,0.16467,0.97949,0.86842,0.23802,,1.1325,0.8675,1.2409,0.7591,1.2898,0.7102,1.4964,0.5036,1.5289,0.4711
13,264.56055,22829.94085,6.34165,0.03504763,0.0004913,9744870.0,0.38622,0.98553,0.8962,0.28031,13.41339,0.04566444,0.0,9744870.0,0.15597,0.98048,0.87552,0.23876,14.18136,0.04781529,0.0,9744870.0,0.1649,0.97943,0.87198,0.2406,,1.1539,0.8461,1.3127,0.6873,1.3677,0.6323,1.5415,0.4585,1.5545,0.4455
14,261.93659,22544.48533,6.26236,0.03442648,0.00048901,9744870.0,0.38239,0.98571,0.89999,0.28822,13.40455,0.04539944,0.0,9744870.0,0.15587,0.98023,0.87672,0.25705,15.9119,0.04781361,0.0,9744870.0,0.18502,0.97905,0.87319,0.24265,,1.1781,0.8219,1.38,0.62,1.4343,0.5657,1.5575,0.4425,1.578,0.4221
15,260.76368,22255.81193,6.18217,0.03387368,0.00048645,9744870.0,0.38068,0.98601,0.90352,0.30171,13.42229,0.0455167,0.0,9744870.0,0.15607,0.98017,0.87904,0.25491,14.11771,0.04760562,0.0,9744870.0,0.16416,0.97892,0.87566,0.24988,,1.1986,0.8014,1.4362,0.5638,1.4928,0.5072,1.5871,0.4129,1.5958,0.4042
16,262.95223,21981.10728,6.10586,0.03333452,0.00048364,9744870.0,0.38387,0.98616,0.90747,0.31757,13.46124,0.04496469,0.0,9744870.0,0.15653,0.98049,0.88085,0.25623,14.14936,0.04703777,0.0,9744870.0,0.16453,0.97953,0.87695,0.25603,,1.2214,0.7786,1.489,0.511,1.5382,0.4618,1.5998,0.4002,1.6092,0.3908
17,261.26419,21700.01847,6.02778,0.03287805,0.00048057,9744870.0,0.38141,0.98644,0.91042,0.32857,13.39784,0.0442,0.0,9744870.0,0.15579,0.98097,0.88053,0.27053,14.13634,0.04651567,0.0,9744870.0,0.16438,0.97954,0.87626,0.26417,,1.2419,0.7581,1.5222,0.4778,1.5607,0.4393,1.6145,0.3855,1.6183,0.3817
18,262.98074,21428.33441,5.95232,0.03241997,0.00047725,9744870.0,0.38391,0.98652,0.91392,0.33716,13.42713,0.04474044,0.0,9744870.0,0.15613,0.98067,0.88291,0.27475,14.10064,0.04708642,0.0,9744870.0,0.16396,0.97923,0.87819,0.26761,,1.2548,0.7452,1.5508,0.4492,1.5974,0.4026,1.6266,0.3734,1.6296,0.3705
19,262.17591,21154.30136,5.87619,0.03201531,0.00047368,9744870.0,0.38274,0.98669,0.91655,0.34902,15.18041,0.04463425,0.0,9744870.0,0.17652,0.98098,0.87901,0.26698,14.09249,0.04679651,0.0,9744870.0,0.16387,0.9796,0.87704,0.2646,,1.2754,0.7246,1.5799,0.4201,1.6178,0.3822,1.6242,0.3758,1.6369,0.3631
20,261.40051,20878.48057,5.79958,0.03160244,0.00046987,9744870.0,0.38161,0.98685,0.91889,0.35771,13.43316,0.04448309,0.0,9744870.0,0.1562,0.9809,0.88191,0.27905,14.1221,0.04676799,0.0,9744870.0,0.16421,0.97929,0.87795,0.27107,,1.2879,0.7121,1.6061,0.3939,1.6266,0.3734,1.6305,0.3695,1.6423,0.3577
21,264.62774,20615.41272,5.7265,0.03120551,0.00046581,9744870.0,0.38632,0.98706,0.92239,0.37105,13.46753,0.04410248,0.0,9744870.0,0.1566,0.98119,0.8838,0.27522,14.20273,0.04633824,0.0,9744870.0,0.16515,0.98008,0.87926,0.27359,,1.3052,0.6948,1.6188,0.3812,1.6379,0.3621,1.6371,0.3629,1.6459,0.3541
22,262.06694,20343.63611,5.65101,0.03088396,0.00046152,9744870.0,0.38258,0.98721,0.92446,0.37496,13.39939,0.0438136,0.0,9744870.0,0.15581,0.9813,0.88391,0.28468,14.18236,0.04614484,0.0,9744870.0,0.16491,0.97978,0.8791,0.27764,,1.3132,0.6868,1.6391,0.3609,1.6453,0.3547,1.641,0.359,1.6511,0.3489
23,264.29606,20079.72753,5.5777,0.03052125,0.000457,9744870.0,0.38583,0.9873,0.92723,0.38737,13.39243,0.04406981,0.0,9744870.0,0.15573,0.9814,0.88314,0.28858,14.20569,0.04651321,0.0,9744870.0,0.16518,0.9799,0.87886,0.27946,,1.333,0.667,1.6534,0.3466,1.6639,0.3361,1.6447,0.3553,1.6543,0.3457
24,261.21293,19806.53856,5.50182,0.03017294,0.00045225,9744870.0,0.38133,0.98743,0.92921,0.39651,15.13032,0.04418071,0.0,9744870.0,0.17593,0.98133,0.88335,0.28324,14.17956,0.04648294,0.0,9744870.0,0.16488,0.9797,0.87888,0.27298,,1.3456,0.6544,1.661,0.339,1.6792,0.3208,1.6504,0.3497,1.6577,0.3423
25,260.69502,19532.79676,5.42578,0.02987532,0.00044729,9744870.0,0.38058,0.98759,0.93163,0.40232,13.51396,0.04373423,0.0,9744870.0,0.15714,0.98153,0.8847,0.28552,14.1298,0.04619415,0.0,9744870.0,0.1643,0.98013,0.88127,0.27864,,1.3588,0.6412,1.6725,0.3275,1.6763,0.3237,1.6466,0.3534,1.6597,0.3403
26,262.26896,19264.27686,5.35119,0.0295746,0.0004421,9744870.0,0.38287,0.98778,0.93325,0.41381,13.56201,0.04419582,0.0,9744870.0,0.1577,0.98093,0.88317,0.28357,14.24697,0.04642272,0.0,9744870.0,0.16566,0.9796,0.87984,0.27805,,1.3684,0.6316,1.6939,0.3061,1.6859,0.3141,1.6462,0.3538,1.6575,0.3425
27,261.72035,18994.79275,5.27633,0.02926859,0.00043671,9744870.0,0.38207,0.98784,0.93517,0.41859,13.48435,0.04386751,0.0,9744870.0,0.15679,0.9815,0.88562,0.28839,14.19052,0.04611305,0.0,9744870.0,0.16501,0.98008,0.88102,0.2854,,1.378,0.622,1.6911,0.3089,1.6938,0.3062,1.6513,0.3487,1.6568,0.3432
28,260.64697,18723.21613,5.20089,0.0289976,0.00043111,9744870.0,0.38051,0.98791,0.93707,0.42715,13.52436,0.04495569,0.0,9744870.0,0.15726,0.98086,0.88255,0.29019,14.12173,0.04722899,0.0,9744870.0,0.16421,0.97937,0.87962,0.28081,,1.391,0.609,1.7073,0.2927,1.6987,0.3013,1.6493,0.3507,1.6573,0.3427
29,261.24106,18453.75437,5.12604,0.02869716,0.00042531,9744870.0,0.38137,0.98808,0.93853,0.43317,15.3008,0.04393741,0.0,9744870.0,0.17792,0.98151,0.8838,0.29174,14.19924,0.04627483,0.0,9744870.0,0.16511,0.98,0.87968,0.28647,,1.3993,0.6007,1.706,0.2941,1.6986,0.3014,1.6456,0.3544,1.6611,0.3389
30,260.95293,18184.18166,5.05116,0.02844744,0.00041932,9744870.0,0.38095,0.98813,0.94089,0.44203,13.43979,0.04403897,0.0,9744870.0,0.15628,0.98172,0.88264,0.29199,14.11458,0.04633524,0.0,9744870.0,0.16412,0.98038,0.87929,0.28527,,1.4161,0.5839,1.7168,0.2832,1.7004,0.2996,1.6461,0.3539,1.6547,0.3453
