epoch,train_time_epoch,train_eta,train_eta_hours,train_loss,train_lr,train_params,train_time_iter,train_accuracy,train_auc,train_ap,val_time_epoch,val_loss,val_lr,val_params,val_time_iter,val_accuracy,val_auc,val_ap,test_time_epoch,test_loss,test_lr,test_params,test_time_iter,test_accuracy,test_auc,test_ap,best_epoch,mpnn_param_layer_1,global_attention_param_layer_1,mpnn_param_layer_2,global_attention_param_layer_2,mpnn_param_layer_3,global_attention_param_layer_3,mpnn_param_layer_4,global_attention_param_layer_4,mpnn_param_layer_5,global_attention_param_layer_5
0,303.47723,30044.24625,8.34562,0.69823427,0.0,9744870.0,0.44303,0.49778,0.49916,0.02305,19.56655,0.70116513,0.0,9744870.0,0.22752,0.48153,0.50305,0.02766,18.65465,0.70170312,0.0,9744870.0,0.21691,0.4818,0.50034,0.02848,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,259.18966,27570.67769,7.65852,0.34351003,0.0001,9744870.0,0.37838,0.91375,0.54203,0.03026,13.21026,0.16226609,0.0,9744870.0,0.15361,0.9706,0.58009,0.04018,13.89592,0.16613574,0.0,9744870.0,0.16158,0.969,0.57319,0.04141,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,257.62462,26522.759,7.36743,0.06971519,0.0002,9744870.0,0.37609,0.97955,0.62731,0.04441,15.11313,0.06156439,0.0,9744870.0,0.17573,0.97547,0.71647,0.07589,13.94079,0.06396823,0.0,9744870.0,0.1621,0.97377,0.71024,0.07824,,1.0358,0.9642,1.015,0.985,1.0041,0.9959,0.9938,1.0062,1.0043,0.9957
3,259.01517,25903.3604,7.19538,0.0479816,0.0003,9744870.0,0.37812,0.9812,0.74717,0.08557,13.28068,0.0554775,0.0,9744870.0,0.15443,0.97642,0.79347,0.11484,13.98439,0.05815753,0.0,9744870.0,0.16261,0.97494,0.78835,0.11401,,1.0408,0.9592,1.0205,0.9795,1.0143,0.9857,1.0069,0.9931,1.0232,0.9768
4,259.77135,25442.48258,7.06736,0.04481054,0.0004,9744870.0,0.37923,0.98195,0.79993,0.11176,13.18196,0.05278845,0.0,9744870.0,0.15328,0.97736,0.81382,0.14176,13.98061,0.05549918,0.0,9744870.0,0.16257,0.97613,0.80985,0.13929,,1.0449,0.9551,1.0227,0.9773,1.0199,0.9801,1.0171,0.9829,1.0428,0.9572
5,257.3443,25010.61645,6.94739,0.04279972,0.0005,9744870.0,0.37569,0.98268,0.82806,0.13665,13.23496,0.05198222,0.0,9744870.0,0.15389,0.97835,0.83223,0.16601,13.90015,0.05472615,0.0,9744870.0,0.16163,0.97685,0.82867,0.15773,,1.0512,0.9488,1.028,0.972,1.0301,0.9699,1.0394,0.9606,1.0851,0.9149
6,259.87877,24662.286,6.85063,0.04114972,0.00049986,9744870.0,0.37939,0.98324,0.84607,0.15996,13.21788,0.04995385,0.0,9744870.0,0.1537,0.9791,0.84173,0.18468,13.91775,0.05260638,0.0,9744870.0,0.16183,0.9775,0.83937,0.17359,,1.0575,0.9425,1.0382,0.9618,1.0499,0.9501,1.0841,0.9159,1.1597,0.8403
7,258.81908,24323.88198,6.75663,0.03989475,0.00049945,9744870.0,0.37784,0.98369,0.85744,0.1811,14.86011,0.05065648,0.0,9744870.0,0.17279,0.97766,0.84844,0.19409,13.92738,0.05281144,0.0,9744870.0,0.16195,0.97641,0.84971,0.18521,,1.0666,0.9334,1.0524,0.9476,1.0807,0.9193,1.1461,0.8539,1.2402,0.7598
8,257.28837,23987.68639,6.66325,0.03877463,0.00049877,9744870.0,0.3756,0.98411,0.86762,0.19876,13.29449,0.04801929,0.0,9744870.0,0.15459,0.97986,0.8574,0.20167,13.91214,0.05046532,0.0,9744870.0,0.16177,0.9783,0.85506,0.1976,,1.0755,0.9245,1.0727,0.9273,1.1238,0.8762,1.2203,0.7797,1.3164,0.6836
9,260.44599,23695.6908,6.58214,0.03788087,0.00049782,9744870.0,0.38021,0.98448,0.87433,0.21679,13.20376,0.04810422,0.0,9744870.0,0.15353,0.97959,0.8611,0.21245,14.0045,0.05025242,0.0,9744870.0,0.16284,0.97828,0.86025,0.21086,,1.088,0.912,1.1022,0.8978,1.1837,0.8163,1.3063,0.6937,1.3772,0.6228
10,257.099,23382.3513,6.4951,0.03702727,0.00049659,9744870.0,0.37533,0.98473,0.88215,0.23445,13.29953,0.04694343,0.0,9744870.0,0.15465,0.98006,0.86867,0.2264,13.95994,0.04935329,0.0,9744870.0,0.16232,0.97855,0.86517,0.22576,,1.103,0.8971,1.1482,0.8518,1.2542,0.7458,1.3801,0.6199,1.4265,0.5735
11,259.25125,23094.16843,6.41505,0.03624462,0.00049509,9744870.0,0.37847,0.98512,0.8879,0.25025,13.15861,0.04620302,0.0,9744870.0,0.15301,0.98041,0.87083,0.23938,13.94991,0.04843205,0.0,9744870.0,0.16221,0.97895,0.86879,0.2347,,1.1192,0.8808,1.2086,0.7914,1.3301,0.6699,1.4484,0.5516,1.4708,0.5292
12,258.26166,22803.81388,6.33439,0.03553257,0.00049333,9744870.0,0.37702,0.98534,0.89222,0.26558,13.20571,0.0462215,0.0,9744870.0,0.15355,0.9802,0.87558,0.24348,13.84938,0.0483803,0.0,9744870.0,0.16104,0.97873,0.8726,0.24481,,1.1388,0.8612,1.281,0.719,1.4101,0.5899,1.4959,0.5042,1.5048,0.4951
13,258.6153,22520.21639,6.25562,0.034865,0.0004913,9744870.0,0.37754,0.9856,0.89644,0.28135,13.2032,0.04585197,0.0,9744870.0,0.15353,0.98086,0.87322,0.23902,13.92854,0.04803442,0.0,9744870.0,0.16196,0.97937,0.86954,0.23954,,1.1586,0.8414,1.3539,0.6461,1.4734,0.5266,1.5371,0.4629,1.5339,0.4661
14,259.28589,22243.74989,6.17882,0.03426506,0.00048901,9744870.0,0.37852,0.98583,0.901,0.29138,13.22012,0.04576339,0.0,9744870.0,0.15372,0.98031,0.8773,0.2493,13.90766,0.04793325,0.0,9744870.0,0.16172,0.97886,0.87424,0.24715,,1.1849,0.8151,1.4214,0.5786,1.5199,0.4801,1.5668,0.4332,1.5594,0.4406
15,258.74555,21966.5942,6.10183,0.03372967,0.00048645,9744870.0,0.37773,0.98605,0.90483,0.30544,13.22989,0.04594651,0.0,9744870.0,0.15384,0.98009,0.87895,0.25732,13.87435,0.04821291,0.0,9744870.0,0.16133,0.97858,0.87499,0.25335,,1.21,0.79,1.4768,0.5232,1.5625,0.4375,1.5877,0.4123,1.5777,0.4223
16,260.07959,21698.11767,6.02725,0.03320857,0.00048364,9744870.0,0.37968,0.98624,0.90847,0.31986,13.20662,0.04447051,0.0,9744870.0,0.15357,0.98107,0.88182,0.26074,13.94968,0.04658461,0.0,9744870.0,0.16221,0.97965,0.87976,0.26256,,1.2249,0.7751,1.5333,0.4667,1.5953,0.4047,1.5977,0.4023,1.5941,0.4059
17,259.38134,21427.39317,5.95205,0.03273854,0.00048057,9744870.0,0.37866,0.98645,0.91165,0.32926,13.38266,0.04457345,0.0,9744870.0,0.15561,0.98093,0.88327,0.26433,13.99198,0.04669764,0.0,9744870.0,0.1627,0.9798,0.87977,0.26033,,1.2486,0.7514,1.5605,0.4395,1.6172,0.3828,1.618,0.382,1.6059,0.3941
