epoch,train_time_epoch,train_eta,train_eta_hours,train_loss,train_lr,train_params,train_time_iter,train_accuracy,train_auc,train_ap,val_time_epoch,val_loss,val_lr,val_params,val_time_iter,val_accuracy,val_auc,val_ap,test_time_epoch,test_loss,test_lr,test_params,test_time_iter,test_accuracy,test_auc,test_ap,best_epoch,mpnn_param_layer_1,global_attention_param_layer_1,mpnn_param_layer_2,global_attention_param_layer_2,mpnn_param_layer_3,global_attention_param_layer_3,mpnn_param_layer_4,global_attention_param_layer_4,mpnn_param_layer_5,global_attention_param_layer_5
0,310.71642,30760.92574,8.5447,0.69664885,0.0,9744870.0,0.4536,0.50686,0.49047,0.02023,18.22172,0.69817661,0.0,9744870.0,0.21188,0.5037,0.48799,0.02411,21.61924,0.70032043,0.0,9744870.0,0.25139,0.4976,0.48421,0.02581,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,262.09003,28067.51607,7.79653,0.34273044,0.0001,9744870.0,0.38261,0.91619,0.54068,0.02959,12.97456,0.13183885,0.0,9744870.0,0.15087,0.97274,0.62526,0.04265,13.66993,0.13000497,0.0,9744870.0,0.15895,0.97181,0.62229,0.04541,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,262.55708,27010.08738,7.5028,0.07255497,0.0002,9744870.0,0.3833,0.97921,0.62356,0.04194,13.51325,0.06277779,0.0,9744870.0,0.15713,0.97614,0.72425,0.07469,14.19531,0.06416085,0.0,9744870.0,0.16506,0.97438,0.71843,0.08054,,1.0343,0.9657,1.0152,0.9848,1.0011,0.9989,0.9837,1.0163,1.0004,0.9996
3,258.9814,26264.27828,7.29563,0.04903152,0.0003,9744870.0,0.37808,0.98102,0.73418,0.07905,13.52357,0.0568705,0.0,9744870.0,0.15725,0.97658,0.76822,0.10193,15.95761,0.05957314,0.0,9744870.0,0.18555,0.97512,0.76718,0.10463,,1.0391,0.9609,1.025,0.975,1.0067,0.9933,1.0007,0.9993,1.0291,0.9709
4,258.13787,25697.17316,7.1381,0.04523116,0.0004,9744870.0,0.37684,0.98182,0.79304,0.10762,13.43753,0.05393804,0.0,9744870.0,0.15625,0.97707,0.80512,0.1348,14.16087,0.05637703,0.0,9744870.0,0.16466,0.97577,0.80614,0.13468,,1.0429,0.9571,1.0281,0.9718,1.0106,0.9894,1.0099,0.9901,1.0435,0.9565
5,258.16351,25233.45889,7.00929,0.04310729,0.0005,9744870.0,0.37688,0.98266,0.82296,0.13209,12.9445,0.05160628,0.0,9744870.0,0.15052,0.97827,0.82539,0.16139,13.65097,0.05406837,0.0,9744870.0,0.15873,0.97688,0.82641,0.15947,,1.0515,0.9485,1.0327,0.9673,1.0156,0.9844,1.0318,0.9682,1.0902,0.9098
6,255.78601,24796.88657,6.88802,0.04135886,0.00049986,9744870.0,0.37341,0.98319,0.8439,0.15766,12.9301,0.05099497,0.0,9744870.0,0.15035,0.97817,0.83922,0.1745,13.64161,0.05361351,0.0,9744870.0,0.15862,0.97694,0.83562,0.17028,,1.0604,0.9396,1.0403,0.9597,1.0251,0.9749,1.0682,0.9318,1.156,0.844
7,261.76363,24474.25347,6.7984,0.04009525,0.00049945,9744870.0,0.38214,0.98363,0.85511,0.17539,12.98935,0.04920244,0.0,9744870.0,0.15104,0.97928,0.84689,0.1845,13.67173,0.05156035,0.0,9744870.0,0.15897,0.97797,0.84428,0.18163,,1.0675,0.9325,1.0518,0.9482,1.0393,0.9607,1.1182,0.8818,1.2174,0.7826
8,256.3471,24110.37977,6.69733,0.03905503,0.00049877,9744870.0,0.37423,0.98397,0.86435,0.19477,13.02026,0.04890735,0.0,9744870.0,0.1514,0.97878,0.85387,0.20243,15.61175,0.05132058,0.0,9744870.0,0.18153,0.97748,0.85134,0.19456,,1.0787,0.9213,1.0681,0.9319,1.0617,0.9383,1.1884,0.8116,1.2833,0.7167
9,257.40773,23777.55703,6.60488,0.0381103,0.00049782,9744870.0,0.37578,0.98432,0.87258,0.21233,13.17554,0.04930759,0.0,9744870.0,0.1532,0.97843,0.85515,0.20384,13.8336,0.05161715,0.0,9744870.0,0.16086,0.97726,0.85384,0.19485,,1.0908,0.9092,1.0917,0.9083,1.0922,0.9077,1.2662,0.7338,1.3346,0.6654
