epoch,train_time_epoch,train_eta,train_eta_hours,train_loss,train_lr,train_params,train_time_iter,train_accuracy,train_auc,train_ap,val_time_epoch,val_loss,val_lr,val_params,val_time_iter,val_accuracy,val_auc,val_ap,test_time_epoch,test_loss,test_lr,test_params,test_time_iter,test_accuracy,test_auc,test_ap,best_epoch,mpnn_param_layer_1,global_attention_param_layer_1,mpnn_param_layer_2,global_attention_param_layer_2,mpnn_param_layer_3,global_attention_param_layer_3,mpnn_param_layer_4,global_attention_param_layer_4,mpnn_param_layer_5,global_attention_param_layer_5
41,258.14834,15353.21254,4.26478,0.02584873,0.0003428,9744870.0,0.37686,0.98922,0.95591,0.50977,13.17378,0.04526919,0.0,9744870.0,0.15318,0.98097,0.88249,0.29596,13.94318,0.04761879,0.0,9744870.0,0.16213,0.9797,0.87654,0.28679,,1.4947,0.5053,1.7267,0.2733,1.7054,0.2946,1.608,0.392,1.6988,0.3012
42,260.21791,15082.5466,4.1896,0.02562181,0.00033507,9744870.0,0.37988,0.98943,0.95717,0.51782,13.21438,0.04566459,0.0,9744870.0,0.15366,0.98076,0.87987,0.29476,13.87298,0.04808008,0.0,9744870.0,0.16131,0.9794,0.87444,0.28579,,1.5002,0.4998,1.7342,0.2658,1.6933,0.3067,1.6091,0.3909,1.6971,0.3029
43,258.29129,14809.90351,4.11386,0.02539472,0.00032725,9744870.0,0.37707,0.98952,0.95834,0.52446,13.19592,0.04517596,0.0,9744870.0,0.15344,0.981,0.87982,0.29144,13.93151,0.04760837,0.0,9744870.0,0.16199,0.98005,0.87389,0.284,,1.5018,0.4982,1.7268,0.2732,1.6995,0.3005,1.6094,0.3906,1.6933,0.3067
44,259.68525,14539.60201,4.03878,0.02519565,0.00031935,9744870.0,0.3791,0.98958,0.95918,0.52924,13.26284,0.04537767,0.0,9744870.0,0.15422,0.98121,0.87939,0.29301,13.89754,0.04772699,0.0,9744870.0,0.1616,0.98,0.87383,0.28494,,1.5037,0.4963,1.7314,0.2686,1.6919,0.3081,1.6061,0.3939,1.6978,0.3022
45,258.63055,14268.52396,3.96348,0.02498155,0.00031137,9744870.0,0.37756,0.98962,0.96116,0.53494,14.93353,0.04521868,0.0,9744870.0,0.17365,0.98108,0.88013,0.29677,13.91773,0.04783549,0.0,9744870.0,0.16183,0.97986,0.87451,0.28389,,1.5036,0.4964,1.7353,0.2647,1.6954,0.3046,1.6023,0.3977,1.6966,0.3034
46,259.36449,13998.80322,3.88856,0.02476185,0.00030332,9744870.0,0.37863,0.98971,0.96162,0.53849,13.24452,0.04559996,0.0,9744870.0,0.15401,0.98108,0.88187,0.29857,13.9622,0.04793293,0.0,9744870.0,0.16235,0.98,0.87585,0.28755,,1.5075,0.4925,1.7331,0.2669,1.6964,0.3036,1.6038,0.3962,1.6934,0.3066
47,259.48036,13729.63953,3.81379,0.02455422,0.00029522,9744870.0,0.3788,0.98986,0.9628,0.54548,13.28456,0.0455425,0.0,9744870.0,0.15447,0.98111,0.87802,0.29838,13.92811,0.04794519,0.0,9744870.0,0.16195,0.98012,0.8723,0.2864,,1.5057,0.4943,1.7336,0.2664,1.6886,0.3114,1.6,0.4,1.692,0.308
48,259.15545,13460.5329,3.73904,0.02436647,0.00028707,9744870.0,0.37833,0.98995,0.96381,0.5502,13.19176,0.04552742,0.0,9744870.0,0.15339,0.98119,0.87883,0.29618,13.95895,0.04801683,0.0,9744870.0,0.16231,0.98005,0.8722,0.28832,,1.5105,0.4895,1.737,0.2631,1.6913,0.3087,1.6022,0.3978,1.6961,0.3039
49,258.86073,13191.52959,3.66431,0.0241335,0.00027887,9744870.0,0.3779,0.98998,0.96463,0.55813,13.24907,0.04590122,0.0,9744870.0,0.15406,0.98098,0.87878,0.29345,13.93945,0.04838684,0.0,9744870.0,0.16209,0.97979,0.87281,0.28659,,1.5136,0.4864,1.7421,0.2579,1.6929,0.3071,1.6002,0.3998,1.6942,0.3058
50,258.37018,12922.45272,3.58957,0.02392695,0.00027064,9744870.0,0.37718,0.99006,0.96573,0.56238,15.01008,0.04594666,0.0,9744870.0,0.17454,0.98105,0.87717,0.294,13.96788,0.04846844,0.0,9744870.0,0.16242,0.97986,0.87209,0.28582,,1.5136,0.4863,1.7422,0.2578,1.6912,0.3088,1.5982,0.4018,1.6935,0.3065
51,257.77607,12653.23924,3.51479,0.0237629,0.0002624,9744870.0,0.37632,0.99022,0.96636,0.56688,13.24273,0.04594366,0.0,9744870.0,0.15399,0.98116,0.87708,0.29767,13.91806,0.0485153,0.0,9744870.0,0.16184,0.97979,0.871,0.28457,,1.5136,0.4864,1.7509,0.2491,1.6857,0.3143,1.5942,0.4058,1.693,0.307
52,260.06401,12386.48628,3.44069,0.02357444,0.00025413,9744870.0,0.37966,0.99025,0.96732,0.5737,13.19872,0.04617615,0.0,9744870.0,0.15347,0.98087,0.87698,0.29644,13.99223,0.04876575,0.0,9744870.0,0.1627,0.97973,0.87226,0.28669,,1.5205,0.4795,1.7481,0.2519,1.6903,0.3097,1.5934,0.4066,1.6921,0.3079
53,258.82671,12118.92707,3.36637,0.02338062,0.00024587,9744870.0,0.37785,0.9903,0.96825,0.57845,13.21997,0.04609158,0.0,9744870.0,0.15372,0.98088,0.87676,0.29867,13.90899,0.04883295,0.0,9744870.0,0.16173,0.97976,0.87061,0.28673,,1.5173,0.4827,1.7504,0.2497,1.6861,0.3139,1.5913,0.4087,1.6903,0.3097
54,260.18319,11852.79525,3.29244,0.02314053,0.0002376,9744870.0,0.37983,0.9904,0.96927,0.58448,13.15639,0.046411,0.0,9744870.0,0.15298,0.98103,0.87492,0.29669,13.92924,0.04921887,0.0,9744870.0,0.16197,0.97992,0.86987,0.28508,,1.5158,0.4842,1.744,0.256,1.6867,0.3134,1.592,0.408,1.6892,0.3108
55,259.3166,11586.19499,3.21839,0.02300358,0.00022936,9744870.0,0.37856,0.99047,0.96985,0.58713,13.1832,0.04653167,0.0,9744870.0,0.15329,0.981,0.87523,0.29965,13.91864,0.04929736,0.0,9744870.0,0.16184,0.97955,0.87021,0.28194,True,1.5174,0.4826,1.7477,0.2523,1.6843,0.3157,1.5847,0.4153,1.6855,0.3145
56,258.20818,11319.01412,3.14417,0.02279737,0.00022113,9744870.0,0.37695,0.99056,0.97044,0.59414,13.22402,0.04684723,0.0,9744870.0,0.15377,0.9808,0.87353,0.29305,13.93452,0.04956805,0.0,9744870.0,0.16203,0.97964,0.86711,0.28307,,1.52,0.48,1.7472,0.2528,1.6861,0.3139,1.5828,0.4172,1.6825,0.3175
57,259.80305,11053.29756,3.07036,0.02261288,0.00021293,9744870.0,0.37927,0.99064,0.97151,0.5984,13.21817,0.04699076,0.0,9744870.0,0.1537,0.9807,0.8751,0.29422,14.00637,0.04970875,0.0,9744870.0,0.16286,0.97956,0.86944,0.2833,,1.5185,0.4815,1.7426,0.2575,1.6827,0.3173,1.5826,0.4174,1.6828,0.3172
58,258.68988,10787.0079,2.99639,0.02242351,0.00020478,9744870.0,0.37765,0.99075,0.97227,0.60494,13.28619,0.04706687,0.0,9744870.0,0.15449,0.98096,0.87501,0.29683,13.99297,0.04975722,0.0,9744870.0,0.16271,0.97954,0.86746,0.28216,,1.5173,0.4826,1.7435,0.2565,1.6813,0.3187,1.5776,0.4224,1.6837,0.3163
59,260.27455,10522.02801,2.92279,0.02224334,0.00019668,9744870.0,0.37996,0.99076,0.97281,0.60966,13.20719,0.04722228,0.0,9744870.0,0.15357,0.9809,0.87395,0.29586,13.90345,0.05012625,0.0,9744870.0,0.16167,0.97945,0.86582,0.28201,,1.52,0.48,1.7434,0.2566,1.6819,0.3182,1.5796,0.4204,1.6803,0.3197
60,259.8139,10256.90788,2.84914,0.02206721,0.00018863,9744870.0,0.37929,0.99088,0.97355,0.61504,13.21875,0.04739457,0.0,9744870.0,0.15371,0.98065,0.874,0.29485,13.99656,0.05019896,0.0,9744870.0,0.16275,0.97931,0.86652,0.28226,,1.5206,0.4794,1.7421,0.2579,1.6779,0.3221,1.5778,0.4222,1.6778,0.3222
61,258.58509,9991.20578,2.77533,0.02190915,0.00018065,9744870.0,0.3775,0.99095,0.97389,0.61855,13.23932,0.04731086,0.0,9744870.0,0.15395,0.98108,0.87346,0.29884,13.87569,0.05006446,0.0,9744870.0,0.16135,0.97985,0.86436,0.28313,,1.5223,0.4777,1.7456,0.2544,1.68,0.32,1.5767,0.4233,1.6784,0.3216
62,259.65262,9726.35657,2.70177,0.02175919,0.00017275,9744870.0,0.37905,0.99098,0.97485,0.62051,13.21085,0.04740139,0.0,9744870.0,0.15361,0.98072,0.87457,0.29403,13.97201,0.05010544,0.0,9744870.0,0.16247,0.97943,0.86574,0.2845,,1.5234,0.4766,1.7454,0.2546,1.6749,0.3251,1.5766,0.4234,1.6781,0.3219
63,258.37888,9460.95328,2.62804,0.02158424,0.00016493,9744870.0,0.3772,0.99097,0.97527,0.62734,13.22978,0.0479613,0.0,9744870.0,0.15383,0.98061,0.87199,0.29156,13.89213,0.05058056,0.0,9744870.0,0.16154,0.9795,0.86555,0.28273,,1.5231,0.4769,1.7482,0.2518,1.6755,0.3246,1.5725,0.4275,1.676,0.324
64,258.94276,9196.06976,2.55446,0.02145038,0.0001572,9744870.0,0.37802,0.99118,0.97596,0.63208,13.18946,0.04813138,0.0,9744870.0,0.15337,0.98049,0.87217,0.29288,13.909,0.05092513,0.0,9744870.0,0.16173,0.97918,0.86451,0.28084,,1.5235,0.4765,1.7524,0.2476,1.6712,0.3288,1.5725,0.4275,1.6715,0.3285
65,258.70402,8931.24327,2.4809,0.02126538,0.00014958,9744870.0,0.37767,0.99121,0.97638,0.63847,13.17463,0.04818997,0.0,9744870.0,0.15319,0.98057,0.87314,0.29368,13.9264,0.05108599,0.0,9744870.0,0.16193,0.97936,0.86349,0.28084,,1.5216,0.4784,1.7519,0.2481,1.669,0.331,1.5697,0.4303,1.6713,0.3287
66,256.54903,8665.53813,2.40709,0.02113654,0.00014206,9744870.0,0.37452,0.99132,0.97727,0.636,13.23457,0.0482521,0.0,9744870.0,0.15389,0.98068,0.8704,0.29177,13.92102,0.05092511,0.0,9744870.0,0.16187,0.9795,0.86131,0.28181,,1.5238,0.4762,1.7519,0.2481,1.6691,0.3309,1.5674,0.4326,1.6694,0.3306
67,259.66492,8401.56858,2.33377,0.020951,0.00013466,9744870.0,0.37907,0.99131,0.97759,0.64243,13.21571,0.04844896,0.0,9744870.0,0.15367,0.98071,0.87105,0.29239,13.93639,0.05133578,0.0,9744870.0,0.16205,0.97958,0.86171,0.28004,,1.5234,0.4766,1.7494,0.2506,1.6685,0.3315,1.5671,0.4329,1.6677,0.3323
68,257.14177,8136.59022,2.26016,0.02082159,0.00012739,9744870.0,0.37539,0.99138,0.97782,0.64688,13.26544,0.04854184,0.0,9744870.0,0.15425,0.98074,0.8709,0.29479,13.90209,0.0513539,0.0,9744870.0,0.16165,0.9793,0.86227,0.28117,,1.5242,0.4758,1.7497,0.2503,1.6674,0.3326,1.5644,0.4356,1.6694,0.3306
69,258.99105,7872.62831,2.18684,0.02069368,0.00012026,9744870.0,0.37809,0.99142,0.9784,0.65064,13.21115,0.04882007,0.0,9744870.0,0.15362,0.98062,0.86955,0.29015,13.9446,0.05172299,0.0,9744870.0,0.16215,0.97923,0.85989,0.27897,,1.5249,0.4751,1.7489,0.2511,1.6672,0.3328,1.5636,0.4364,1.6687,0.3313
70,260.58315,7609.45672,2.11374,0.02055242,0.00011326,9744870.0,0.38041,0.99151,0.97888,0.65275,13.21001,0.04885013,0.0,9744870.0,0.1536,0.98076,0.87066,0.29237,13.91949,0.05168543,0.0,9744870.0,0.16185,0.97946,0.86062,0.28089,,1.5231,0.4769,1.7471,0.2529,1.6641,0.336,1.5612,0.4388,1.6658,0.3342
