epoch,train_time_epoch,train_eta,train_eta_hours,train_loss,train_lr,train_params,train_time_iter,train_accuracy,train_auc,train_ap,val_time_epoch,val_loss,val_lr,val_params,val_time_iter,val_accuracy,val_auc,val_ap,test_time_epoch,test_loss,test_lr,test_params,test_time_iter,test_accuracy,test_auc,test_ap,best_epoch,mpnn_param_layer_1,global_attention_param_layer_1,mpnn_param_layer_2,global_attention_param_layer_2,mpnn_param_layer_3,global_attention_param_layer_3,mpnn_param_layer_4,global_attention_param_layer_4,mpnn_param_layer_5,global_attention_param_layer_5
10,257.56357,23395.12996,6.49865,0.03725258,0.00049659,9744870.0,0.37601,0.98459,0.87915,0.22852,13.1162,0.04782684,0.0,9744870.0,0.15251,0.97977,0.86429,0.2271,13.79054,0.05025142,0.0,9744870.0,0.16036,0.97849,0.86071,0.21792,,1.1068,0.8932,1.1524,0.8476,1.2046,0.7954,1.3276,0.6724,1.4084,0.5916
11,257.35206,23091.82315,6.4144,0.03657148,0.00049509,9744870.0,0.3757,0.98492,0.88442,0.24233,13.07315,0.04684946,0.0,9744870.0,0.15201,0.97966,0.87067,0.23635,13.76783,0.04907228,0.0,9744870.0,0.16009,0.97845,0.86601,0.23235,,1.1215,0.8785,1.2125,0.7875,1.2767,0.7233,1.3923,0.6077,1.4527,0.5473
12,254.62074,22777.30744,6.32703,0.03582138,0.00049333,9744870.0,0.37171,0.98525,0.89004,0.2576,13.10634,0.04657718,0.0,9744870.0,0.1524,0.98012,0.86791,0.23168,13.73646,0.04905077,0.0,9744870.0,0.15973,0.97836,0.86553,0.22589,,1.1423,0.8577,1.285,0.715,1.3523,0.6477,1.4506,0.5494,1.4875,0.5125
13,258.72067,22496.53347,6.24904,0.03513029,0.0004913,9744870.0,0.37769,0.98542,0.89487,0.27006,13.15766,0.0458885,0.0,9744870.0,0.153,0.98023,0.87492,0.24242,13.8116,0.04804763,0.0,9744870.0,0.1606,0.97898,0.87098,0.2472,,1.167,0.833,1.3493,0.6507,1.4186,0.5814,1.4982,0.5018,1.518,0.482
14,254.79684,22196.4649,6.16568,0.03453905,0.00048901,9744870.0,0.37197,0.98564,0.89927,0.28802,13.08854,0.04529134,0.0,9744870.0,0.15219,0.98081,0.87748,0.24664,15.58648,0.04749775,0.0,9744870.0,0.18124,0.97929,0.87368,0.25682,,1.1884,0.8116,1.4155,0.5846,1.4791,0.5209,1.5299,0.47,1.5375,0.4625
15,254.70135,21901.55396,6.08376,0.03395338,0.00048645,9744870.0,0.37183,0.98594,0.90268,0.3008,13.11109,0.0450726,0.0,9744870.0,0.15245,0.98064,0.87799,0.2559,13.7322,0.04737985,0.0,9744870.0,0.15968,0.97938,0.87223,0.25195,,1.2081,0.7919,1.4696,0.5304,1.5182,0.4818,1.5586,0.4414,1.5552,0.4448
16,257.27381,21623.93324,6.00665,0.03343675,0.00048364,9744870.0,0.37558,0.98612,0.90723,0.31112,13.07476,0.04554797,0.0,9744870.0,0.15203,0.98068,0.87655,0.2522,13.75568,0.04763997,0.0,9744870.0,0.15995,0.97941,0.87324,0.25107,,1.2292,0.7708,1.5136,0.4864,1.558,0.442,1.5801,0.4199,1.579,0.421
17,256.36143,21344.4169,5.929,0.03293493,0.00048057,9744870.0,0.37425,0.98632,0.91037,0.32266,13.15607,0.04468732,0.0,9744870.0,0.15298,0.98105,0.88155,0.26086,13.82167,0.04665761,0.0,9744870.0,0.16072,0.97975,0.87781,0.26516,,1.2498,0.7502,1.5586,0.4414,1.583,0.417,1.5961,0.4039,1.5905,0.4095
18,257.61907,21072.6994,5.85353,0.03250398,0.00047725,9744870.0,0.37609,0.98649,0.91305,0.33606,13.13363,0.04479576,0.0,9744870.0,0.15272,0.98103,0.8826,0.26721,13.74532,0.04706878,0.0,9744870.0,0.15983,0.97945,0.87653,0.26099,,1.2643,0.7358,1.5867,0.4133,1.6005,0.3995,1.6082,0.3918,1.6046,0.3954
19,256.38661,20797.46195,5.77707,0.0320473,0.00047368,9744870.0,0.37429,0.98674,0.91637,0.3474,14.90241,0.04457661,0.0,9744870.0,0.17328,0.98051,0.88204,0.271,13.77785,0.04689337,0.0,9744870.0,0.16021,0.97906,0.87649,0.26917,,1.2885,0.7115,1.6135,0.3865,1.6275,0.3726,1.6185,0.3815,1.6146,0.3854
20,256.39934,20524.06767,5.70113,0.03164823,0.00046987,9744870.0,0.37431,0.98681,0.91844,0.35471,13.15295,0.04462192,0.0,9744870.0,0.15294,0.98148,0.88119,0.27476,13.751,0.04699893,0.0,9744870.0,0.1599,0.98007,0.87705,0.26864,,1.3017,0.6983,1.6329,0.3671,1.6428,0.3573,1.6247,0.3753,1.6245,0.3755
21,257.31172,20255.45319,5.62651,0.03126397,0.00046581,9744870.0,0.37564,0.98699,0.92178,0.36563,13.08649,0.04435757,0.0,9744870.0,0.15217,0.98131,0.88368,0.27798,13.81541,0.04654661,0.0,9744870.0,0.16064,0.98015,0.8781,0.27472,,1.3198,0.6802,1.6537,0.3463,1.6591,0.341,1.6286,0.3714,1.6257,0.3743
22,256.44845,19984.93148,5.55137,0.03093303,0.00046152,9744870.0,0.37438,0.98718,0.92379,0.37566,13.09924,0.04423617,0.0,9744870.0,0.15232,0.98095,0.88404,0.27884,13.71919,0.04648858,0.0,9744870.0,0.15953,0.97932,0.8784,0.27673,,1.3332,0.6668,1.6607,0.3393,1.6641,0.336,1.6347,0.3652,1.6322,0.3678
23,257.19898,19717.95921,5.47721,0.03062243,0.000457,9744870.0,0.37547,0.98725,0.92648,0.38527,13.02994,0.04401787,0.0,9744870.0,0.15151,0.98149,0.88537,0.28162,13.77618,0.04623057,0.0,9744870.0,0.16019,0.98001,0.87998,0.27701,,1.3472,0.6528,1.6778,0.3222,1.6665,0.3336,1.6356,0.3644,1.637,0.363
24,256.3186,19449.12769,5.40254,0.03023392,0.00045225,9744870.0,0.37419,0.98741,0.9285,0.39339,15.03995,0.04432524,0.0,9744870.0,0.17488,0.98115,0.88555,0.2838,13.69875,0.04644758,0.0,9744870.0,0.15929,0.97963,0.87966,0.28057,,1.3614,0.6386,1.6901,0.3099,1.6831,0.3169,1.6353,0.3647,1.641,0.359
25,257.46127,19184.51092,5.32903,0.02994347,0.00044729,9744870.0,0.37586,0.98751,0.93071,0.40217,13.20374,0.04390434,0.0,9744870.0,0.15353,0.98132,0.88784,0.28261,13.80508,0.04603647,0.0,9744870.0,0.16052,0.98005,0.88042,0.28129,,1.3727,0.6273,1.6988,0.3012,1.6874,0.3126,1.6374,0.3626,1.644,0.3561
26,258.76616,18923.95221,5.25665,0.02965249,0.0004421,9744870.0,0.37776,0.98765,0.93208,0.40941,13.13194,0.04384692,0.0,9744870.0,0.1527,0.9815,0.88361,0.28062,13.74006,0.04607175,0.0,9744870.0,0.15977,0.97991,0.87791,0.28107,,1.3855,0.6145,1.7135,0.2865,1.6918,0.3082,1.6334,0.3666,1.6494,0.3506
27,255.04594,18653.95525,5.18165,0.02934088,0.00043671,9744870.0,0.37233,0.98776,0.93467,0.4145,13.12744,0.04389303,0.0,9744870.0,0.15264,0.98174,0.88326,0.29246,13.77253,0.04634402,0.0,9744870.0,0.16015,0.98021,0.87575,0.28145,,1.397,0.603,1.7253,0.2747,1.6902,0.3098,1.64,0.36,1.6535,0.3465
28,256.55039,18388.67271,5.10796,0.0290382,0.00043111,9744870.0,0.37453,0.98795,0.9364,0.42435,13.06368,0.04473384,0.0,9744870.0,0.1519,0.98117,0.88529,0.28239,13.76432,0.04676842,0.0,9744870.0,0.16005,0.97937,0.87839,0.27967,,1.4048,0.5952,1.7307,0.2693,1.6921,0.3079,1.6329,0.3671,1.6558,0.3442
29,255.61335,18121.78588,5.03383,0.0288008,0.00042531,9744870.0,0.37316,0.98798,0.93845,0.42893,14.75126,0.04409315,0.0,9744870.0,0.17153,0.98125,0.88772,0.28867,13.75541,0.04633951,0.0,9744870.0,0.15995,0.97974,0.87873,0.28602,,1.4128,0.5872,1.7357,0.2643,1.6947,0.3053,1.6356,0.3644,1.6561,0.3439
30,255.87119,17856.20028,4.96006,0.02846396,0.00041932,9744870.0,0.37353,0.98815,0.94019,0.44146,13.07385,0.04393207,0.0,9744870.0,0.15202,0.98152,0.88775,0.29538,13.79257,0.04618519,0.0,9744870.0,0.16038,0.98019,0.87906,0.28833,,1.4162,0.5838,1.7448,0.2552,1.6998,0.3002,1.6358,0.3642,1.6554,0.3446
31,257.78085,17595.27987,4.88758,0.02826163,0.00041315,9744870.0,0.37632,0.98831,0.94235,0.44724,13.19129,0.0442942,0.0,9744870.0,0.15339,0.98134,0.8843,0.28746,13.76442,0.04648747,0.0,9744870.0,0.16005,0.97993,0.87649,0.28426,,1.4266,0.5734,1.7517,0.2483,1.7059,0.2941,1.637,0.363,1.6599,0.3401
32,256.54624,17332.04308,4.81446,0.02799414,0.00040679,9744870.0,0.37452,0.98833,0.9436,0.45393,13.12221,0.04420208,0.0,9744870.0,0.15258,0.98124,0.88321,0.29071,13.75484,0.04644594,0.0,9744870.0,0.15994,0.97978,0.87708,0.28436,,1.4368,0.5632,1.7602,0.2398,1.7092,0.2909,1.6378,0.3622,1.6611,0.339
33,256.73112,17069.55876,4.74154,0.02773146,0.00040027,9744870.0,0.37479,0.98851,0.94474,0.46,13.05235,0.04484751,0.0,9744870.0,0.15177,0.98108,0.88489,0.29066,13.75405,0.04724141,0.0,9744870.0,0.15993,0.97954,0.87664,0.28533,,1.4468,0.5532,1.7502,0.2498,1.7042,0.2959,1.6349,0.3651,1.659,0.341
34,257.1057,16808.09884,4.66892,0.02752986,0.00039358,9744870.0,0.37534,0.9886,0.94632,0.46425,13.05887,0.0440069,0.0,9744870.0,0.15185,0.9816,0.88499,0.29467,13.78026,0.0466618,0.0,9744870.0,0.16024,0.98047,0.87562,0.28342,,1.452,0.548,1.7601,0.2399,1.7118,0.2882,1.6291,0.3709,1.6593,0.3407
35,253.36329,16540.22765,4.59451,0.02728913,0.00038674,9744870.0,0.36987,0.98865,0.9479,0.47054,13.1007,0.04463986,0.0,9744870.0,0.15233,0.9812,0.88138,0.28685,13.75304,0.047014,0.0,9744870.0,0.15992,0.9799,0.8749,0.28236,,1.4577,0.5423,1.7602,0.2398,1.7119,0.2882,1.6327,0.3673,1.657,0.343
36,257.90513,16280.87407,4.52247,0.02700672,0.00037974,9744870.0,0.3765,0.98879,0.94934,0.47754,13.13996,0.04417691,0.0,9744870.0,0.15279,0.98164,0.88216,0.29047,13.75759,0.04673331,0.0,9744870.0,0.15997,0.98017,0.87471,0.28508,,1.465,0.5351,1.7687,0.2313,1.7128,0.2872,1.6309,0.3691,1.6575,0.3425
37,253.11665,16013.78394,4.44827,0.02679937,0.00037261,9744870.0,0.36951,0.98881,0.95075,0.48497,13.07606,0.04441567,0.0,9744870.0,0.15205,0.98123,0.88433,0.29167,13.76188,0.04683806,0.0,9744870.0,0.16002,0.97989,0.87629,0.28729,,1.4738,0.5262,1.7716,0.2284,1.7114,0.2886,1.6293,0.3707,1.6568,0.3432
38,258.32927,15755.56347,4.37655,0.02655364,0.00036534,9744870.0,0.37712,0.9889,0.95167,0.4939,13.04131,0.04472017,0.0,9744870.0,0.15164,0.98124,0.88115,0.29585,13.7547,0.04706329,0.0,9744870.0,0.15994,0.9801,0.87255,0.28846,,1.4754,0.5246,1.7742,0.2258,1.715,0.285,1.6234,0.3766,1.6586,0.3414
39,256.65369,15494.82418,4.30412,0.02633633,0.00035794,9744870.0,0.37468,0.98915,0.95315,0.49719,13.15018,0.04475273,0.0,9744870.0,0.15291,0.98145,0.8805,0.29186,13.78675,0.04737673,0.0,9744870.0,0.16031,0.97981,0.87255,0.28627,,1.4819,0.5181,1.7871,0.2129,1.7125,0.2875,1.6237,0.3763,1.6588,0.3412
40,255.58114,15232.74078,4.23132,0.02607317,0.00035042,9744870.0,0.37311,0.98915,0.95483,0.50551,13.10477,0.04493893,0.0,9744870.0,0.15238,0.98096,0.8801,0.29185,13.7605,0.04739287,0.0,9744870.0,0.16001,0.97966,0.8707,0.28802,,1.4817,0.5183,1.7842,0.2158,1.711,0.2891,1.622,0.378,1.6522,0.3478
41,256.63287,14972.41939,4.15901,0.02588408,0.0003428,9744870.0,0.37465,0.98928,0.95582,0.50952,13.15464,0.04468102,0.0,9744870.0,0.15296,0.9815,0.88093,0.29338,13.78875,0.04711155,0.0,9744870.0,0.16033,0.98016,0.87313,0.29168,,1.4901,0.5099,1.7847,0.2153,1.7117,0.2883,1.6224,0.3776,1.6534,0.3466
42,254.78569,14709.82098,4.08606,0.02566529,0.00033507,9744870.0,0.37195,0.9893,0.95704,0.51781,13.09126,0.04505101,0.0,9744870.0,0.15222,0.98109,0.88192,0.29409,13.85144,0.04763439,0.0,9744870.0,0.16106,0.9797,0.87277,0.28783,,1.4859,0.5141,1.7902,0.2099,1.7101,0.2899,1.617,0.383,1.6554,0.3446
43,258.59481,14452.42565,4.01456,0.025455,0.00032725,9744870.0,0.37751,0.98944,0.95794,0.52036,13.17539,0.04527388,0.0,9744870.0,0.1532,0.98134,0.8797,0.30116,13.75022,0.04790627,0.0,9744870.0,0.15989,0.97972,0.87204,0.28996,True,1.4878,0.5122,1.7937,0.2063,1.7153,0.2847,1.6197,0.3803,1.6485,0.3515
44,259.46591,14196.0417,3.94334,0.02524763,0.00031935,9744870.0,0.37878,0.98958,0.95933,0.52772,13.10857,0.04490654,0.0,9744870.0,0.15243,0.98174,0.88029,0.29798,13.76928,0.04741417,0.0,9744870.0,0.16011,0.9804,0.87355,0.28919,,1.4907,0.5093,1.7914,0.2086,1.711,0.289,1.6157,0.3843,1.6545,0.3455
45,254.426,13933.60733,3.87045,0.02500934,0.00031137,9744870.0,0.37142,0.98962,0.96062,0.5326,13.07103,0.04530496,0.0,9744870.0,0.15199,0.98115,0.88061,0.29952,13.83664,0.047821,0.0,9744870.0,0.16089,0.97992,0.87271,0.29382,,1.4955,0.5045,1.7991,0.2009,1.7156,0.2844,1.6133,0.3867,1.6536,0.3464
46,256.11699,13673.4206,3.79817,0.02480304,0.00030332,9744870.0,0.37389,0.98969,0.96141,0.5397,13.15805,0.04532105,0.0,9744870.0,0.153,0.98154,0.87912,0.29712,13.80495,0.04799886,0.0,9744870.0,0.16052,0.98011,0.86954,0.29164,,1.4925,0.5075,1.798,0.202,1.7138,0.2862,1.6082,0.3918,1.6501,0.3499
47,254.74293,13411.91488,3.72553,0.02461665,0.00029522,9744870.0,0.37189,0.98967,0.96257,0.54637,13.14594,0.04535826,0.0,9744870.0,0.15286,0.98117,0.8808,0.29645,13.74321,0.0479231,0.0,9744870.0,0.1598,0.98002,0.87222,0.29365,,1.5021,0.4979,1.7996,0.2004,1.7145,0.2855,1.6062,0.3938,1.646,0.354
48,257.11224,13153.15121,3.65365,0.02441953,0.00028707,9744870.0,0.37535,0.98986,0.96328,0.55199,13.16988,0.04562206,0.0,9744870.0,0.15314,0.98103,0.88045,0.29484,13.86181,0.04822312,0.0,9744870.0,0.16118,0.97962,0.87117,0.29036,,1.5018,0.4982,1.8044,0.1956,1.7101,0.2899,1.6047,0.3953,1.6469,0.3531
49,256.22081,12893.56217,3.58155,0.02419841,0.00027887,9744870.0,0.37404,0.98996,0.96474,0.55554,13.18389,0.04592407,0.0,9744870.0,0.1533,0.98112,0.87907,0.29738,13.84712,0.04864176,0.0,9744870.0,0.16101,0.97968,0.86983,0.28751,,1.4992,0.5008,1.8047,0.1953,1.71,0.29,1.6041,0.3959,1.6452,0.3548
50,254.95826,12632.89218,3.50914,0.02404133,0.00027064,9744870.0,0.3722,0.99003,0.9654,0.55953,13.16081,0.04608304,0.0,9744870.0,0.15303,0.98113,0.87951,0.29733,13.82977,0.04872171,0.0,9744870.0,0.16081,0.97972,0.87016,0.28941,,1.5039,0.4961,1.8024,0.1976,1.7083,0.2917,1.6044,0.3956,1.6427,0.3573
51,258.36537,12375.5869,3.43766,0.0237946,0.0002624,9744870.0,0.37718,0.9901,0.96636,0.56585,13.10687,0.04586917,0.0,9744870.0,0.15241,0.98104,0.87853,0.29758,13.83643,0.04857473,0.0,9744870.0,0.16089,0.9796,0.86991,0.29095,,1.5046,0.4954,1.8027,0.1973,1.708,0.292,1.6002,0.3998,1.6424,0.3576
52,254.82643,12115.1033,3.36531,0.02361506,0.00025413,9744870.0,0.37201,0.99028,0.96736,0.57089,13.05105,0.04653035,0.0,9744870.0,0.15176,0.98109,0.87745,0.29976,15.60944,0.04925806,0.0,9744870.0,0.18151,0.97936,0.86952,0.28726,,1.5046,0.4954,1.8046,0.1954,1.7063,0.2937,1.6046,0.3954,1.6382,0.3618
53,254.57816,11854.61775,3.29295,0.02343033,0.00024587,9744870.0,0.37165,0.99032,0.96845,0.57668,13.08491,0.04684173,0.0,9744870.0,0.15215,0.98054,0.87611,0.29572,13.78291,0.04951093,0.0,9744870.0,0.16027,0.97916,0.86939,0.28951,,1.5044,0.4956,1.8034,0.1966,1.7065,0.2936,1.6012,0.3988,1.6409,0.3591
54,257.81448,11596.9949,3.22139,0.02324892,0.0002376,9744870.0,0.37637,0.99048,0.96884,0.58078,13.13582,0.04634804,0.0,9744870.0,0.15274,0.9813,0.87464,0.29411,13.77964,0.04906344,0.0,9744870.0,0.16023,0.97982,0.86738,0.29032,,1.5067,0.4933,1.8115,0.1886,1.704,0.296,1.5982,0.4018,1.6393,0.3607
55,255.33527,11337.41726,3.14928,0.02304893,0.00022936,9744870.0,0.37275,0.99045,0.96967,0.58493,13.08577,0.04641952,0.0,9744870.0,0.15216,0.98141,0.8768,0.2974,13.80353,0.0492073,0.0,9744870.0,0.16051,0.97992,0.86699,0.29128,,1.5057,0.4943,1.8107,0.1893,1.7031,0.2969,1.5963,0.4037,1.6396,0.3604
56,257.05188,11079.28346,3.07758,0.02284714,0.00022113,9744870.0,0.37526,0.99053,0.97075,0.59115,13.14662,0.04682429,0.0,9744870.0,0.15287,0.98109,0.87672,0.29897,13.57105,0.04952632,0.0,9744870.0,0.1578,0.97952,0.86695,0.29153,,1.5085,0.4915,1.8074,0.1926,1.7027,0.2973,1.589,0.411,1.6357,0.3643
57,254.87046,10819.60732,3.00545,0.02269539,0.00021293,9744870.0,0.37207,0.99067,0.97126,0.59758,12.96657,0.04691624,0.0,9744870.0,0.15077,0.98084,0.8739,0.29834,15.37961,0.04986451,0.0,9744870.0,0.17883,0.97964,0.86415,0.28784,,1.5086,0.4914,1.8108,0.1892,1.7019,0.2982,1.5913,0.4086,1.6324,0.3676
58,252.48574,10558.43691,2.9329,0.02249187,0.00020478,9744870.0,0.36859,0.99074,0.9721,0.60257,12.89871,0.04692549,0.0,9744870.0,0.14999,0.98096,0.87538,0.29728,13.66684,0.04979583,0.0,9744870.0,0.15892,0.97948,0.86723,0.29054,,1.5085,0.4915,1.8132,0.1868,1.7014,0.2986,1.5895,0.4105,1.6327,0.3674
59,254.20615,10298.70292,2.86075,0.02234495,0.00019668,9744870.0,0.3711,0.9908,0.9728,0.60548,12.94832,0.04700354,0.0,9744870.0,0.15056,0.98098,0.87475,0.29627,13.58058,0.04982884,0.0,9744870.0,0.15791,0.97961,0.86747,0.2908,,1.5084,0.4916,1.8102,0.1898,1.6992,0.3009,1.587,0.413,1.6315,0.3685
60,253.144,10038.4711,2.78846,0.02216866,0.00018863,9744870.0,0.36955,0.99083,0.97375,0.61212,12.87078,0.04728628,0.0,9744870.0,0.14966,0.98093,0.8744,0.29807,13.6317,0.05009698,0.0,9744870.0,0.15851,0.97953,0.86581,0.28995,,1.5099,0.4901,1.8029,0.1971,1.6961,0.3039,1.5848,0.4152,1.6299,0.3701
61,255.6059,9779.97682,2.71666,0.02198348,0.00018065,9744870.0,0.37315,0.99087,0.97414,0.6162,12.90136,0.04749791,0.0,9744870.0,0.15002,0.98087,0.87417,0.29928,13.5666,0.05036022,0.0,9744870.0,0.15775,0.97938,0.86458,0.28821,,1.5105,0.4895,1.8085,0.1915,1.6977,0.3023,1.5823,0.4177,1.6277,0.3724
62,251.72112,9519.29269,2.64425,0.02183339,0.00017275,9744870.0,0.36748,0.99096,0.97466,0.62171,12.97022,0.04750017,0.0,9744870.0,0.15082,0.98069,0.87427,0.29792,15.28463,0.05022842,0.0,9744870.0,0.17773,0.97946,0.86525,0.28922,,1.5086,0.4914,1.8091,0.1909,1.6975,0.3025,1.5815,0.4185,1.6245,0.3755
63,253.10866,9259.66916,2.57213,0.02166877,0.00016493,9744870.0,0.3695,0.99103,0.97557,0.62334,13.00326,0.04789249,0.0,9744870.0,0.1512,0.9809,0.87292,0.29808,13.72397,0.05076409,0.0,9744870.0,0.15958,0.97961,0.86397,0.28934,,1.5079,0.4921,1.8125,0.1875,1.6953,0.3047,1.5803,0.4197,1.6239,0.3761
64,257.08784,9002.38871,2.50066,0.02151261,0.0001572,9744870.0,0.37531,0.99112,0.97639,0.62733,13.10946,0.04768196,0.0,9744870.0,0.15244,0.98091,0.87351,0.29738,13.69325,0.05055923,0.0,9744870.0,0.15922,0.97952,0.86389,0.28595,,1.5091,0.4909,1.8115,0.1885,1.6955,0.3045,1.5769,0.4231,1.6229,0.3771
65,255.05968,8744.0693,2.42891,0.02135863,0.00014958,9744870.0,0.37235,0.99116,0.97665,0.633,13.09053,0.04789515,0.0,9744870.0,0.15222,0.98094,0.87212,0.29593,13.86066,0.05091219,0.0,9744870.0,0.16117,0.97942,0.86176,0.28699,,1.5075,0.4925,1.8119,0.1881,1.6924,0.3076,1.5762,0.4238,1.6242,0.3758
66,257.06631,8486.83552,2.35745,0.02119657,0.00014206,9744870.0,0.37528,0.99129,0.97687,0.63448,13.2694,0.04817626,0.0,9744870.0,0.1543,0.98104,0.87117,0.29616,13.87465,0.05114594,0.0,9744870.0,0.16133,0.97951,0.86263,0.28815,,1.5105,0.4895,1.8095,0.1905,1.6932,0.3068,1.5752,0.4248,1.6229,0.3771
67,253.94222,8228.13652,2.28559,0.0210825,0.00013466,9744870.0,0.37072,0.99132,0.97753,0.63956,14.674,0.04840655,0.0,9744870.0,0.17063,0.9807,0.87124,0.29492,13.55548,0.05140733,0.0,9744870.0,0.15762,0.97928,0.86163,0.28798,,1.5096,0.4904,1.8126,0.1874,1.689,0.311,1.5768,0.4232,1.6206,0.3794
68,253.46231,7969.35978,2.21371,0.02094405,0.00012739,9744870.0,0.37002,0.99134,0.97783,0.64428,12.94469,0.0483097,0.0,9744870.0,0.15052,0.98106,0.87014,0.29633,13.59797,0.05132083,0.0,9744870.0,0.15812,0.97955,0.86091,0.28942,,1.5116,0.4884,1.8122,0.1878,1.6882,0.3118,1.5738,0.4262,1.6205,0.3795
69,251.8767,7710.05533,2.14168,0.02080901,0.00012026,9744870.0,0.3677,0.99135,0.97844,0.64568,12.89727,0.04867697,0.0,9744870.0,0.14997,0.98057,0.87138,0.2959,13.61983,0.05174002,0.0,9744870.0,0.15837,0.97909,0.86112,0.28718,,1.5106,0.4894,1.8127,0.1873,1.6871,0.3129,1.5712,0.4288,1.6174,0.3826
70,252.52522,7451.22501,2.06978,0.02063069,0.00011326,9744870.0,0.36865,0.9915,0.9788,0.65304,12.93043,0.04851288,0.0,9744870.0,0.15035,0.98089,0.87009,0.29531,13.59343,0.0515778,0.0,9744870.0,0.15806,0.97939,0.86051,0.28631,,1.5114,0.4886,1.8117,0.1883,1.6879,0.3121,1.5721,0.4278,1.618,0.382
