epoch,train_time_epoch,train_eta,train_eta_hours,train_loss,train_lr,train_params,train_time_iter,train_mae,train_r2,train_spearmanr,train_mse,train_rmse,val_time_epoch,val_loss,val_lr,val_params,val_time_iter,val_mae,val_r2,val_spearmanr,val_mse,val_rmse,test_time_epoch,test_loss,test_lr,test_params,test_time_iter,test_mae,test_r2,test_spearmanr,test_mse,test_rmse,best_epoch
0,8.83518,17661.51681,4.90598,1.60548601,0.0,273977.0,0.02823,1.60549,-0.00085,0.34259,4.04683,2.01167,0.40204,1.59374127,0.0,273977.0,0.01256,1.59374,-0.04754,0.33502,4.12601,2.03126,0.40496,1.67107567,0.0,273977.0,0.01265,1.67108,0.02511,0.36555,3.96616,1.99152,
1,6.8699,15689.37495,4.35816,1.06003073,2e-05,273977.0,0.02195,1.06003,0.41112,0.69542,2.38108,1.54308,0.30409,0.82440096,0.0,273977.0,0.0095,0.8244,0.55244,0.8208,1.76284,1.32772,0.31088,0.83769994,0.0,273977.0,0.00972,0.8377,0.65672,0.84298,1.39657,1.18176,
2,6.88024,15034.29722,4.17619,0.6901839,4e-05,273977.0,0.02198,0.69018,0.65982,0.87522,1.3755,1.17282,0.31962,0.57969625,0.0,273977.0,0.00999,0.5797,0.686,0.91717,1.23675,1.11209,0.30801,0.5828812,0.0,273977.0,0.00963,0.58288,0.76678,0.92153,0.94881,0.97407,
3,6.93942,14732.84822,4.09246,0.57449483,6e-05,273977.0,0.02217,0.57449,0.72595,0.91293,1.1081,1.05266,0.31567,0.60962405,0.0,273977.0,0.00986,0.60962,0.67043,0.92216,1.29809,1.13934,0.31126,0.61285048,0.0,273977.0,0.00973,0.61285,0.74854,0.92659,1.02303,1.01145,
4,6.95765,14556.47425,4.04347,0.52937339,8e-05,273977.0,0.02223,0.52937,0.75024,0.92537,1.00986,1.00492,0.31274,0.47166363,0.0,273977.0,0.00977,0.47166,0.73096,0.94449,1.0597,1.02942,0.30635,0.46930123,0.0,273977.0,0.00957,0.4693,0.8147,0.94456,0.75385,0.86824,
5,6.94896,14433.68603,4.00936,0.51338213,0.0001,273977.0,0.0222,0.51338,0.75088,0.92978,1.00728,1.00363,0.30832,0.45637672,0.0,273977.0,0.00963,0.45638,0.75679,0.94885,0.95793,0.97874,0.30698,0.43255074,0.0,273977.0,0.00959,0.43255,0.8563,0.94968,0.58461,0.7646,
6,6.9503,14344.37664,3.98455,0.46709877,0.00012,273977.0,0.02221,0.4671,0.77879,0.94231,0.89444,0.94575,0.32478,0.42008326,0.0,273977.0,0.01015,0.42008,0.76117,0.95982,0.9407,0.96989,0.30723,0.41517852,0.0,273977.0,0.0096,0.41518,0.86921,0.96022,0.53209,0.72945,
7,6.92956,14270.49263,3.96403,0.46048798,0.00014,273977.0,0.02214,0.46049,0.7874,0.94379,0.85962,0.92716,0.30789,0.41487462,0.0,273977.0,0.00962,0.41487,0.76304,0.95698,0.93333,0.96609,0.30593,0.38657549,0.0,273977.0,0.00956,0.38658,0.89139,0.95955,0.44186,0.66473,
8,6.94433,14214.75449,3.94854,0.43702933,0.00016,273977.0,0.02219,0.43703,0.79983,0.94879,0.80939,0.89966,0.30303,0.41186254,0.0,273977.0,0.00947,0.41186,0.77788,0.95791,0.87489,0.93536,0.29968,0.37538431,0.0,273977.0,0.00936,0.37538,0.8932,0.96011,0.4345,0.65917,
9,6.87841,14155.65638,3.93213,0.42298985,0.00018,273977.0,0.02198,0.42299,0.80448,0.95232,0.79055,0.88913,0.3043,0.35782499,0.0,273977.0,0.00951,0.35782,0.78452,0.96829,0.84871,0.92125,0.30197,0.34262075,0.0,273977.0,0.00944,0.34262,0.89851,0.96768,0.41289,0.64257,
