epoch,train_time_epoch,train_eta,train_eta_hours,train_loss,train_lr,train_params,train_time_iter,train_mae,train_r2,train_spearmanr,train_mse,train_rmse,val_time_epoch,val_loss,val_lr,val_params,val_time_iter,val_mae,val_r2,val_spearmanr,val_mse,val_rmse,test_time_epoch,test_loss,test_lr,test_params,test_time_iter,test_mae,test_r2,test_spearmanr,test_mse,test_rmse,best_epoch
16,12.95777,29057.74168,8.07159,0.35254082,0.00032,273977.0,0.0414,0.35254,0.83377,0.96604,0.67215,0.81985,0.33192,0.34870403,0.0,273977.0,0.01037,0.3487,0.80926,0.97133,0.7513,0.86677,0.32788,0.31721942,0.0,273977.0,0.01025,0.31722,0.92519,0.97432,0.30433,0.55166,
17,12.97904,28858.71938,8.01631,0.35104068,0.00034,273977.0,0.04147,0.35104,0.82881,0.96559,0.69221,0.83199,0.33159,0.46006179,0.0,273977.0,0.01036,0.46006,0.78417,0.97704,0.85011,0.92202,0.33033,0.4409929,0.0,273977.0,0.01032,0.44099,0.90596,0.97647,0.3826,0.61855,
18,12.8084,28661.48997,7.96152,0.3505927,0.00036,273977.0,0.04092,0.35059,0.83093,0.96637,0.68361,0.82681,0.33209,0.28612045,0.0,273977.0,0.01038,0.28612,0.81496,0.98195,0.72882,0.85371,0.34287,0.2571531,0.0,273977.0,0.01071,0.25715,0.94094,0.981,0.24026,0.49017,
19,12.64599,28466.62383,7.9074,0.33542622,0.00038,273977.0,0.0404,0.33543,0.84186,0.96966,0.63944,0.79965,0.33533,0.3111091,0.0,273977.0,0.01048,0.31111,0.81125,0.97855,0.74344,0.86223,0.34011,0.27975387,0.0,273977.0,0.01063,0.27975,0.93713,0.97929,0.25576,0.50572,
20,10.23588,28061.98799,7.795,0.32723354,0.0004,273977.0,0.0327,0.32723,0.83871,0.97044,0.65218,0.80757,0.33504,0.27059672,0.0,273977.0,0.01047,0.2706,0.82211,0.98046,0.70065,0.83705,0.32887,0.24009992,0.0,273977.0,0.01028,0.2401,0.94456,0.97947,0.22555,0.47492,
21,10.2269,27692.3994,7.69233,0.33100497,0.00042,273977.0,0.03267,0.331,0.83588,0.97005,0.66361,0.81463,0.33108,0.28345928,0.0,273977.0,0.01035,0.28346,0.82086,0.9814,0.7056,0.84,0.3265,0.25696096,0.0,273977.0,0.0102,0.25696,0.93907,0.98016,0.24789,0.49789,
22,12.27351,27529.97866,7.64722,0.32482235,0.00044,273977.0,0.03921,0.32482,0.83983,0.97055,0.64765,0.80477,0.33103,0.36499721,0.0,273977.0,0.01034,0.365,0.79367,0.97841,0.8127,0.9015,0.32925,0.33092397,0.0,273977.0,0.01029,0.33092,0.91833,0.97734,0.33226,0.57642,
23,12.78769,27422.40455,7.61733,0.32663623,0.00046,273977.0,0.04086,0.32664,0.83693,0.97001,0.65935,0.81201,0.33297,0.34602746,0.0,273977.0,0.01041,0.34603,0.79582,0.98173,0.80422,0.89678,0.32932,0.3196046,0.0,273977.0,0.01029,0.3196,0.91565,0.97939,0.34315,0.58579,
24,12.78351,27322.0833,7.58947,0.32964286,0.00048,273977.0,0.04084,0.32964,0.83862,0.96956,0.65254,0.8078,0.33067,0.3811951,0.0,273977.0,0.01033,0.3812,0.79351,0.9781,0.81332,0.90185,0.32864,0.35265473,0.0,273977.0,0.01027,0.35265,0.91231,0.97596,0.35674,0.59727,
25,12.81377,27230.79317,7.56411,0.31198325,0.0005,273977.0,0.04094,0.31198,0.84431,0.97228,0.6295,0.79341,0.3309,0.26134886,0.0,273977.0,0.01034,0.26135,0.82368,0.98041,0.69447,0.83335,0.32948,0.2265661,0.0,273977.0,0.0103,0.22657,0.94491,0.98045,0.22414,0.47343,
26,12.84614,27147.68102,7.54102,0.31735025,0.00052,273977.0,0.04104,0.31735,0.83985,0.97131,0.64755,0.80471,0.33109,0.31092405,0.0,273977.0,0.01035,0.31092,0.80151,0.97703,0.7818,0.88419,0.32913,0.29981769,0.0,273977.0,0.01029,0.29982,0.92208,0.97416,0.317,0.56302,
27,12.80631,27066.78269,7.51855,0.30876628,0.00054,273977.0,0.04091,0.30877,0.84715,0.97347,0.61802,0.78614,0.33269,0.30592427,0.0,273977.0,0.0104,0.30592,0.79599,0.97617,0.80354,0.8964,0.33012,0.28229509,0.0,273977.0,0.01032,0.2823,0.92168,0.9752,0.31864,0.56449,
28,12.85916,26994.17284,7.49838,0.30528851,0.00056,273977.0,0.04108,0.30529,0.84586,0.9739,0.62326,0.78947,0.33039,0.2582455,0.0,273977.0,0.01032,0.25825,0.82393,0.98465,0.6935,0.83277,0.33839,0.2356225,0.0,273977.0,0.01057,0.23562,0.93869,0.98174,0.24941,0.49941,
29,10.29033,26756.8599,7.43246,0.31010264,0.00058,273977.0,0.03288,0.3101,0.84529,0.97249,0.62554,0.79091,0.33101,0.29167735,0.0,273977.0,0.01034,0.29168,0.78804,0.9789,0.83485,0.9137,0.32799,0.28960243,0.0,273977.0,0.01025,0.2896,0.88086,0.97495,0.4847,0.69621,
30,10.23287,26530.54374,7.3696,0.31057676,0.0006,273977.0,0.03269,0.31058,0.8436,0.97168,0.6324,0.79524,0.33256,0.29442578,0.0,273977.0,0.01039,0.29443,0.81856,0.98086,0.71463,0.84536,0.32676,0.26247371,0.0,273977.0,0.01021,0.26247,0.94326,0.98234,0.23082,0.48044,
31,10.20871,26316.24684,7.31007,0.30839163,0.00062,273977.0,0.03262,0.30839,0.84142,0.97162,0.6412,0.80075,0.3297,0.36626068,0.0,273977.0,0.0103,0.36626,0.78987,0.9774,0.82763,0.90974,0.32658,0.36219583,0.0,273977.0,0.01021,0.3622,0.87726,0.97446,0.49936,0.70665,
32,11.1455,26170.15754,7.26949,0.30477421,0.00064,273977.0,0.03561,0.30477,0.84284,0.9716,0.63546,0.79716,0.33297,0.27474777,0.0,273977.0,0.01041,0.27475,0.82512,0.9807,0.68879,0.82993,0.32648,0.24805157,0.0,273977.0,0.0102,0.24805,0.93491,0.97951,0.26482,0.51461,
33,13.13775,26147.20484,7.26311,0.30879811,0.00066,273977.0,0.04197,0.3088,0.84206,0.97074,0.63862,0.79913,0.33254,0.26532249,0.0,273977.0,0.01039,0.26532,0.83608,0.98335,0.64562,0.80351,0.32715,0.23372843,0.0,273977.0,0.01022,0.23373,0.95234,0.98172,0.19388,0.44032,
34,13.20476,26128.57496,7.25794,0.30452922,0.00068,273977.0,0.04219,0.30453,0.84639,0.97473,0.6211,0.7881,0.33297,0.32869614,0.0,273977.0,0.01041,0.3287,0.80326,0.97177,0.77491,0.88029,0.33077,0.28680222,0.0,273977.0,0.01034,0.2868,0.92709,0.97508,0.29663,0.54464,
35,13.29033,26114.9147,7.25414,0.30511662,0.0007,273977.0,0.04246,0.30512,0.84735,0.97306,0.61722,0.78563,0.34674,0.31026992,0.0,273977.0,0.01084,0.31027,0.79969,0.97781,0.78899,0.88825,0.33143,0.27284348,0.0,273977.0,0.01036,0.27284,0.93801,0.9788,0.25221,0.5022,
36,13.21529,26097.29323,7.24925,0.30209741,0.00072,273977.0,0.04222,0.3021,0.84031,0.97302,0.64568,0.80354,0.33284,0.35873029,0.0,273977.0,0.0104,0.35873,0.80992,0.98068,0.74868,0.86526,0.33718,0.34720677,0.0,273977.0,0.01054,0.34721,0.92635,0.97506,0.29962,0.54737,
37,13.17685,26077.91933,7.24387,0.29693555,0.00074,273977.0,0.0421,0.29694,0.84596,0.9737,0.62286,0.78922,0.33293,0.26058691,0.0,273977.0,0.0104,0.26059,0.81055,0.9799,0.74619,0.86382,0.33801,0.22521731,0.0,273977.0,0.01056,0.22522,0.9305,0.98136,0.28274,0.53173,
38,13.19813,26059.93305,7.23887,0.3030561,0.00076,273977.0,0.04217,0.30306,0.84389,0.97334,0.63122,0.79449,0.33492,0.32805622,0.0,273977.0,0.01047,0.32806,0.79239,0.96289,0.81772,0.90428,0.32718,0.29444992,0.0,273977.0,0.01022,0.29445,0.92443,0.96377,0.30743,0.55446,
39,13.12604,26038.654,7.23296,0.30597448,0.00078,273977.0,0.04194,0.30597,0.8412,0.97147,0.64207,0.80129,0.33319,0.32887968,0.0,273977.0,0.01041,0.32888,0.81138,0.98146,0.74293,0.86193,0.32663,0.28599302,0.0,273977.0,0.01021,0.28599,0.93632,0.98067,0.25907,0.50899,
40,13.16043,26019.41556,7.22762,0.29750854,0.0008,273977.0,0.04205,0.29751,0.84505,0.97365,0.62654,0.79154,0.33145,0.28039368,0.0,273977.0,0.01036,0.28039,0.82181,0.98352,0.70183,0.83775,0.32763,0.24886721,0.0,273977.0,0.01024,0.24887,0.94811,0.983,0.21108,0.45944,
41,13.2279,26003.61221,7.22323,0.29687653,0.00082,273977.0,0.04226,0.29688,0.84288,0.97444,0.63529,0.79705,0.36338,0.31937154,0.0,273977.0,0.01136,0.31937,0.81013,0.98224,0.74787,0.86479,0.33621,0.29079037,0.0,273977.0,0.01051,0.29079,0.93794,0.982,0.25246,0.50245,
42,13.23613,25988.30297,7.21897,0.29662271,0.00084,273977.0,0.04229,0.29662,0.8366,0.97307,0.66071,0.81284,0.33076,0.3937295,0.0,273977.0,0.01034,0.39373,0.74792,0.94421,0.99289,0.99644,0.32713,0.40867399,0.0,273977.0,0.01022,0.40867,0.82757,0.93959,0.7015,0.83755,
43,13.21569,25972.17953,7.21449,0.3069429,0.00086,273977.0,0.04222,0.30694,0.83541,0.97091,0.66549,0.81578,0.33568,0.30359387,0.0,273977.0,0.01049,0.30359,0.80596,0.98098,0.76429,0.87424,0.33777,0.26769719,0.0,273977.0,0.01056,0.2677,0.93018,0.98092,0.28404,0.53295,
44,13.13211,25952.554,7.20904,0.30992701,0.00088,273977.0,0.04196,0.30993,0.83965,0.97207,0.64836,0.80521,0.33218,0.30997356,0.0,273977.0,0.01038,0.30997,0.79539,0.97759,0.80592,0.89773,0.32679,0.29479415,0.0,273977.0,0.01021,0.29479,0.91418,0.9764,0.34915,0.59089,
45,13.22563,25937.18328,7.20477,0.31107518,0.0009,273977.0,0.04225,0.31108,0.83646,0.97399,0.66125,0.81318,0.3329,0.2432771,0.0,273977.0,0.0104,0.24328,0.81549,0.98551,0.72676,0.8525,0.33768,0.23484331,0.0,273977.0,0.01055,0.23484,0.92135,0.981,0.31998,0.56567,
46,13.14681,25918.62889,7.19962,0.29565427,0.00092,273977.0,0.042,0.29565,0.84462,0.97363,0.62828,0.79264,0.33313,0.26772543,0.0,273977.0,0.01041,0.26773,0.81999,0.98475,0.709,0.84202,0.33654,0.24822853,0.0,273977.0,0.01052,0.24823,0.93805,0.98087,0.25205,0.50204,
47,13.12617,25899.46039,7.19429,0.30471193,0.00094,273977.0,0.04194,0.30471,0.83662,0.97216,0.6606,0.81277,0.32766,0.24974949,0.0,273977.0,0.01024,0.24975,0.82751,0.98357,0.6794,0.82426,0.32457,0.22449478,0.0,273977.0,0.01014,0.22449,0.94501,0.98094,0.22373,0.473,
48,13.03683,25876.98141,7.18805,0.29324648,0.00096,273977.0,0.04165,0.29325,0.84573,0.97522,0.62376,0.78978,0.3304,0.26479313,0.0,273977.0,0.01033,0.26479,0.83182,0.98212,0.66241,0.81389,0.33571,0.23305778,0.0,273977.0,0.01049,0.23306,0.94946,0.98162,0.20562,0.45345,
49,13.01158,25853.89534,7.18164,0.29183525,0.00098,273977.0,0.04157,0.29184,0.84219,0.97531,0.63809,0.79881,0.32753,0.29069185,0.0,273977.0,0.01024,0.29069,0.80482,0.97896,0.76877,0.87679,0.33185,0.2820467,0.0,273977.0,0.01037,0.28205,0.90489,0.97712,0.38695,0.62205,
50,12.99784,25830.67929,7.17519,0.29520008,0.001,273977.0,0.04153,0.2952,0.843,0.97302,0.63483,0.79676,0.32737,0.29489294,0.0,273977.0,0.01023,0.29489,0.81097,0.98272,0.74453,0.86286,0.32177,0.2786231,0.0,273977.0,0.01006,0.27862,0.9328,0.98072,0.27341,0.52289,
51,12.96924,25806.78466,7.16855,0.29544004,0.001,273977.0,0.04144,0.29544,0.84516,0.97388,0.62608,0.79125,0.32594,0.28612407,0.0,273977.0,0.01019,0.28612,0.81985,0.97913,0.70957,0.84236,0.32184,0.24969912,0.0,273977.0,0.01006,0.2497,0.94451,0.97751,0.22576,0.47514,
52,13.04632,25786.13393,7.16281,0.28932952,0.001,273977.0,0.04168,0.28933,0.84206,0.97325,0.63863,0.79914,0.33692,0.25469714,0.0,273977.0,0.01053,0.2547,0.82322,0.98107,0.69628,0.83443,0.34301,0.22778017,0.0,273977.0,0.01072,0.22778,0.95071,0.97955,0.20051,0.44778,
53,13.32351,25775.75396,7.15993,0.29008625,0.00099999,273977.0,0.04257,0.29009,0.84787,0.97453,0.61511,0.78429,0.33353,0.27507895,0.0,273977.0,0.01042,0.27508,0.82668,0.98169,0.68267,0.82624,0.32662,0.25334163,0.0,273977.0,0.01021,0.25334,0.93762,0.98028,0.25377,0.50375,
54,13.17704,25760.08725,7.15558,0.27681125,0.00099999,273977.0,0.0421,0.27681,0.85022,0.97652,0.60563,0.77822,0.33581,0.26229407,0.0,273977.0,0.01049,0.26229,0.82403,0.98216,0.69312,0.83254,0.32828,0.23314684,0.0,273977.0,0.01026,0.23315,0.94591,0.97949,0.22007,0.46912,
55,13.19398,25745.09747,7.15142,0.28661258,0.00099998,273977.0,0.04215,0.28661,0.84604,0.97482,0.62252,0.789,0.33347,0.23197034,0.0,273977.0,0.01042,0.23197,0.83311,0.98557,0.65734,0.81077,0.33931,0.20780458,0.0,273977.0,0.0106,0.2078,0.95124,0.98233,0.19838,0.4454,
56,13.20104,25730.41137,7.14734,0.27203617,0.00099998,273977.0,0.04218,0.27204,0.85688,0.97716,0.5787,0.76072,0.33239,0.32999381,0.0,273977.0,0.01039,0.32999,0.77067,0.98002,0.90328,0.95041,0.32725,0.29564393,0.0,273977.0,0.01023,0.29564,0.90734,0.98085,0.37696,0.61397,
57,13.2005,25715.75835,7.14327,0.27606267,0.00099997,273977.0,0.04217,0.27606,0.84736,0.97508,0.61719,0.78562,0.33052,0.2619833,0.0,273977.0,0.01033,0.26198,0.81806,0.98349,0.7166,0.84652,0.33813,0.23358959,0.0,273977.0,0.01057,0.23359,0.94249,0.98133,0.23399,0.48372,
58,13.26981,25703.43485,7.13984,0.27127363,0.00099996,273977.0,0.0424,0.27127,0.84887,0.97604,0.61109,0.78172,0.33242,0.25270111,0.0,273977.0,0.01039,0.2527,0.8177,0.98696,0.71802,0.84736,0.32706,0.22444829,0.0,273977.0,0.01022,0.22445,0.94106,0.98343,0.23977,0.48966,
59,13.17674,25688.07065,7.13558,0.27118008,0.00099995,273977.0,0.0421,0.27118,0.84787,0.97648,0.61514,0.78431,0.33133,0.24891109,0.0,273977.0,0.01035,0.24891,0.80417,0.98362,0.77132,0.87825,0.32703,0.25279879,0.0,273977.0,0.01022,0.2528,0.89531,0.97898,0.42592,0.65263,
60,13.26031,25675.43453,7.13207,0.27647954,0.00099994,273977.0,0.04237,0.27648,0.84495,0.97714,0.62692,0.79178,0.33176,0.23876881,0.0,273977.0,0.01037,0.23877,0.82894,0.98605,0.67374,0.82082,0.32696,0.19566406,0.0,273977.0,0.01022,0.19566,0.95512,0.98438,0.18259,0.4273,
61,13.31548,25664.50276,7.12903,0.26104067,0.00099992,273977.0,0.04254,0.26104,0.85394,0.97934,0.5906,0.7685,0.33288,0.25728099,0.0,273977.0,0.0104,0.25728,0.82355,0.98461,0.695,0.83367,0.33612,0.22771368,0.0,273977.0,0.0105,0.22771,0.94942,0.9823,0.20578,0.45362,
62,13.05767,25645.56881,7.12377,0.26593644,0.00099991,273977.0,0.04172,0.26594,0.85299,0.97743,0.59442,0.77099,0.34115,0.28458691,0.0,273977.0,0.01066,0.28459,0.83156,0.98326,0.66345,0.81453,0.3298,0.24806296,0.0,273977.0,0.01031,0.24806,0.95246,0.9825,0.1934,0.43978,
63,13.05857,25626.84555,7.11857,0.2642278,0.00099989,273977.0,0.04172,0.26423,0.85832,0.97842,0.57288,0.75689,0.33283,0.262449,0.0,273977.0,0.0104,0.26245,0.84811,0.98448,0.59828,0.77348,0.32703,0.2346876,0.0,273977.0,0.01022,0.23469,0.95327,0.98304,0.19009,0.436,
64,13.10093,25609.55766,7.11377,0.26160834,0.00099987,273977.0,0.04186,0.26161,0.85503,0.97732,0.58619,0.76563,0.3353,0.22857782,0.0,273977.0,0.01048,0.22858,0.83095,0.98515,0.66584,0.81599,0.32686,0.19814239,0.0,273977.0,0.01021,0.19814,0.9559,0.98302,0.17941,0.42356,
65,13.20667,25595.49509,7.10986,0.25735122,0.00099985,273977.0,0.04219,0.25735,0.86165,0.97936,0.5594,0.74793,0.33625,0.23347432,0.0,273977.0,0.01051,0.23347,0.8269,0.98303,0.68181,0.82572,0.32736,0.20929894,0.0,273977.0,0.01023,0.2093,0.94967,0.982,0.20476,0.45251,
66,13.11721,25578.87722,7.10524,0.25845299,0.00099983,273977.0,0.04191,0.25845,0.85274,0.97895,0.59541,0.77163,0.33347,0.23429451,0.0,273977.0,0.01042,0.23429,0.84471,0.98273,0.61165,0.78208,0.32809,0.21400099,0.0,273977.0,0.01025,0.214,0.95294,0.98247,0.19144,0.43754,
67,13.24847,25566.0915,7.10169,0.25644916,0.00099981,273977.0,0.04233,0.25645,0.85588,0.97933,0.58275,0.76338,0.33298,0.29836915,0.0,273977.0,0.01041,0.29837,0.82376,0.98112,0.69417,0.83317,0.32635,0.27222075,0.0,273977.0,0.0102,0.27222,0.94418,0.9793,0.2271,0.47655,
68,13.12754,25549.90807,7.0972,0.2682535,0.00099979,273977.0,0.04194,0.26825,0.85504,0.97778,0.58614,0.7656,0.33309,0.24377308,0.0,273977.0,0.01041,0.24377,0.85317,0.988,0.57832,0.76047,0.3377,0.21907047,0.0,273977.0,0.01055,0.21907,0.95817,0.98501,0.17016,0.4125,
69,13.32261,25539.19041,7.09422,0.24992913,0.00099977,273977.0,0.04256,0.24993,0.86128,0.98086,0.56089,0.74893,0.33134,0.23960992,0.0,273977.0,0.01035,0.23961,0.8433,0.9843,0.61721,0.78563,0.32795,0.2240145,0.0,273977.0,0.01025,0.22401,0.95062,0.98135,0.20088,0.44819,
70,13.1999,25525.06532,7.0903,0.25437857,0.00099974,273977.0,0.04217,0.25438,0.85868,0.97908,0.57142,0.75593,0.32916,0.27450341,0.0,273977.0,0.01029,0.2745,0.83683,0.98851,0.6427,0.80169,0.3268,0.26895162,0.0,273977.0,0.01021,0.26895,0.94176,0.98324,0.23693,0.48675,
71,13.26685,25512.75869,7.08688,0.24714786,0.00099971,273977.0,0.04239,0.24715,0.85933,0.97932,0.5688,0.75419,0.33073,0.2383924,0.0,273977.0,0.01034,0.23839,0.83713,0.98413,0.64151,0.80094,0.32819,0.2170399,0.0,273977.0,0.01026,0.21704,0.94914,0.98261,0.2069,0.45486,
72,13.16018,25497.61003,7.08267,0.24861361,0.00099969,273977.0,0.04205,0.24861,0.85736,0.97896,0.57674,0.75943,0.32923,0.2704358,0.0,273977.0,0.01029,0.27044,0.83289,0.98494,0.65822,0.81131,0.32709,0.24555984,0.0,273977.0,0.01022,0.24556,0.94775,0.98357,0.21258,0.46107,
73,13.30137,25486.18999,7.0795,0.25030509,0.00099966,273977.0,0.0425,0.25031,0.854,0.97927,0.59034,0.76833,0.32827,0.24070813,0.0,273977.0,0.01026,0.24071,0.82596,0.98553,0.68552,0.82796,0.32269,0.21272491,0.0,273977.0,0.01008,0.21272,0.94449,0.97938,0.22583,0.47521,
74,13.14,25470.57785,7.07516,0.25195099,0.00099963,273977.0,0.04198,0.25195,0.85778,0.97799,0.57505,0.75832,0.32413,0.22194974,0.0,273977.0,0.01013,0.22195,0.84749,0.98458,0.60071,0.77505,0.3219,0.19189863,0.0,273977.0,0.01006,0.1919,0.95228,0.98119,0.19416,0.44063,
75,13.27884,25458.54558,7.07182,0.23622959,0.00099959,273977.0,0.04242,0.23623,0.86431,0.98172,0.54863,0.7407,0.3304,0.23878806,0.0,273977.0,0.01033,0.23879,0.81047,0.98264,0.7465,0.864,0.33114,0.20699329,0.0,273977.0,0.01035,0.20699,0.93817,0.97938,0.25153,0.50153,
76,13.17648,25443.92467,7.06776,0.23626674,0.00099956,273977.0,0.0421,0.23627,0.86061,0.98148,0.56359,0.75073,0.33074,0.20499714,0.0,273977.0,0.01034,0.205,0.8501,0.9882,0.59042,0.76839,0.33994,0.18922385,0.0,273977.0,0.01062,0.18922,0.95498,0.984,0.18317,0.42798,
77,13.10908,25427.67991,7.06324,0.23153755,0.00099953,273977.0,0.04188,0.23154,0.86548,0.98238,0.54392,0.73751,0.33734,0.2508612,0.0,273977.0,0.01054,0.25086,0.81789,0.98126,0.71727,0.84692,0.33126,0.23370137,0.0,273977.0,0.01035,0.2337,0.9194,0.97566,0.32789,0.57262,
78,13.23586,25414.59737,7.05961,0.22738304,0.00099949,273977.0,0.04229,0.22738,0.86852,0.98213,0.53164,0.72914,0.33172,0.24553402,0.0,273977.0,0.01037,0.24553,0.83895,0.98358,0.63435,0.79646,0.33674,0.2215188,0.0,273977.0,0.01052,0.22152,0.94907,0.98143,0.20721,0.4552,
79,13.11098,25398.51401,7.05514,0.22705935,0.00099945,273977.0,0.04189,0.22706,0.87206,0.98385,0.5173,0.71924,0.33318,0.24079204,0.0,273977.0,0.01041,0.24079,0.81689,0.98735,0.72124,0.84926,0.32751,0.21349214,0.0,273977.0,0.01023,0.21349,0.94267,0.9836,0.23325,0.48296,
80,12.89887,25377.47883,7.0493,0.22110349,0.00099942,273977.0,0.04121,0.2211,0.86374,0.98375,0.55096,0.74227,0.33477,0.20718893,0.0,273977.0,0.01046,0.20719,0.85098,0.98755,0.58694,0.76612,0.33922,0.18578958,0.0,273977.0,0.0106,0.18579,0.95678,0.98364,0.17582,0.41931,
81,12.83912,25355.24438,7.04312,0.22602379,0.00099938,273977.0,0.04102,0.22602,0.86714,0.98313,0.53721,0.73295,0.33057,0.23845458,0.0,273977.0,0.01033,0.23845,0.84509,0.9842,0.61017,0.78113,0.32742,0.22392353,0.0,273977.0,0.01023,0.22392,0.95481,0.98265,0.18386,0.42879,
