epoch,train_time_epoch,train_eta,train_eta_hours,train_loss,train_lr,train_params,train_time_iter,train_mae,train_r2,train_spearmanr,train_mse,train_rmse,val_time_epoch,val_loss,val_lr,val_params,val_time_iter,val_mae,val_r2,val_spearmanr,val_mse,val_rmse,test_time_epoch,test_loss,test_lr,test_params,test_time_iter,test_mae,test_r2,test_spearmanr,test_mse,test_rmse,best_epoch
0,15.61778,31219.94311,8.67221,1.5127524,0.0,273977.0,0.0499,1.51275,-0.04926,0.03007,4.24256,2.05975,0.43581,1.49876499,0.0,273977.0,0.01362,1.49876,-0.079,-0.01611,4.24992,2.06153,0.4042,1.61640129,0.0,273977.0,0.01263,1.6164,-0.09787,-0.04965,4.46648,2.1134,
1,12.71261,28302.06364,7.86168,1.07351192,2e-05,273977.0,0.04062,1.07351,0.34802,0.66392,2.63623,1.62365,0.30867,0.75877623,0.0,273977.0,0.00965,0.75878,0.56027,0.83562,1.73198,1.31605,0.32201,0.83500124,0.0,273977.0,0.01006,0.835,0.5996,0.82786,1.62896,1.27631,
2,12.59662,27243.75065,7.56771,0.70415463,4e-05,273977.0,0.04024,0.70415,0.64001,0.86717,1.45558,1.20647,0.31694,0.60777584,0.0,273977.0,0.0099,0.60778,0.65523,0.91724,1.35796,1.16531,0.3139,0.63412967,0.0,273977.0,0.00981,0.63413,0.71284,0.9202,1.16825,1.08086,
3,12.59369,26706.83131,7.41856,0.59949792,6e-05,273977.0,0.04024,0.5995,0.70992,0.90803,1.1729,1.08301,0.33102,0.5151631,0.0,273977.0,0.01034,0.51516,0.70373,0.93659,1.16693,1.08025,0.30593,0.55412813,0.0,273977.0,0.00956,0.55413,0.77751,0.93505,0.90516,0.9514,
4,12.66609,26408.52883,7.3357,0.54794401,8e-05,273977.0,0.04047,0.54794,0.73609,0.92161,1.06709,1.033,0.30692,0.48506637,0.0,273977.0,0.00959,0.48507,0.72259,0.94266,1.09265,1.0453,0.31411,0.50948063,0.0,273977.0,0.00982,0.50948,0.80333,0.94184,0.80011,0.89449,
5,12.56366,26171.3988,7.26983,0.51215119,0.0001,273977.0,0.04014,0.51215,0.75531,0.92923,0.98938,0.99468,0.30735,0.47901054,0.0,273977.0,0.0096,0.47901,0.73973,0.94829,1.02513,1.01249,0.31415,0.45795512,0.0,273977.0,0.00982,0.45796,0.84552,0.95298,0.62845,0.79275,
6,12.63094,26017.58605,7.22711,0.47299386,0.00012,273977.0,0.04035,0.47299,0.78353,0.94001,0.87526,0.93555,0.30777,0.52115475,0.0,273977.0,0.00962,0.52115,0.72107,0.94679,1.09864,1.04816,0.3057,0.50644156,0.0,273977.0,0.00955,0.50644,0.84715,0.95472,0.62186,0.78858,
7,12.60272,25892.04324,7.19223,0.46909467,0.00014,273977.0,0.04026,0.46909,0.78492,0.94369,0.86964,0.93255,0.30908,0.3920929,0.0,273977.0,0.00966,0.39209,0.76997,0.96043,0.90605,0.95187,0.31562,0.38076043,0.0,273977.0,0.00986,0.38076,0.8886,0.96067,0.45321,0.67321,
8,12.61032,25793.279,7.1648,0.44161519,0.00016,273977.0,0.04029,0.44162,0.79832,0.94859,0.81547,0.90303,0.30821,0.37712106,0.0,273977.0,0.00963,0.37712,0.7877,0.9646,0.83619,0.91444,0.31593,0.36018275,0.0,273977.0,0.00987,0.36018,0.90934,0.96508,0.36883,0.60731,
9,12.60413,25710.51382,7.14181,0.42506053,0.00018,273977.0,0.04027,0.42506,0.80713,0.94928,0.77984,0.88308,0.30911,0.39402255,0.0,273977.0,0.00966,0.39402,0.77466,0.96436,0.88756,0.94211,0.31344,0.36289467,0.0,273977.0,0.0098,0.36289,0.90706,0.96718,0.37812,0.61492,
10,12.60695,25641.01407,7.1225,0.41735084,0.0002,273977.0,0.04028,0.41735,0.81173,0.95386,0.76123,0.87249,0.30766,0.38472049,0.0,273977.0,0.00961,0.38472,0.78051,0.96154,0.8645,0.92979,0.30601,0.35870535,0.0,273977.0,0.00956,0.35871,0.90406,0.96312,0.39031,0.62475,
11,12.94119,25636.36883,7.12121,0.41676007,0.00022,273977.0,0.04135,0.41676,0.81129,0.95235,0.76304,0.87352,0.30673,0.3448584,0.0,273977.0,0.00959,0.34486,0.80255,0.96933,0.77771,0.88188,0.31888,0.34074078,0.0,273977.0,0.00997,0.34074,0.90704,0.96864,0.37819,0.61497,
12,13.00519,25640.23045,7.12229,0.39730521,0.00024,273977.0,0.04155,0.39731,0.81648,0.9555,0.74203,0.86141,0.3071,0.38443078,0.0,273977.0,0.0096,0.38443,0.78945,0.9691,0.82932,0.91067,0.31708,0.33441417,0.0,273977.0,0.00991,0.33441,0.92319,0.97257,0.31249,0.559,
13,12.97123,25636.86508,7.12135,0.37204213,0.00026,273977.0,0.04144,0.37204,0.82433,0.96123,0.71031,0.8428,0.31486,0.36481548,0.0,273977.0,0.00984,0.36482,0.78404,0.96945,0.85061,0.92229,0.31084,0.33509171,0.0,273977.0,0.00971,0.33509,0.91781,0.96949,0.33438,0.57825,
14,12.87282,25619.19507,7.11644,0.36998696,0.00028,273977.0,0.04113,0.36999,0.82552,0.96345,0.70549,0.83993,0.30846,0.37329891,0.0,273977.0,0.00964,0.3733,0.79657,0.9747,0.80127,0.89514,0.3106,0.34316662,0.0,273977.0,0.00971,0.34317,0.92311,0.9756,0.31279,0.55928,
15,12.9743,25614.70908,7.1152,0.35992686,0.0003,273977.0,0.04145,0.35993,0.83351,0.96393,0.67318,0.82048,0.30821,0.32154736,0.0,273977.0,0.00963,0.32155,0.81638,0.97673,0.72324,0.85043,0.3127,0.30003267,0.0,273977.0,0.00977,0.30003,0.93214,0.97439,0.27606,0.52541,
