epoch,train_time_epoch,train_eta,train_eta_hours,train_loss,train_lr,train_params,train_time_iter,train_mae,train_r2,train_spearmanr,train_mse,train_rmse,val_time_epoch,val_loss,val_lr,val_params,val_time_iter,val_mae,val_r2,val_spearmanr,val_mse,val_rmse,test_time_epoch,test_loss,test_lr,test_params,test_time_iter,test_mae,test_r2,test_spearmanr,test_mse,test_rmse,best_epoch,mpnn_param_layer_1,global_attention_param_layer_1,mpnn_param_layer_2,global_attention_param_layer_2,mpnn_param_layer_3,global_attention_param_layer_3,mpnn_param_layer_4,global_attention_param_layer_4,mpnn_param_layer_5,global_attention_param_layer_5,mpnn_param_layer_6,global_attention_param_layer_6,mpnn_param_layer_7,global_attention_param_layer_7,mpnn_param_layer_8,global_attention_param_layer_8,mpnn_param_layer_9,global_attention_param_layer_9,mpnn_param_layer_10,global_attention_param_layer_10
0,41.21899,82396.75404,22.88799,1.78851025,0.0,423737.0,0.13169,1.78851,-0.24304,0.19957,5.02609,2.24189,1.25332,1.78422762,0.0,423737.0,0.03917,1.78423,-0.28834,0.19287,5.07447,2.25266,1.32937,1.85087401,0.0,423737.0,0.04154,1.85087,-0.23238,0.22169,5.01369,2.23913,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,37.71693,78856.97789,21.90472,1.08221955,2e-05,423737.0,0.1205,1.08222,0.4154,0.69303,2.36378,1.53746,1.02098,0.7468306,0.0,423737.0,0.03191,0.74683,0.58777,0.85385,1.62368,1.27424,1.00801,0.7848172,0.0,423737.0,0.0315,0.78482,0.66899,0.85091,1.34665,1.16045,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,37.66989,77620.59986,21.56128,0.68445943,4e-05,423737.0,0.12035,0.68446,0.65979,0.87484,1.3756,1.17286,1.00995,0.58963554,0.0,423737.0,0.03156,0.58964,0.66405,0.91508,1.32323,1.15032,1.01082,0.5944957,0.0,423737.0,0.03159,0.5945,0.75292,0.9202,1.00519,1.00259,,0.9984,1.0016,1.0,1.0,1.0002,0.9998,1.0008,0.9992,1.0011,0.9989,0.998,1.002,1.0006,0.9994,1.0002,0.9998,1.0007,0.9993,1.0027,0.9973
3,37.71806,77007.60991,21.391,0.58902444,6e-05,423737.0,0.1205,0.58902,0.7184,0.90743,1.13863,1.06707,1.01191,0.55887588,0.0,423737.0,0.03162,0.55888,0.6826,0.93331,1.25016,1.11811,1.00761,0.55874204,0.0,423737.0,0.03149,0.55874,0.77508,0.93317,0.91506,0.95659,,0.999,1.001,1.0013,0.9987,1.0029,0.9971,1.0011,0.9989,1.001,0.999,0.998,1.002,1.0005,0.9995,1.0011,0.9989,1.0005,0.9995,1.0036,0.9964
4,37.72018,76625.57575,21.28488,0.55455619,8e-05,423737.0,0.12051,0.55456,0.73713,0.91831,1.06288,1.03096,1.01005,0.46120592,0.0,423737.0,0.03156,0.46121,0.74567,0.94738,1.00172,1.00086,1.01079,0.45601307,0.0,423737.0,0.03159,0.45601,0.83708,0.94641,0.66282,0.81414,,1.0007,0.9993,1.0048,0.9952,1.0069,0.9931,1.0028,0.9972,1.0024,0.9976,0.9998,1.0002,1.0013,0.9987,1.0017,0.9983,1.0019,0.9981,1.0041,0.9959
5,37.72746,76360.73258,21.21131,0.52275845,0.0001,423737.0,0.12054,0.52276,0.75258,0.92652,1.00042,1.00021,1.01135,0.48216157,0.0,423737.0,0.0316,0.48216,0.73956,0.95223,1.02583,1.01283,1.01728,0.47099183,0.0,423737.0,0.03179,0.47099,0.84051,0.95149,0.64885,0.80551,,1.0033,0.9967,1.0079,0.9921,1.0107,0.9893,1.0054,0.9946,1.0048,0.9952,1.0023,0.9977,1.0034,0.9966,1.0032,0.9968,1.0021,0.9979,1.0051,0.9949
6,37.75848,76169.61061,21.15823,0.49378271,0.00012,423737.0,0.12063,0.49378,0.76681,0.93356,0.94288,0.97102,1.01466,0.44392209,0.0,423737.0,0.03171,0.44392,0.76348,0.95434,0.93161,0.9652,1.11042,0.45330526,0.0,423737.0,0.0347,0.45331,0.86404,0.95082,0.55314,0.74374,,1.0075,0.9925,1.0117,0.9883,1.0159,0.9841,1.0078,0.9922,1.0069,0.9931,1.0056,0.9944,1.0059,0.9941,1.005,0.995,1.0039,0.9961,1.0062,0.9938
7,37.71845,76006.86281,21.11302,0.47866927,0.00014,423737.0,0.12051,0.47867,0.77738,0.93884,0.90013,0.94875,1.0128,0.45311242,0.0,423737.0,0.03165,0.45311,0.75137,0.96151,0.97929,0.98959,1.00796,0.42946771,0.0,423737.0,0.0315,0.42947,0.86661,0.96002,0.54268,0.73667,,1.012,0.988,1.017,0.983,1.0221,0.9779,1.0113,0.9887,1.0092,0.9908,1.0086,0.9914,1.0095,0.9905,1.0067,0.9933,1.0063,0.9937,1.0079,0.9921
8,37.71532,75871.20632,21.07534,0.46684552,0.00016,423737.0,0.1205,0.46685,0.78726,0.94245,0.86018,0.92746,1.00965,0.53746964,0.0,423737.0,0.03155,0.53747,0.72813,0.94714,1.07084,1.03482,1.01048,0.53505978,0.0,423737.0,0.03158,0.53506,0.84217,0.94654,0.64209,0.80131,,1.0175,0.9825,1.0205,0.9795,1.0257,0.9743,1.0149,0.9851,1.013,0.987,1.0138,0.9862,1.0131,0.9869,1.0095,0.9905,1.0077,0.9923,1.009,0.991
9,37.71553,75755.17939,21.04311,0.44385905,0.00018,423737.0,0.1205,0.44386,0.79958,0.94734,0.81037,0.90021,1.01182,0.40024023,0.0,423737.0,0.03162,0.40024,0.77515,0.96489,0.88562,0.94107,1.00831,0.37365568,0.0,423737.0,0.03151,0.37366,0.90465,0.96689,0.38789,0.62281,,1.0219,0.9781,1.026,0.974,1.0313,0.9687,1.0188,0.9812,1.0168,0.9832,1.0184,0.9816,1.0153,0.9847,1.0131,0.9869,1.0089,0.9911,1.0104,0.9896
