epoch,train_time_epoch,train_eta,train_eta_hours,train_loss,train_lr,train_params,train_time_iter,train_mae,train_r2,train_spearmanr,train_mse,train_rmse,val_time_epoch,val_loss,val_lr,val_params,val_time_iter,val_mae,val_r2,val_spearmanr,val_mse,val_rmse,test_time_epoch,test_loss,test_lr,test_params,test_time_iter,test_mae,test_r2,test_spearmanr,test_mse,test_rmse,best_epoch,mpnn_param_layer_1,global_attention_param_layer_1,mpnn_param_layer_2,global_attention_param_layer_2,mpnn_param_layer_3,global_attention_param_layer_3,mpnn_param_layer_4,global_attention_param_layer_4,mpnn_param_layer_5,global_attention_param_layer_5,mpnn_param_layer_6,global_attention_param_layer_6,mpnn_param_layer_7,global_attention_param_layer_7,mpnn_param_layer_8,global_attention_param_layer_8,mpnn_param_layer_9,global_attention_param_layer_9,mpnn_param_layer_10,global_attention_param_layer_10
10,17.11969,35791.42308,9.94206,0.43405326,0.0002,423737.0,0.0547,0.43405,0.8009,0.94994,0.80503,0.89723,0.70673,0.44641419,0.0,423737.0,0.02209,0.44641,0.76349,0.95854,0.93154,0.96516,0.70408,0.41953948,0.0,423737.0,0.022,0.41954,0.89078,0.96249,0.44436,0.6666,,1.0353,0.9647,1.0167,0.9833,1.0248,0.9752,1.0195,0.9805,1.0184,0.9816,1.0251,0.9749,1.0132,0.9868,1.0182,0.9818,1.0091,0.9909,1.019,0.981
11,17.10598,35626.20039,9.89617,0.4211236,0.00022,423737.0,0.05465,0.42112,0.80957,0.95272,0.76998,0.87749,0.70702,0.35786432,0.0,423737.0,0.02209,0.35786,0.79522,0.96896,0.80659,0.8981,0.7034,0.35040649,0.0,423737.0,0.02198,0.35041,0.91274,0.9684,0.35502,0.59583,,1.0439,0.9561,1.0195,0.9805,1.0291,0.9709,1.0237,0.9763,1.0252,0.9748,1.0319,0.9681,1.019,0.981,1.0222,0.9778,1.0136,0.9864,1.0262,0.9737
12,17.14993,35490.48227,9.85847,0.4014979,0.00024,423737.0,0.05479,0.4015,0.81241,0.956,0.75851,0.87093,0.70639,0.3868967,0.0,423737.0,0.02207,0.3869,0.78127,0.96541,0.86151,0.92818,0.70465,0.37012552,0.0,423737.0,0.02202,0.37013,0.90621,0.96627,0.38155,0.6177,,1.0514,0.9486,1.0249,0.9751,1.0346,0.9654,1.0268,0.9732,1.0285,0.9714,1.0378,0.9622,1.0252,0.9748,1.0289,0.9711,1.0184,0.9816,1.0351,0.9649
13,17.13019,35368.90161,9.82469,0.40446739,0.00026,423737.0,0.05473,0.40447,0.81415,0.95523,0.75148,0.86688,0.70936,0.49292362,0.0,423737.0,0.02217,0.49292,0.73879,0.96863,1.02884,1.01432,0.70573,0.47418046,0.0,423737.0,0.02205,0.47418,0.86871,0.96641,0.53413,0.73084,,1.059,0.941,1.0293,0.9707,1.0405,0.9595,1.0309,0.9691,1.0357,0.9643,1.0437,0.9563,1.0313,0.9687,1.0348,0.9652,1.023,0.977,1.0397,0.9603
14,17.10828,35258.34925,9.79399,0.37401081,0.00028,423737.0,0.05466,0.37401,0.82261,0.96275,0.71726,0.84691,0.70687,0.35792698,0.0,423737.0,0.02209,0.35793,0.7907,0.96525,0.82438,0.90796,0.70343,0.33804462,0.0,423737.0,0.02198,0.33804,0.91441,0.96859,0.34821,0.5901,,1.0655,0.9345,1.0363,0.9637,1.045,0.955,1.0374,0.9626,1.0421,0.9579,1.0479,0.9521,1.0341,0.9659,1.0408,0.9592,1.027,0.973,1.0488,0.9512
15,17.10733,35159.35884,9.76649,0.37561413,0.0003,423737.0,0.05466,0.37561,0.82334,0.96122,0.7143,0.84516,0.70615,0.36676879,0.0,423737.0,0.02207,0.36677,0.79285,0.96922,0.81589,0.90327,0.70562,0.3602618,0.0,423737.0,0.02205,0.36026,0.90555,0.96634,0.38424,0.61987,,1.0742,0.9258,1.0412,0.9588,1.0513,0.9487,1.0426,0.9574,1.0452,0.9548,1.0523,0.9477,1.0397,0.9603,1.0509,0.9491,1.0338,0.9662,1.0598,0.9402
16,17.14896,35074.8577,9.74302,0.36836796,0.00032,423737.0,0.05479,0.36837,0.82418,0.9631,0.71089,0.84315,0.71331,0.45232485,0.0,423737.0,0.02229,0.45232,0.78802,0.94941,0.83493,0.91374,0.72527,0.43469202,0.0,423737.0,0.02266,0.43469,0.87724,0.95201,0.49941,0.70669,,1.0802,0.9198,1.0425,0.9575,1.0574,0.9426,1.046,0.954,1.0519,0.9481,1.0563,0.9437,1.0452,0.9548,1.0605,0.9395,1.0368,0.9632,1.0674,0.9326
17,17.13411,34996.20561,9.72117,0.35441007,0.00034,423737.0,0.05474,0.35441,0.83141,0.96617,0.68169,0.82564,0.7058,0.46450981,0.0,423737.0,0.02206,0.46451,0.75522,0.97355,0.96414,0.98191,0.72343,0.45744544,0.0,423737.0,0.02261,0.45745,0.85923,0.97426,0.57268,0.75676,,1.0867,0.9133,1.0491,0.9509,1.0649,0.9351,1.0518,0.9482,1.0603,0.9397,1.061,0.939,1.0506,0.9494,1.0708,0.9292,1.0428,0.9572,1.0821,0.9179
18,17.10425,34920.91576,9.70025,0.35402985,0.00036,423737.0,0.05465,0.35403,0.83018,0.96658,0.68665,0.82865,0.70491,0.29049265,0.0,423737.0,0.02203,0.29049,0.82458,0.97941,0.69095,0.83123,0.70306,0.26538148,0.0,423737.0,0.02197,0.26538,0.93049,0.97723,0.28277,0.53176,,1.0935,0.9065,1.0542,0.9458,1.0698,0.9302,1.0575,0.9426,1.0632,0.9368,1.0668,0.9332,1.0569,0.9431,1.0793,0.9207,1.0481,0.9519,1.0953,0.9047
19,17.10092,34851.11426,9.68087,0.34350762,0.00038,423737.0,0.05464,0.34351,0.83425,0.96658,0.67019,0.81865,0.70425,0.34252383,0.0,423737.0,0.02201,0.34252,0.80472,0.97356,0.76918,0.87703,0.71617,0.31451649,0.0,423737.0,0.02238,0.31452,0.92479,0.97213,0.30597,0.55315,,1.0957,0.9043,1.0551,0.9449,1.0727,0.9273,1.0603,0.9397,1.0674,0.9326,1.0691,0.9309,1.0597,0.9403,1.0842,0.9158,1.0559,0.9441,1.109,0.891
20,17.12178,34788.29814,9.66342,0.35505005,0.0004,423737.0,0.0547,0.35505,0.82592,0.96454,0.70386,0.83896,0.7063,0.30831706,0.0,423737.0,0.02207,0.30832,0.81096,0.97588,0.74457,0.86289,0.70432,0.26988636,0.0,423737.0,0.02201,0.26989,0.93945,0.97862,0.24632,0.49631,,1.0999,0.9001,1.0555,0.9445,1.0792,0.9207,1.0679,0.9321,1.0744,0.9256,1.0738,0.9262,1.068,0.932,1.0927,0.9073,1.0622,0.9378,1.125,0.875
21,17.12078,34729.54557,9.6471,0.33080234,0.00042,423737.0,0.0547,0.3308,0.83581,0.96947,0.6639,0.8148,0.707,0.32420742,0.0,423737.0,0.02209,0.32421,0.81999,0.97671,0.70901,0.84203,0.70421,0.29801664,0.0,423737.0,0.02201,0.29802,0.91899,0.97272,0.32956,0.57407,,1.1063,0.8937,1.0598,0.9402,1.084,0.916,1.0736,0.9264,1.0805,0.9195,1.077,0.923,1.074,0.926,1.099,0.901,1.0706,0.9294,1.1374,0.8626
22,17.11039,34673.52061,9.63153,0.31985238,0.00044,423737.0,0.05467,0.31985,0.84091,0.9718,0.64326,0.80203,0.70678,0.29819486,0.0,423737.0,0.02209,0.29819,0.81624,0.97918,0.72377,0.85075,0.70474,0.26546344,0.0,423737.0,0.02202,0.26546,0.9342,0.97859,0.26769,0.51739,,1.1061,0.8939,1.0607,0.9393,1.0914,0.9086,1.0804,0.9196,1.089,0.911,1.0845,0.9155,1.0747,0.9253,1.11,0.89,1.0756,0.9244,1.1468,0.8532
23,17.13279,34622.58272,9.61738,0.30943629,0.00046,423737.0,0.05474,0.30944,0.84296,0.97193,0.63498,0.79686,0.70868,0.38027182,0.0,423737.0,0.02215,0.38027,0.77798,0.98177,0.87447,0.93513,0.72396,0.36576966,0.0,423737.0,0.02262,0.36577,0.88831,0.97976,0.45439,0.67409,,1.1079,0.8921,1.0611,0.9389,1.0928,0.9072,1.0811,0.9189,1.1014,0.8986,1.0895,0.9105,1.0827,0.9173,1.1165,0.8835,1.0834,0.9166,1.1625,0.8375
24,17.19457,34579.2298,9.60534,0.32662417,0.00048,423737.0,0.05493,0.32662,0.83908,0.97044,0.65067,0.80664,0.70743,0.27321491,0.0,423737.0,0.02211,0.27321,0.82235,0.98076,0.69973,0.8365,0.70441,0.25559077,0.0,423737.0,0.02201,0.25559,0.93698,0.97899,0.25636,0.50632,,1.1092,0.8908,1.0612,0.9388,1.0956,0.9044,1.0846,0.9154,1.1078,0.8922,1.0909,0.9091,1.0891,0.9109,1.1237,0.8763,1.0897,0.9103,1.169,0.831
25,17.11514,34531.85819,9.59218,0.30967198,0.0005,423737.0,0.05468,0.30967,0.84542,0.97215,0.62503,0.79059,0.5669,0.31255666,0.0,423737.0,0.01772,0.31256,0.79784,0.97817,0.79625,0.89233,0.56471,0.29010625,0.0,423737.0,0.01765,0.29011,0.92616,0.97585,0.30039,0.54808,,1.1083,0.8917,1.0628,0.9372,1.0999,0.9001,1.0921,0.9079,1.1091,0.8909,1.0965,0.9035,1.0894,0.9106,1.1325,0.8675,1.0958,0.9042,1.1838,0.8162
26,15.29409,34353.65617,9.54268,0.30569787,0.00052,423737.0,0.04886,0.3057,0.84031,0.97357,0.6457,0.80356,0.56584,0.28276771,0.0,423737.0,0.01768,0.28277,0.82485,0.98389,0.68986,0.83058,0.56449,0.23810085,0.0,423737.0,0.01764,0.2381,0.94606,0.9812,0.21945,0.46846,,1.1094,0.8906,1.0638,0.9362,1.1024,0.8976,1.0941,0.9059,1.1107,0.8893,1.1046,0.8954,1.1012,0.8988,1.1372,0.8628,1.108,0.892,1.1961,0.8038
27,15.33398,34189.89982,9.49719,0.29910029,0.00054,423737.0,0.04899,0.2991,0.84508,0.97461,0.62639,0.79145,0.56802,0.3511608,0.0,423737.0,0.01775,0.35116,0.79796,0.98021,0.79578,0.89206,0.56591,0.32347853,0.0,423737.0,0.01768,0.32348,0.92451,0.97968,0.30712,0.55419,,1.11,0.89,1.0667,0.9333,1.1088,0.8912,1.0975,0.9025,1.1194,0.8806,1.1128,0.8872,1.107,0.893,1.1489,0.8511,1.1134,0.8866,1.2081,0.7919
28,15.31789,34035.28645,9.45425,0.30676275,0.00056,423737.0,0.04894,0.30676,0.8463,0.97281,0.62147,0.78833,0.56887,0.31097155,0.0,423737.0,0.01778,0.31097,0.82076,0.98116,0.70597,0.84022,0.5799,0.29287852,0.0,423737.0,0.01812,0.29288,0.93109,0.97787,0.28033,0.52946,,1.11,0.89,1.0662,0.9338,1.11,0.89,1.1017,0.8983,1.1223,0.8777,1.1179,0.8821,1.1143,0.8857,1.1518,0.8482,1.1131,0.8869,1.2133,0.7867
29,15.31338,33889.66299,9.4138,0.3199252,0.00058,423737.0,0.04892,0.31993,0.83998,0.97103,0.64703,0.80438,0.56636,0.34338527,0.0,423737.0,0.0177,0.34339,0.81906,0.97655,0.71268,0.84421,0.5652,0.31127307,0.0,423737.0,0.01766,0.31127,0.93254,0.97523,0.27446,0.52389,,1.1083,0.8917,1.0696,0.9304,1.1157,0.8843,1.104,0.8961,1.1327,0.8673,1.123,0.877,1.124,0.876,1.1592,0.8408,1.1222,0.8778,1.2257,0.7743
30,15.30925,33752.18438,9.37561,0.30413733,0.0006,423737.0,0.04891,0.30414,0.84903,0.97326,0.61041,0.78129,0.56649,0.26935499,0.0,423737.0,0.0177,0.26935,0.82282,0.97886,0.69789,0.8354,0.56509,0.2424365,0.0,423737.0,0.01766,0.24244,0.94711,0.97822,0.21518,0.46387,,1.1056,0.8944,1.0673,0.9327,1.111,0.889,1.0996,0.9004,1.1407,0.8593,1.1252,0.8748,1.129,0.871,1.1581,0.8419,1.127,0.873,1.2416,0.7584
31,15.36706,33625.89677,9.34053,0.29135944,0.00062,423737.0,0.0491,0.29136,0.8511,0.97525,0.60208,0.77594,0.57611,0.26761095,0.0,423737.0,0.018,0.26761,0.82814,0.98228,0.67691,0.82274,0.5675,0.23305785,0.0,423737.0,0.01773,0.23306,0.94965,0.98124,0.20484,0.45259,,1.1099,0.8901,1.0671,0.9329,1.1113,0.8887,1.102,0.898,1.1447,0.8553,1.1305,0.8695,1.1274,0.8726,1.1693,0.8307,1.1324,0.8676,1.2522,0.7478
32,15.31851,33503.43743,9.30651,0.30196122,0.00064,423737.0,0.04894,0.30196,0.84671,0.97312,0.6198,0.78727,0.56669,0.27432358,0.0,423737.0,0.01771,0.27432,0.82273,0.9824,0.69824,0.83561,0.56497,0.23794227,0.0,423737.0,0.01766,0.23794,0.94439,0.98117,0.22625,0.47566,,1.1037,0.8963,1.0664,0.9336,1.1149,0.8851,1.1084,0.8916,1.1524,0.8476,1.1378,0.8622,1.1345,0.8655,1.1751,0.8249,1.1366,0.8633,1.2622,0.7378
33,15.31922,33387.32156,9.27426,0.29004209,0.00066,423737.0,0.04894,0.29004,0.84491,0.9758,0.6271,0.79189,0.56715,0.29110138,0.0,423737.0,0.01772,0.2911,0.8119,0.97803,0.74089,0.86075,0.56522,0.27053271,0.0,423737.0,0.01766,0.27053,0.93067,0.97249,0.28204,0.53107,,1.0981,0.9019,1.076,0.924,1.1176,0.8824,1.109,0.891,1.1542,0.8458,1.1482,0.8518,1.1435,0.8565,1.1844,0.8156,1.1371,0.8629,1.275,0.725
34,15.35941,33279.2219,9.24423,0.28413325,0.00068,423737.0,0.04907,0.28413,0.8489,0.97646,0.61095,0.78164,0.56763,0.26665431,0.0,423737.0,0.01774,0.26665,0.81611,0.98098,0.72431,0.85106,0.56707,0.24061546,0.0,423737.0,0.01772,0.24062,0.93418,0.97687,0.26777,0.51747,,1.103,0.897,1.0673,0.9327,1.1173,0.8827,1.116,0.884,1.1519,0.8481,1.1541,0.8459,1.1521,0.8479,1.1869,0.8131,1.1465,0.8535,1.2853,0.7147
35,15.30082,33173.07823,9.21474,0.29911095,0.0007,423737.0,0.04888,0.29911,0.84626,0.97438,0.62165,0.78845,0.56702,0.30331482,0.0,423737.0,0.01772,0.30331,0.82162,0.98215,0.7026,0.83821,0.57914,0.26768608,0.0,423737.0,0.0181,0.26769,0.94372,0.9807,0.22895,0.47849,,1.0992,0.9008,1.0696,0.9304,1.121,0.879,1.1202,0.8799,1.1649,0.8351,1.1523,0.8477,1.1557,0.8443,1.1908,0.8092,1.1502,0.8498,1.2922,0.7078
36,15.33787,33073.81072,9.18717,0.29109573,0.00072,423737.0,0.049,0.2911,0.84882,0.97543,0.61128,0.78184,0.56828,0.47286899,0.0,423737.0,0.01776,0.47287,0.7816,0.98314,0.86023,0.92749,0.56601,0.44891758,0.0,423737.0,0.01769,0.44892,0.89329,0.97801,0.43413,0.65889,,1.0985,0.9015,1.071,0.929,1.1268,0.8732,1.1207,0.8793,1.1609,0.8391,1.1585,0.8415,1.1637,0.8363,1.2036,0.7964,1.1582,0.8418,1.3077,0.6923
37,15.31615,32977.83922,9.16051,0.30858262,0.00074,423737.0,0.04893,0.30858,0.83589,0.97062,0.66355,0.81459,0.56804,0.39157511,0.0,423737.0,0.01775,0.39158,0.73298,0.94066,1.05171,1.02553,0.56592,0.39414388,0.0,423737.0,0.01768,0.39414,0.8147,0.93588,0.75386,0.86825,,1.0978,0.9022,1.0709,0.9291,1.1265,0.8735,1.1311,0.8689,1.1629,0.8371,1.1614,0.8386,1.1679,0.8321,1.2084,0.7916,1.1603,0.8397,1.321,0.679
38,15.3081,32885.5989,9.13489,0.29935838,0.00076,423737.0,0.04891,0.29936,0.83705,0.972,0.65887,0.81171,0.56804,0.28045285,0.0,423737.0,0.01775,0.28045,0.83433,0.98038,0.65252,0.80779,0.56402,0.25898753,0.0,423737.0,0.01763,0.25899,0.94787,0.97813,0.21209,0.46053,,1.1022,0.8978,1.0738,0.9262,1.1267,0.8733,1.1276,0.8724,1.1744,0.8256,1.1612,0.8388,1.1709,0.8291,1.2027,0.7973,1.1668,0.8332,1.3271,0.6729
39,15.32909,32798.23355,9.11062,0.28631994,0.00078,423737.0,0.04897,0.28632,0.84716,0.97537,0.618,0.78613,0.56618,0.46575108,0.0,423737.0,0.01769,0.46575,0.70814,0.89696,1.14957,1.07218,0.56448,0.47527755,0.0,423737.0,0.01764,0.47528,0.77402,0.89221,0.91935,0.95883,,1.0928,0.9072,1.0626,0.9374,1.1283,0.8717,1.1384,0.8616,1.1768,0.8232,1.1651,0.8349,1.1724,0.8276,1.21,0.79,1.1743,0.8257,1.3441,0.6559
40,15.32442,32714.15908,9.08727,0.29209177,0.0008,423737.0,0.04896,0.29209,0.84248,0.97375,0.63692,0.79807,0.56965,0.33225946,0.0,423737.0,0.0178,0.33226,0.80585,0.97716,0.7647,0.87447,0.56623,0.29795761,0.0,423737.0,0.01769,0.29796,0.93139,0.97601,0.27914,0.52833,,1.0841,0.9159,1.066,0.934,1.1308,0.8692,1.1383,0.8617,1.1817,0.8183,1.1729,0.8271,1.1724,0.8276,1.2186,0.7814,1.1774,0.8226,1.3533,0.6467
41,15.33122,32633.6754,9.06491,0.2839672,0.00082,423737.0,0.04898,0.28397,0.8495,0.97697,0.60855,0.7801,0.56709,0.280997,0.0,423737.0,0.01772,0.281,0.82662,0.97979,0.68292,0.82639,0.56511,0.2524098,0.0,423737.0,0.01766,0.25241,0.94794,0.98151,0.21178,0.4602,,1.0814,0.9186,1.057,0.943,1.1328,0.8672,1.1423,0.8577,1.1906,0.8094,1.1721,0.8279,1.1788,0.8212,1.2212,0.7788,1.1804,0.8196,1.3571,0.6429
42,15.33553,32556.41837,9.04345,0.28097082,0.00084,423737.0,0.049,0.28097,0.85386,0.97577,0.59091,0.76871,0.5698,0.28689144,0.0,423737.0,0.01781,0.28689,0.82634,0.98273,0.68399,0.82704,0.5653,0.25909159,0.0,423737.0,0.01767,0.25909,0.94354,0.97924,0.22969,0.47926,,1.0739,0.9261,1.0617,0.9383,1.1348,0.8652,1.1522,0.8478,1.1935,0.8065,1.1743,0.8257,1.1835,0.8165,1.2246,0.7754,1.1894,0.8106,1.3692,0.6308
43,15.31289,32480.96934,9.02249,0.30046507,0.00086,423737.0,0.04892,0.30047,0.84408,0.97449,0.63045,0.79401,0.56572,0.31930144,0.0,423737.0,0.01768,0.3193,0.82386,0.98203,0.69378,0.83293,0.5636,0.2847995,0.0,423737.0,0.01761,0.2848,0.93953,0.98117,0.246,0.49599,,1.0748,0.9252,1.0581,0.9419,1.1335,0.8665,1.1489,0.8511,1.2056,0.7944,1.1789,0.8211,1.1913,0.8087,1.2251,0.7749,1.1872,0.8128,1.3852,0.6148
44,15.31355,32408.22186,9.00228,0.28868337,0.00088,423737.0,0.04893,0.28868,0.84836,0.9747,0.61314,0.78303,0.56648,0.31093727,0.0,423737.0,0.0177,0.31094,0.81326,0.9757,0.73554,0.85764,0.56488,0.26104443,0.0,423737.0,0.01765,0.26104,0.93577,0.97764,0.26129,0.51116,,1.0691,0.9309,1.0479,0.952,1.1365,0.8635,1.1476,0.8524,1.2083,0.7917,1.1765,0.8235,1.1855,0.8145,1.2248,0.7752,1.1945,0.8054,1.4017,0.5983
45,15.33648,32338.94571,8.98304,0.28580871,0.0009,423737.0,0.049,0.28581,0.8501,0.97592,0.60609,0.77852,0.56846,0.30548225,0.0,423737.0,0.01776,0.30548,0.82177,0.9856,0.702,0.83786,0.56725,0.28272367,0.0,423737.0,0.01773,0.28272,0.93167,0.98007,0.278,0.52726,,1.0735,0.9265,1.0479,0.9521,1.1431,0.8569,1.1516,0.8484,1.2118,0.7881,1.1839,0.8161,1.2069,0.7931,1.2348,0.7652,1.2012,0.7988,1.4124,0.5876
46,15.31298,32270.98836,8.96416,0.28118374,0.00092,423737.0,0.04892,0.28118,0.84821,0.97658,0.61373,0.78341,0.56649,0.35579143,0.0,423737.0,0.0177,0.35579,0.80707,0.98063,0.75989,0.87171,0.56491,0.34208769,0.0,423737.0,0.01765,0.34209,0.92991,0.97905,0.28515,0.53399,,1.0649,0.9351,1.0474,0.9526,1.1465,0.8535,1.1635,0.8365,1.2263,0.7737,1.1887,0.8113,1.2002,0.7998,1.238,0.762,1.2045,0.7954,1.4295,0.5705
47,15.31855,32205.45102,8.94596,0.28586368,0.00094,423737.0,0.04894,0.28586,0.85061,0.97547,0.60403,0.7772,0.56605,0.46260067,0.0,423737.0,0.01769,0.4626,0.8075,0.98084,0.75819,0.87074,0.56441,0.44101056,0.0,423737.0,0.01764,0.44101,0.91836,0.98063,0.33213,0.57631,,1.061,0.939,1.0503,0.9496,1.1479,0.8521,1.164,0.836,1.2206,0.7794,1.1928,0.8072,1.2076,0.7924,1.2364,0.7636,1.2101,0.7899,1.4384,0.5616
48,15.32161,32142.08516,8.92836,0.29624364,0.00096,423737.0,0.04895,0.29624,0.84576,0.9741,0.62364,0.78971,0.56667,0.29392594,0.0,423737.0,0.01771,0.29393,0.82686,0.98466,0.68196,0.82581,0.56447,0.25811859,0.0,423737.0,0.01764,0.25812,0.94796,0.98239,0.21173,0.46014,,1.0602,0.9398,1.0434,0.9566,1.1538,0.8462,1.1622,0.8378,1.2306,0.7694,1.2025,0.7975,1.2118,0.7882,1.236,0.764,1.22,0.78,1.4562,0.5438
49,15.32764,32080.87604,8.91135,0.28959005,0.00098,423737.0,0.04897,0.28959,0.84311,0.97428,0.63436,0.79647,0.56943,0.28108126,0.0,423737.0,0.01779,0.28108,0.82119,0.9838,0.70431,0.83923,0.57118,0.25706644,0.0,423737.0,0.01785,0.25707,0.93135,0.98059,0.27929,0.52848,,1.0626,0.9374,1.0392,0.9608,1.154,0.846,1.1565,0.8435,1.2396,0.7604,1.2031,0.7968,1.2166,0.7834,1.2389,0.7611,1.2252,0.7747,1.4688,0.5311
