epoch,train_time_epoch,train_eta,train_eta_hours,train_loss,train_lr,train_params,train_time_iter,train_mae,train_r2,train_spearmanr,train_mse,train_rmse,val_time_epoch,val_loss,val_lr,val_params,val_time_iter,val_mae,val_r2,val_spearmanr,val_mse,val_rmse,test_time_epoch,test_loss,test_lr,test_params,test_time_iter,test_mae,test_r2,test_spearmanr,test_mse,test_rmse,best_epoch,mpnn_param_layer_1,global_attention_param_layer_1,mpnn_param_layer_2,global_attention_param_layer_2,mpnn_param_layer_3,global_attention_param_layer_3,mpnn_param_layer_4,global_attention_param_layer_4,mpnn_param_layer_5,global_attention_param_layer_5,mpnn_param_layer_6,global_attention_param_layer_6,mpnn_param_layer_7,global_attention_param_layer_7,mpnn_param_layer_8,global_attention_param_layer_8,mpnn_param_layer_9,global_attention_param_layer_9,mpnn_param_layer_10,global_attention_param_layer_10
0,28.74054,57452.34666,15.95899,1.65033822,0.0,423737.0,0.09182,1.65034,-0.12282,-0.21144,4.54002,2.13073,0.72847,1.60514853,0.0,423737.0,0.02276,1.60515,-0.12365,-0.18401,4.42579,2.10376,0.95453,1.72397356,0.0,423737.0,0.02983,1.72397,-0.134,-0.26636,4.61344,2.14789,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,14.31879,43016.27756,11.94897,1.11971939,2e-05,423737.0,0.04575,1.11972,0.32625,0.62967,2.72422,1.65052,0.57477,0.75978265,0.0,423737.0,0.01796,0.75978,0.5875,0.8487,1.62474,1.27465,0.58934,0.80981226,0.0,423737.0,0.01842,0.80981,0.6366,0.84055,1.47842,1.2159,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,14.71274,38456.94725,10.68249,0.66440752,4e-05,423737.0,0.04701,0.66441,0.66498,0.88482,1.35462,1.16388,0.57654,0.53720353,0.0,423737.0,0.01802,0.5372,0.70818,0.93288,1.14942,1.07211,0.60916,0.58087308,0.0,423737.0,0.01904,0.58087,0.75451,0.92525,0.99873,0.99937,,1.0009,0.9991,1.0002,0.9998,1.0007,0.9993,1.0007,0.9993,1.0009,0.9991,1.0014,0.9986,0.9999,1.0001,0.9999,1.0001,0.9976,1.0024,0.9988,1.0012
3,14.83097,36228.92385,10.06359,0.57345489,6e-05,423737.0,0.04738,0.57345,0.71583,0.91215,1.14902,1.07192,0.60411,0.49468599,0.0,423737.0,0.01888,0.49469,0.7321,0.93613,1.0552,1.02723,0.61934,0.49830789,0.0,423737.0,0.01935,0.49831,0.80393,0.93875,0.79767,0.89312,,1.0002,0.9998,1.0025,0.9975,1.001,0.999,1.0017,0.9983,1.0016,0.9984,1.0031,0.9969,1.0003,0.9997,0.9989,1.001,0.9968,1.0032,0.9987,1.0013
4,14.57398,34783.63795,9.66212,0.52379365,8e-05,423737.0,0.04656,0.52379,0.74892,0.92811,1.0152,1.00757,0.80974,0.46362597,0.0,423737.0,0.0253,0.46363,0.74581,0.94629,1.0012,1.0006,0.5817,0.47426846,0.0,423737.0,0.01818,0.47427,0.82606,0.94462,0.70765,0.84122,,1.0037,0.9963,1.0058,0.9942,1.0031,0.9969,1.0033,0.9967,1.0038,0.9962,1.0062,0.9938,1.0016,0.9984,0.9997,1.0003,0.9975,1.0025,0.9997,1.0003
5,14.72451,33865.28212,9.40702,0.5054024,0.0001,423737.0,0.04704,0.5054,0.75694,0.93184,0.98279,0.99136,0.58824,0.50040733,0.0,423737.0,0.01838,0.50041,0.72031,0.94908,1.10162,1.04958,0.61055,0.51149774,0.0,423737.0,0.01908,0.5115,0.80922,0.94818,0.77616,0.881,,1.0076,0.9924,1.0112,0.9888,1.006,0.994,1.0056,0.9944,1.0062,0.9938,1.0077,0.9923,1.004,0.996,1.001,0.999,0.9993,1.0007,1.0005,0.9995
6,14.57617,33162.87038,9.21191,0.49394883,0.00012,423737.0,0.04657,0.49395,0.76587,0.93598,0.94669,0.97298,0.57906,0.43960374,0.0,423737.0,0.0181,0.4396,0.75447,0.95848,0.96706,0.98339,0.60254,0.42375894,0.0,423737.0,0.01883,0.42376,0.85487,0.9586,0.59042,0.76839,,1.0123,0.9877,1.0159,0.9841,1.0101,0.9899,1.0085,0.9915,1.0091,0.9909,1.0098,0.9902,1.0061,0.9939,1.0028,0.9972,1.0008,0.9992,1.0015,0.9985
7,14.84726,32699.91937,9.08331,0.46945563,0.00014,423737.0,0.04744,0.46946,0.7809,0.94217,0.88591,0.94123,0.57761,0.46879376,0.0,423737.0,0.01805,0.46879,0.74539,0.95572,1.00286,1.00143,0.57088,0.4530588,0.0,423737.0,0.01784,0.45306,0.85072,0.95786,0.6073,0.77929,,1.0167,0.9833,1.0236,0.9764,1.0157,0.9843,1.0129,0.9871,1.0129,0.9871,1.013,0.987,1.0091,0.9909,1.0049,0.9951,1.0034,0.9966,1.0035,0.9965
8,14.49534,32258.69442,8.96075,0.45585139,0.00016,423737.0,0.04631,0.45585,0.78293,0.94433,0.87771,0.93686,0.57725,0.42137941,0.0,423737.0,0.01804,0.42138,0.77831,0.9589,0.8732,0.93445,0.61363,0.39576973,0.0,423737.0,0.01918,0.39577,0.87977,0.96139,0.48912,0.69937,,1.021,0.979,1.0311,0.9689,1.0179,0.9821,1.0165,0.9835,1.0142,0.9858,1.0148,0.9852,1.0123,0.9877,1.0092,0.9908,1.0052,0.9948,1.0054,0.9946
9,14.59139,31921.92868,8.8672,0.43533491,0.00018,423737.0,0.04662,0.43533,0.79603,0.94955,0.82475,0.90816,0.63694,0.48278475,0.0,423737.0,0.0199,0.48278,0.72959,0.95746,1.06508,1.03203,0.60227,0.46568477,0.0,423737.0,0.01882,0.46568,0.84638,0.96025,0.62499,0.79056,,1.0251,0.9749,1.0403,0.9597,1.0226,0.9774,1.0225,0.9775,1.0194,0.9806,1.0191,0.9809,1.016,0.984,1.0139,0.9861,1.0091,0.9909,1.0074,0.9926
