epoch,train_time_epoch,train_eta,train_eta_hours,train_loss,train_lr,train_params,train_time_iter,train_mae,train_r2,train_spearmanr,train_mse,train_rmse,val_time_epoch,val_loss,val_lr,val_params,val_time_iter,val_mae,val_r2,val_spearmanr,val_mse,val_rmse,test_time_epoch,test_loss,test_lr,test_params,test_time_iter,test_mae,test_r2,test_spearmanr,test_mse,test_rmse,best_epoch,mpnn_param_layer_1,global_attention_param_layer_1,mpnn_param_layer_2,global_attention_param_layer_2,mpnn_param_layer_3,global_attention_param_layer_3,mpnn_param_layer_4,global_attention_param_layer_4,mpnn_param_layer_5,global_attention_param_layer_5,mpnn_param_layer_6,global_attention_param_layer_6,mpnn_param_layer_7,global_attention_param_layer_7,mpnn_param_layer_8,global_attention_param_layer_8,mpnn_param_layer_9,global_attention_param_layer_9,mpnn_param_layer_10,global_attention_param_layer_10
18,27.15256,54605.34488,15.16815,0.36366759,0.00036,423737.0,0.08675,0.36367,0.82327,0.9647,0.71458,0.84533,1.01542,0.30852639,0.0,423737.0,0.03173,0.30853,0.82442,0.97554,0.69156,0.8316,1.01363,0.28774242,0.0,423737.0,0.03168,0.28774,0.93808,0.97783,0.25191,0.50191,,1.0815,0.9185,1.0689,0.9311,1.0752,0.9248,1.0721,0.9279,1.0831,0.9169,1.0988,0.9012,1.0716,0.9284,1.0662,0.9338,1.0614,0.9386,1.086,0.914
19,27.15713,54537.44704,15.14929,0.35501586,0.00038,423737.0,0.08676,0.35502,0.8273,0.96571,0.6983,0.83565,1.01669,0.32979664,0.0,423737.0,0.03177,0.3298,0.80327,0.97044,0.77488,0.88028,1.01589,0.29219892,0.0,423737.0,0.03175,0.2922,0.92839,0.96966,0.29132,0.53974,,1.0831,0.9169,1.0741,0.9259,1.0786,0.9214,1.0771,0.9229,1.0861,0.9139,1.107,0.893,1.0764,0.9236,1.0678,0.9322,1.0675,0.9325,1.098,0.902
20,27.15351,54473.08799,15.13141,0.34993527,0.0004,423737.0,0.08675,0.34994,0.83276,0.96793,0.6762,0.82232,1.01555,0.37851582,0.0,423737.0,0.03174,0.37852,0.7952,0.9679,0.80666,0.89814,1.0164,0.35785827,0.0,423737.0,0.03176,0.35786,0.89791,0.97147,0.41534,0.64446,,1.0851,0.9149,1.0799,0.9201,1.0858,0.9142,1.0798,0.9202,1.0918,0.9082,1.1149,0.8851,1.0786,0.9214,1.0762,0.9237,1.0813,0.9187,1.1112,0.8888
21,27.16495,54413.1397,15.11476,0.34383549,0.00042,423737.0,0.08679,0.34384,0.83234,0.9677,0.67793,0.82336,1.0186,0.34888943,0.0,423737.0,0.03183,0.34889,0.80108,0.97983,0.78348,0.88514,1.01456,0.30506086,0.0,423737.0,0.03171,0.30506,0.93204,0.97926,0.27649,0.52582,,1.0859,0.9141,1.0812,0.9188,1.0876,0.9124,1.0871,0.9129,1.0974,0.9026,1.123,0.877,1.0851,0.9149,1.0883,0.9117,1.087,0.913,1.123,0.877
22,27.15967,54355.58828,15.09877,0.33444226,0.00044,423737.0,0.08677,0.33444,0.83235,0.96855,0.67786,0.82332,1.01846,0.33616737,0.0,423737.0,0.03183,0.33617,0.79805,0.97614,0.79543,0.89187,1.01437,0.30468018,0.0,423737.0,0.0317,0.30468,0.92563,0.97573,0.30254,0.55004,,1.0866,0.9134,1.0893,0.9107,1.0972,0.9028,1.093,0.907,1.0979,0.9021,1.134,0.866,1.0894,0.9106,1.0956,0.9044,1.101,0.899,1.1361,0.8639
23,27.15934,54300.54264,15.08348,0.33559408,0.00046,423737.0,0.08677,0.33559,0.83633,0.96944,0.66178,0.8135,1.01598,0.35428268,0.0,423737.0,0.03175,0.35428,0.78864,0.97396,0.83248,0.9124,1.01396,0.32099591,0.0,423737.0,0.03169,0.321,0.91955,0.97797,0.32729,0.57209,,1.0841,0.9159,1.0887,0.9113,1.1,0.9,1.0918,0.9082,1.1007,0.8993,1.1368,0.8632,1.0929,0.9071,1.103,0.897,1.1067,0.8933,1.1356,0.8644
24,27.16135,54247.88711,15.06886,0.32755136,0.00048,423737.0,0.08678,0.32755,0.84025,0.96991,0.64593,0.8037,1.01712,0.33898037,0.0,423737.0,0.03179,0.33898,0.80165,0.97826,0.78126,0.88389,1.01532,0.29407144,0.0,423737.0,0.03173,0.29407,0.93148,0.97587,0.27874,0.52796,,1.0876,0.9124,1.0933,0.9067,1.1007,0.8993,1.1005,0.8995,1.1058,0.8942,1.1443,0.8557,1.0974,0.9026,1.1086,0.8914,1.1143,0.8857,1.1441,0.8559
25,27.18165,54198.73363,15.0552,0.31852651,0.0005,423737.0,0.08684,0.31853,0.83865,0.97166,0.6524,0.80771,1.01695,0.33963102,0.0,423737.0,0.03178,0.33963,0.80929,0.98178,0.75117,0.8667,1.01404,0.30313768,0.0,423737.0,0.03169,0.30314,0.9346,0.9813,0.26607,0.51582,,1.086,0.914,1.0973,0.9027,1.1052,0.8948,1.1057,0.8943,1.1111,0.8889,1.1486,0.8514,1.1004,0.8996,1.1139,0.8861,1.1251,0.8749,1.1532,0.8468
26,27.18938,54151.77218,15.04216,0.32560375,0.00052,423737.0,0.08687,0.3256,0.83759,0.97036,0.6567,0.81037,1.01794,0.28193369,0.0,423737.0,0.03181,0.28193,0.82917,0.98129,0.67286,0.82028,1.01576,0.24278628,0.0,423737.0,0.03174,0.24279,0.94527,0.9805,0.22266,0.47186,,1.0852,0.9148,1.1019,0.8981,1.1091,0.8909,1.1023,0.8977,1.1164,0.8836,1.1574,0.8426,1.1056,0.8944,1.1213,0.8787,1.1323,0.8677,1.1579,0.8421
27,27.19357,54106.51823,15.02959,0.31895413,0.00054,423737.0,0.08688,0.31895,0.84121,0.97083,0.64204,0.80127,1.01781,0.35473949,0.0,423737.0,0.03181,0.35474,0.79258,0.97668,0.81697,0.90386,1.01513,0.38511438,0.0,423737.0,0.03172,0.38511,0.87876,0.96596,0.49324,0.70231,,1.0866,0.9135,1.1033,0.8967,1.115,0.885,1.1078,0.8922,1.1223,0.8777,1.1659,0.8341,1.1105,0.8895,1.1251,0.8749,1.1471,0.8529,1.1631,0.8369
28,52.13238,55757.48916,15.48819,0.31770408,0.00056,423737.0,0.16656,0.3177,0.84401,0.97234,0.63072,0.79418,2.99778,0.3036076,0.0,423737.0,0.09368,0.30361,0.81516,0.98193,0.72804,0.85325,2.99662,0.26995513,0.0,423737.0,0.09364,0.26996,0.94425,0.982,0.22682,0.47626,,1.0834,0.9166,1.1093,0.8907,1.1209,0.8791,1.1153,0.8847,1.1315,0.8685,1.1737,0.8263,1.1141,0.8859,1.1349,0.8651,1.1463,0.8537,1.1661,0.8339
29,59.49259,57778.24027,16.04951,0.3204849,0.00058,423737.0,0.19007,0.32048,0.83518,0.97086,0.66644,0.81636,2.99359,0.29449647,0.0,423737.0,0.09355,0.2945,0.80055,0.9768,0.78559,0.88633,2.98847,0.25925116,0.0,423737.0,0.09339,0.25925,0.92821,0.97902,0.29207,0.54043,,1.0826,0.9174,1.1105,0.8895,1.1226,0.8774,1.1226,0.8774,1.1313,0.8687,1.1842,0.8158,1.1165,0.8835,1.1434,0.8566,1.1589,0.8411,1.1742,0.8258
30,59.49451,59664.90425,16.57358,0.30979341,0.0006,423737.0,0.19008,0.30979,0.84034,0.97292,0.64556,0.80347,2.99584,0.27920475,0.0,423737.0,0.09362,0.2792,0.82078,0.98118,0.7059,0.84018,2.98967,0.25292538,0.0,423737.0,0.09343,0.25293,0.94272,0.97834,0.23305,0.48275,,1.0795,0.9205,1.1161,0.8839,1.1272,0.8728,1.1242,0.8758,1.1344,0.8656,1.1903,0.8097,1.1255,0.8745,1.1552,0.8448,1.1666,0.8334,1.18,0.82
31,59.47121,61428.50042,17.06347,0.31016746,0.00062,423737.0,0.19,0.31017,0.83715,0.97414,0.65848,0.81147,2.99308,0.29548249,0.0,423737.0,0.09353,0.29548,0.8245,0.98101,0.69126,0.83142,2.99063,0.27189559,0.0,423737.0,0.09346,0.2719,0.93476,0.97692,0.2654,0.51517,,1.0807,0.9193,1.1172,0.8828,1.133,0.867,1.1273,0.8727,1.1463,0.8537,1.1963,0.8037,1.1249,0.8751,1.1624,0.8376,1.1727,0.8273,1.1851,0.8149
32,59.48242,63082.27548,17.52285,0.3059001,0.00064,423737.0,0.19004,0.3059,0.84302,0.97374,0.63472,0.79669,3.00276,0.28546935,0.0,423737.0,0.09384,0.28547,0.81418,0.97983,0.73188,0.8555,2.99363,0.25255164,0.0,423737.0,0.09355,0.25255,0.93778,0.97496,0.25314,0.50313,,1.0819,0.9181,1.1244,0.8756,1.135,0.865,1.1371,0.8629,1.1467,0.8533,1.2012,0.7988,1.1311,0.8689,1.1723,0.8277,1.1727,0.8273,1.1881,0.8119
33,57.78836,64537.31444,17.92703,0.30258794,0.00066,423737.0,0.18463,0.30259,0.84392,0.97374,0.63108,0.79441,1.01824,0.29095752,0.0,423737.0,0.03182,0.29096,0.81524,0.97931,0.72771,0.85306,1.01578,0.26477053,0.0,423737.0,0.03174,0.26477,0.93114,0.97452,0.28015,0.5293,,1.0728,0.9272,1.1228,0.8772,1.1335,0.8665,1.1312,0.8688,1.1471,0.8529,1.2099,0.7901,1.1334,0.8666,1.1754,0.8246,1.1818,0.8182,1.1943,0.8057
34,31.17598,64411.81083,17.89217,0.3151719,0.00068,423737.0,0.0996,0.31517,0.83592,0.97085,0.66346,0.81453,1.15523,0.28421792,0.0,423737.0,0.0361,0.28422,0.82015,0.97752,0.70839,0.84166,1.15848,0.2491035,0.0,423737.0,0.0362,0.2491,0.9424,0.97727,0.23435,0.4841,,1.0656,0.9344,1.1165,0.8835,1.1336,0.8664,1.1344,0.8656,1.1639,0.8361,1.221,0.779,1.1409,0.8591,1.1869,0.8131,1.1887,0.8113,1.2054,0.7946
35,39.66303,64754.5633,17.98738,0.30816039,0.0007,423737.0,0.12672,0.30816,0.8458,0.97157,0.6235,0.78962,1.15672,0.23337681,0.0,423737.0,0.03615,0.23338,0.83332,0.98322,0.65652,0.81026,1.15642,0.21749026,0.0,423737.0,0.03614,0.21749,0.94793,0.98217,0.21185,0.46027,,1.0676,0.9324,1.1143,0.8857,1.1365,0.8635,1.1425,0.8575,1.17,0.83,1.2261,0.7739,1.1451,0.8549,1.1962,0.8038,1.1983,0.8017,1.2054,0.7946
36,39.51924,65069.01614,18.07473,0.29604826,0.00072,423737.0,0.12626,0.29605,0.84474,0.9736,0.62776,0.79231,1.15536,0.27522709,0.0,423737.0,0.03611,0.27523,0.8099,0.98294,0.74877,0.86532,1.15606,0.28847371,0.0,423737.0,0.03613,0.28847,0.89284,0.97545,0.43598,0.66029,,1.0604,0.9396,1.1068,0.8932,1.1307,0.8693,1.1427,0.8573,1.178,0.822,1.239,0.761,1.1504,0.8496,1.2025,0.7975,1.2085,0.7915,1.2127,0.7873
37,39.25528,65351.21027,18.15311,0.30167835,0.00074,423737.0,0.12542,0.30168,0.84108,0.97478,0.64259,0.80162,1.04305,0.27606308,0.0,423737.0,0.0326,0.27606,0.82479,0.98272,0.6901,0.83072,1.03143,0.25879021,0.0,423737.0,0.03223,0.25879,0.93145,0.98037,0.27887,0.52809,,1.0617,0.9383,1.1101,0.8899,1.1392,0.8608,1.1517,0.8483,1.1817,0.8183,1.2416,0.7584,1.1532,0.8468,1.2126,0.7873,1.2172,0.7828,1.2218,0.7782
38,36.53072,65479.92314,18.18887,0.29854394,0.00076,423737.0,0.11671,0.29854,0.84328,0.9742,0.63367,0.79603,1.0522,0.30889658,0.0,423737.0,0.03288,0.3089,0.83006,0.98401,0.66937,0.81815,1.06848,0.27945249,0.0,423737.0,0.03339,0.27945,0.94563,0.98234,0.2212,0.47031,,1.059,0.941,1.1004,0.8996,1.1387,0.8613,1.1506,0.8494,1.1772,0.8228,1.2474,0.7526,1.1578,0.8422,1.2197,0.7803,1.2201,0.7799,1.229,0.771
39,37.88975,65666.96668,18.24082,0.29009769,0.00078,423737.0,0.12105,0.2901,0.84829,0.97497,0.61342,0.78321,1.03305,0.25115318,0.0,423737.0,0.03228,0.25115,0.83406,0.98301,0.65359,0.80845,1.02939,0.22792498,0.0,423737.0,0.03217,0.22792,0.94846,0.98085,0.20967,0.4579,,1.0574,0.9426,1.1094,0.8906,1.1438,0.8562,1.1574,0.8426,1.1951,0.8049,1.2509,0.7491,1.1642,0.8358,1.2327,0.7673,1.2315,0.7685,1.2346,0.7654
40,37.67406,65832.73201,18.28687,0.30477123,0.0008,423737.0,0.12036,0.30477,0.83304,0.97097,0.67509,0.82164,1.0199,0.29798157,0.0,423737.0,0.03187,0.29798,0.82551,0.97981,0.68727,0.82902,1.01659,0.26340356,0.0,423737.0,0.03177,0.2634,0.94008,0.97952,0.24376,0.49372,,1.0545,0.9455,1.112,0.888,1.1528,0.8472,1.1622,0.8378,1.1967,0.8033,1.2687,0.7313,1.1714,0.8286,1.2404,0.7596,1.2307,0.7693,1.2421,0.7579
41,37.72546,65991.2061,18.33089,0.29182032,0.00082,423737.0,0.12053,0.29182,0.85168,0.97551,0.59973,0.77442,1.02347,0.35472783,0.0,423737.0,0.03198,0.35473,0.80832,0.98312,0.75498,0.8689,1.01974,0.32927924,0.0,423737.0,0.03187,0.32928,0.9315,0.98124,0.27867,0.5279,,1.0467,0.9533,1.0983,0.9017,1.1476,0.8524,1.1691,0.8309,1.2075,0.7925,1.2668,0.7332,1.1794,0.8206,1.2414,0.7586,1.2405,0.7595,1.251,0.749
42,37.70989,66139.84572,18.37218,0.29506909,0.00084,423737.0,0.12048,0.29507,0.84502,0.97414,0.62665,0.79161,1.02517,0.2965359,0.0,423737.0,0.03204,0.29654,0.8008,0.97556,0.78461,0.88578,1.02014,0.29038203,0.0,423737.0,0.03188,0.29038,0.90106,0.97327,0.4025,0.63443,,1.0429,0.9571,1.1032,0.8968,1.1505,0.8495,1.1694,0.8306,1.2108,0.7892,1.2871,0.7129,1.1821,0.8179,1.2604,0.7396,1.2486,0.7514,1.2529,0.7471
43,37.72092,66280.50527,18.41125,0.28640465,0.00086,423737.0,0.12051,0.2864,0.84689,0.97509,0.61909,0.78682,1.02232,0.65866065,0.0,423737.0,0.03195,0.65866,0.47054,0.82559,2.08543,1.4441,1.02862,0.68552357,0.0,423737.0,0.03214,0.68552,0.54405,0.82372,1.85494,1.36196,,1.0441,0.9559,1.096,0.904,1.1539,0.8461,1.1775,0.8225,1.2234,0.7767,1.2958,0.7042,1.1866,0.8133,1.2688,0.7312,1.2634,0.7366,1.2667,0.7333
44,37.89588,66420.83793,18.45023,0.28616072,0.00088,423737.0,0.12107,0.28616,0.85127,0.97584,0.60137,0.77548,1.05394,0.24629357,0.0,423737.0,0.03294,0.24629,0.83014,0.98154,0.66904,0.81795,1.03384,0.2026742,0.0,423737.0,0.03231,0.20267,0.9563,0.98261,0.17778,0.42164,,1.027,0.973,1.0991,0.9009,1.1576,0.8424,1.1755,0.8245,1.23,0.77,1.3035,0.6965,1.1967,0.8033,1.2892,0.7108,1.2727,0.7273,1.2738,0.7262
45,37.9015,66553.6602,18.48713,0.28825185,0.0009,423737.0,0.12109,0.28825,0.85183,0.97484,0.59909,0.77401,1.04088,0.31515093,0.0,423737.0,0.03253,0.31515,0.81893,0.98148,0.7132,0.84451,1.04337,0.30652382,0.0,423737.0,0.03261,0.30652,0.92963,0.97814,0.28628,0.53505,,1.0236,0.9765,1.0986,0.9014,1.1587,0.8413,1.1802,0.8198,1.2265,0.7735,1.3095,0.6905,1.1956,0.8044,1.2955,0.7045,1.2796,0.7204,1.2791,0.7209
46,37.87622,66678.16736,18.52171,0.28363521,0.00092,423737.0,0.12101,0.28364,0.8489,0.97583,0.61095,0.78163,1.03503,0.27186184,0.0,423737.0,0.03234,0.27186,0.8202,0.97685,0.70817,0.84153,1.03913,0.23509832,0.0,423737.0,0.03247,0.2351,0.9414,0.97792,0.23839,0.48825,,1.024,0.976,1.1057,0.8943,1.1629,0.8371,1.1872,0.8128,1.2311,0.7689,1.3208,0.6792,1.1967,0.8033,1.3036,0.6963,1.2835,0.7165,1.2858,0.7142
47,29.89846,66471.47957,18.4643,0.27757537,0.00094,423737.0,0.09552,0.27758,0.85144,0.97616,0.6007,0.77505,1.05067,0.24889177,0.0,423737.0,0.03283,0.24889,0.84169,0.98528,0.62354,0.78965,1.05269,0.2306881,0.0,423737.0,0.0329,0.23069,0.95175,0.98114,0.1963,0.44306,,1.013,0.987,1.105,0.895,1.163,0.837,1.1952,0.8048,1.2409,0.7591,1.333,0.667,1.2048,0.7952,1.321,0.679,1.2879,0.7121,1.295,0.705
48,34.97957,66474.31887,18.46509,0.29632522,0.00096,423737.0,0.11176,0.29633,0.84516,0.97442,0.62607,0.79124,1.04272,0.26237801,0.0,423737.0,0.03259,0.26238,0.8435,0.9832,0.61643,0.78513,1.04394,0.23170556,0.0,423737.0,0.03262,0.23171,0.94828,0.9807,0.21043,0.45873,,1.0041,0.9959,1.1034,0.8966,1.1602,0.8398,1.199,0.801,1.258,0.742,1.3459,0.6541,1.2101,0.7899,1.3224,0.6776,1.2895,0.7105,1.3023,0.6977
49,38.57804,66615.98556,18.50444,0.28132182,0.00098,423737.0,0.12325,0.28132,0.85281,0.97623,0.59515,0.77146,1.05877,0.22488596,0.0,423737.0,0.03309,0.22489,0.84931,0.98645,0.59352,0.7704,1.05137,0.20075012,0.0,423737.0,0.03286,0.20075,0.95481,0.98317,0.18386,0.42879,,0.9979,1.0021,1.093,0.907,1.1673,0.8327,1.2065,0.7935,1.2635,0.7365,1.3566,0.6434,1.2158,0.7842,1.3261,0.6738,1.3,0.7,1.3108,0.6892
