epoch,train_time_epoch,train_eta,train_eta_hours,train_loss,train_lr,train_params,train_time_iter,train_mae,train_r2,train_spearmanr,train_mse,train_rmse,val_time_epoch,val_loss,val_lr,val_params,val_time_iter,val_mae,val_r2,val_spearmanr,val_mse,val_rmse,test_time_epoch,test_loss,test_lr,test_params,test_time_iter,test_mae,test_r2,test_spearmanr,test_mse,test_rmse,best_epoch,mpnn_param_layer_1,global_attention_param_layer_1,mpnn_param_layer_2,global_attention_param_layer_2,mpnn_param_layer_3,global_attention_param_layer_3,mpnn_param_layer_4,global_attention_param_layer_4,mpnn_param_layer_5,global_attention_param_layer_5,mpnn_param_layer_6,global_attention_param_layer_6,mpnn_param_layer_7,global_attention_param_layer_7,mpnn_param_layer_8,global_attention_param_layer_8,mpnn_param_layer_9,global_attention_param_layer_9,mpnn_param_layer_10,global_attention_param_layer_10
10,13.87502,29057.72294,8.07159,0.42694407,0.0002,423737.0,0.04433,0.42694,0.80525,0.95152,0.78745,0.88738,0.58817,0.38473978,0.0,423737.0,0.01838,0.38474,0.79534,0.96295,0.80612,0.89784,0.58526,0.35893897,0.0,423737.0,0.01829,0.35894,0.90146,0.96823,0.40088,0.63315,,1.0435,0.9565,1.0314,0.9686,1.03,0.97,1.029,0.971,1.028,0.972,1.0176,0.9824,1.0237,0.9763,1.0162,0.9838,1.0137,0.9863,1.0152,0.9848
11,13.91723,28928.47554,8.03569,0.42565014,0.00022,423737.0,0.04446,0.42565,0.80486,0.95214,0.78901,0.88826,0.58375,0.40733216,0.0,423737.0,0.01824,0.40733,0.77802,0.96898,0.87431,0.93505,0.60544,0.39098485,0.0,423737.0,0.01892,0.39098,0.90472,0.97208,0.38764,0.62261,,1.0491,0.9509,1.0361,0.9639,1.0378,0.9622,1.0336,0.9664,1.0356,0.9644,1.0216,0.9784,1.0281,0.9719,1.0178,0.9822,1.0192,0.9808,1.0218,0.9782
12,13.86778,28809.41282,8.00261,0.4221305,0.00024,423737.0,0.04431,0.42213,0.80453,0.95325,0.79035,0.88901,0.5868,0.34317663,0.0,423737.0,0.01834,0.34318,0.80738,0.969,0.7587,0.87103,0.58334,0.31112029,0.0,423737.0,0.01823,0.31112,0.93107,0.97104,0.28042,0.52955,,1.0555,0.9445,1.0418,0.9582,1.0443,0.9557,1.041,0.959,1.0396,0.9604,1.0265,0.9735,1.0314,0.9686,1.0204,0.9796,1.022,0.978,1.0262,0.9738
13,13.80451,28696.40244,7.97122,0.3953658,0.00026,423737.0,0.0441,0.39537,0.81562,0.95687,0.74551,0.86343,0.58794,0.3680471,0.0,423737.0,0.01837,0.36805,0.78713,0.96875,0.83846,0.91567,0.57521,0.34532686,0.0,423737.0,0.01798,0.34533,0.90686,0.96752,0.37891,0.61555,,1.0626,0.9374,1.0467,0.9533,1.0542,0.9458,1.0457,0.9543,1.0463,0.9537,1.0318,0.9682,1.0385,0.9615,1.0266,0.9734,1.0296,0.9704,1.0299,0.9701
14,13.75917,28590.61928,7.94184,0.38761464,0.00028,423737.0,0.04396,0.38761,0.81538,0.95924,0.74648,0.86399,0.57861,0.3350545,0.0,423737.0,0.01808,0.33505,0.81167,0.97306,0.74177,0.86126,0.57863,0.31491281,0.0,423737.0,0.01808,0.31491,0.92637,0.97346,0.29955,0.54731,,1.0686,0.9313,1.0543,0.9457,1.0613,0.9387,1.0529,0.9472,1.0534,0.9466,1.0385,0.9615,1.0451,0.9549,1.0346,0.9654,1.0366,0.9634,1.038,0.962
15,13.7711,28497.81835,7.91606,0.37809473,0.0003,423737.0,0.044,0.37809,0.82058,0.96174,0.72548,0.85175,0.60121,0.42837906,0.0,423737.0,0.01879,0.42838,0.77207,0.97601,0.89778,0.94751,0.58432,0.40044898,0.0,423737.0,0.01826,0.40045,0.9051,0.97666,0.38606,0.62134,,1.0721,0.9279,1.0593,0.9407,1.0699,0.9301,1.0588,0.9412,1.06,0.94,1.0443,0.9557,1.0501,0.9499,1.0436,0.9564,1.0457,0.9543,1.0419,0.9581
16,13.80601,28418.38803,7.894,0.37520136,0.00032,423737.0,0.04411,0.3752,0.82137,0.96254,0.72226,0.84986,0.58232,0.33015178,0.0,423737.0,0.0182,0.33015,0.80356,0.97635,0.77373,0.87962,0.57426,0.2993529,0.0,423737.0,0.01795,0.29935,0.92913,0.97828,0.28831,0.53695,,1.0783,0.9216,1.066,0.934,1.0767,0.9233,1.0682,0.9318,1.0656,0.9344,1.0526,0.9474,1.0587,0.9413,1.0488,0.9512,1.0542,0.9458,1.049,0.951
17,13.67448,28331.76622,7.86994,0.36703804,0.00034,423737.0,0.04369,0.36704,0.82761,0.96416,0.69706,0.8349,0.57292,0.33391211,0.0,423737.0,0.0179,0.33391,0.8039,0.97813,0.77237,0.87885,0.57099,0.29374422,0.0,423737.0,0.01784,0.29374,0.93393,0.97814,0.26878,0.51844,,1.0832,0.9168,1.0716,0.9284,1.085,0.915,1.0754,0.9246,1.0735,0.9265,1.0612,0.9388,1.0639,0.9361,1.0558,0.9442,1.0675,0.9325,1.0584,0.9416
18,13.7883,28264.68984,7.8513,0.35348287,0.00036,423737.0,0.04405,0.35348,0.83194,0.96608,0.67955,0.82435,0.58679,0.33920274,0.0,423737.0,0.01834,0.3392,0.80493,0.97111,0.76832,0.87654,0.57781,0.29370756,0.0,423737.0,0.01806,0.29371,0.9313,0.97169,0.27947,0.52865,,1.0864,0.9136,1.0751,0.9249,1.0911,0.9089,1.0826,0.9174,1.0794,0.9206,1.0674,0.9326,1.0718,0.9282,1.0631,0.9369,1.0731,0.9269,1.0664,0.9336
19,13.72396,28196.57289,7.83238,0.3411203,0.00038,423737.0,0.04385,0.34112,0.83158,0.96781,0.68098,0.82521,0.59013,0.28924892,0.0,423737.0,0.01844,0.28925,0.81648,0.97918,0.72285,0.8502,0.57471,0.24991403,0.0,423737.0,0.01796,0.24991,0.94684,0.98021,0.21626,0.46504,,1.0883,0.9117,1.082,0.918,1.0941,0.9059,1.0847,0.9153,1.0825,0.9175,1.0751,0.9249,1.0783,0.9217,1.0678,0.9322,1.0808,0.9192,1.0724,0.9276
20,13.711,28132.41467,7.81456,0.33271172,0.0004,423737.0,0.04381,0.33271,0.83505,0.96949,0.66695,0.81667,0.59343,0.30062913,0.0,423737.0,0.01854,0.30063,0.81532,0.97721,0.72741,0.85288,0.60254,0.27761744,0.0,423737.0,0.01883,0.27762,0.92209,0.97724,0.31697,0.563,,1.0934,0.9066,1.0884,0.9116,1.1037,0.8963,1.0912,0.9088,1.0868,0.9132,1.0834,0.9166,1.0852,0.9148,1.0749,0.9251,1.0922,0.9078,1.084,0.916
21,13.67208,28069.34366,7.79704,0.32990922,0.00042,423737.0,0.04368,0.32991,0.83355,0.96981,0.67303,0.82038,0.57564,0.37997244,0.0,423737.0,0.01799,0.37997,0.8008,0.97766,0.78461,0.88578,0.58707,0.33690907,0.0,423737.0,0.01835,0.33691,0.92911,0.97702,0.28841,0.53704,,1.0961,0.9038,1.0922,0.9078,1.11,0.89,1.1007,0.8993,1.0926,0.9074,1.0917,0.9083,1.095,0.905,1.0825,0.9175,1.0992,0.9008,1.0919,0.9081
22,13.73243,28015.75542,7.78215,0.31588661,0.00044,423737.0,0.04387,0.31589,0.84116,0.97212,0.64227,0.80141,0.58724,0.29251077,0.0,423737.0,0.01835,0.29251,0.82328,0.97982,0.69606,0.8343,0.582,0.24690931,0.0,423737.0,0.01819,0.24691,0.94673,0.97973,0.21672,0.46553,,1.0969,0.9031,1.0919,0.9081,1.1158,0.8842,1.1052,0.8948,1.097,0.903,1.0934,0.9066,1.1008,0.8992,1.0914,0.9086,1.1124,0.8876,1.1002,0.8998
23,13.73425,27965.63856,7.76823,0.32756901,0.00046,423737.0,0.04388,0.32757,0.83925,0.97062,0.64996,0.8062,0.57176,0.39343701,0.0,423737.0,0.01787,0.39344,0.79734,0.97577,0.79821,0.89343,0.57093,0.37891242,0.0,423737.0,0.01784,0.37891,0.90835,0.97333,0.37287,0.61063,,1.0993,0.9007,1.0989,0.9011,1.1187,0.8813,1.1133,0.8867,1.1026,0.8974,1.103,0.897,1.1077,0.8923,1.1003,0.8997,1.119,0.881,1.1068,0.8932
24,13.74769,27919.49384,7.75541,0.31284966,0.00048,423737.0,0.04392,0.31285,0.84455,0.97268,0.62853,0.7928,0.57558,0.31886235,0.0,423737.0,0.01799,0.31886,0.81298,0.97796,0.73664,0.85828,0.57372,0.28780472,0.0,423737.0,0.01793,0.2878,0.9273,0.97629,0.29576,0.54384,,1.0992,0.9008,1.104,0.896,1.1202,0.8798,1.1131,0.887,1.103,0.897,1.1057,0.8943,1.1151,0.8849,1.112,0.888,1.1261,0.8739,1.1175,0.8825
25,13.77909,27878.22537,7.74395,0.31590554,0.0005,423737.0,0.04402,0.31591,0.83709,0.97078,0.65873,0.81162,0.59042,0.34682595,0.0,423737.0,0.01845,0.34683,0.78986,0.97312,0.82769,0.90978,0.57687,0.35282793,0.0,423737.0,0.01803,0.35283,0.87797,0.96901,0.49645,0.70459,,1.0998,0.9002,1.1057,0.8943,1.1243,0.8757,1.1188,0.8812,1.1083,0.8917,1.117,0.883,1.1231,0.8769,1.1227,0.8773,1.1334,0.8666,1.123,0.877
26,13.74734,27836.67304,7.73241,0.31537903,0.00052,423737.0,0.04392,0.31538,0.84343,0.97278,0.63308,0.79566,0.57856,0.37000694,0.0,423737.0,0.01808,0.37001,0.79632,0.97439,0.80226,0.89569,0.57666,0.34251971,0.0,423737.0,0.01802,0.34252,0.90783,0.97165,0.37499,0.61237,,1.1009,0.8991,1.1131,0.8869,1.1346,0.8654,1.1214,0.8786,1.1151,0.8849,1.1253,0.8747,1.124,0.876,1.1293,0.8707,1.1405,0.8595,1.1337,0.8663
27,13.74748,27797.1168,7.72142,0.30860499,0.00054,423737.0,0.04392,0.3086,0.84508,0.97336,0.62639,0.79145,0.5952,0.38320713,0.0,423737.0,0.0186,0.38321,0.79902,0.98203,0.7916,0.88972,0.58173,0.36794847,0.0,423737.0,0.01818,0.36795,0.90525,0.97868,0.38548,0.62087,,1.0993,0.9007,1.1182,0.8818,1.1352,0.8648,1.1237,0.8763,1.1197,0.8803,1.1348,0.8652,1.129,0.871,1.1375,0.8625,1.1496,0.8504,1.1427,0.8573
28,13.93843,27772.31811,7.71453,0.31111474,0.00056,423737.0,0.04453,0.31111,0.83833,0.97163,0.65369,0.80851,0.59252,0.2716264,0.0,423737.0,0.01852,0.27163,0.81492,0.98242,0.729,0.85382,0.58589,0.26883568,0.0,423737.0,0.01831,0.26884,0.91895,0.98061,0.32974,0.57423,,1.1,0.9,1.1206,0.8794,1.1412,0.8588,1.1296,0.8704,1.1263,0.8737,1.1454,0.8546,1.137,0.863,1.1527,0.8473,1.1563,0.8437,1.1521,0.8479
29,14.05977,27756.21176,7.71006,0.30084484,0.00058,423737.0,0.04492,0.30084,0.85079,0.97432,0.60332,0.77674,0.59362,0.27083633,0.0,423737.0,0.01855,0.27084,0.81432,0.98152,0.73134,0.85519,0.58617,0.24730237,0.0,423737.0,0.01832,0.2473,0.93695,0.97954,0.25651,0.50647,,1.0929,0.9071,1.1271,0.8729,1.1366,0.8634,1.1333,0.8667,1.1255,0.8745,1.1429,0.8571,1.1464,0.8536,1.155,0.845,1.1634,0.8366,1.1607,0.8393
30,13.96697,27734.34308,7.70398,0.29177253,0.0006,423737.0,0.04462,0.29177,0.8476,0.97492,0.61622,0.785,0.5839,0.25578436,0.0,423737.0,0.01825,0.25578,0.82396,0.98243,0.69337,0.83269,0.58349,0.23792457,0.0,423737.0,0.01823,0.23792,0.94045,0.97899,0.24226,0.4922,,1.0907,0.9093,1.1312,0.8688,1.1397,0.8603,1.1357,0.8643,1.1322,0.8678,1.1492,0.8508,1.1528,0.8472,1.1663,0.8337,1.1703,0.8297,1.1676,0.8324
31,13.8701,27707.01078,7.69639,0.28972636,0.00062,423737.0,0.04431,0.28973,0.84823,0.97481,0.61366,0.78336,0.58576,0.28516201,0.0,423737.0,0.01831,0.28516,0.8108,0.97901,0.74523,0.86327,0.58328,0.2541983,0.0,423737.0,0.01823,0.2542,0.93595,0.98018,0.26057,0.51047,,1.097,0.903,1.1344,0.8656,1.1432,0.8568,1.1446,0.8554,1.1423,0.8577,1.167,0.833,1.1645,0.8355,1.179,0.821,1.1768,0.8232,1.1737,0.8263
32,13.977,27686.86595,7.6908,0.29612924,0.00064,423737.0,0.04465,0.29613,0.84487,0.97597,0.62723,0.79198,0.59229,0.28268796,0.0,423737.0,0.01851,0.28269,0.82285,0.98118,0.69775,0.83531,0.58942,0.26000903,0.0,423737.0,0.01842,0.26001,0.94019,0.98122,0.24331,0.49326,,1.0935,0.9065,1.135,0.865,1.1454,0.8546,1.142,0.858,1.1424,0.8576,1.1683,0.8317,1.1704,0.8296,1.1941,0.8059,1.1843,0.8157,1.1898,0.8102
33,13.91307,27663.38756,7.68427,0.29531437,0.00066,423737.0,0.04445,0.29531,0.84687,0.97468,0.61915,0.78686,0.5865,0.29321907,0.0,423737.0,0.01833,0.29322,0.82318,0.98522,0.69644,0.83453,0.58919,0.27764155,0.0,423737.0,0.01841,0.27764,0.93859,0.98279,0.24985,0.49985,,1.0898,0.9102,1.1417,0.8583,1.1512,0.8488,1.145,0.855,1.1423,0.8577,1.1738,0.8262,1.175,0.825,1.1979,0.8021,1.1918,0.8082,1.1959,0.8041
34,13.85443,27637.16364,7.67699,0.29530267,0.00068,423737.0,0.04426,0.2953,0.84129,0.97372,0.64171,0.80107,0.60467,0.35798299,0.0,423737.0,0.0189,0.35798,0.78728,0.97815,0.83787,0.91535,0.59255,0.34235258,0.0,423737.0,0.01852,0.34235,0.90781,0.97111,0.37508,0.61243,,1.0879,0.9121,1.1441,0.8559,1.1629,0.8371,1.1537,0.8463,1.1502,0.8498,1.1795,0.8205,1.1805,0.8195,1.2083,0.7917,1.1978,0.8022,1.2,0.8
35,13.83837,27610.75079,7.66965,0.30178683,0.0007,423737.0,0.04421,0.30179,0.84249,0.97424,0.63687,0.79804,0.58606,0.28780458,0.0,423737.0,0.01831,0.2878,0.81312,0.97921,0.73607,0.85795,0.58454,0.26780395,0.0,423737.0,0.01827,0.2678,0.93026,0.97956,0.28374,0.53267,,1.0767,0.9233,1.1511,0.8489,1.1603,0.8397,1.1611,0.8389,1.1474,0.8526,1.1765,0.8235,1.1878,0.8122,1.2142,0.7858,1.206,0.794,1.211,0.789
36,13.88947,27587.72832,7.66326,0.29101892,0.00072,423737.0,0.04438,0.29102,0.84821,0.9748,0.61375,0.78342,0.60308,0.28255145,0.0,423737.0,0.01885,0.28255,0.81864,0.97827,0.71435,0.84519,0.62092,0.2501842,0.0,423737.0,0.0194,0.25018,0.9374,0.97753,0.25466,0.50464,,1.0755,0.9245,1.1522,0.8478,1.1704,0.8296,1.1675,0.8325,1.1539,0.8461,1.1767,0.8233,1.1906,0.8094,1.2206,0.7793,1.2101,0.7899,1.2166,0.7834
37,13.98967,27570.36002,7.65843,0.2873409,0.00074,423737.0,0.0447,0.28734,0.8446,0.97491,0.62834,0.79268,0.58402,0.33219652,0.0,423737.0,0.01825,0.3322,0.78069,0.9739,0.86381,0.92941,0.58259,0.32263708,0.0,423737.0,0.01821,0.32264,0.89386,0.9719,0.43179,0.65711,,1.0725,0.9275,1.1573,0.8427,1.1769,0.8231,1.1723,0.8277,1.1582,0.8418,1.185,0.815,1.1966,0.8034,1.2298,0.7702,1.2192,0.7807,1.2259,0.7742
38,13.84599,27545.94066,7.65165,0.29069558,0.00076,423737.0,0.04424,0.2907,0.84227,0.97399,0.63776,0.7986,0.58294,0.37688497,0.0,423737.0,0.01822,0.37688,0.81546,0.98373,0.72685,0.85255,0.58236,0.3567135,0.0,423737.0,0.0182,0.35671,0.92718,0.98046,0.29624,0.54428,,1.0656,0.9344,1.1611,0.8389,1.1714,0.8286,1.1652,0.8348,1.1561,0.8439,1.1913,0.8087,1.1955,0.8045,1.2396,0.7604,1.2247,0.7753,1.2327,0.7673
39,13.88676,27524.04788,7.64557,0.28467306,0.00078,423737.0,0.04437,0.28467,0.84362,0.97663,0.63229,0.79517,0.58978,0.32188865,0.0,423737.0,0.01843,0.32189,0.81217,0.9781,0.73982,0.86013,0.5802,0.28299596,0.0,423737.0,0.01813,0.283,0.93802,0.9812,0.25215,0.50214,,1.0601,0.9399,1.1645,0.8355,1.177,0.823,1.1806,0.8194,1.1608,0.8392,1.198,0.802,1.2029,0.7971,1.2539,0.7461,1.2276,0.7724,1.246,0.754
40,13.82881,27499.77644,7.63883,0.28852818,0.0008,423737.0,0.04418,0.28853,0.84433,0.97521,0.62942,0.79336,0.58406,0.29221072,0.0,423737.0,0.01825,0.29221,0.82073,0.98371,0.70611,0.8403,0.59737,0.26949145,0.0,423737.0,0.01867,0.26949,0.93992,0.97969,0.24444,0.49441,,1.0574,0.9426,1.175,0.8251,1.1783,0.8217,1.1891,0.8109,1.1698,0.8302,1.2027,0.7973,1.2063,0.7937,1.2725,0.7275,1.236,0.764,1.2551,0.7449
41,14.07057,27487.27312,7.63535,0.28721304,0.00082,423737.0,0.04495,0.28721,0.85035,0.97659,0.6051,0.77788,0.59145,0.26090381,0.0,423737.0,0.01848,0.2609,0.83201,0.98522,0.66168,0.81344,0.58969,0.24680394,0.0,423737.0,0.01843,0.2468,0.94265,0.9825,0.2333,0.48302,,1.0475,0.9525,1.1831,0.8169,1.1829,0.8171,1.1912,0.8088,1.1791,0.8209,1.2041,0.7959,1.2117,0.7883,1.2727,0.7273,1.249,0.751,1.258,0.742
42,13.85693,27464.97355,7.62916,0.28439801,0.00084,423737.0,0.04427,0.2844,0.85086,0.97631,0.60303,0.77655,0.58492,0.24877955,0.0,423737.0,0.01828,0.24878,0.83019,0.98479,0.66883,0.81782,0.58123,0.23342376,0.0,423737.0,0.01816,0.23342,0.94177,0.98314,0.2369,0.48672,,1.0419,0.9581,1.1818,0.8182,1.1843,0.8157,1.193,0.807,1.1827,0.8173,1.2133,0.7867,1.2247,0.7753,1.2812,0.7188,1.2496,0.7504,1.2689,0.7311
43,13.81286,27441.09875,7.62253,0.27750016,0.00086,423737.0,0.04413,0.2775,0.84769,0.97685,0.61586,0.78477,0.59235,0.26621732,0.0,423737.0,0.01851,0.26622,0.82608,0.98326,0.68504,0.82767,0.57883,0.24893933,0.0,423737.0,0.01809,0.24894,0.93861,0.98028,0.24976,0.49976,,1.0337,0.9663,1.1858,0.8142,1.196,0.804,1.2072,0.7928,1.1963,0.8037,1.2188,0.7812,1.2263,0.7737,1.2841,0.7159,1.2556,0.7444,1.2825,0.7175
44,13.72332,27413.78125,7.61494,0.27916861,0.00088,423737.0,0.04384,0.27917,0.84787,0.97691,0.61511,0.78429,0.57731,0.26067575,0.0,423737.0,0.01804,0.26068,0.83315,0.98189,0.6572,0.81068,0.57307,0.23019532,0.0,423737.0,0.01791,0.2302,0.94986,0.98178,0.204,0.45166,,1.0161,0.9839,1.183,0.817,1.2038,0.7962,1.2145,0.7855,1.1989,0.8011,1.2242,0.7758,1.2306,0.7694,1.2805,0.7195,1.2607,0.7393,1.2966,0.7035
45,13.79492,27390.09605,7.60836,0.28075161,0.0009,423737.0,0.04407,0.28075,0.85132,0.97673,0.60116,0.77535,0.57525,0.26307244,0.0,423737.0,0.01798,0.26307,0.81592,0.9826,0.72504,0.85149,0.5715,0.24967541,0.0,423737.0,0.01786,0.24968,0.91491,0.98126,0.34618,0.58837,,1.0138,0.9862,1.1848,0.8152,1.2201,0.7799,1.2229,0.7771,1.2085,0.7915,1.2214,0.7787,1.2358,0.7642,1.2982,0.7018,1.2716,0.7284,1.3046,0.6954
46,13.71047,27363.32255,7.60092,0.2755743,0.00092,423737.0,0.0438,0.27557,0.85305,0.97658,0.59417,0.77082,0.58735,0.38068871,0.0,423737.0,0.01835,0.38069,0.80469,0.98433,0.76929,0.87709,0.57504,0.34826199,0.0,423737.0,0.01797,0.34826,0.92968,0.98229,0.28609,0.53488,,1.0193,0.9807,1.1885,0.8115,1.2246,0.7754,1.2274,0.7726,1.2101,0.7899,1.2341,0.7659,1.2378,0.7622,1.3026,0.6974,1.2751,0.7249,1.3181,0.6819
47,13.78018,27339.92849,7.59442,0.28551402,0.00094,423737.0,0.04403,0.28551,0.84685,0.97632,0.61925,0.78692,0.57551,0.30206816,0.0,423737.0,0.01798,0.30207,0.82717,0.98508,0.68072,0.82506,0.57419,0.28855642,0.0,423737.0,0.01794,0.28856,0.93148,0.98125,0.27874,0.52796,,1.0094,0.9906,1.2041,0.7959,1.2265,0.7735,1.2373,0.7627,1.2279,0.7721,1.2356,0.7644,1.2435,0.7565,1.3077,0.6923,1.2839,0.7161,1.3316,0.6684
48,13.74867,27315.67184,7.58769,0.27854838,0.00096,423737.0,0.04393,0.27855,0.85145,0.97739,0.60063,0.775,0.59923,0.26512076,0.0,423737.0,0.01873,0.26512,0.81864,0.98023,0.71435,0.84519,0.57921,0.22786858,0.0,423737.0,0.0181,0.22787,0.94265,0.97829,0.2333,0.48301,,1.0052,0.9948,1.209,0.791,1.2343,0.7657,1.2446,0.7554,1.2348,0.7652,1.2334,0.7666,1.241,0.759,1.317,0.683,1.2905,0.7095,1.3353,0.6647
49,13.8226,27294.71887,7.58187,0.28194194,0.00098,423737.0,0.04416,0.28194,0.85391,0.97534,0.5907,0.76857,0.57859,0.25937589,0.0,423737.0,0.01808,0.25938,0.8362,0.9805,0.64518,0.80323,0.57569,0.23452237,0.0,423737.0,0.01799,0.23452,0.95059,0.97997,0.201,0.44833,,0.9923,1.0077,1.2099,0.7901,1.2327,0.7673,1.2518,0.7482,1.2431,0.7569,1.2445,0.7555,1.2492,0.7507,1.3219,0.6781,1.295,0.7049,1.3376,0.6624
