epoch,train_time_epoch,train_eta,train_eta_hours,train_loss,train_lr,train_params,train_time_iter,train_mae,train_r2,train_spearmanr,train_mse,train_rmse,val_time_epoch,val_loss,val_lr,val_params,val_time_iter,val_mae,val_r2,val_spearmanr,val_mse,val_rmse,test_time_epoch,test_loss,test_lr,test_params,test_time_iter,test_mae,test_r2,test_spearmanr,test_mse,test_rmse,best_epoch,mpnn_param_layer_1,global_attention_param_layer_1,mpnn_param_layer_2,global_attention_param_layer_2,mpnn_param_layer_3,global_attention_param_layer_3,mpnn_param_layer_4,global_attention_param_layer_4,mpnn_param_layer_5,global_attention_param_layer_5,mpnn_param_layer_6,global_attention_param_layer_6,mpnn_param_layer_7,global_attention_param_layer_7,mpnn_param_layer_8,global_attention_param_layer_8,mpnn_param_layer_9,global_attention_param_layer_9,mpnn_param_layer_10,global_attention_param_layer_10
0,23.38912,46754.84822,12.98746,1.64010918,0.0,423737.0,0.07473,1.64011,-0.10575,-0.08734,4.47099,2.11447,0.70394,1.62197403,0.0,423737.0,0.022,1.62197,-0.12537,-0.12092,4.43254,2.10536,0.68729,1.7109796,0.0,423737.0,0.02148,1.71098,-0.09932,-0.12701,4.47238,2.1148,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,18.56427,41911.43292,11.64206,1.05865516,2e-05,423737.0,0.05931,1.05866,0.38655,0.68402,2.48043,1.57494,0.61044,0.73930648,0.0,423737.0,0.01908,0.73931,0.59837,0.86041,1.58192,1.25774,0.60732,0.76566387,0.0,423737.0,0.01898,0.76566,0.67227,0.86009,1.33331,1.15469,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,18.5444,40271.35831,11.18649,0.65101819,4e-05,423737.0,0.05925,0.65102,0.6841,0.88416,1.27732,1.13019,0.60105,0.53545907,0.0,423737.0,0.01878,0.53546,0.70894,0.93054,1.14643,1.07072,0.59597,0.55193149,0.0,423737.0,0.01862,0.55193,0.77483,0.92878,0.91608,0.95712,,1.0031,0.9969,0.9992,1.0008,1.0007,0.9993,1.0008,0.9992,0.9995,1.0005,1.0,1.0,1.0005,0.9995,0.9996,1.0004,0.9991,1.0009,0.9992,1.0008
3,18.59602,39467.80861,10.96328,0.55883931,6e-05,423737.0,0.05941,0.55884,0.72925,0.91573,1.09474,1.0463,0.59648,0.53014645,0.0,423737.0,0.01864,0.53015,0.71155,0.94065,1.13613,1.06589,0.58408,0.54640287,0.0,423737.0,0.01825,0.5464,0.79469,0.93756,0.83525,0.91392,,1.0057,0.9943,1.0016,0.9984,1.0019,0.9981,1.0009,0.9991,1.0006,0.9994,1.001,0.999,1.0006,0.9994,0.9997,1.0003,0.9989,1.0011,0.9985,1.0015
4,18.3527,38881.15429,10.80032,0.53212368,8e-05,423737.0,0.05863,0.53212,0.74407,0.92509,1.03483,1.01727,0.59974,0.43661092,0.0,423737.0,0.01874,0.43661,0.75882,0.9529,0.94995,0.97465,0.59569,0.44667335,0.0,423737.0,0.01862,0.44667,0.83677,0.9496,0.66407,0.8149,,1.0081,0.9919,1.0048,0.9952,1.0044,0.9956,1.0027,0.9973,1.0015,0.9985,1.0018,0.9982,1.0014,0.9986,1.0009,0.9991,0.9998,1.0002,0.9992,1.0008
5,18.40896,38502.63316,10.69518,0.50745846,0.0001,423737.0,0.05881,0.50746,0.75887,0.93157,0.975,0.98742,0.60745,0.40577138,0.0,423737.0,0.01898,0.40577,0.76044,0.95463,0.94358,0.97138,0.5904,0.42102639,0.0,423737.0,0.01845,0.42103,0.85431,0.95644,0.59272,0.76988,,1.0119,0.9881,1.0089,0.9911,1.0063,0.9937,1.0039,0.9961,1.0033,0.9967,1.0035,0.9965,1.0027,0.9973,1.0022,0.9978,1.0016,0.9984,1.0004,0.9996
6,18.52601,38260.32627,10.62787,0.49013254,0.00012,423737.0,0.05919,0.49013,0.76868,0.93671,0.93531,0.96711,0.58843,0.43699085,0.0,423737.0,0.01839,0.43699,0.76057,0.95657,0.94306,0.97111,0.58581,0.43508768,0.0,423737.0,0.01831,0.43509,0.85592,0.95849,0.58616,0.76561,,1.0164,0.9836,1.0134,0.9866,1.009,0.991,1.007,0.993,1.0048,0.9952,1.0059,0.9941,1.0045,0.9955,1.0052,0.9948,1.0035,0.9965,1.0018,0.9982
7,18.36437,38033.71637,10.56492,0.46888681,0.00014,423737.0,0.05867,0.46889,0.77991,0.9426,0.88991,0.94335,0.59124,0.43198801,0.0,423737.0,0.01848,0.43199,0.76007,0.96142,0.94502,0.97212,0.59069,0.42746274,0.0,423737.0,0.01846,0.42746,0.85521,0.96365,0.58904,0.76749,,1.0203,0.9797,1.0191,0.9809,1.0111,0.9889,1.0091,0.9909,1.0077,0.9923,1.0083,0.9917,1.0071,0.9929,1.0069,0.9931,1.0066,0.9934,1.0046,0.9954
8,18.3493,37850.04966,10.5139,0.46312592,0.00016,423737.0,0.05862,0.46313,0.78739,0.9456,0.85967,0.92718,0.60246,0.38238847,0.0,423737.0,0.01883,0.38239,0.78369,0.96147,0.85198,0.92303,0.58397,0.36262586,0.0,423737.0,0.01825,0.36263,0.89211,0.96524,0.43892,0.66251,,1.0266,0.9734,1.0251,0.9749,1.0138,0.9862,1.0126,0.9874,1.0108,0.9892,1.0109,0.9891,1.0102,0.9898,1.0102,0.9898,1.0101,0.9899,1.0088,0.9912
9,18.38822,37707.19022,10.47422,0.4409474,0.00018,423737.0,0.05875,0.44095,0.79367,0.94995,0.83426,0.91338,0.58868,0.41841537,0.0,423737.0,0.0184,0.41842,0.76996,0.96162,0.90608,0.95188,0.59481,0.40057436,0.0,423737.0,0.01859,0.40057,0.89242,0.96594,0.43767,0.66157,,1.0327,0.9673,1.0298,0.9702,1.017,0.983,1.0173,0.9827,1.0138,0.9862,1.0145,0.9855,1.0143,0.9857,1.0158,0.9842,1.0128,0.9872,1.0147,0.9853
