epoch,train_time_epoch,train_eta,train_eta_hours,train_loss,train_lr,train_params,train_time_iter,train_mae,train_r2,train_spearmanr,train_mse,train_rmse,val_time_epoch,val_loss,val_lr,val_params,val_time_iter,val_mae,val_r2,val_spearmanr,val_mse,val_rmse,test_time_epoch,test_loss,test_lr,test_params,test_time_iter,test_mae,test_r2,test_spearmanr,test_mse,test_rmse,mpnn_param_layer_1,global_attention_param_layer_1,mpnn_param_layer_2,global_attention_param_layer_2,mpnn_param_layer_3,global_attention_param_layer_3,mpnn_param_layer_4,global_attention_param_layer_4,mpnn_param_layer_5,global_attention_param_layer_5,mpnn_param_layer_6,global_attention_param_layer_6,mpnn_param_layer_7,global_attention_param_layer_7,mpnn_param_layer_8,global_attention_param_layer_8,mpnn_param_layer_9,global_attention_param_layer_9,mpnn_param_layer_10,global_attention_param_layer_10
981.0,23.31594,24174.16958,6.71505,0.04215,0.00054,423737.0,0.07449,0.04215,0.99817,0.9995,0.0074,0.08097,0.74297,0.10218,0.0,423737.0,0.02322,0.10218,0.9282,0.99617,0.2828,0.51279,0.74582,0.08134,0.0,423737.0,0.02331,0.08133,0.99065,0.99666,0.03805,0.19461,0.80273,1.19728,1.37496,0.62506,2.14508,-0.14508,2.20536,-0.20537,2.16336,-0.16338,1.8611,0.13891,1.49314,0.50683,1.6214,0.3786,1.63069,0.36931,2.01489,-0.01489
982.0,23.0352,24149.68671,6.70825,0.0423,0.00053,423737.0,0.0736,0.0423,0.99874,0.99948,0.0051,0.07047,0.74326,0.10311,0.0,423737.0,0.02323,0.10311,0.92596,0.99604,0.29163,0.51939,0.7487,0.08246,0.0,423737.0,0.0234,0.08246,0.99039,0.9968,0.0391,0.19708,0.80179,1.19824,1.37512,0.62488,2.14767,-0.14764,2.20752,-0.20752,2.16201,-0.16201,1.86076,0.13925,1.49376,0.50624,1.62254,0.37748,1.63011,0.36987,2.01686,-0.01688
983.0,23.10754,24125.28148,6.70147,0.0423,0.00053,423737.0,0.07382,0.0423,0.99819,0.99948,0.00732,0.08292,0.73931,0.1023,0.0,423737.0,0.0231,0.1023,0.9248,0.99589,0.29619,0.52977,0.73393,0.08044,0.0,423737.0,0.02294,0.08044,0.99063,0.99675,0.03813,0.19469,0.79855,1.20149,1.37775,0.62226,2.14492,-0.14492,2.20673,-0.20671,2.16066,-0.16069,1.85804,0.14198,1.49399,0.50601,1.62535,0.37468,1.63065,0.36935,2.01505,-0.01506
984.0,22.92919,24100.6951,6.69464,0.0422,0.00053,423737.0,0.07326,0.0422,0.99833,0.9994,0.00675,0.07984,0.74735,0.10479,0.0,423737.0,0.02335,0.10479,0.91151,0.9951,0.34854,0.57491,0.75086,0.08041,0.0,423737.0,0.02346,0.08041,0.98988,0.99661,0.04118,0.20138,0.79981,1.20019,1.37422,0.62578,2.14704,-0.14701,2.20632,-0.20631,2.16368,-0.16371,1.85995,0.14006,1.49185,0.50815,1.62508,0.37495,1.63057,0.36944,2.01582,-0.01581
985.0,23.1691,24076.35881,6.68788,0.04234,0.00053,423737.0,0.07402,0.04234,0.99843,0.99942,0.00635,0.07898,0.78669,0.1001,0.0,423737.0,0.02459,0.1001,0.92794,0.99614,0.28381,0.51221,0.79095,0.08003,0.0,423737.0,0.02472,0.08003,0.99056,0.99663,0.03839,0.19546,0.80116,1.19887,1.37872,0.6213,2.14697,-0.14697,2.20789,-0.20788,2.16645,-0.16646,1.86232,0.13769,1.49208,0.50792,1.626,0.374,1.6293,0.37068,2.01538,-0.0154
986.0,22.09142,24050.91881,6.68081,0.04191,0.00053,423737.0,0.07058,0.04191,0.99843,0.99949,0.00637,0.07817,0.76604,0.10122,0.0,423737.0,0.02394,0.10122,0.92238,0.99651,0.30572,0.5393,0.75327,0.08074,0.0,423737.0,0.02354,0.08074,0.98959,0.99654,0.04234,0.20502,0.79999,1.20002,1.37931,0.62068,2.14734,-0.14734,2.20585,-0.20584,2.16501,-0.16503,1.86293,0.13707,1.49443,0.50556,1.62498,0.37504,1.62941,0.37059,2.01595,-0.01597
987.0,22.43838,24025.84098,6.67384,0.04135,0.00053,423737.0,0.07169,0.04135,0.99822,0.99944,0.00722,0.08176,0.74176,0.09786,0.0,423737.0,0.02318,0.09786,0.93446,0.99639,0.25815,0.48586,0.77734,0.07948,0.0,423737.0,0.02429,0.07948,0.99022,0.99663,0.03978,0.19869,0.80243,1.19757,1.37331,0.62669,2.1507,-0.15069,2.20871,-0.20872,2.16768,-0.1677,1.86397,0.13603,1.49571,0.50431,1.62367,0.37635,1.62926,0.37073,2.01632,-0.01632
988.0,21.98967,24000.3098,6.66675,0.04165,0.00053,423737.0,0.07026,0.04164,0.99845,0.99939,0.00629,0.07709,0.73853,0.09965,0.0,423737.0,0.02308,0.09965,0.93027,0.99632,0.27467,0.50224,0.73965,0.07947,0.0,423737.0,0.02312,0.07946,0.99026,0.99668,0.03963,0.19791,0.80262,1.19739,1.3699,0.6301,2.15001,-0.15,2.20683,-0.20682,2.16929,-0.16928,1.86101,0.13901,1.49454,0.50546,1.6252,0.37482,1.62975,0.37027,2.01579,-0.01582
989.0,22.57647,23975.38442,6.65983,0.04243,0.00053,423737.0,0.07213,0.04243,0.9978,0.99928,0.00888,0.0885,0.74664,0.10184,0.0,423737.0,0.02333,0.10184,0.92635,0.99604,0.29009,0.51373,0.74247,0.08127,0.0,423737.0,0.0232,0.08127,0.98764,0.99608,0.05026,0.2195,0.80286,1.19715,1.37352,0.62648,2.14664,-0.14664,2.20585,-0.20584,2.16653,-0.16654,1.86212,0.13787,1.49278,0.50724,1.6251,0.37491,1.63005,0.36993,2.01712,-0.01714
990.0,22.51801,23950.40426,6.65289,0.04145,0.00053,423737.0,0.07194,0.04145,0.99805,0.99943,0.00787,0.08258,0.74565,0.09727,0.0,423737.0,0.0233,0.09727,0.92827,0.99626,0.28254,0.50592,0.74386,0.07807,0.0,423737.0,0.02324,0.07807,0.99069,0.99671,0.03788,0.1942,0.8024,1.19762,1.37295,0.62707,2.14454,-0.1445,2.2056,-0.20559,2.16676,-0.16679,1.86014,0.13986,1.49163,0.50836,1.62599,0.37401,1.62954,0.37048,2.01777,-0.01778
991.0,22.20945,23925.11553,6.64586,0.04149,0.00053,423737.0,0.07096,0.04149,0.9985,0.99952,0.00609,0.07669,0.77879,0.09713,0.0,423737.0,0.02434,0.09713,0.93311,0.9965,0.26345,0.48872,0.77455,0.07859,0.0,423737.0,0.0242,0.07858,0.99075,0.99676,0.03764,0.19366,0.80253,1.19749,1.37084,0.62915,2.14839,-0.14838,2.20709,-0.20706,2.16761,-0.16764,1.86402,0.13596,1.4934,0.50661,1.62532,0.3747,1.62768,0.37233,2.01856,-0.01857
992.0,21.67892,23899.29499,6.63869,0.04054,0.00053,423737.0,0.06926,0.04054,0.99754,0.99951,0.00996,0.08926,0.74728,0.10002,0.0,423737.0,0.02335,0.10002,0.93438,0.99635,0.25848,0.4871,0.74455,0.08071,0.0,423737.0,0.02327,0.08071,0.99076,0.99677,0.0376,0.1933,0.80387,1.19615,1.37313,0.62687,2.14477,-0.14476,2.20648,-0.20646,2.16611,-0.16612,1.86801,0.13201,1.49323,0.50678,1.62544,0.37455,1.62941,0.37059,2.01775,-0.01775
993.0,20.67168,23872.46339,6.63124,0.04001,0.00053,423737.0,0.06604,0.04,0.99886,0.99949,0.0046,0.06759,0.77876,0.10252,0.0,423737.0,0.02434,0.10252,0.92342,0.99594,0.30164,0.53206,0.77567,0.08139,0.0,423737.0,0.02424,0.08139,0.99047,0.99668,0.03877,0.19673,0.80619,1.1938,1.37199,0.62801,2.14807,-0.14806,2.20892,-0.20891,2.17075,-0.17077,1.86834,0.13167,1.49441,0.50559,1.62417,0.37584,1.62859,0.3714,2.01896,-0.01896
994.0,22.40705,23847.39698,6.62428,0.04032,0.00052,423737.0,0.07159,0.04032,0.99882,0.99955,0.00478,0.06865,0.80424,0.10189,0.0,423737.0,0.02513,0.10189,0.92467,0.99631,0.29672,0.52359,0.79799,0.08171,0.0,423737.0,0.02494,0.08171,0.99046,0.99674,0.0388,0.19644,0.8053,1.19471,1.37292,0.6271,2.14824,-0.14823,2.20781,-0.2078,2.17294,-0.17296,1.86852,0.1315,1.4932,0.50681,1.62721,0.3728,1.62814,0.37187,2.01852,-0.01851
995.0,23.19811,23823.13332,6.61754,0.03989,0.00052,423737.0,0.07411,0.03989,0.99877,0.99944,0.00497,0.06894,0.79975,0.0988,0.0,423737.0,0.02499,0.0988,0.92124,0.99577,0.31022,0.5346,0.78938,0.07675,0.0,423737.0,0.02467,0.07675,0.99096,0.99676,0.03678,0.19137,0.80256,1.19744,1.3751,0.62489,2.14664,-0.14664,2.20982,-0.2098,2.17021,-0.17023,1.865,0.135,1.49435,0.50563,1.62708,0.37295,1.62856,0.37145,2.02055,-0.02055
996.0,22.8183,23798.4897,6.61069,0.04057,0.00052,423737.0,0.0729,0.04057,0.99813,0.9995,0.00756,0.07971,0.75331,0.09906,0.0,423737.0,0.02354,0.09906,0.92676,0.99639,0.28845,0.51176,0.75355,0.07822,0.0,423737.0,0.02355,0.07822,0.99099,0.99686,0.03667,0.19115,0.80253,1.19748,1.37733,0.62267,2.14864,-0.14863,2.2086,-0.20859,2.17308,-0.17309,1.86703,0.13298,1.49303,0.50698,1.62464,0.37536,1.62915,0.37083,2.02028,-0.0203
997.0,21.81748,23772.84491,6.60357,0.0399,0.00052,423737.0,0.0697,0.0399,0.99427,0.99946,0.02319,0.10537,0.77873,0.0996,0.0,423737.0,0.02434,0.0996,0.92118,0.996,0.31044,0.53796,0.77856,0.07797,0.0,423737.0,0.02433,0.07797,0.99012,0.99667,0.04021,0.19969,0.8054,1.1946,1.37464,0.62537,2.1505,-0.15049,2.20732,-0.20731,2.17074,-0.17075,1.86425,0.13575,1.49102,0.50899,1.62581,0.37418,1.62926,0.37076,2.01915,-0.01913
998.0,21.21128,23746.60037,6.59628,0.03947,0.00052,423737.0,0.06777,0.03946,0.99812,0.99948,0.00759,0.08219,0.77135,0.09775,0.0,423737.0,0.02411,0.09774,0.93287,0.99605,0.2644,0.49328,0.77317,0.07702,0.0,423737.0,0.02416,0.07702,0.9911,0.99681,0.0362,0.18997,0.80324,1.19677,1.37032,0.62971,2.1493,-0.14929,2.20773,-0.20774,2.17286,-0.17288,1.86571,0.1343,1.49159,0.50842,1.62432,0.37569,1.6297,0.3703,2.01915,-0.01916
999.0,21.38254,23720.53716,6.58904,0.03998,0.00052,423737.0,0.06831,0.03998,0.99839,0.99934,0.00649,0.07725,0.79072,0.09638,0.0,423737.0,0.02471,0.09638,0.93516,0.9961,0.25538,0.48703,0.789,0.07663,0.0,423737.0,0.02466,0.07663,0.99084,0.99677,0.03725,0.19246,0.80281,1.19719,1.37324,0.62676,2.14866,-0.14865,2.20623,-0.20622,2.17298,-0.17298,1.86475,0.13526,1.49197,0.50804,1.62573,0.3743,1.62826,0.37172,2.01941,-0.01943
1000.0,21.89417,23694.9939,6.58194,0.03936,0.00052,423737.0,0.06995,0.03936,0.99877,0.99954,0.00498,0.07018,0.77951,0.09548,0.0,423737.0,0.02436,0.09548,0.94345,0.9961,0.22273,0.45295,0.77347,0.07725,0.0,423737.0,0.02417,0.07725,0.99044,0.99674,0.03891,0.19637,0.80294,1.19705,1.37185,0.62815,2.14594,-0.14592,2.20537,-0.20538,2.17035,-0.17036,1.86515,0.13486,1.49364,0.50638,1.62643,0.37359,1.62902,0.37099,2.01967,-0.01966
1001.0,21.78944,23669.35362,6.57482,0.03965,0.00052,423737.0,0.06962,0.03965,0.99813,0.99951,0.00758,0.08104,0.79206,0.10065,0.0,423737.0,0.02475,0.10065,0.91385,0.996,0.33931,0.55723,0.78957,0.07996,0.0,423737.0,0.02467,0.07996,0.99042,0.99663,0.03899,0.19674,0.80233,1.19769,1.37227,0.62774,2.15034,-0.15033,2.20282,-0.20282,2.17115,-0.17116,1.86721,0.13279,1.49242,0.50758,1.6268,0.37321,1.6293,0.37071,2.02095,-0.02095
1002.0,21.56134,23643.49428,6.56764,0.04082,0.00052,423737.0,0.06889,0.04082,0.99742,0.99924,0.01043,0.08748,0.72535,0.0932,0.0,423737.0,0.02267,0.09321,0.9394,0.99712,0.23871,0.46596,0.72666,0.07828,0.0,423737.0,0.02271,0.07828,0.98784,0.99592,0.04946,0.2114,0.80574,1.19427,1.37456,0.62544,2.14716,-0.14716,2.20166,-0.20164,2.17259,-0.17263,1.8653,0.13472,1.4888,0.5112,1.62602,0.37399,1.62965,0.37034,2.02072,-0.02074
1003.0,20.69782,23616.78686,6.56022,0.04074,0.00052,423737.0,0.06613,0.04074,0.99653,0.99922,0.01402,0.09656,0.73607,0.09628,0.0,423737.0,0.023,0.09628,0.94093,0.99672,0.23266,0.46342,0.73166,0.08017,0.0,423737.0,0.02286,0.08017,0.98772,0.99574,0.04997,0.21538,0.80521,1.19479,1.37655,0.62347,2.14772,-0.1477,2.20509,-0.20508,2.17383,-0.17384,1.8676,0.1324,1.4901,0.5099,1.62794,0.37209,1.62944,0.37056,2.02014,-0.02014
1004.0,20.49654,23589.89213,6.55275,0.03984,0.00052,423737.0,0.06548,0.03984,0.99843,0.99947,0.00636,0.07605,0.73048,0.09898,0.0,423737.0,0.02283,0.09898,0.92555,0.99581,0.29323,0.51923,0.72779,0.07926,0.0,423737.0,0.02274,0.07926,0.99074,0.99674,0.03769,0.1938,0.80892,1.19109,1.37612,0.62388,2.14966,-0.14964,2.20673,-0.20671,2.17974,-0.17976,1.86667,0.13335,1.49298,0.50703,1.62676,0.37328,1.62878,0.37121,2.02188,-0.0219
1005.0,20.56352,23563.07629,6.5453,0.04015,0.00052,423737.0,0.0657,0.04015,0.99831,0.9995,0.00683,0.0786,0.72921,0.09754,0.0,423737.0,0.02279,0.09754,0.93693,0.99652,0.24841,0.47368,0.72711,0.07936,0.0,423737.0,0.02272,0.07936,0.99086,0.99677,0.03717,0.19226,0.80574,1.19426,1.37682,0.62317,2.14812,-0.14813,2.21036,-0.21035,2.18314,-0.18313,1.86404,0.13597,1.49111,0.5089,1.6264,0.37362,1.62809,0.37192,2.02129,-0.0213
1006.0,20.38458,23536.09642,6.53781,0.03955,0.00052,423737.0,0.06513,0.03955,0.99881,0.99953,0.00482,0.06882,0.73097,0.09881,0.0,423737.0,0.02284,0.09881,0.94004,0.99656,0.23617,0.46942,0.73068,0.08068,0.0,423737.0,0.02283,0.08068,0.99045,0.99678,0.03883,0.19622,0.80633,1.19367,1.37542,0.62459,2.14876,-0.14874,2.21024,-0.21022,2.18116,-0.18115,1.86346,0.13655,1.49075,0.50925,1.6265,0.37353,1.6288,0.37119,2.02162,-0.02161
1007.0,20.0513,23508.80165,6.53022,0.03903,0.00051,423737.0,0.06406,0.03903,0.99886,0.99956,0.00463,0.06733,0.73156,0.09863,0.0,423737.0,0.02286,0.09863,0.94356,0.99662,0.2223,0.45649,0.729,0.08067,0.0,423737.0,0.02278,0.08067,0.9904,0.99669,0.03905,0.19666,0.8069,1.19309,1.37065,0.62937,2.1448,-0.1448,2.20937,-0.20935,2.1788,-0.17881,1.86301,0.13701,1.49455,0.50546,1.6282,0.37182,1.62856,0.37145,2.01934,-0.01936
1008.0,19.72536,23481.20111,6.52256,0.03905,0.00051,423737.0,0.06302,0.03905,0.99888,0.99957,0.00455,0.06675,0.72794,0.09988,0.0,423737.0,0.02275,0.09988,0.92853,0.99649,0.2815,0.50968,0.72288,0.07932,0.0,423737.0,0.02259,0.07932,0.99088,0.99676,0.0371,0.19163,0.8111,1.18893,1.37179,0.62824,2.14561,-0.14561,2.2057,-0.2057,2.17958,-0.17958,1.86127,0.13874,1.49194,0.50805,1.62875,0.37128,1.62876,0.37125,2.02017,-0.02016
1009.0,19.85051,23453.73884,6.51493,0.03865,0.00051,423737.0,0.06342,0.03865,0.99888,0.99959,0.00452,0.06652,0.72762,0.09612,0.0,423737.0,0.02274,0.09612,0.94566,0.99629,0.21404,0.44878,0.7242,0.07958,0.0,423737.0,0.02263,0.07958,0.98849,0.99658,0.04683,0.21293,0.80902,1.19099,1.37308,0.62692,2.14481,-0.1448,2.20536,-0.20533,2.17982,-0.17986,1.86073,0.13927,1.49459,0.50542,1.62703,0.373,1.62804,0.37196,2.02027,-0.02028
1010.0,19.78798,23426.23046,6.50729,0.03948,0.00051,423737.0,0.06322,0.03948,0.99724,0.99957,0.01117,0.08851,0.71869,0.09596,0.0,423737.0,0.02246,0.09596,0.94725,0.99641,0.20778,0.44218,0.73264,0.07838,0.0,423737.0,0.0229,0.07838,0.98998,0.99655,0.04075,0.20029,0.80736,1.19263,1.37531,0.62473,2.14516,-0.14518,2.20803,-0.20802,2.18358,-0.1836,1.86332,0.13669,1.49489,0.50512,1.62811,0.37191,1.62865,0.37135,2.02126,-0.02126
1011.0,20.03442,23398.97792,6.49972,0.03965,0.00051,423737.0,0.06401,0.03965,0.99864,0.99948,0.00551,0.07246,0.73863,0.09891,0.0,423737.0,0.02308,0.09891,0.93747,0.99654,0.24631,0.47377,0.72727,0.08013,0.0,423737.0,0.02273,0.08013,0.98973,0.99663,0.04178,0.20333,0.80791,1.19211,1.37314,0.62686,2.1472,-0.14718,2.20628,-0.20628,2.18332,-0.18335,1.86012,0.13988,1.49544,0.50455,1.62584,0.37417,1.62931,0.37069,2.02289,-0.0229
1012.0,20.4821,23372.17582,6.49227,0.03977,0.00051,423737.0,0.06544,0.03977,0.99844,0.99948,0.00632,0.07772,0.72256,0.09525,0.0,423737.0,0.02258,0.09525,0.94358,0.99664,0.22223,0.44814,0.72593,0.07874,0.0,423737.0,0.02269,0.07874,0.99034,0.99676,0.0393,0.19724,0.80883,1.19118,1.37505,0.62496,2.14788,-0.14787,2.20435,-0.20433,2.18365,-0.18367,1.85992,0.14009,1.49642,0.50359,1.62705,0.37296,1.62954,0.37046,2.02342,-0.02341
1013.0,21.9742,23346.83709,6.48523,0.03877,0.00051,423737.0,0.07021,0.03877,0.99894,0.99955,0.0043,0.06491,0.727,0.09908,0.0,423737.0,0.02272,0.09908,0.94167,0.99659,0.22973,0.46096,0.72917,0.0825,0.0,423737.0,0.02279,0.0825,0.99012,0.99668,0.04018,0.19952,0.80741,1.19258,1.37548,0.62453,2.14752,-0.1475,2.20201,-0.20201,2.18415,-0.18416,1.86069,0.13935,1.49829,0.50171,1.62789,0.37213,1.62943,0.37056,2.02292,-0.02292
1014.0,22.96041,23322.46206,6.47846,0.0393,0.00051,423737.0,0.07336,0.0393,0.99881,0.99954,0.00481,0.06828,0.73472,0.10249,0.0,423737.0,0.02296,0.10249,0.94611,0.99625,0.21225,0.44784,0.72078,0.08512,0.0,423737.0,0.02253,0.08512,0.99034,0.99666,0.03931,0.19765,0.80737,1.19264,1.37232,0.6277,2.14768,-0.14768,2.19965,-0.19963,2.18158,-0.18158,1.86109,0.13893,1.49777,0.50224,1.62917,0.37085,1.63017,0.36982,2.02328,-0.02326
1015.0,22.58468,23297.72591,6.47159,0.03881,0.00051,423737.0,0.07215,0.03881,0.99898,0.99956,0.00412,0.06405,0.72837,0.09268,0.0,423737.0,0.02276,0.09268,0.94552,0.99682,0.21458,0.44336,0.73086,0.07791,0.0,423737.0,0.02284,0.07791,0.9893,0.99665,0.04353,0.20518,0.80747,1.19252,1.37064,0.62938,2.14522,-0.1452,2.19946,-0.19944,2.18008,-0.18011,1.86432,0.13569,1.49785,0.50215,1.62961,0.37039,1.63061,0.36939,2.0224,-0.02242
1016.0,22.15225,23272.57602,6.4646,0.03876,0.00051,423737.0,0.07078,0.03876,0.99889,0.99954,0.0045,0.06612,0.73432,0.09337,0.0,423737.0,0.02295,0.09337,0.95769,0.99665,0.16666,0.39792,0.72869,0.07939,0.0,423737.0,0.02277,0.07939,0.99037,0.99674,0.03919,0.19659,0.8071,1.1929,1.37166,0.62836,2.14019,-0.14018,2.20024,-0.20024,2.1806,-0.18063,1.86505,0.13496,1.49411,0.50589,1.62695,0.37306,1.63029,0.3697,2.0231,-0.0231
1017.0,20.88496,23246.20954,6.45728,0.03836,0.00051,423737.0,0.06672,0.03836,0.99906,0.99958,0.00382,0.0614,0.71802,0.0964,0.0,423737.0,0.02244,0.0964,0.93703,0.99646,0.24802,0.47491,0.71685,0.07826,0.0,423737.0,0.0224,0.07826,0.99065,0.99667,0.03804,0.1945,0.8087,1.1913,1.3741,0.62592,2.13976,-0.13976,2.19983,-0.19982,2.18338,-0.18341,1.86368,0.13631,1.49633,0.50368,1.6277,0.37232,1.62895,0.37105,2.02282,-0.02284
1018.0,21.71809,23220.65588,6.45018,0.03871,0.00051,423737.0,0.06939,0.03871,0.99884,0.99958,0.00468,0.06675,0.74368,0.09259,0.0,423737.0,0.02324,0.09259,0.9531,0.99663,0.18472,0.41129,0.73603,0.07768,0.0,423737.0,0.023,0.07768,0.99055,0.99668,0.03845,0.19513,0.80813,1.19189,1.3736,0.62639,2.14059,-0.1406,2.19763,-0.19761,2.18323,-0.18323,1.86368,0.13633,1.49654,0.50346,1.62838,0.37165,1.62964,0.37037,2.02373,-0.02373
1019.0,21.10563,23194.5213,6.44292,0.03855,0.0005,423737.0,0.06743,0.03855,0.99868,0.9996,0.00533,0.0713,0.74442,0.0924,0.0,423737.0,0.02326,0.0924,0.95794,0.99659,0.16566,0.38818,0.74713,0.0789,0.0,423737.0,0.02335,0.0789,0.99023,0.99661,0.03976,0.19826,0.8083,1.19172,1.37043,0.62959,2.13991,-0.13989,2.19758,-0.19756,2.17899,-0.17901,1.86693,0.13309,1.4956,0.50442,1.62552,0.37447,1.62868,0.37131,2.02238,-0.02238
1020.0,20.16441,23167.49408,6.43541,0.03883,0.0005,423737.0,0.06442,0.03883,0.99816,0.99956,0.00744,0.07764,0.73135,0.09709,0.0,423737.0,0.02286,0.09709,0.94165,0.99622,0.22983,0.45437,0.73435,0.0815,0.0,423737.0,0.02295,0.0815,0.98664,0.99671,0.05434,0.22566,0.80723,1.19277,1.37107,0.62892,2.14272,-0.1427,2.20183,-0.20182,2.18052,-0.18054,1.86567,0.13434,1.49628,0.50372,1.62628,0.37376,1.62864,0.37136,2.02424,-0.02423
1021.0,20.64666,23140.94176,6.42804,0.03855,0.0005,423737.0,0.06596,0.03855,0.99882,0.99957,0.00478,0.06842,0.74738,0.09229,0.0,423737.0,0.02336,0.09229,0.95096,0.99662,0.19317,0.41814,0.74887,0.07731,0.0,423737.0,0.0234,0.07731,0.9884,0.9967,0.04717,0.20928,0.80678,1.19324,1.36962,0.63038,2.14215,-0.14214,2.20206,-0.20206,2.17862,-0.17864,1.86834,0.13167,1.49299,0.50701,1.62449,0.37553,1.63005,0.36995,2.02375,-0.02378
1022.0,20.22985,23114.00293,6.42056,0.03816,0.0005,423737.0,0.06463,0.03816,0.99898,0.99957,0.00411,0.06371,0.74639,0.09537,0.0,423737.0,0.02332,0.09537,0.95024,0.99635,0.19599,0.42398,0.73433,0.07789,0.0,423737.0,0.02295,0.07789,0.99082,0.99683,0.03732,0.19171,0.80666,1.19335,1.37033,0.62968,2.14079,-0.14078,2.20017,-0.20016,2.18042,-0.18044,1.86621,0.13379,1.49245,0.50756,1.62696,0.37305,1.63056,0.36944,2.02511,-0.02512
1023.0,20.3298,23087.17247,6.4131,0.03865,0.0005,423737.0,0.06495,0.03865,0.99856,0.99957,0.0058,0.07452,0.72138,0.09349,0.0,423737.0,0.02254,0.0935,0.95138,0.9968,0.19151,0.41698,0.72253,0.07907,0.0,423737.0,0.02258,0.07907,0.99095,0.99685,0.03682,0.19135,0.80873,1.19129,1.37132,0.62867,2.14167,-0.14165,2.19974,-0.19974,2.18337,-0.18339,1.86723,0.13277,1.49254,0.50745,1.62795,0.37205,1.62874,0.37125,2.02528,-0.0253
1024.0,19.84627,23059.89475,6.40552,0.0387,0.0005,423737.0,0.0634,0.03871,0.99908,0.99955,0.00371,0.06069,0.72576,0.09928,0.0,423737.0,0.02268,0.09928,0.95641,0.99678,0.17169,0.40811,0.72,0.08429,0.0,423737.0,0.0225,0.08429,0.98952,0.99674,0.04263,0.20403,0.80687,1.19314,1.36905,0.63096,2.14655,-0.14654,2.20008,-0.20006,2.18535,-0.18536,1.86528,0.13473,1.49287,0.50714,1.6303,0.3697,1.62943,0.37059,2.02493,-0.02496
1025.0,19.89586,23032.67859,6.39797,0.03846,0.0005,423737.0,0.06357,0.03846,0.99883,0.99957,0.00471,0.06738,0.7343,0.09258,0.0,423737.0,0.02294,0.09258,0.94776,0.99673,0.20575,0.44064,0.72639,0.07444,0.0,423737.0,0.0227,0.07444,0.9912,0.99685,0.03578,0.18881,0.8036,1.19642,1.36995,0.63008,2.14576,-0.14575,2.20146,-0.20146,2.18279,-0.18281,1.8668,0.13322,1.48972,0.51029,1.62944,0.37059,1.62903,0.37096,2.02624,-0.02626
1026.0,20.02024,23005.59453,6.39044,0.03815,0.0005,423737.0,0.06396,0.03815,0.99879,0.9996,0.0049,0.06746,0.76407,0.09627,0.0,423737.0,0.02388,0.09627,0.93402,0.99673,0.25986,0.49067,0.75554,0.07744,0.0,423737.0,0.02361,0.07744,0.99114,0.99678,0.03605,0.18932,0.80652,1.19348,1.37129,0.6287,2.14589,-0.14587,2.2042,-0.20418,2.18363,-0.18364,1.86588,0.13412,1.49223,0.50776,1.63088,0.36911,1.62912,0.3709,2.02478,-0.02478
1027.0,21.53876,22979.96001,6.38332,0.03825,0.0005,423737.0,0.06882,0.03825,0.99897,0.9996,0.00417,0.06417,0.90795,0.09478,0.0,423737.0,0.02837,0.09478,0.94057,0.99668,0.23406,0.46484,0.7295,0.07768,0.0,423737.0,0.0228,0.07768,0.99054,0.99678,0.03849,0.19566,0.80519,1.19482,1.37071,0.6293,2.1418,-0.1418,2.20296,-0.20292,2.18075,-0.18076,1.86773,0.13228,1.49295,0.50704,1.63129,0.36872,1.6288,0.3712,2.02487,-0.02487
1028.0,20.19463,22953.06508,6.37585,0.0381,0.0005,423737.0,0.06452,0.0381,0.99897,0.9996,0.00417,0.06396,0.74964,0.09878,0.0,423737.0,0.02342,0.09878,0.91909,0.9961,0.31869,0.5418,0.74184,0.07867,0.0,423737.0,0.02318,0.07867,0.9907,0.99691,0.03783,0.19394,0.80299,1.19702,1.37204,0.62798,2.14494,-0.14492,2.20271,-0.20269,2.18318,-0.1832,1.86583,0.13417,1.49283,0.50717,1.62867,0.37134,1.62982,0.37017,2.02498,-0.02498
1029.0,21.41556,22927.33296,6.3687,0.03792,0.0005,423737.0,0.06842,0.03792,0.99878,0.99956,0.00492,0.06931,0.72779,0.09795,0.0,423737.0,0.02274,0.09795,0.93698,0.99641,0.24823,0.47513,0.7207,0.07995,0.0,423737.0,0.02252,0.07995,0.99082,0.99681,0.03735,0.19254,0.8029,1.1971,1.37205,0.62795,2.14406,-0.14405,2.19996,-0.19994,2.1822,-0.1822,1.86749,0.13251,1.49443,0.50557,1.62797,0.37204,1.63041,0.36961,2.02499,-0.02498
1030.0,20.46646,22900.71721,6.36131,0.03893,0.0005,423737.0,0.06539,0.03893,0.99841,0.99947,0.00642,0.07624,0.74807,0.09719,0.0,423737.0,0.02338,0.09719,0.9411,0.99575,0.23198,0.46473,0.76321,0.08032,0.0,423737.0,0.02385,0.08032,0.98831,0.99544,0.04757,0.21215,0.80862,1.19139,1.37548,0.62453,2.14654,-0.14653,2.19931,-0.1993,2.18124,-0.18125,1.86685,0.13317,1.49364,0.50636,1.62892,0.37111,1.63018,0.36981,2.02571,-0.02573
