epoch,train_time_epoch,train_eta,train_eta_hours,train_loss,train_lr,train_params,train_time_iter,train_mae,train_r2,train_spearmanr,train_mse,train_rmse,val_time_epoch,val_loss,val_lr,val_params,val_time_iter,val_mae,val_r2,val_spearmanr,val_mse,val_rmse,test_time_epoch,test_loss,test_lr,test_params,test_time_iter,test_mae,test_r2,test_spearmanr,test_mse,test_rmse,mpnn_param_layer_1,global_attention_param_layer_1,mpnn_param_layer_2,global_attention_param_layer_2,mpnn_param_layer_3,global_attention_param_layer_3,mpnn_param_layer_4,global_attention_param_layer_4,mpnn_param_layer_5,global_attention_param_layer_5,mpnn_param_layer_6,global_attention_param_layer_6,mpnn_param_layer_7,global_attention_param_layer_7,mpnn_param_layer_8,global_attention_param_layer_8,mpnn_param_layer_9,global_attention_param_layer_9,mpnn_param_layer_10,global_attention_param_layer_10
0.0,10.42357,16411.34245,4.55871,0.00902,0.0,0.0,0.0333,0.00902,0.01343,0.00125,0.05432,0.08975,0.20816,0.01436,0.0,0.0,0.00651,0.01436,0.03672,0.00079,0.14462,0.13244,0.21063,0.01639,0.0,0.0,0.00658,0.01638,0.00227,0.00049,0.00922,0.02043,0.07821,0.07821,0.41062,0.41065,0.06518,0.06519,0.09429,0.09429,0.15735,0.15735,0.41817,0.41819,0.48298,0.48298,0.50528,0.50529,0.26434,0.26437,0.25388,0.25385
0.0,10.39651,16402.33005,4.5562,0.00573,0.0,0.0,0.03322,0.00573,0.01568,0.0005,0.06341,0.09766,0.2495,0.02226,0.0,0.0,0.0078,0.02226,0.04375,0.00207,0.17233,0.14991,0.24503,0.0178,0.0,0.0,0.00766,0.0178,0.00569,0.00125,0.02314,0.04323,0.07641,0.0764,0.40271,0.40272,0.05917,0.05917,0.10052,0.10052,0.16055,0.16054,0.41942,0.41942,0.48344,0.48344,0.50495,0.50493,0.26443,0.26443,0.25244,0.25243
0.0,10.50875,16393.15708,4.55366,0.0046,0.0,0.0,0.03357,0.0046,0.02134,0.00093,0.08628,0.12798,0.19805,0.01618,0.0,0.0,0.00619,0.01618,0.04305,0.00165,0.16957,0.15046,0.20477,0.0125,0.0,0.0,0.0064,0.0125,0.0033,0.00062,0.01343,0.02567,0.07488,0.07488,0.40601,0.40602,0.05686,0.05687,0.09889,0.09891,0.15571,0.1557,0.41901,0.41902,0.48535,0.48534,0.5044,0.50438,0.26228,0.26228,0.25323,0.25323
0.0,10.4517,16383.42304,4.55095,0.00571,0.0,0.0,0.03339,0.00571,0.01336,0.00137,0.05403,0.09342,0.22087,0.01462,0.0,0.0,0.0069,0.01462,0.05495,0.00091,0.21642,0.175,0.20025,0.01151,0.0,0.0,0.00626,0.01151,0.00739,0.0024,0.03007,0.05101,0.06996,0.06996,0.40251,0.40251,0.05599,0.05599,0.09729,0.09729,0.15831,0.15829,0.41588,0.41588,0.48192,0.48192,0.50746,0.50745,0.26169,0.26169,0.25202,0.25204
0.0,10.29808,16374.04865,4.54835,0.00607,0.0,0.0,0.0329,0.00607,0.01051,0.00159,0.04252,0.07088,0.23961,0.00726,0.0,0.0,0.00749,0.00726,0.03737,0.00129,0.1472,0.12807,0.22655,0.0125,0.0,0.0,0.00708,0.01251,0.00727,0.00284,0.02956,0.05259,0.06982,0.06981,0.40563,0.40562,0.049,0.049,0.098,0.09798,0.16388,0.1639,0.41816,0.41817,0.4817,0.48169,0.50413,0.50415,0.26365,0.26367,0.25499,0.25498
0.0,10.37567,16365.02815,4.54584,0.00283,0.0,0.0,0.03315,0.00283,0.00846,0.00042,0.03419,0.06142,0.20161,0.01251,0.0,0.0,0.0063,0.01251,0.04718,0.00091,0.18583,0.1671,0.19433,0.01159,0.0,0.0,0.00607,0.01159,0.00205,0.00051,0.00834,0.01755,0.07219,0.07218,0.40815,0.40816,0.042,0.04204,0.09752,0.09752,0.16588,0.16587,0.42101,0.42101,0.48137,0.48139,0.50709,0.50707,0.26607,0.2661,0.25595,0.25592
0.0,10.35815,16355.62265,4.54323,0.00661,0.0,0.0,0.03309,0.00661,0.01611,0.00118,0.06514,0.10689,0.20198,0.0164,0.0,0.0,0.00631,0.0164,0.04776,0.00095,0.18811,0.16583,0.19913,0.02315,0.0,0.0,0.00622,0.02315,0.17456,0.00147,0.71015,0.40823,0.06889,0.06887,0.40425,0.40425,0.04553,0.04553,0.09536,0.09537,0.16593,0.16593,0.41501,0.41503,0.48527,0.48529,0.50732,0.50731,0.26555,0.26555,0.25602,0.25603
0.0,10.46831,16346.54236,4.54071,0.00458,0.0,0.0,0.03344,0.00458,0.00923,0.00079,0.03731,0.06929,0.19961,0.01318,0.0,0.0,0.00624,0.01318,0.04182,0.00141,0.16473,0.14357,0.19342,0.0134,0.0,0.0,0.00605,0.0134,0.00259,0.0018,0.01054,0.02206,0.06721,0.06722,0.40004,0.40006,0.05238,0.05239,0.09423,0.09423,0.16712,0.16712,0.41846,0.41846,0.48221,0.4822,0.50906,0.50907,0.26627,0.26629,0.2566,0.25661
0.0,10.46554,16337.40636,4.53817,0.00731,0.0,0.0,0.03344,0.00731,0.01259,0.00117,0.05088,0.08095,0.20849,0.009,0.0,0.0,0.00652,0.009,0.04053,0.00259,0.15965,0.1408,0.21475,0.01326,0.0,0.0,0.00671,0.01326,0.01554,0.00286,0.06324,0.09347,0.06883,0.06883,0.40751,0.40749,0.04791,0.04792,0.08784,0.08784,0.16487,0.16485,0.41825,0.41825,0.48311,0.48309,0.50975,0.50976,0.26865,0.26866,0.25689,0.25689
0.0,10.33199,16328.24324,4.53562,0.00749,0.0,0.0,0.03301,0.00749,0.01253,0.00123,0.05068,0.09086,0.21105,0.00683,0.0,0.0,0.0066,0.00682,0.04444,0.00216,0.17502,0.15342,0.23464,0.00511,0.0,0.0,0.00733,0.00511,0.00363,0.00161,0.01478,0.02978,0.06548,0.06548,0.41367,0.41367,0.04666,0.04666,0.08317,0.08317,0.1657,0.1657,0.41476,0.41477,0.48175,0.48176,0.50587,0.50588,0.26897,0.269,0.25921,0.25922
0.0,10.25677,16318.58131,4.53294,0.00572,0.0,0.0,0.03277,0.00572,0.01185,0.00083,0.04792,0.08093,0.20078,0.0103,0.0,0.0,0.00628,0.0103,0.02806,0.00073,0.11052,0.08517,0.19795,0.00988,0.0,0.0,0.00619,0.00988,0.00163,0.00056,0.00663,0.01525,0.06223,0.06222,0.40899,0.409,0.05475,0.05476,0.08803,0.08803,0.15965,0.15965,0.41007,0.41007,0.47855,0.47854,0.51041,0.51042,0.26385,0.26385,0.2575,0.2575
0.0,10.30624,16309.20715,4.53034,0.00384,0.0,0.0,0.03293,0.00383,0.00973,0.00073,0.03935,0.06927,0.20326,0.01145,0.0,0.0,0.00635,0.01145,0.0377,0.00101,0.14848,0.12556,0.2101,0.00768,0.0,0.0,0.00657,0.00768,0.0084,0.00282,0.03418,0.05772,0.05878,0.05877,0.40276,0.40277,0.05962,0.05963,0.08441,0.08442,0.16205,0.16204,0.40573,0.40575,0.4815,0.48149,0.50552,0.50549,0.26637,0.2664,0.25699,0.25697
0.0,10.25703,16299.6004,4.52767,0.00386,0.0,0.0,0.03277,0.00386,0.01036,0.00059,0.04188,0.07764,0.20437,0.007,0.0,0.0,0.00639,0.007,0.03304,0.00107,0.13012,0.11659,0.20046,0.00938,0.0,0.0,0.00626,0.00938,0.00805,0.00085,0.03274,0.05662,0.05796,0.05796,0.40784,0.40784,0.06145,0.06145,0.08697,0.08697,0.16677,0.16674,0.40823,0.40821,0.48269,0.48268,0.50593,0.50593,0.26513,0.26513,0.25834,0.25835
0.0,10.32114,16290.2865,4.52508,0.0038,0.0,0.0,0.03298,0.0038,0.01507,0.00042,0.06092,0.09429,0.20927,0.01521,0.0,0.0,0.00654,0.01521,0.03311,0.00157,0.1304,0.10813,0.21037,0.0108,0.0,0.0,0.00657,0.0108,0.00634,0.00247,0.02577,0.04547,0.05963,0.05962,0.4136,0.41361,0.05982,0.05984,0.08956,0.08956,0.16416,0.16415,0.41576,0.41574,0.48672,0.4867,0.50956,0.50953,0.26603,0.26603,0.25938,0.25939
0.0,10.3645,16280.7703,4.52244,0.00408,0.0,0.0,0.03311,0.00408,0.0099,0.00116,0.04001,0.0763,0.20514,0.01155,0.0,0.0,0.00641,0.01155,0.03974,0.00096,0.15655,0.1388,0.19326,0.00877,0.0,0.0,0.00604,0.00877,0.00692,0.00251,0.02815,0.04946,0.06396,0.06396,0.41603,0.41603,0.06425,0.06425,0.08876,0.08874,0.16283,0.1628,0.41218,0.41218,0.48688,0.48686,0.50743,0.50742,0.26533,0.26533,0.26111,0.26111
0.0,10.38052,16271.58781,4.51988,0.00517,0.0,0.0,0.03316,0.00517,0.01501,0.00088,0.0607,0.09397,0.23809,0.01203,0.0,0.0,0.00744,0.01203,0.0411,0.00075,0.1619,0.13881,0.22636,0.01222,0.0,0.0,0.00707,0.01222,0.00435,0.00116,0.0177,0.03391,0.05632,0.05632,0.40972,0.40972,0.07238,0.07241,0.09201,0.09202,0.16772,0.16773,0.41719,0.41719,0.48679,0.48678,0.50555,0.50555,0.26364,0.26365,0.26282,0.2628
0.0,10.50403,16262.52598,4.51737,0.00396,0.0,0.0,0.03356,0.00396,0.01947,0.00069,0.07871,0.10998,0.21887,0.01112,0.0,0.0,0.00684,0.01112,0.04066,0.00071,0.16015,0.14012,0.23076,0.0158,0.0,0.0,0.00721,0.0158,0.01251,0.00081,0.05089,0.07678,0.06351,0.06351,0.41166,0.41167,0.07212,0.07212,0.08799,0.08799,0.16759,0.16756,0.4205,0.42052,0.48816,0.48815,0.50518,0.50518,0.26662,0.26664,0.26175,0.26176
0.0,10.42636,16253.29258,4.5148,0.00421,0.0,0.0,0.03331,0.00421,0.00912,0.00035,0.03688,0.06613,0.21527,0.01117,0.0,0.0,0.00673,0.01117,0.03954,0.00084,0.15573,0.14657,0.23596,0.0073,0.0,0.0,0.00737,0.0073,0.00334,0.00052,0.01361,0.02853,0.06146,0.06147,0.40916,0.40916,0.07056,0.07057,0.08829,0.0883,0.16674,0.16674,0.42044,0.42045,0.48275,0.48275,0.50616,0.50616,0.26742,0.26742,0.26054,0.26055
0.0,10.49419,16244.02004,4.51223,0.00266,0.0,0.0,0.03353,0.00266,0.01554,0.00015,0.06285,0.09637,0.23829,0.02296,0.0,0.0,0.00745,0.02296,0.03323,0.00093,0.13089,0.11139,0.23908,0.02145,0.0,0.0,0.00747,0.02145,0.00439,0.00041,0.01788,0.03505,0.06365,0.06365,0.40757,0.40757,0.06988,0.06987,0.08247,0.08248,0.17654,0.17652,0.42502,0.42502,0.48409,0.48409,0.50125,0.50122,0.26788,0.2679,0.26235,0.26235
0.0,10.48136,16234.67778,4.50963,0.00553,0.0,0.0,0.03349,0.00553,0.01541,0.00044,0.0623,0.10356,0.24398,0.01891,0.0,0.0,0.00762,0.01891,0.05241,0.00402,0.20643,0.18416,0.23608,0.01974,0.0,0.0,0.00738,0.01974,0.02782,0.00336,0.11318,0.14321,0.06605,0.06605,0.41007,0.41007,0.07607,0.07607,0.08566,0.08566,0.17398,0.17395,0.41511,0.41512,0.48559,0.48558,0.50487,0.50484,0.26613,0.26615,0.26389,0.26389
0.0,10.49356,16225.05055,4.50696,0.00592,0.0,0.0,0.03353,0.00592,0.01041,0.00082,0.04211,0.08266,0.20287,0.00737,0.0,0.0,0.00634,0.00737,0.03749,0.0009,0.14765,0.13234,0.20309,0.01392,0.0,0.0,0.00635,0.01392,0.15861,0.00087,0.64527,0.42704,0.05758,0.05758,0.4098,0.40982,0.06996,0.06997,0.08678,0.08678,0.16702,0.16703,0.41333,0.41332,0.48896,0.48898,0.50616,0.50615,0.26782,0.26784,0.26324,0.26324
0.0,10.62352,16216.38397,4.50455,0.00386,0.0,0.0,0.03394,0.00386,0.01384,0.00076,0.05597,0.09979,0.21267,0.01089,0.0,0.0,0.00665,0.01089,0.04777,0.00216,0.18816,0.16929,0.1959,0.00946,0.0,0.0,0.00612,0.00946,0.00843,0.00237,0.0343,0.05847,0.05991,0.0599,0.41161,0.41162,0.06352,0.06352,0.08524,0.08523,0.16798,0.16798,0.41915,0.41914,0.48322,0.48322,0.50671,0.50671,0.26901,0.26902,0.26373,0.26374
0.0,10.31747,16206.48018,4.5018,0.00441,0.0,0.0,0.03296,0.00441,0.01981,0.00106,0.08011,0.11592,0.20204,0.01079,0.0,0.0,0.00631,0.01079,0.04443,0.00146,0.17498,0.15739,0.20793,0.00903,0.0,0.0,0.0065,0.00903,0.00721,0.00249,0.02933,0.05072,0.05959,0.05959,0.41903,0.41904,0.06745,0.06746,0.08869,0.08868,0.17412,0.17412,0.41571,0.41572,0.48485,0.48484,0.50381,0.50383,0.27106,0.27109,0.26475,0.26475
0.0,10.41801,16197.08141,4.49919,0.00316,0.0,0.0,0.03329,0.00316,0.01971,0.00113,0.07972,0.11909,0.20087,0.01654,0.0,0.0,0.00628,0.01654,0.04396,0.00098,0.17315,0.1621,0.20426,0.01337,0.0,0.0,0.00638,0.01337,0.00748,0.00105,0.03044,0.05347,0.06427,0.06427,0.42105,0.42105,0.06821,0.06822,0.08968,0.08967,0.16906,0.16903,0.41848,0.41848,0.48438,0.48437,0.50198,0.50198,0.26958,0.26958,0.26326,0.26326
0.0,10.54386,16187.69629,4.49658,0.00427,0.0,0.0,0.03368,0.00427,0.01482,0.00022,0.05993,0.10081,0.2285,0.00964,0.0,0.0,0.00714,0.00963,0.04619,0.00189,0.18194,0.16262,0.23553,0.00616,0.0,0.0,0.00736,0.00616,0.00298,0.00087,0.01212,0.02576,0.06398,0.06397,0.41335,0.41335,0.06908,0.06907,0.09046,0.09044,0.16779,0.16777,0.41692,0.41693,0.4864,0.4864,0.5093,0.50931,0.26676,0.26676,0.26265,0.26262
0.0,10.39511,16178.2868,4.49397,0.00356,0.0,0.0,0.03321,0.00356,0.01356,0.00037,0.05483,0.08881,0.22955,0.00993,0.0,0.0,0.00717,0.00993,0.04213,0.00341,0.16592,0.14052,0.22022,0.01445,0.0,0.0,0.00688,0.01445,0.00902,0.00081,0.0367,0.06106,0.06854,0.06854,0.41877,0.41877,0.07294,0.07294,0.08982,0.08982,0.16634,0.16631,0.41729,0.41727,0.48384,0.48383,0.50684,0.50686,0.26924,0.26925,0.26387,0.26387
0.0,9.69391,16164.57218,4.49016,0.00469,0.0,0.0,0.03097,0.00469,0.01349,0.00064,0.05456,0.0977,0.21146,0.01487,0.0,0.0,0.00661,0.01487,0.04804,0.00147,0.18923,0.16622,0.19625,0.00953,0.0,0.0,0.00613,0.00953,0.00204,0.00046,0.00829,0.01802,0.06654,0.06653,0.41377,0.41378,0.07142,0.07142,0.0893,0.0893,0.16247,0.16247,0.42093,0.42092,0.49071,0.4907,0.50331,0.50331,0.26957,0.26958,0.26332,0.26333
0.0,9.36898,16149.60219,4.486,0.00387,0.0,0.0,0.02993,0.00387,0.00924,0.00058,0.03738,0.0744,0.19858,0.00932,0.0,0.0,0.0062,0.00932,0.04105,0.00108,0.1617,0.14093,0.20142,0.00625,0.0,0.0,0.0063,0.00625,0.00334,0.00068,0.01357,0.02797,0.06764,0.06764,0.40895,0.40895,0.07414,0.07415,0.08664,0.08664,0.16093,0.16092,0.42196,0.42196,0.48934,0.48934,0.50667,0.50666,0.26868,0.26868,0.26819,0.26818
0.0,9.27461,16134.5232,4.48181,0.0036,0.0,0.0,0.02963,0.0036,0.01239,0.00036,0.0501,0.0846,0.21421,0.01149,0.0,0.0,0.00669,0.01149,0.04242,0.00153,0.16709,0.13808,0.20083,0.00814,0.0,0.0,0.00627,0.00814,0.00256,0.00044,0.01041,0.02171,0.05631,0.05629,0.41855,0.41856,0.07354,0.07354,0.08938,0.08937,0.16453,0.16452,0.41901,0.41902,0.48589,0.48589,0.50452,0.50452,0.27157,0.27157,0.27014,0.27014
0.0,9.30895,16119.68128,4.47769,0.00319,0.0,0.0,0.02974,0.00319,0.00608,0.00028,0.0246,0.0493,0.2058,0.01195,0.0,0.0,0.00643,0.01195,0.03958,0.00128,0.15589,0.14082,0.2219,0.01128,0.0,0.0,0.00693,0.01128,0.00689,0.00295,0.02804,0.04869,0.05676,0.05675,0.42251,0.42248,0.0727,0.07268,0.084,0.08401,0.16014,0.16014,0.42568,0.42568,0.48536,0.48538,0.5042,0.50418,0.27094,0.27097,0.26915,0.26915
0.0,9.29746,16104.80213,4.47356,0.00373,0.0,0.0,0.02971,0.00374,0.01292,0.00125,0.05226,0.08279,0.20558,0.00884,0.0,0.0,0.00643,0.00884,0.04347,0.00148,0.17122,0.15219,0.19087,0.00669,0.0,0.0,0.00597,0.00669,0.00157,0.00064,0.00639,0.01429,0.05325,0.05323,0.41948,0.41948,0.06648,0.06649,0.0881,0.0881,0.1538,0.15379,0.42111,0.42112,0.48556,0.48556,0.50813,0.50814,0.2717,0.2717,0.26815,0.26816
0.0,11.86593,16100.21661,4.47228,0.00515,0.0,0.0,0.03791,0.00515,0.0194,0.00108,0.07846,0.11087,0.19733,0.01053,0.0,0.0,0.00617,0.01053,0.04492,0.00112,0.17693,0.15595,0.19399,0.01046,0.0,0.0,0.00606,0.01046,0.00153,0.00043,0.00621,0.0133,0.05349,0.05348,0.41367,0.41368,0.06559,0.0656,0.08364,0.08364,0.15429,0.1543,0.42445,0.42446,0.48457,0.48458,0.50345,0.50344,0.27251,0.27252,0.2684,0.26841
0.0,10.42327,16091.30917,4.46981,0.00425,0.0,0.0,0.0333,0.00425,0.01308,0.0007,0.05287,0.09114,0.20426,0.00813,0.0,0.0,0.00638,0.00813,0.04448,0.00099,0.17522,0.15402,0.2032,0.00649,0.0,0.0,0.00635,0.00649,0.00734,0.00167,0.02987,0.05254,0.06123,0.06122,0.41662,0.41662,0.06455,0.06457,0.07795,0.07795,0.15391,0.15391,0.42749,0.4275,0.48569,0.48567,0.50512,0.50511,0.2725,0.27252,0.26977,0.26976
0.0,10.35933,16082.19004,4.46727,0.00484,0.0,0.0,0.0331,0.00484,0.01486,0.00081,0.06009,0.10431,0.20275,0.00621,0.0,0.0,0.00634,0.00621,0.04115,0.00091,0.16208,0.14075,0.19603,0.00385,0.0,0.0,0.00613,0.00385,0.00164,0.00035,0.00667,0.01444,0.05689,0.05688,0.41191,0.4119,0.06897,0.069,0.08129,0.08126,0.1565,0.15651,0.42434,0.42435,0.48669,0.48666,0.50611,0.50611,0.27416,0.27416,0.2696,0.26961
0.0,10.38324,16072.73601,4.46465,0.00364,0.0,0.0,0.03317,0.00364,0.01155,0.00041,0.0467,0.08673,0.19886,0.00533,0.0,0.0,0.00622,0.00533,0.03661,0.00063,0.1442,0.13334,0.19398,0.00552,0.0,0.0,0.00606,0.00552,0.00146,0.00044,0.00596,0.01295,0.05543,0.05543,0.41635,0.41636,0.07167,0.07169,0.08121,0.08122,0.16027,0.16026,0.42663,0.42663,0.4841,0.48409,0.51187,0.51187,0.27217,0.27218,0.2698,0.26979
0.0,10.39769,16063.77392,4.46216,0.00401,0.0,0.0,0.03322,0.00401,0.01115,0.00064,0.04508,0.07503,0.19423,0.0085,0.0,0.0,0.00607,0.0085,0.04542,0.0017,0.17892,0.16379,0.19281,0.00701,0.0,0.0,0.00602,0.00701,0.00204,0.00042,0.00829,0.01848,0.05532,0.05532,0.41667,0.41667,0.07209,0.07209,0.08332,0.08333,0.15849,0.15849,0.42433,0.42435,0.48372,0.48371,0.50952,0.50951,0.27148,0.27148,0.27015,0.27016
0.0,10.39009,16054.6805,4.45963,0.00326,0.0,0.0,0.03319,0.00326,0.00611,0.0007,0.0247,0.05202,0.21525,0.00991,0.0,0.0,0.00673,0.00991,0.05047,0.00209,0.19879,0.17946,0.22281,0.00736,0.0,0.0,0.00696,0.00736,0.00377,0.00117,0.01534,0.03226,0.05491,0.0549,0.4179,0.41789,0.06951,0.06949,0.0831,0.0831,0.15909,0.15908,0.43067,0.43069,0.48553,0.48552,0.5111,0.51111,0.27035,0.27038,0.26935,0.26935
0.0,9.91577,16043.53406,4.45654,0.00547,0.0,0.0,0.03168,0.00547,0.00627,0.00108,0.02536,0.05776,0.20591,0.01289,0.0,0.0,0.00643,0.01289,0.04334,0.00259,0.1707,0.14889,0.20427,0.01131,0.0,0.0,0.00638,0.01131,0.0041,0.00036,0.01668,0.0323,0.05618,0.05618,0.42147,0.42149,0.06339,0.06339,0.08235,0.08235,0.15672,0.15672,0.42897,0.42899,0.48952,0.48951,0.51565,0.51566,0.27075,0.27076,0.27088,0.27087
0.0,10.51329,16034.91698,4.45414,0.00435,0.0,0.0,0.03359,0.00435,0.00848,0.00066,0.0343,0.07033,0.20448,0.00631,0.0,0.0,0.00639,0.00631,0.03841,0.00094,0.15127,0.13052,0.21223,0.00839,0.0,0.0,0.00663,0.00839,0.0023,0.00087,0.00934,0.02009,0.05788,0.05788,0.41849,0.41849,0.069,0.06904,0.08865,0.08866,0.15683,0.15683,0.42699,0.42698,0.48694,0.48695,0.51431,0.51431,0.27428,0.27429,0.27242,0.27242
0.0,10.43501,16025.56669,4.45155,0.00555,0.0,0.0,0.03334,0.00556,0.01726,0.00054,0.06978,0.11314,0.19147,0.01094,0.0,0.0,0.00598,0.01094,0.05093,0.00093,0.2006,0.18359,0.20028,0.00526,0.0,0.0,0.00626,0.00525,0.00189,0.00041,0.00767,0.01681,0.05582,0.05582,0.42182,0.42184,0.07454,0.07454,0.08862,0.08862,0.15697,0.15695,0.43517,0.43518,0.49032,0.49034,0.51377,0.51378,0.27496,0.27499,0.27412,0.27413
0.0,10.32807,16016.10005,4.44892,0.00262,0.0,0.0,0.033,0.00262,0.00625,0.00041,0.02526,0.05143,0.20129,0.01163,0.0,0.0,0.00629,0.01163,0.047,0.00217,0.1851,0.16845,0.20201,0.00591,0.0,0.0,0.00631,0.00591,0.00848,0.00327,0.03448,0.06037,0.05548,0.05544,0.41913,0.41913,0.07116,0.07117,0.0884,0.0884,0.15975,0.15976,0.43449,0.43451,0.48573,0.48573,0.51842,0.5184,0.27575,0.27575,0.27321,0.2732
0.0,10.45269,16007.29909,4.44647,0.00514,0.0,0.0,0.0334,0.00514,0.01189,0.00137,0.04806,0.09106,0.202,0.01841,0.0,0.0,0.00631,0.01841,0.04886,0.00388,0.19244,0.17695,0.20544,0.01022,0.0,0.0,0.00642,0.01022,0.00991,0.00344,0.04032,0.06744,0.05434,0.05434,0.41574,0.41574,0.06931,0.06932,0.09096,0.09095,0.15785,0.15784,0.43671,0.43671,0.48416,0.48414,0.51931,0.51931,0.27394,0.27393,0.27228,0.27229
0.0,10.39499,15998.23893,4.44396,0.0097,0.0,0.0,0.03321,0.0097,0.01425,0.00241,0.05763,0.09284,0.21544,0.00967,0.0,0.0,0.00673,0.00967,0.04198,0.00131,0.16535,0.14392,0.22364,0.00566,0.0,0.0,0.00699,0.00566,0.00203,0.00031,0.00825,0.01853,0.05259,0.05259,0.41038,0.41038,0.06988,0.0699,0.09477,0.09477,0.15663,0.15663,0.43306,0.43306,0.48372,0.48372,0.51967,0.51966,0.27541,0.27542,0.27215,0.27215
0.0,10.32116,15988.87133,4.44135,0.00342,0.0,0.0,0.03298,0.00343,0.00927,0.00032,0.03748,0.06476,0.20938,0.01047,0.0,0.0,0.00654,0.01047,0.0414,0.00074,0.16305,0.14678,0.19889,0.00759,0.0,0.0,0.00621,0.00759,0.00186,0.00042,0.00758,0.01643,0.05697,0.05695,0.41114,0.41114,0.07689,0.07689,0.09947,0.09948,0.16363,0.1636,0.43435,0.43436,0.48313,0.48313,0.51741,0.51741,0.27428,0.27428,0.27324,0.27324
0.0,10.4136,15979.89239,4.43886,0.00148,0.0,0.0,0.03327,0.00148,0.00331,0.00034,0.0134,0.0329,0.22049,0.0112,0.0,0.0,0.00689,0.0112,0.04601,0.00168,0.18121,0.16354,0.23335,0.00776,0.0,0.0,0.00729,0.00775,0.00239,0.00058,0.00974,0.02218,0.05889,0.05888,0.41696,0.41697,0.07324,0.07324,0.09998,0.09998,0.15601,0.15601,0.43555,0.43558,0.48506,0.48504,0.51719,0.51716,0.27148,0.27147,0.27527,0.27527
0.0,10.3403,15970.65302,4.43629,0.00429,0.0,0.0,0.03304,0.00429,0.01305,0.00057,0.05277,0.08396,0.19712,0.02131,0.0,0.0,0.00616,0.02131,0.04939,0.00276,0.19453,0.17914,0.19761,0.01372,0.0,0.0,0.00618,0.01372,0.01187,0.00088,0.04829,0.07758,0.05591,0.05591,0.41961,0.41962,0.07278,0.0728,0.10337,0.10337,0.1595,0.15944,0.43539,0.43539,0.48544,0.48544,0.5128,0.5128,0.27207,0.27206,0.27364,0.27364
0.0,10.33115,15961.19504,4.43367,0.00494,0.0,0.0,0.03301,0.00494,0.01033,0.00034,0.04178,0.08239,0.20477,0.00742,0.0,0.0,0.0064,0.00742,0.04123,0.00118,0.16238,0.15056,0.19,0.00698,0.0,0.0,0.00594,0.00698,0.00321,0.00051,0.01305,0.02638,0.0536,0.05359,0.42202,0.42203,0.07574,0.07574,0.10251,0.10251,0.15841,0.15839,0.43748,0.43747,0.48466,0.48467,0.51403,0.51405,0.27127,0.27127,0.27225,0.27225
0.0,10.63095,15951.44503,4.43096,0.00289,0.0,0.0,0.03396,0.00289,0.01677,0.0008,0.06783,0.10285,0.24853,0.01554,0.0,0.0,0.00777,0.01554,0.04634,0.00119,0.1825,0.15031,0.21096,0.01305,0.0,0.0,0.00659,0.01305,0.00808,0.00112,0.03286,0.05561,0.05737,0.05737,0.41761,0.41762,0.07634,0.07634,0.09599,0.096,0.15954,0.15952,0.43795,0.43794,0.48958,0.48957,0.51043,0.51042,0.27269,0.27271,0.27183,0.27183
0.0,10.61131,15941.91525,4.42831,0.00331,0.0,0.0,0.0339,0.00331,0.00504,0.00031,0.02038,0.04284,0.22708,0.01115,0.0,0.0,0.00709,0.01115,0.04775,0.00129,0.1881,0.16753,0.19472,0.00745,0.0,0.0,0.00608,0.00745,0.00529,0.00208,0.02152,0.0404,0.05974,0.05973,0.42267,0.42267,0.07271,0.07271,0.09434,0.09434,0.15518,0.15516,0.43285,0.43285,0.49254,0.49255,0.5108,0.51079,0.27384,0.27386,0.27202,0.272
0.0,10.28011,15931.54238,4.42543,0.00456,0.0,0.0,0.03284,0.00455,0.00989,0.00049,0.04,0.07413,0.20551,0.00912,0.0,0.0,0.00642,0.00912,0.03737,0.00072,0.14717,0.13226,0.19167,0.00622,0.0,0.0,0.00599,0.00622,0.00266,0.00201,0.01083,0.02422,0.05481,0.05482,0.42297,0.42298,0.06698,0.06701,0.09881,0.09883,0.15754,0.15755,0.43706,0.43705,0.49072,0.49072,0.51591,0.51592,0.27374,0.27374,0.27367,0.27367
0.0,10.51719,15922.19414,4.42283,0.00336,0.0,0.0,0.0336,0.00336,0.00787,0.00049,0.03182,0.05799,0.19779,0.01356,0.0,0.0,0.00618,0.01356,0.05664,0.00129,0.2231,0.18721,0.19646,0.01109,0.0,0.0,0.00614,0.01109,0.00679,0.00144,0.0276,0.05079,0.05065,0.05065,0.42224,0.42224,0.0696,0.06961,0.10044,0.10045,0.15229,0.15227,0.44017,0.44017,0.49534,0.49536,0.52039,0.52038,0.27589,0.27588,0.27417,0.27417
0.0,10.39001,15913.03725,4.42029,0.00571,0.0,0.0,0.0332,0.00571,0.00626,0.00035,0.0253,0.05692,0.20414,0.00911,0.0,0.0,0.00638,0.00911,0.04667,0.00073,0.18382,0.16593,0.20775,0.00737,0.0,0.0,0.00649,0.00737,0.00186,0.00064,0.00755,0.01728,0.05743,0.0574,0.4172,0.4172,0.06608,0.06608,0.09939,0.09939,0.15571,0.15567,0.43663,0.43663,0.49094,0.49093,0.52019,0.52021,0.27518,0.2752,0.27296,0.27296
