Unnamed: 0,epoch,train_epoch_time,train_eta,train_eta_hours,train_loss,train_lr,train_params,train_iter_time,train_mae,train_r2,train_spearmanr,train_mse,train_rmse,val_epoch_time,val_loss,val_lr,val_params,val_iter_time,val_mae,val_r2,val_spearmanr,val_mse,val_rmse,test_epoch_time,test_loss,test_lr,test_params,test_iter_time,test_mae,test_r2,test_spearmanr,test_mse,test_rmse,mpnn_param_layer_1,global_attention_param_layer_1,mpnn_param_layer_2,global_attention_param_layer_2,mpnn_param_layer_3,global_attention_param_layer_3,mpnn_param_layer_4,global_attention_param_layer_4,mpnn_param_layer_5,global_attention_param_layer_5,mpnn_param_layer_6,global_attention_param_layer_6,mpnn_param_layer_7,global_attention_param_layer_7,mpnn_param_layer_8,global_attention_param_layer_8,mpnn_param_layer_9,global_attention_param_layer_9,mpnn_param_layer_10,global_attention_param_layer_10
1047,1047,14.83024,13913.98382,3.865,0.03929147,0.00048228,423737,0.04738,0.03929,0.99891,0.99955,0.00442,0.06648,0.59011,0.10310528,0.0,423737,0.01844,0.10311,0.88385,0.99691,0.45747,0.67637,0.71124,0.07891867,0.0,423737,0.02223,0.07892,0.99081,0.99651,0.03739,0.19337,0.835,1.1651,2.0368,-0.0368,2.1923,-0.1923,1.8878,0.1122,2.1121,-0.1122,2.3256,-0.3256,2.0227,-0.0227,1.0446,0.9554,1.1696,0.8304,2.1217,-0.1217
1048,1048,14.24907,13899.03606,3.86084,0.03813262,0.00048148,423737,0.04552,0.03813,0.99916,0.9996,0.0034,0.0583,0.58177,0.1064039,0.0,423737,0.01818,0.1064,0.87938,0.99664,0.4751,0.68928,0.59493,0.0790506,0.0,423737,0.01859,0.07905,0.99092,0.9965,0.03695,0.19222,0.8243,1.1757,2.0309,-0.0309,2.1925,-0.1925,1.8859,0.1141,2.1153,-0.1154,2.3228,-0.3228,2.0165,-0.0165,1.0468,0.9532,1.1672,0.8327,2.1214,-0.1214
1049,1049,14.46498,13884.28498,3.85675,0.03733324,0.00048067,423737,0.04621,0.03733,0.99918,0.9996,0.0033,0.05747,0.65029,0.10681443,0.0,423737,0.02032,0.10681,0.86642,0.9956,0.52614,0.72535,0.58105,0.07966214,0.0,423737,0.01816,0.07966,0.99141,0.99648,0.03494,0.18693,0.8268,1.1733,2.0397,-0.0397,2.1969,-0.1969,1.8833,0.1167,2.1098,-0.1099,2.3165,-0.3165,2.0143,-0.0143,1.0502,0.9498,1.1613,0.8387,2.1224,-0.1224
1050,1050,15.0105,13870.02704,3.85279,0.03960229,0.00047987,423737,0.04796,0.0396,0.99901,0.99955,0.004,0.06328,0.59032,0.10462881,0.0,423737,0.01845,0.10463,0.86683,0.99546,0.52452,0.72424,0.60968,0.07603765,0.0,423737,0.01905,0.07604,0.99106,0.99655,0.03638,0.19074,0.8213,1.1787,2.0442,-0.0443,2.202,-0.202,1.8943,0.1057,2.1142,-0.1143,2.32,-0.3199,2.0192,-0.0192,1.0537,0.9463,1.1657,0.8342,2.1233,-0.1233
1051,1051,14.86274,13855.63449,3.84879,0.03804538,0.00047906,423737,0.04748,0.03805,0.99922,0.9996,0.00317,0.05631,0.58238,0.10037421,0.0,423737,0.0182,0.10037,0.90637,0.99592,0.36878,0.60727,0.57935,0.07406,0.0,423737,0.0181,0.07406,0.99108,0.99653,0.03628,0.19048,0.8272,1.1728,2.0377,-0.0377,2.1907,-0.1907,1.8841,0.1159,2.113,-0.113,2.3185,-0.3184,2.0065,-0.0065,1.0592,0.9408,1.1597,0.8402,2.1243,-0.1243
1052,1052,14.27827,13840.71543,3.84464,0.03794567,0.00047826,423737,0.04562,0.03795,0.99915,0.99955,0.00345,0.05871,0.58815,0.10875636,0.0,423737,0.01838,0.10876,0.86534,0.99321,0.53039,0.72828,0.57865,0.08214792,0.0,423737,0.01808,0.08215,0.98838,0.99653,0.04728,0.21743,0.8304,1.1696,2.0351,-0.0352,2.1892,-0.1892,1.8859,0.1141,2.1167,-0.1167,2.3235,-0.3234,2.0167,-0.0167,1.0516,0.9484,1.1619,0.8381,2.1242,-0.1242
1053,1053,14.7423,13826.21406,3.84062,0.03835086,0.00047745,423737,0.0471,0.03835,0.99901,0.99959,0.00401,0.06332,0.65274,0.10317975,0.0,423737,0.0204,0.10318,0.86722,0.99531,0.52298,0.72317,0.65247,0.08009027,0.0,423737,0.02039,0.08009,0.98858,0.99645,0.04647,0.21557,0.8311,1.1689,2.0329,-0.0329,2.1886,-0.1886,1.8866,0.1134,2.1151,-0.1151,2.3238,-0.3238,2.0188,-0.0188,1.0473,0.9527,1.162,0.838,2.1236,-0.1236
1054,1054,14.55003,13811.54001,3.83654,0.04007204,0.00047665,423737,0.04649,0.04007,0.99859,0.99944,0.0057,0.07553,0.63983,0.11339034,0.0,423737,0.01999,0.11339,0.86355,0.99271,0.53745,0.73311,0.64671,0.08786862,0.0,423737,0.02021,0.08787,0.99038,0.9965,0.03914,0.19783,0.8329,1.1672,2.0267,-0.0268,2.1876,-0.1877,1.8826,0.1174,2.1048,-0.1049,2.3264,-0.3264,2.0173,-0.0173,1.0477,0.9523,1.158,0.842,2.1211,-0.1211
1055,1055,14.58087,13796.89377,3.83247,0.03979074,0.00047584,423737,0.04658,0.03979,0.99906,0.99956,0.00381,0.06175,0.59388,0.1173659,0.0,423737,0.01856,0.11737,0.86308,0.99246,0.53929,0.73437,0.59591,0.08825637,0.0,423737,0.01862,0.08826,0.99019,0.99651,0.0399,0.19975,0.8301,1.1699,2.0194,-0.0194,2.1851,-0.1851,1.8793,0.1207,2.1077,-0.1078,2.3245,-0.3245,2.0048,-0.0048,1.0502,0.9498,1.1581,0.8419,2.1267,-0.1267
1056,1056,14.44629,13782.12758,3.82837,0.03866867,0.00047504,423737,0.04615,0.03867,0.99884,0.9996,0.00468,0.06838,0.65342,0.10714516,0.0,423737,0.02042,0.10715,0.87149,0.9962,0.50618,0.71147,0.65383,0.08081477,0.0,423737,0.02043,0.08081,0.98927,0.99654,0.04365,0.20891,0.8284,1.1716,2.0209,-0.0209,2.1849,-0.1849,1.8737,0.1263,2.1074,-0.1075,2.3127,-0.3126,2.0082,-0.0082,1.0512,0.9488,1.1593,0.8406,2.1266,-0.1265
1057,1057,14.55314,13767.45714,3.82429,0.03898523,0.00047423,423737,0.0465,0.03899,0.99918,0.99958,0.00331,0.05753,0.5946,0.12149787,0.0,423737,0.01858,0.1215,0.87437,0.99505,0.49483,0.70344,0.59243,0.09473394,0.0,423737,0.01851,0.09473,0.98868,0.99622,0.04605,0.21458,0.8402,1.1598,2.0215,-0.0216,2.1813,-0.1813,1.8818,0.1182,2.1083,-0.1083,2.323,-0.323,2.0133,-0.0133,1.0512,0.9488,1.1562,0.8437,2.1259,-0.1258
1058,1058,14.2311,13752.50075,3.82014,0.03833547,0.00047343,423737,0.04547,0.03834,0.99914,0.99958,0.00347,0.05888,0.63285,0.10584745,0.0,423737,0.01978,0.10585,0.86895,0.99557,0.51617,0.71845,0.63294,0.08058246,0.0,423737,0.01978,0.08058,0.98855,0.99642,0.04659,0.21584,0.8445,1.1555,2.0205,-0.0205,2.1788,-0.1788,1.8791,0.1209,2.1021,-0.1022,2.323,-0.323,2.0118,-0.0118,1.0479,0.9521,1.1523,0.8477,2.1251,-0.1251
1059,1059,15.27562,13738.47201,3.81624,0.03861303,0.00047263,423737,0.0488,0.03861,0.9991,0.99958,0.00364,0.06033,0.67275,0.10233148,0.0,423737,0.02102,0.10233,0.86831,0.99581,0.5187,0.72021,0.6283,0.07750188,0.0,423737,0.01963,0.0775,0.99039,0.99651,0.03911,0.19775,0.8308,1.1693,2.0201,-0.0202,2.1825,-0.1825,1.8827,0.1173,2.1039,-0.104,2.3287,-0.3286,2.0179,-0.0179,1.0483,0.9517,1.1566,0.8434,2.1247,-0.1247
1060,1060,14.09333,13723.39458,3.81205,0.03844436,0.00047182,423737,0.04503,0.03844,0.99893,0.99959,0.00432,0.06571,0.58901,0.1007571,0.0,423737,0.01841,0.10076,0.95526,0.9945,0.17623,0.4198,0.61016,0.08526745,0.0,423737,0.01907,0.08527,0.99036,0.99655,0.03923,0.19806,0.8275,1.1725,2.0339,-0.034,2.1885,-0.1885,1.8944,0.1056,2.1146,-0.1146,2.332,-0.3319,2.0075,-0.0075,1.0542,0.9458,1.1623,0.8376,2.1261,-0.1261
1061,1061,14.0635,13708.29266,3.80786,0.03748238,0.00047102,423737,0.04493,0.03748,0.99901,0.99961,0.004,0.06326,0.5874,0.0966338,0.0,423737,0.01836,0.09663,0.96044,0.99461,0.15581,0.39472,0.58833,0.08255497,0.0,423737,0.01839,0.08255,0.99092,0.99661,0.03695,0.19223,0.8219,1.1782,2.0273,-0.0273,2.1797,-0.1797,1.8881,0.1119,2.1153,-0.1154,2.3358,-0.3358,2.0012,-0.0011707,1.0532,0.9468,1.1578,0.8421,2.1256,-0.1256
1062,1062,14.06391,13693.19304,3.80366,0.0370295,0.00047021,423737,0.04493,0.03703,0.99904,0.99961,0.00389,0.06234,0.58968,0.10885493,0.0,423737,0.01843,0.10885,0.86721,0.99582,0.52304,0.72322,0.60024,0.08079089,0.0,423737,0.01876,0.08079,0.99112,0.99662,0.03614,0.19009,0.8308,1.1692,2.0252,-0.0253,2.1692,-0.1692,1.8821,0.1179,2.1126,-0.1127,2.3324,-0.3324,1.9972,0.0028,1.0513,0.9487,1.1554,0.8446,2.1262,-0.1261
1063,1063,14.07886,13678.10853,3.79947,0.03918793,0.00046941,423737,0.04498,0.03919,0.99779,0.9996,0.00894,0.09455,0.59426,0.11791316,0.0,423737,0.01857,0.11791,0.8782,0.99694,0.47974,0.69263,0.58735,0.09285933,0.0,423737,0.01835,0.09286,0.9902,0.99662,0.03987,0.19968,0.8273,1.1727,2.0313,-0.0313,2.1693,-0.1694,1.8805,0.1196,2.121,-0.1211,2.324,-0.324,2.002,-0.002,1.046,0.954,1.1525,0.8475,2.1244,-0.1244
1064,1064,14.11054,13663.05372,3.79529,0.0374143,0.0004686,423737,0.04508,0.03741,0.99917,0.99962,0.00335,0.05789,0.59515,0.09586663,0.0,423737,0.0186,0.09587,0.9375,0.99732,0.24619,0.49617,0.59655,0.079976,0.0,423737,0.01864,0.07998,0.98928,0.99666,0.04363,0.20888,0.833,1.167,2.0445,-0.0445,2.1697,-0.1697,1.8797,0.1203,2.1224,-0.1224,2.3247,-0.3247,2.0016,-0.0015779,1.0545,0.9455,1.1599,0.8401,2.1245,-0.1245
1065,1065,14.12287,13648.01149,3.79111,0.0380935,0.0004678,423737,0.04512,0.03809,0.99916,0.9996,0.00339,0.05823,0.59078,0.11590911,0.0,423737,0.01846,0.11591,0.86666,0.99554,0.52519,0.7247,0.59583,0.09189941,0.0,423737,0.01862,0.0919,0.98832,0.99635,0.04753,0.21802,0.8268,1.1733,2.0387,-0.0387,2.1722,-0.1722,1.8805,0.1195,2.1216,-0.1217,2.3326,-0.3326,2.0049,-0.0049,1.0546,0.9454,1.1566,0.8433,2.1269,-0.1269
1066,1066,14.10114,13632.95198,3.78693,0.0380847,0.000467,423737,0.04505,0.03808,0.99895,0.99957,0.00425,0.06522,0.60278,0.09952018,0.0,423737,0.01884,0.09952,0.92123,0.99713,0.31024,0.55699,0.61024,0.08077766,0.0,423737,0.01907,0.08078,0.98859,0.9965,0.04641,0.21543,0.821,1.1791,2.0324,-0.0324,2.1708,-0.1708,1.8812,0.1188,2.122,-0.1221,2.3316,-0.3315,2.0089,-0.0089,1.0497,0.9503,1.1561,0.8438,2.1248,-0.1248
1067,1067,14.13905,13617.92734,3.78276,0.03832685,0.00046619,423737,0.04517,0.03833,0.99895,0.9996,0.00424,0.0651,0.59037,0.1004312,0.0,423737,0.01845,0.10043,0.86877,0.9958,0.51689,0.71895,0.59092,0.07856696,0.0,423737,0.01847,0.07857,0.98877,0.99645,0.04568,0.21372,0.8306,1.1694,2.0265,-0.0265,2.1728,-0.1728,1.8828,0.1172,2.1341,-0.1341,2.3292,-0.3292,2.009,-0.009,1.0581,0.9419,1.1551,0.8449,2.1256,-0.1256
1068,1068,14.23958,13602.99192,3.77861,0.03722042,0.00046539,423737,0.04549,0.03722,0.99923,0.99962,0.00312,0.05589,0.6187,0.10479227,0.0,423737,0.01933,0.10479,0.86755,0.99547,0.52169,0.72228,0.61313,0.08143249,0.0,423737,0.01916,0.08143,0.9881,0.99581,0.04843,0.22006,0.8181,1.1819,2.0296,-0.0296,2.1746,-0.1746,1.8795,0.1205,2.1443,-0.1444,2.3313,-0.3312,2.0098,-0.0098,1.0552,0.9448,1.1517,0.8483,2.1276,-0.1275
1069,1069,14.18589,13588.01112,3.77445,0.03757753,0.00046459,423737,0.04532,0.03758,0.99909,0.99961,0.00366,0.06052,0.59027,0.10171188,0.0,423737,0.01845,0.10171,0.86878,0.99549,0.51683,0.71891,0.58913,0.07427968,0.0,423737,0.01841,0.07428,0.99149,0.99651,0.03461,0.18604,0.8247,1.1753,2.0193,-0.0194,2.1698,-0.1698,1.8791,0.1209,2.137,-0.137,2.3387,-0.3386,2.0068,-0.0068,1.0477,0.9523,1.15,0.85,2.126,-0.1259
1070,1070,14.20571,13573.04901,3.77029,0.03571325,0.00046378,423737,0.04539,0.03571,0.99925,0.99965,0.00303,0.05508,0.59946,0.10220124,0.0,423737,0.01873,0.1022,0.86946,0.9958,0.51418,0.71706,0.60499,0.07627827,0.0,423737,0.01891,0.07628,0.99125,0.99655,0.03561,0.18871,0.8246,1.1754,2.0169,-0.0169,2.1793,-0.1793,1.8841,0.1159,2.1322,-0.1323,2.3396,-0.3396,2.0025,-0.0025,1.0541,0.9459,1.1546,0.8454,2.1267,-0.1267
1071,1071,14.17432,13558.06113,3.76613,0.03642878,0.00046298,423737,0.04529,0.03643,0.99918,0.99963,0.0033,0.05747,0.58934,0.1020742,0.0,423737,0.01842,0.10207,0.86877,0.99579,0.51687,0.71893,0.58829,0.07961295,0.0,423737,0.01838,0.07961,0.98863,0.99652,0.04624,0.21503,0.823,1.177,2.0179,-0.0179,2.1739,-0.1739,1.8862,0.1138,2.1377,-0.1378,2.3378,-0.3377,2.0127,-0.0127,1.0539,0.9461,1.1591,0.8409,2.1287,-0.1287
1072,1072,14.15725,13543.06002,3.76196,0.03657573,0.00046218,423737,0.04523,0.03658,0.99924,0.99963,0.00307,0.05543,0.5869,0.11020378,0.0,423737,0.01834,0.1102,0.86747,0.99573,0.522,0.72249,0.60285,0.08565098,0.0,423737,0.01884,0.08565,0.99047,0.99658,0.03877,0.19691,0.8207,1.1793,2.0164,-0.0164,2.174,-0.174,1.8734,0.1266,2.1241,-0.1241,2.3325,-0.3325,2.0099,-0.0099,1.0471,0.9529,1.163,0.837,2.1281,-0.1281
1073,1073,14.15016,13528.05437,3.75779,0.03679415,0.00046137,423737,0.04521,0.03679,0.99914,0.99963,0.00346,0.05884,0.5898,0.11303732,0.0,423737,0.01843,0.11304,0.86673,0.99555,0.52493,0.72452,0.58717,0.08551719,0.0,423737,0.01835,0.08552,0.99065,0.99655,0.03805,0.19506,0.8201,1.1799,2.0207,-0.0208,2.1784,-0.1784,1.8812,0.1188,2.1227,-0.1228,2.333,-0.333,2.0083,-0.0083,1.0516,0.9485,1.1653,0.8347,2.1283,-0.1283
1074,1074,14.29322,13513.17341,3.75366,0.03732786,0.00046057,423737,0.04567,0.03733,0.99842,0.99962,0.00639,0.07995,0.61273,0.09379708,0.0,423737,0.01915,0.0938,0.97036,0.99708,0.11675,0.34169,0.62315,0.0805343,0.0,423737,0.01947,0.08053,0.99101,0.99653,0.03659,0.19128,0.8141,1.1859,2.0257,-0.0258,2.1798,-0.1798,1.8891,0.1109,2.1317,-0.1317,2.3317,-0.3316,2.0177,-0.0177,1.0469,0.9531,1.1587,0.8413,2.1309,-0.1309
1075,1075,14.16954,13498.18733,3.7495,0.03719601,0.00045977,423737,0.04527,0.0372,0.99851,0.99962,0.00603,0.07763,0.58705,0.0939479,0.0,423737,0.01835,0.09395,0.96676,0.9969,0.13094,0.36185,0.58967,0.07955192,0.0,423737,0.01843,0.07955,0.99062,0.99645,0.03818,0.19539,0.8261,1.1739,2.0204,-0.0204,2.1738,-0.1738,1.8742,0.1258,2.1202,-0.1203,2.3366,-0.3366,2.0139,-0.0139,1.0519,0.9481,1.1581,0.8419,2.1292,-0.1292
1076,1076,14.16444,13483.1984,3.74533,0.03572527,0.00045896,423737,0.04525,0.03573,0.99924,0.99963,0.00306,0.05534,0.58964,0.09432344,0.0,423737,0.01843,0.09432,0.96119,0.99728,0.15288,0.39099,0.59179,0.08082663,0.0,423737,0.01849,0.08083,0.99094,0.99652,0.03685,0.19196,0.8227,1.1773,2.0262,-0.0262,2.177,-0.177,1.8769,0.1231,2.1308,-0.1308,2.3322,-0.3322,2.0128,-0.0128,1.0501,0.9499,1.1552,0.8448,2.1278,-0.1277
1077,1077,14.11837,13468.1716,3.74116,0.03744413,0.00045816,423737,0.04511,0.03744,0.99903,0.99962,0.00394,0.06278,0.58908,0.08991624,0.0,423737,0.01841,0.08992,0.96652,0.99742,0.13186,0.36312,0.63442,0.07942419,0.0,423737,0.01983,0.07942,0.99107,0.99643,0.03635,0.19065,0.822,1.178,2.0177,-0.0177,2.1867,-0.1867,1.8794,0.1206,2.1377,-0.1377,2.3336,-0.3336,2.0072,-0.0072,1.0495,0.9505,1.1558,0.8442,2.1293,-0.1293
1078,1078,14.16765,13453.18854,3.737,0.0373189,0.00045736,423737,0.04526,0.03732,0.99911,0.99961,0.00359,0.05991,0.59803,0.09324031,0.0,423737,0.01869,0.09324,0.96421,0.99706,0.14097,0.37546,0.5881,0.08057803,0.0,423737,0.01838,0.08058,0.99103,0.99655,0.03649,0.19103,0.818,1.182,2.0225,-0.0225,2.1827,-0.1827,1.8783,0.1217,2.1334,-0.1335,2.3373,-0.3373,2.0059,-0.0059,1.0501,0.9499,1.1546,0.8454,2.1284,-0.1284
1079,1079,14.12251,13438.16854,3.73282,0.03739623,0.00045656,423737,0.04512,0.0374,0.99923,0.99959,0.00312,0.05586,0.61152,0.10654941,0.0,423737,0.01911,0.10655,0.88585,0.99692,0.44962,0.67054,0.61518,0.08114401,0.0,423737,0.01922,0.08114,0.99122,0.99644,0.03573,0.18903,0.8173,1.1827,2.0202,-0.0202,2.1773,-0.1773,1.8758,0.1242,2.1358,-0.1359,2.348,-0.3479,2.0114,-0.0114,1.0518,0.9482,1.1493,0.8506,2.1296,-0.1296
1080,1080,14.05153,13423.08985,3.72864,0.03753709,0.00045575,423737,0.04489,0.03754,0.99918,0.99963,0.00332,0.05763,0.59065,0.10846192,0.0,423737,0.01846,0.10846,0.8678,0.99562,0.5207,0.7216,0.60623,0.08253517,0.0,423737,0.01894,0.08254,0.99097,0.99652,0.03674,0.19166,0.8185,1.1815,2.019,-0.019,2.1822,-0.1822,1.8757,0.1243,2.1332,-0.1333,2.3462,-0.3461,2.0086,-0.0086,1.0481,0.9519,1.1513,0.8487,2.1283,-0.1283
1081,1081,14.21022,13408.14771,3.72449,0.03597533,0.00045495,423737,0.0454,0.03598,0.99925,0.99964,0.00303,0.05506,0.59618,0.10956334,0.0,423737,0.01863,0.10956,0.86797,0.99582,0.52005,0.72114,0.59294,0.0841994,0.0,423737,0.01853,0.0842,0.99102,0.99666,0.03654,0.19116,0.8201,1.18,2.0106,-0.0106,2.1821,-0.1821,1.8731,0.1269,2.1398,-0.1398,2.3398,-0.3398,2.0092,-0.0092,1.0485,0.9515,1.1554,0.8446,2.1267,-0.1267
1082,1082,14.14613,13393.15265,3.72032,0.036958,0.00045415,423737,0.0452,0.03696,0.99918,0.99962,0.0033,0.05748,0.59303,0.10159282,0.0,423737,0.01853,0.10159,0.87437,0.99644,0.49484,0.70345,0.58856,0.07798512,0.0,423737,0.01839,0.07799,0.99038,0.99622,0.03913,0.19782,0.8167,1.1833,2.0106,-0.0107,2.1852,-0.1852,1.8733,0.1267,2.1342,-0.1342,2.3453,-0.3453,2.0054,-0.0054,1.0426,0.9574,1.1502,0.8498,2.1282,-0.1282
1083,1083,14.19233,13378.1982,3.71617,0.03681168,0.00045335,423737,0.04534,0.03681,0.99913,0.99962,0.00354,0.05947,0.59904,0.10114319,0.0,423737,0.01872,0.10114,0.90057,0.9973,0.39163,0.62581,0.59005,0.07939152,0.0,423737,0.01844,0.07939,0.99121,0.99642,0.03578,0.18915,0.817,1.183,2.0099,-0.0099,2.1815,-0.1816,1.8841,0.1159,2.1317,-0.1318,2.3462,-0.3462,2.0015,-0.0015012,1.0475,0.9525,1.1555,0.8444,2.1255,-0.1255
1084,1084,14.14917,13363.20876,3.712,0.03681755,0.00045254,423737,0.04521,0.03682,0.99926,0.99962,0.003,0.05477,0.58943,0.10045058,0.0,423737,0.01842,0.10045,0.93318,0.99728,0.26319,0.51302,0.58687,0.08276956,0.0,423737,0.01834,0.08277,0.99074,0.99647,0.03765,0.19405,0.8159,1.1841,2.0252,-0.0252,2.1765,-0.1765,1.8853,0.1148,2.1353,-0.1353,2.3459,-0.3459,2.0063,-0.0063,1.0456,0.9544,1.1585,0.8414,2.1256,-0.1256
1085,1085,14.15709,13348.22752,3.70784,0.03609519,0.00045174,423737,0.04523,0.0361,0.99917,0.99963,0.00334,0.05783,0.59128,0.10190077,0.0,423737,0.01848,0.1019,0.87239,0.99631,0.50263,0.70897,0.58795,0.07620349,0.0,423737,0.01837,0.0762,0.99177,0.99661,0.03348,0.18298,0.8255,1.1745,2.0191,-0.0191,2.1814,-0.1814,1.8814,0.1186,2.1334,-0.1334,2.3427,-0.3427,2.0106,-0.0105,1.0443,0.9557,1.1586,0.8413,2.1252,-0.1252
1086,1086,14.14687,13333.23923,3.70368,0.03600405,0.00045094,423737,0.0452,0.036,0.99718,0.99966,0.0114,0.10679,0.58821,0.11168652,0.0,423737,0.01838,0.11169,0.86733,0.99516,0.52256,0.72288,0.58667,0.0799903,0.0,423737,0.01833,0.07999,0.99165,0.99656,0.03396,0.18428,0.8322,1.1678,2.0226,-0.0226,2.1879,-0.1879,1.8879,0.1121,2.1508,-0.1508,2.3473,-0.3472,2.0134,-0.0134,1.0451,0.9549,1.1621,0.8378,2.1263,-0.1263
1087,1087,14.18664,13318.28581,3.69952,0.03947484,0.00045014,423737,0.04532,0.03947,0.99839,0.999,0.00652,0.08078,0.61215,0.10431302,0.0,423737,0.01913,0.10431,0.94052,0.99725,0.23427,0.48402,0.62098,0.08424507,0.0,423737,0.01941,0.08425,0.99149,0.9966,0.03461,0.18604,0.8295,1.1705,2.0184,-0.0184,2.1781,-0.1782,1.8814,0.1186,2.1388,-0.1388,2.3443,-0.3443,2.0211,-0.0211,1.0504,0.9496,1.1574,0.8426,2.1254,-0.1254
1088,1088,14.14742,13303.30099,3.69536,0.03749767,0.00044934,423737,0.0452,0.0375,0.99919,0.9996,0.00326,0.05713,0.58908,0.09404813,0.0,423737,0.01841,0.09405,0.9625,0.99733,0.14769,0.38431,0.59428,0.08020163,0.0,423737,0.01857,0.0802,0.99096,0.99658,0.03676,0.19172,0.8336,1.1664,2.0203,-0.0203,2.1757,-0.1758,1.8746,0.1255,2.1314,-0.1314,2.3447,-0.3447,2.019,-0.019,1.0504,0.9496,1.1586,0.8414,2.1254,-0.1254
1089,1089,14.14725,13288.31757,3.6912,0.03771987,0.00044854,423737,0.0452,0.03772,0.99878,0.99963,0.00495,0.07035,0.59499,0.09097076,0.0,423737,0.01859,0.09097,0.94026,0.99744,0.23528,0.48506,0.59804,0.07355545,0.0,423737,0.01869,0.07356,0.99175,0.99665,0.03358,0.18324,0.8322,1.1678,2.0188,-0.0188,2.172,-0.172,1.8769,0.1231,2.1366,-0.1367,2.3482,-0.3482,2.0236,-0.0236,1.0486,0.9514,1.1625,0.8375,2.1255,-0.1255
1090,1090,14.88942,13273.95404,3.68721,0.03494809,0.00044774,423737,0.04757,0.03495,0.99929,0.99965,0.00286,0.05347,0.60135,0.09203647,0.0,423737,0.01879,0.09204,0.94354,0.99741,0.2224,0.47159,0.60343,0.07298829,0.0,423737,0.01886,0.07299,0.99224,0.99671,0.03159,0.17773,0.8289,1.1711,2.0195,-0.0195,2.1764,-0.1764,1.8745,0.1256,2.1362,-0.1363,2.3465,-0.3465,2.0198,-0.0198,1.0508,0.9493,1.1608,0.8391,2.1267,-0.1267
1091,1091,14.54752,13259.30526,3.68314,0.03701006,0.00044693,423737,0.04648,0.03701,0.99928,0.99961,0.00292,0.05404,0.61428,0.09178605,0.0,423737,0.0192,0.09179,0.96597,0.99758,0.13405,0.36613,0.59451,0.08430321,0.0,423737,0.01858,0.0843,0.98923,0.99659,0.04382,0.20934,0.8362,1.1638,2.0302,-0.0302,2.1768,-0.1768,1.8783,0.1217,2.1358,-0.1359,2.3406,-0.3406,2.0125,-0.0125,1.0527,0.9473,1.1616,0.8383,2.1266,-0.1265
1092,1092,14.15845,13244.33379,3.67898,0.036019,0.00044613,423737,0.04523,0.03602,0.99919,0.99964,0.00328,0.05726,0.59754,0.0887616,0.0,423737,0.01867,0.08876,0.95891,0.99739,0.16186,0.40232,0.6097,0.07689766,0.0,423737,0.01905,0.0769,0.9914,0.99644,0.03499,0.18707,0.8444,1.1556,2.0301,-0.0301,2.1795,-0.1795,1.8829,0.1171,2.1314,-0.1314,2.3545,-0.3544,2.0158,-0.0158,1.0543,0.9457,1.156,0.8439,2.1289,-0.1289
1093,1093,14.17676,13229.37898,3.67483,0.03679029,0.00044533,423737,0.04529,0.03679,0.99916,0.99964,0.00338,0.05817,0.59763,0.10573325,0.0,423737,0.01868,0.10573,0.91735,0.99738,0.32556,0.57057,0.59473,0.08583747,0.0,423737,0.01859,0.08584,0.98971,0.99571,0.04186,0.20459,0.8328,1.1672,2.0255,-0.0255,2.173,-0.1731,1.8823,0.1177,2.135,-0.1351,2.3616,-0.3616,2.0198,-0.0198,1.0495,0.9505,1.1573,0.8427,2.1275,-0.1275
1094,1094,14.13843,13214.39392,3.67066,0.03712196,0.00044453,423737,0.04517,0.03712,0.99813,0.99964,0.00757,0.08702,0.62284,0.09477913,0.0,423737,0.01946,0.09478,0.92222,0.99735,0.30634,0.55348,0.61701,0.07593864,0.0,423737,0.01928,0.07594,0.99081,0.99636,0.03738,0.19334,0.8295,1.1705,2.0303,-0.0304,2.182,-0.182,1.8886,0.1114,2.1492,-0.1492,2.357,-0.3569,2.0154,-0.0154,1.0477,0.9524,1.1617,0.8382,2.1271,-0.127
1095,1095,14.14919,13199.41928,3.66651,0.03779487,0.00044373,423737,0.04521,0.03779,0.99904,0.99958,0.00387,0.06221,0.59639,0.09215748,0.0,423737,0.01864,0.09216,0.96635,0.99723,0.13254,0.36406,0.59489,0.08022814,0.0,423737,0.01859,0.08023,0.9887,0.99637,0.04598,0.21444,0.8343,1.1657,2.0355,-0.0355,2.1871,-0.1871,1.8857,0.1143,2.1424,-0.1425,2.36,-0.36,2.0159,-0.0159,1.0492,0.9508,1.1622,0.8378,2.1255,-0.1255
1096,1096,14.15824,13184.45358,3.66235,0.03593003,0.00044293,423737,0.04523,0.03593,0.99925,0.99964,0.00303,0.05505,0.60387,0.1104097,0.0,423737,0.01887,0.11041,0.92253,0.99749,0.30512,0.55238,0.62395,0.09354341,0.0,423737,0.0195,0.09354,0.98858,0.99656,0.04645,0.21552,0.8401,1.1599,2.0388,-0.0388,2.1785,-0.1785,1.8891,0.111,2.1442,-0.1443,2.3536,-0.3536,2.0119,-0.0119,1.0486,0.9514,1.162,0.8379,2.1239,-0.1239
