Unnamed: 0,epoch,train_time_epoch,train_eta,train_eta_hours,train_loss,train_lr,train_params,train_time_iter,train_accuracy,train_precision,train_recall,train_f1,train_auc,val_time_epoch,val_loss,val_lr,val_params,val_time_iter,val_accuracy,val_precision,val_recall,val_f1,val_auc,test_time_epoch,test_loss,test_lr,test_params,test_time_iter,test_accuracy,test_precision,test_recall,test_f1,test_auc,mpnn_param_layer_1,global_attention_param_layer_1,mpnn_param_layer_2,global_attention_param_layer_2,mpnn_param_layer_3,global_attention_param_layer_3,mpnn_param_layer_4,global_attention_param_layer_4,mpnn_param_layer_5,global_attention_param_layer_5,mpnn_param_layer_6,global_attention_param_layer_6,mpnn_param_layer_7,global_attention_param_layer_7,mpnn_param_layer_8,global_attention_param_layer_8,mpnn_param_layer_9,global_attention_param_layer_9,mpnn_param_layer_10,global_attention_param_layer_10
40,40,63.24338,3896.48938,1.08236,0.07938962,7.008e-05,559965,0.06146,0.97523,0.77689,0.47484,0.58942,0.94882,3.03527,0.07738337,0.0,559965,0.02353,0.98225,0.59091,0.32099,0.416,0.81732,3.02428,0.14170337,0.0,559965,0.02344,0.96864,0.50909,0.21538,0.3027,0.76854,1.0888,0.9113,1.0962,0.9038,1.1122,0.8878,1.0868,0.9131,1.1306,0.8694,1.0402,0.9598,1.074,0.926,1.0393,0.9607,1.0625,0.9375,1.079,0.921
41,41,62.93895,3826.16176,1.06282,0.07819143,6.856e-05,559965,0.06117,0.97553,0.78129,0.48133,0.59568,0.95009,3.0568,0.07586125,0.0,559965,0.0237,0.98225,0.58696,0.33333,0.4252,0.8222,3.08454,0.13505002,0.0,559965,0.02391,0.97009,0.55556,0.26923,0.36269,0.77645,1.0889,0.9111,1.097,0.903,1.1146,0.8855,1.09,0.91,1.1342,0.8658,1.0408,0.9592,1.0765,0.9235,1.0388,0.9612,1.0636,0.9364,1.082,0.918
42,42,62.95887,3756.2042,1.04339,0.07556058,6.701e-05,559965,0.06118,0.97568,0.77835,0.49026,0.60159,0.95871,3.04217,0.08004011,0.0,559965,0.02358,0.98274,0.61905,0.32099,0.42276,0.81453,3.02738,0.14491183,0.0,559965,0.02347,0.97009,0.55556,0.26923,0.36269,0.76814,1.0879,0.9121,1.0974,0.9027,1.1129,0.8871,1.09,0.91,1.1367,0.8633,1.0413,0.9587,1.0768,0.9232,1.04,0.96,1.0642,0.9358,1.0822,0.9178
43,43,62.99238,3686.60741,1.02406,0.0765234,6.545e-05,559965,0.06122,0.97638,0.79204,0.50081,0.61363,0.95424,3.04626,0.07977196,0.0,559965,0.02361,0.98225,0.55882,0.46914,0.51007,0.82429,3.02352,0.13739536,0.0,559965,0.02344,0.96937,0.52439,0.33077,0.40566,0.77937,1.0897,0.9104,1.0986,0.9014,1.114,0.886,1.0935,0.9065,1.1385,0.8615,1.0436,0.9564,1.0797,0.9203,1.0412,0.9588,1.0655,0.9345,1.0829,0.9171
44,44,62.96508,3617.27078,1.0048,0.07542407,6.387e-05,559965,0.06119,0.97638,0.78834,0.50487,0.61554,0.95527,3.04039,0.08929119,0.0,559965,0.02357,0.97739,0.42105,0.39506,0.40764,0.80698,3.07813,0.15188087,0.0,559965,0.02386,0.9645,0.41489,0.3,0.34821,0.77354,1.0899,0.9102,1.1001,0.8999,1.1167,0.8833,1.0947,0.9053,1.1384,0.8616,1.0438,0.9562,1.0816,0.9184,1.0415,0.9586,1.0666,0.9334,1.0852,0.9148
45,45,62.95146,3548.19519,0.98561,0.0735815,6.227e-05,559965,0.06118,0.97632,0.78348,0.50812,0.61645,0.95934,3.04248,0.08789452,0.0,559965,0.02359,0.98031,0.5,0.40741,0.44898,0.80084,3.0352,0.14809018,0.0,559965,0.02353,0.9662,0.44828,0.3,0.35945,0.77476,1.0907,0.9093,1.1,0.9,1.1184,0.8816,1.0969,0.9031,1.1418,0.8582,1.0438,0.9562,1.0817,0.9183,1.0404,0.9596,1.0668,0.9332,1.0863,0.9137
46,46,62.99845,3479.43319,0.96651,0.0730391,6.066e-05,559965,0.06122,0.97751,0.81865,0.51299,0.63074,0.95584,3.05304,0.08530886,0.0,559965,0.02367,0.98031,0.5,0.37037,0.42553,0.80288,3.03096,0.14743553,0.0,559965,0.0235,0.96742,0.475,0.29231,0.3619,0.77562,1.0919,0.9081,1.1001,0.8999,1.1202,0.8798,1.0986,0.9014,1.1434,0.8566,1.046,0.954,1.0834,0.9166,1.0412,0.9588,1.0684,0.9316,1.0887,0.9114
47,47,63.41758,3411.3654,0.9476,0.0719266,5.904e-05,559965,0.06163,0.97699,0.79141,0.52354,0.63019,0.96223,3.04968,0.08565158,0.0,559965,0.02364,0.98104,0.53191,0.30864,0.39062,0.78917,3.03199,0.14117127,0.0,559965,0.0235,0.97009,0.57447,0.20769,0.30508,0.77147,1.0928,0.9072,1.1013,0.8987,1.1199,0.8802,1.1002,0.8998,1.145,0.855,1.0478,0.9522,1.0858,0.9142,1.043,0.957,1.0694,0.9306,1.091,0.909
48,48,63.26924,3343.33301,0.9287,0.0712584,5.741e-05,559965,0.06149,0.97745,0.80934,0.52029,0.6334,0.96263,3.05445,0.08299724,0.0,559965,0.02368,0.98055,0.50794,0.39506,0.44444,0.82156,3.03208,0.14535138,0.0,559965,0.0235,0.96912,0.52459,0.24615,0.33508,0.77093,1.0924,0.9076,1.1001,0.8999,1.1205,0.8795,1.1,0.9,1.1464,0.8536,1.0499,0.9501,1.0867,0.9133,1.0427,0.9574,1.0706,0.9294,1.0923,0.9078
49,49,63.26544,3275.48736,0.90986,0.0714782,5.577e-05,559965,0.06148,0.97687,0.78967,0.5211,0.62787,0.96244,3.044,0.0785751,0.0,559965,0.0236,0.98225,0.57143,0.39506,0.46715,0.81409,3.02618,0.14984371,0.0,559965,0.02346,0.96985,0.55172,0.24615,0.34043,0.76852,1.0946,0.9054,1.0996,0.9004,1.1244,0.8756,1.1011,0.8989,1.1463,0.8537,1.0507,0.9493,1.0864,0.9136,1.0428,0.9572,1.0716,0.9284,1.0935,0.9065
50,50,63.29116,3207.84603,0.89107,0.06926078,5.413e-05,559965,0.06151,0.97796,0.81104,0.53653,0.64582,0.96471,3.0564,0.08309238,0.0,559965,0.02369,0.98152,0.54386,0.38272,0.44928,0.80949,3.04008,0.14527133,0.0,559965,0.02357,0.96815,0.49315,0.27692,0.35468,0.77741,1.0938,0.9062,1.1011,0.8989,1.1255,0.8745,1.1011,0.8989,1.1489,0.8511,1.0513,0.9487,1.0883,0.9117,1.0438,0.9562,1.073,0.927,1.0948,0.9052
51,51,63.26578,3140.34858,0.87232,0.06868358,5.248e-05,559965,0.06148,0.97763,0.80318,0.53328,0.64098,0.96648,3.0423,0.07995512,0.0,559965,0.02358,0.9842,0.67391,0.38272,0.48819,0.82025,3.02299,0.15527772,0.0,559965,0.02343,0.96864,0.50909,0.21538,0.3027,0.77195,1.0937,0.9063,1.1003,0.8997,1.1266,0.8734,1.1025,0.8975,1.1491,0.8509,1.0528,0.9472,1.0888,0.9112,1.045,0.955,1.0745,0.9254,1.0969,0.9031
52,52,63.4778,3073.19884,0.85367,0.0685655,5.083e-05,559965,0.06169,0.97796,0.80432,0.54383,0.64891,0.96622,3.04525,0.08423617,0.0,559965,0.02361,0.98128,0.53846,0.34568,0.42105,0.82051,3.02417,0.16047075,0.0,559965,0.02344,0.96912,0.52941,0.20769,0.29834,0.7562,1.0931,0.9069,1.0996,0.9004,1.1277,0.8723,1.1051,0.8949,1.1506,0.8493,1.0552,0.9448,1.0908,0.9092,1.0453,0.9547,1.0758,0.9242,1.0977,0.9024
53,53,63.71165,3006.3843,0.83511,0.06480364,4.917e-05,559965,0.06192,0.97848,0.80046,0.56656,0.6635,0.97195,3.03667,0.08804266,0.0,559965,0.02354,0.98104,0.52308,0.41975,0.46575,0.81143,3.01942,0.1597856,0.0,559965,0.02341,0.9662,0.44944,0.30769,0.3653,0.762,1.0931,0.9069,1.1011,0.8989,1.1271,0.8729,1.1077,0.8923,1.1518,0.8482,1.0565,0.9435,1.0903,0.9097,1.0462,0.9539,1.0761,0.9239,1.0983,0.9017
54,54,63.27039,2939.32157,0.81648,0.06598556,4.752e-05,559965,0.06149,0.9786,0.80841,0.56169,0.66284,0.96971,3.04287,0.08333659,0.0,559965,0.02359,0.98079,0.51852,0.34568,0.41481,0.80725,3.02618,0.15697076,0.0,559965,0.02346,0.96912,0.52239,0.26923,0.35533,0.76348,1.0934,0.9066,1.1006,0.8994,1.1287,0.8713,1.1092,0.8908,1.1526,0.8474,1.0555,0.9444,1.0913,0.9087,1.0462,0.9538,1.0759,0.9241,1.099,0.901
55,55,63.29872,2872.41653,0.79789,0.06546428,4.587e-05,559965,0.06151,0.97878,0.8156,0.56006,0.6641,0.97143,3.04449,0.08570415,0.0,559965,0.0236,0.98177,0.54839,0.41975,0.47552,0.80804,3.02662,0.15785679,0.0,559965,0.02346,0.96742,0.47436,0.28462,0.35577,0.78119,1.0924,0.9077,1.1003,0.8997,1.13,0.87,1.1098,0.8902,1.1533,0.8467,1.0568,0.9432,1.0922,0.9078,1.047,0.9531,1.0766,0.9234,1.0995,0.9005
56,56,63.29575,2805.63579,0.77934,0.06398903,4.423e-05,559965,0.06151,0.97866,0.81699,0.55438,0.66054,0.9743,3.04131,0.08712229,0.0,559965,0.02358,0.98079,0.51786,0.35802,0.42336,0.81078,3.02427,0.1629206,0.0,559965,0.02344,0.96766,0.48193,0.30769,0.37559,0.7798,1.0931,0.9069,1.1022,0.8978,1.1306,0.8694,1.1092,0.8908,1.1544,0.8456,1.0579,0.9421,1.0927,0.9073,1.0468,0.9533,1.078,0.922,1.1,0.9
57,57,63.31847,2738.99167,0.76083,0.06321281,4.259e-05,559965,0.06153,0.97939,0.80846,0.58929,0.68169,0.9736,3.04348,0.09373451,0.0,559965,0.02359,0.97958,0.47541,0.35802,0.40845,0.80684,3.04495,0.16474898,0.0,559965,0.0236,0.96596,0.43243,0.24615,0.31373,0.78091,1.0941,0.9059,1.1019,0.8981,1.1312,0.8689,1.1114,0.8886,1.1547,0.8453,1.0582,0.9418,1.0931,0.9069,1.0479,0.9522,1.0784,0.9216,1.1006,0.8994
58,58,63.27444,2672.4297,0.74234,0.06294036,4.096e-05,559965,0.06149,0.97882,0.81434,0.5625,0.66539,0.97475,3.03998,0.09292625,0.0,559965,0.02357,0.98104,0.52174,0.44444,0.48,0.80577,3.05524,0.17020276,0.0,559965,0.02368,0.9645,0.39744,0.23846,0.29808,0.7693,1.0949,0.9051,1.1024,0.8976,1.1304,0.8696,1.1129,0.8871,1.1546,0.8454,1.0597,0.9403,1.0938,0.9062,1.0486,0.9514,1.08,0.92,1.1031,0.8969
59,59,63.29394,2605.99031,0.72389,0.06054301,3.934e-05,559965,0.06151,0.97933,0.7987,0.59903,0.6846,0.97627,3.07302,0.09535114,0.0,559965,0.02382,0.98079,0.51923,0.33333,0.40602,0.80527,3.10738,0.17534365,0.0,559965,0.02409,0.96669,0.43396,0.17692,0.25137,0.76325,1.0963,0.9038,1.1037,0.8963,1.1304,0.8696,1.1135,0.8865,1.156,0.844,1.0592,0.9408,1.0949,0.9051,1.0487,0.9513,1.081,0.919,1.1044,0.8956
60,60,68.10584,2542.7305,0.70631,0.06357352,3.773e-05,559965,0.06619,0.97927,0.81682,0.57549,0.67524,0.97371,3.75564,0.09334384,0.0,559965,0.02911,0.98128,0.53448,0.38272,0.44604,0.81033,3.74015,0.17176866,0.0,559965,0.02899,0.96693,0.45455,0.23077,0.30612,0.78063,1.0972,0.9028,1.1031,0.8969,1.1322,0.8678,1.1148,0.8852,1.1571,0.8429,1.0611,0.9389,1.0953,0.9047,1.0495,0.9505,1.0807,0.9193,1.1047,0.8953
61,61,71.45082,2481.36453,0.68927,0.06055297,3.613e-05,559965,0.06944,0.98076,0.83241,0.60877,0.70323,0.97536,3.77931,0.09885147,0.0,559965,0.0293,0.97836,0.44444,0.39506,0.4183,0.81132,3.84441,0.17437173,0.0,559965,0.0298,0.96231,0.36264,0.25385,0.29864,0.78747,1.0974,0.9026,1.1055,0.8945,1.1331,0.8669,1.1155,0.8845,1.1584,0.8416,1.0622,0.9378,1.0958,0.9042,1.0498,0.9502,1.0808,0.9192,1.1062,0.8939
62,62,71.47835,2419.69456,0.67214,0.05866799,3.455e-05,559965,0.06946,0.97997,0.8104,0.60714,0.6942,0.97916,3.74739,0.09365027,0.0,559965,0.02905,0.98128,0.53226,0.40741,0.46154,0.80162,3.73235,0.17707667,0.0,559965,0.02893,0.9645,0.40698,0.26923,0.32407,0.76848,1.0964,0.9036,1.105,0.895,1.1341,0.8659,1.1152,0.8848,1.16,0.84,1.0635,0.9365,1.0962,0.9038,1.0497,0.9503,1.0812,0.9187,1.1062,0.8938
63,63,71.43603,2357.69428,0.65492,0.05977849,3.299e-05,559965,0.06942,0.98076,0.83315,0.60795,0.70296,0.97566,3.78601,0.0924281,0.0,559965,0.02935,0.98128,0.53333,0.39506,0.4539,0.80267,3.75613,0.17218491,0.0,559965,0.02912,0.96426,0.40449,0.27692,0.32877,0.77768,1.0972,0.9028,1.1049,0.8951,1.136,0.864,1.1159,0.8841,1.1609,0.8391,1.0652,0.9348,1.0969,0.9031,1.0502,0.9499,1.0818,0.9182,1.1063,0.8937
64,64,71.53898,2295.45911,0.63763,0.05959334,3.144e-05,559965,0.06952,0.97964,0.81084,0.59497,0.68633,0.97697,3.7621,0.09518982,0.0,559965,0.02916,0.97909,0.46154,0.37037,0.41096,0.80436,3.74227,0.17106414,0.0,559965,0.02901,0.96377,0.38272,0.23846,0.29384,0.77786,1.0973,0.9027,1.1058,0.8942,1.136,0.864,1.1174,0.8826,1.1616,0.8384,1.0655,0.9345,1.0969,0.9031,1.0499,0.9501,1.0829,0.9171,1.1073,0.8927
65,65,64.3471,2229.23709,0.61923,0.05756847,2.992e-05,559965,0.06253,0.9804,0.81868,0.61201,0.70042,0.97885,3.03889,0.09753125,0.0,559965,0.02356,0.9769,0.40278,0.35802,0.37908,0.81452,3.02424,0.18763731,0.0,559965,0.02344,0.96329,0.35616,0.2,0.25616,0.7701,1.0965,0.9035,1.105,0.895,1.136,0.8641,1.1183,0.8817,1.1619,0.8381,1.0656,0.9344,1.0972,0.9028,1.0506,0.9495,1.0836,0.9164,1.1086,0.8915
66,66,63.51385,2162.66063,0.60074,0.05753858,2.841e-05,559965,0.06172,0.98158,0.84701,0.62013,0.71603,0.97784,3.03601,0.09873896,0.0,559965,0.02353,0.97958,0.47273,0.32099,0.38235,0.80418,3.01428,0.18443377,0.0,559965,0.02337,0.96572,0.42254,0.23077,0.29851,0.76576,1.0964,0.9036,1.1056,0.8943,1.1367,0.8633,1.1181,0.8819,1.1624,0.8376,1.0659,0.9341,1.0968,0.9032,1.0507,0.9493,1.0829,0.917,1.1087,0.8913
67,67,63.17743,2096.01594,0.58223,0.05707453,2.693e-05,559965,0.0614,0.9803,0.82018,0.60714,0.69776,0.97941,3.03582,0.09628416,0.0,559965,0.02353,0.98128,0.53333,0.39506,0.4539,0.79805,3.01674,0.17957757,0.0,559965,0.02339,0.96645,0.44595,0.25385,0.32353,0.76978,1.0974,0.9026,1.1069,0.8931,1.1368,0.8632,1.119,0.881,1.1639,0.8361,1.0663,0.9337,1.0979,0.9021,1.0515,0.9485,1.0834,0.9166,1.109,0.891
68,68,63.10351,2029.43853,0.56373,0.0557957,2.548e-05,559965,0.06133,0.98125,0.82958,0.62825,0.71501,0.98131,3.03778,0.09981669,0.0,559965,0.02355,0.97933,0.47059,0.39506,0.42953,0.79735,3.0154,0.17669247,0.0,559965,0.02338,0.96475,0.41176,0.26923,0.32558,0.77669,1.0969,0.9031,1.1075,0.8925,1.1376,0.8624,1.1204,0.8796,1.1644,0.8356,1.0667,0.9333,1.0992,0.9008,1.0517,0.9483,1.0839,0.9161,1.1096,0.8904
69,69,63.12715,1962.97051,0.54527,0.05448706,2.405e-05,559965,0.06135,0.98152,0.82842,0.6388,0.72136,0.98149,3.05903,0.10396394,0.0,559965,0.02371,0.97739,0.43617,0.50617,0.46857,0.81284,3.07037,0.18401475,0.0,559965,0.0238,0.96256,0.39831,0.36154,0.37903,0.77671,1.0971,0.9029,1.1085,0.8915,1.1372,0.8628,1.1214,0.8786,1.1652,0.8348,1.067,0.933,1.1001,0.8999,1.0516,0.9484,1.0849,0.9151,1.1102,0.8898
70,70,63.18724,1896.62115,0.52684,0.05627195,2.265e-05,559965,0.06141,0.98122,0.83153,0.625,0.71362,0.98137,3.03929,0.10067704,0.0,559965,0.02356,0.97739,0.42683,0.4321,0.42945,0.81305,3.02415,0.1818776,0.0,559965,0.02344,0.96329,0.38947,0.28462,0.32889,0.77357,1.097,0.903,1.1088,0.8912,1.1373,0.8628,1.1217,0.8783,1.1645,0.8355,1.0678,0.9322,1.1011,0.899,1.0517,0.9484,1.0851,0.9149,1.1106,0.8894
71,71,63.16372,1830.35047,0.50843,0.05507702,2.128e-05,559965,0.06138,0.98173,0.83671,0.63636,0.72291,0.98221,3.03724,0.09848201,0.0,559965,0.02354,0.98006,0.49254,0.40741,0.44595,0.81065,3.01858,0.18477143,0.0,559965,0.0234,0.96329,0.37349,0.23846,0.29108,0.77502,1.097,0.9031,1.1088,0.8912,1.1382,0.8618,1.1226,0.8774,1.1656,0.8344,1.068,0.932,1.1007,0.8993,1.0516,0.9484,1.0849,0.9151,1.111,0.8891
72,72,63.16224,1764.16436,0.49005,0.05367434,1.995e-05,559965,0.06138,0.98222,0.83733,0.65179,0.733,0.983,3.03739,0.10946728,0.0,559965,0.02355,0.97471,0.37363,0.41975,0.39535,0.80551,3.02161,0.19257722,0.0,559965,0.02342,0.95964,0.33636,0.28462,0.30833,0.77046,1.0969,0.9032,1.1092,0.8908,1.1385,0.8615,1.1229,0.8771,1.1668,0.8332,1.0687,0.9313,1.1011,0.8989,1.0518,0.9482,1.085,0.915,1.1109,0.8891
73,73,63.48557,1698.17359,0.47171,0.05265253,1.864e-05,559965,0.0617,0.9828,0.84472,0.66234,0.74249,0.98373,3.03672,0.10059662,0.0,559965,0.02354,0.9786,0.45333,0.41975,0.4359,0.81175,3.01633,0.18773482,0.0,559965,0.02338,0.96499,0.42553,0.30769,0.35714,0.77791,1.0974,0.9026,1.1094,0.8905,1.1393,0.8608,1.1234,0.8766,1.1674,0.8326,1.0687,0.9313,1.1009,0.8991,1.0524,0.9476,1.0852,0.9148,1.1111,0.8889
74,74,63.15359,1632.13896,0.45337,0.05139908,1.737e-05,559965,0.06137,0.98286,0.85232,0.65584,0.74128,0.9835,3.06927,0.10453257,0.0,559965,0.02379,0.97836,0.44286,0.38272,0.4106,0.80261,3.05119,0.1903282,0.0,559965,0.02365,0.96329,0.37037,0.23077,0.28436,0.77722,1.0972,0.9028,1.1097,0.8903,1.1398,0.8602,1.1236,0.8764,1.168,0.832,1.0695,0.9305,1.1017,0.8983,1.0524,0.9476,1.0857,0.9143,1.1112,0.8888
75,75,63.19263,1566.19248,0.43505,0.05274762,1.614e-05,559965,0.06141,0.98298,0.84568,0.66721,0.74592,0.98322,3.03135,0.10579109,0.0,559965,0.0235,0.97885,0.45833,0.40741,0.43137,0.80973,3.01245,0.19462887,0.0,559965,0.02335,0.96499,0.41667,0.26923,0.3271,0.78033,1.0964,0.9036,1.1087,0.8913,1.1399,0.8602,1.1234,0.8766,1.1684,0.8316,1.0698,0.9302,1.1016,0.8984,1.0532,0.9468,1.0859,0.914,1.1114,0.8886
76,76,63.16077,1500.30801,0.41675,0.05113523,1.494e-05,559965,0.06138,0.98313,0.85224,0.66477,0.74692,0.98444,3.03144,0.10283777,0.0,559965,0.0235,0.97982,0.48529,0.40741,0.44295,0.80983,3.01533,0.19158071,0.0,559965,0.02337,0.96377,0.38824,0.25385,0.30698,0.7758,1.0964,0.9036,1.1089,0.8911,1.1407,0.8593,1.1242,0.8758,1.1688,0.8312,1.0703,0.9297,1.1018,0.8982,1.0531,0.9469,1.0862,0.9137,1.1117,0.8883
77,77,63.19263,1434.50236,0.39847,0.05054384,1.378e-05,559965,0.06141,0.98271,0.83723,0.66802,0.74312,0.98548,3.03193,0.10484249,0.0,559965,0.0235,0.97739,0.42683,0.4321,0.42945,0.80738,3.01675,0.19338592,0.0,559965,0.02339,0.96159,0.36538,0.29231,0.32479,0.77458,1.096,0.904,1.1092,0.8907,1.1406,0.8594,1.1245,0.8755,1.169,0.831,1.071,0.929,1.1019,0.8982,1.0533,0.9467,1.0864,0.9135,1.1122,0.8878
78,78,67.84893,1370.00062,0.38056,0.05139556,1.266e-05,559965,0.06594,0.98264,0.83622,0.66721,0.74221,0.98543,3.02685,0.10236011,0.0,559965,0.02346,0.98031,0.5,0.41975,0.45638,0.80825,3.02918,0.19268102,0.0,559965,0.02348,0.96426,0.4023,0.26923,0.32258,0.78068,1.096,0.904,1.1089,0.8911,1.1401,0.86,1.1252,0.8748,1.1691,0.8309,1.0718,0.9282,1.1021,0.8979,1.0538,0.9462,1.0868,0.9132,1.1124,0.8877
79,79,72.18584,1306.49942,0.36292,0.05175047,1.158e-05,559965,0.07015,0.98289,0.84237,0.66802,0.74513,0.98378,3.02449,0.1046628,0.0,559965,0.02345,0.97909,0.46479,0.40741,0.43421,0.81274,3.04906,0.1971942,0.0,559965,0.02364,0.96402,0.39535,0.26154,0.31481,0.77929,1.0957,0.9043,1.1085,0.8915,1.1404,0.8596,1.1248,0.8752,1.1694,0.8306,1.0722,0.9278,1.1023,0.8978,1.0539,0.9461,1.0869,0.9131,1.1127,0.8873
80,80,71.78554,1242.68989,0.34519,0.05091895,1.054e-05,559965,0.06976,0.98252,0.83283,0.66721,0.74087,0.98556,3.07584,0.10422643,0.0,559965,0.02384,0.97666,0.40506,0.39506,0.4,0.80741,3.04106,0.19086527,0.0,559965,0.02357,0.9611,0.34375,0.25385,0.29204,0.77904,1.0963,0.9037,1.109,0.891,1.1399,0.8601,1.1252,0.8748,1.1699,0.83,1.0725,0.9275,1.1026,0.8974,1.0539,0.9461,1.0871,0.9129,1.1128,0.8872
81,81,71.82276,1178.694,0.32741,0.04943199,9.55e-06,559965,0.0698,0.98264,0.83622,0.66721,0.74221,0.98706,3.08463,0.10646762,0.0,559965,0.02391,0.97788,0.42857,0.37037,0.39735,0.8014,3.07315,0.19575734,0.0,559965,0.02382,0.96353,0.38372,0.25385,0.30556,0.77169,1.0964,0.9036,1.1092,0.8908,1.1406,0.8594,1.1254,0.8746,1.17,0.83,1.0731,0.9268,1.1028,0.8972,1.0543,0.9458,1.0872,0.9128,1.1128,0.8872
82,82,71.74457,1114.49349,0.30958,0.04801806,8.6e-06,559965,0.06972,0.98398,0.86006,0.68344,0.76165,0.98595,3.03806,0.10821984,0.0,559965,0.02355,0.9786,0.45333,0.41975,0.4359,0.81041,3.02355,0.19758532,0.0,559965,0.02344,0.96353,0.39362,0.28462,0.33036,0.77791,1.0964,0.9036,1.1094,0.8906,1.1404,0.8596,1.1253,0.8747,1.1704,0.8296,1.0733,0.9267,1.103,0.897,1.0544,0.9456,1.0872,0.9128,1.113,0.887
83,83,71.81223,1050.12624,0.2917,0.04943315,7.7e-06,559965,0.06979,0.98301,0.84513,0.66883,0.74671,0.98637,3.07614,0.10807053,0.0,559965,0.02385,0.97788,0.42857,0.37037,0.39735,0.8103,3.08409,0.20020988,0.0,559965,0.02391,0.96402,0.39024,0.24615,0.30189,0.77336,1.0965,0.9036,1.1096,0.8904,1.1403,0.8597,1.1254,0.8746,1.1705,0.8295,1.0733,0.9267,1.1031,0.8969,1.0544,0.9456,1.0871,0.9129,1.113,0.887
84,84,71.86876,985.5938,0.27378,0.04961837,6.84e-06,559965,0.06984,0.98337,0.85128,0.6737,0.75215,0.98573,3.05083,0.10982303,0.0,559965,0.02365,0.9786,0.44776,0.37037,0.40541,0.81073,3.03113,0.20237727,0.0,559965,0.0235,0.96475,0.40964,0.26154,0.31925,0.77583,1.0966,0.9034,1.1096,0.8904,1.1405,0.8596,1.1255,0.8745,1.1705,0.8294,1.0736,0.9264,1.1033,0.8967,1.0544,0.9457,1.0872,0.9128,1.1133,0.8867
85,85,71.95543,920.90486,0.25581,0.0513337,6.03e-06,559965,0.06993,0.98264,0.84607,0.65584,0.73891,0.98576,3.09302,0.10967612,0.0,559965,0.02398,0.97812,0.43836,0.39506,0.41558,0.80502,3.06683,0.20599968,0.0,559965,0.02377,0.96159,0.34783,0.24615,0.28829,0.77345,1.0966,0.9034,1.1096,0.8904,1.1405,0.8595,1.1259,0.8741,1.1707,0.8293,1.0737,0.9263,1.1033,0.8967,1.0544,0.9456,1.0871,0.9128,1.1136,0.8864
86,86,72.29588,856.09974,0.23781,0.04665842,5.26e-06,559965,0.07026,0.98362,0.84754,0.68588,0.75819,0.9883,3.05386,0.10570803,0.0,559965,0.02367,0.97885,0.45833,0.40741,0.43137,0.81059,3.03188,0.20091324,0.0,559965,0.0235,0.96402,0.40217,0.28462,0.33333,0.7766,1.0964,0.9036,1.1097,0.8902,1.1408,0.8593,1.1262,0.8738,1.1709,0.8291,1.0736,0.9264,1.1034,0.8966,1.0546,0.9454,1.0872,0.9128,1.1139,0.8861
87,87,71.91921,791.07301,0.21974,0.0510263,4.55e-06,559965,0.06989,0.98274,0.84086,0.66477,0.74252,0.98472,3.05733,0.10653465,0.0,559965,0.0237,0.97933,0.4697,0.38272,0.42177,0.80967,3.04396,0.19819597,0.0,559965,0.0236,0.96304,0.36585,0.23077,0.28302,0.77433,1.0964,0.9036,1.1099,0.8901,1.1409,0.8591,1.1262,0.8738,1.1707,0.8293,1.0736,0.9264,1.1037,0.8963,1.0545,0.9455,1.0873,0.9127,1.1138,0.8862
88,88,71.91989,725.89148,0.20164,0.0472223,3.89e-06,559965,0.06989,0.98392,0.84906,0.69399,0.76373,0.98744,3.1003,0.10751686,0.0,559965,0.02403,0.97739,0.42105,0.39506,0.40764,0.81008,3.07681,0.19321534,0.0,559965,0.02385,0.9628,0.37895,0.27692,0.32,0.77672,1.0964,0.9036,1.1099,0.8901,1.1411,0.8589,1.1262,0.8738,1.171,0.829,1.0738,0.9262,1.1036,0.8964,1.0546,0.9454,1.0873,0.9127,1.1139,0.8862
89,89,71.93389,660.56176,0.18349,0.04745012,3.27e-06,559965,0.06991,0.98395,0.8614,0.68101,0.76065,0.98749,3.03636,0.10823296,0.0,559965,0.02354,0.97812,0.43662,0.38272,0.40789,0.80823,3.02119,0.19722293,0.0,559965,0.02342,0.96377,0.38554,0.24615,0.30047,0.77047,1.0963,0.9037,1.1099,0.89,1.1411,0.8589,1.1262,0.8738,1.1711,0.8289,1.0737,0.9263,1.1035,0.8965,1.0547,0.9454,1.0872,0.9128,1.1139,0.8861
90,90,71.89744,595.08329,0.1653,0.04767777,2.71e-06,559965,0.06987,0.98383,0.85934,0.67938,0.75884,0.98767,3.09619,0.10990476,0.0,559965,0.024,0.97788,0.43056,0.38272,0.40523,0.80921,3.077,0.20079019,0.0,559965,0.02385,0.96329,0.38462,0.26923,0.31674,0.7717,1.0963,0.9037,1.11,0.89,1.1411,0.8589,1.1262,0.8738,1.171,0.829,1.0738,0.9262,1.1035,0.8965,1.0546,0.9454,1.0873,0.9127,1.1138,0.8862
91,91,71.97757,529.47225,0.14708,0.04737007,2.2e-06,559965,0.06995,0.98486,0.87526,0.69481,0.77466,0.98668,3.0426,0.10796027,0.0,559965,0.02359,0.97788,0.42647,0.35802,0.38926,0.80866,3.03002,0.20098901,0.0,559965,0.02349,0.96499,0.4125,0.25385,0.31429,0.77096,1.0962,0.9038,1.1099,0.8901,1.1412,0.8588,1.1264,0.8736,1.1711,0.8289,1.0739,0.9261,1.1036,0.8965,1.0547,0.9454,1.0873,0.9127,1.1138,0.8862
