Unnamed: 0,epoch,train_time_epoch,train_eta,train_eta_hours,train_loss,train_lr,train_params,train_time_iter,train_accuracy,train_precision,train_recall,train_f1,train_auc,val_time_epoch,val_loss,val_lr,val_params,val_time_iter,val_accuracy,val_precision,val_recall,val_f1,val_auc,test_time_epoch,test_loss,test_lr,test_params,test_time_iter,test_accuracy,test_precision,test_recall,test_f1,test_auc,mpnn_param_layer_1,global_attention_param_layer_1,mpnn_param_layer_2,global_attention_param_layer_2,mpnn_param_layer_3,global_attention_param_layer_3,mpnn_param_layer_4,global_attention_param_layer_4,mpnn_param_layer_5,global_attention_param_layer_5,mpnn_param_layer_6,global_attention_param_layer_6,mpnn_param_layer_7,global_attention_param_layer_7,mpnn_param_layer_8,global_attention_param_layer_8,mpnn_param_layer_9,global_attention_param_layer_9,mpnn_param_layer_10,global_attention_param_layer_10
45,45,66.88187,3766.24496,1.04618,0.06899689,6.227e-05,558693,0.065,0.97839,0.81123,0.55114,0.65636,0.96584,3.07593,0.09111077,0.0,558693,0.02384,0.97666,0.3913,0.33333,0.36,0.7889,3.05402,0.15016243,0.0,558693,0.02367,0.96475,0.42718,0.33846,0.37768,0.78369,1.0359,0.9641,1.0859,0.9141,1.0898,0.9102,1.0992,0.9008,1.1136,0.8864,1.0485,0.9515,1.1231,0.8769,1.0777,0.9223,1.0392,0.9608,1.0406,0.9594
46,46,66.88707,3693.27659,1.02591,0.06690199,6.066e-05,558693,0.065,0.97787,0.8,0.54545,0.64865,0.96887,3.1162,0.08913318,0.0,558693,0.02416,0.98031,0.5,0.32099,0.39098,0.78958,3.10663,0.160392,0.0,558693,0.02408,0.96572,0.41791,0.21538,0.28426,0.76786,1.0355,0.9645,1.0858,0.9142,1.0921,0.9079,1.0975,0.9025,1.1161,0.8839,1.0483,0.9517,1.1237,0.8763,1.0775,0.9224,1.0428,0.9572,1.0427,0.9573
47,47,67.0455,3620.73325,1.00576,0.06493643,5.904e-05,558693,0.06516,0.97854,0.81384,0.55357,0.65894,0.96859,3.07189,0.09456609,0.0,558693,0.02381,0.97982,0.48,0.2963,0.36641,0.7788,3.06553,0.1623904,0.0,558693,0.02376,0.96693,0.46341,0.29231,0.35849,0.77459,1.0346,0.9654,1.0846,0.9154,1.0949,0.905,1.0984,0.9016,1.1166,0.8833,1.0504,0.9495,1.1262,0.8738,1.0781,0.9219,1.0421,0.9579,1.0425,0.9575
48,48,66.89248,3548.25505,0.98563,0.06370544,5.741e-05,558693,0.06501,0.97942,0.82456,0.57224,0.67561,0.97139,3.0818,0.09856383,0.0,558693,0.02389,0.97739,0.40323,0.30864,0.34965,0.77297,3.13503,0.1657658,0.0,558693,0.0243,0.96669,0.44928,0.23846,0.31156,0.77112,1.0349,0.9651,1.0847,0.9153,1.0972,0.9028,1.0988,0.9012,1.1205,0.8795,1.0525,0.9475,1.1281,0.8719,1.0802,0.9198,1.0429,0.9571,1.0442,0.9558
49,49,67.43152,3476.53931,0.96571,0.06203363,5.577e-05,558693,0.06553,0.97909,0.807,0.58036,0.67517,0.975,3.07869,0.10289194,0.0,558693,0.02387,0.98055,0.50943,0.33333,0.40299,0.75521,3.10277,0.17576931,0.0,558693,0.02405,0.9662,0.43662,0.23846,0.30846,0.75087,1.034,0.966,1.0848,0.9152,1.098,0.902,1.0995,0.9005,1.1217,0.8783,1.055,0.945,1.1296,0.8704,1.0813,0.9187,1.0424,0.9576,1.0439,0.9561
50,50,67.55226,3405.10759,0.94586,0.06275124,5.413e-05,558693,0.06565,0.97915,0.81236,0.5763,0.67426,0.97555,3.11295,0.11057932,0.0,558693,0.02413,0.97374,0.33333,0.33333,0.33333,0.77932,3.09599,0.17595157,0.0,558693,0.024,0.96037,0.34862,0.29231,0.31799,0.76762,1.0329,0.9671,1.0839,0.9161,1.0975,0.9025,1.1004,0.8996,1.1227,0.8773,1.0561,0.9439,1.1315,0.8685,1.083,0.917,1.0442,0.9558,1.0438,0.9562
51,51,67.4533,3333.73372,0.92604,0.06321997,5.248e-05,558693,0.06555,0.97851,0.81065,0.55601,0.65961,0.97365,3.13862,0.10523408,0.0,558693,0.02433,0.97496,0.33333,0.2716,0.29932,0.76624,3.1067,0.16710936,0.0,558693,0.02408,0.96596,0.42188,0.20769,0.27835,0.78328,1.0315,0.9685,1.0858,0.9142,1.1,0.9,1.1018,0.8982,1.1241,0.8759,1.0569,0.943,1.133,0.867,1.0837,0.9163,1.0438,0.9562,1.0446,0.9554
52,52,67.43529,3262.49184,0.90625,0.05877463,5.083e-05,558693,0.06553,0.97985,0.81576,0.59659,0.68917,0.97866,3.12187,0.09395953,0.0,558693,0.0242,0.97958,0.46939,0.28395,0.35385,0.80048,3.10641,0.17051653,0.0,558693,0.02408,0.96839,0.5,0.26923,0.35,0.77647,1.0327,0.9673,1.0877,0.9123,1.1,0.9,1.1032,0.8968,1.1253,0.8747,1.0584,0.9416,1.1338,0.8661,1.0833,0.9167,1.0446,0.9554,1.0456,0.9544
53,53,74.23069,3197.17961,0.88811,0.06067773,4.917e-05,558693,0.07214,0.9793,0.80713,0.58766,0.68013,0.9759,3.13739,0.09724633,0.0,558693,0.02432,0.98055,0.5102,0.30864,0.38462,0.78134,3.12218,0.17945831,0.0,558693,0.0242,0.96645,0.4375,0.21538,0.28866,0.77618,1.0326,0.9673,1.0865,0.9135,1.0997,0.9003,1.104,0.896,1.1283,0.8717,1.0584,0.9416,1.1364,0.8635,1.085,0.915,1.0461,0.9539,1.0453,0.9547
54,54,76.52297,3133.41858,0.87039,0.05900594,4.752e-05,558693,0.07437,0.98052,0.82943,0.6039,0.69892,0.97813,3.78197,0.10644005,0.0,558693,0.02932,0.9769,0.3871,0.2963,0.33566,0.77913,3.76861,0.18158121,0.0,558693,0.02921,0.96353,0.38095,0.24615,0.29907,0.77466,1.0323,0.9677,1.0876,0.9125,1.1018,0.8982,1.1043,0.8957,1.1312,0.8688,1.0606,0.9394,1.14,0.86,1.0882,0.9118,1.0471,0.9529,1.0464,0.9536
55,55,71.1465,3064.97739,0.85138,0.05822213,4.587e-05,558693,0.06914,0.97967,0.80765,0.59984,0.6884,0.97879,3.12327,0.10209388,0.0,558693,0.02421,0.97617,0.37313,0.30864,0.33784,0.78342,3.12645,0.17839137,0.0,558693,0.02424,0.96329,0.37931,0.25385,0.30415,0.77294,1.033,0.967,1.0876,0.9124,1.1013,0.8987,1.1046,0.8954,1.1331,0.8669,1.0607,0.9393,1.1398,0.8602,1.0894,0.9106,1.0483,0.9517,1.0468,0.9532
56,56,71.9666,2997.05995,0.83252,0.05973906,4.423e-05,558693,0.06994,0.98009,0.81949,0.60065,0.69321,0.97721,3.16195,0.09779716,0.0,558693,0.02451,0.97812,0.42623,0.32099,0.3662,0.78924,3.16713,0.16400209,0.0,558693,0.02455,0.96669,0.46067,0.31538,0.37443,0.79785,1.0318,0.9682,1.0886,0.9114,1.1019,0.8981,1.1058,0.8942,1.1325,0.8675,1.0608,0.9392,1.1415,0.8585,1.0904,0.9096,1.0493,0.9507,1.0474,0.9526
57,57,67.67107,2925.89234,0.81275,0.05742379,4.259e-05,558693,0.06576,0.98021,0.81749,0.60714,0.69679,0.97926,3.13169,0.09902112,0.0,558693,0.02428,0.97739,0.41429,0.35802,0.38411,0.79158,3.10865,0.17527274,0.0,558693,0.0241,0.96596,0.44318,0.3,0.3578,0.78243,1.0308,0.9692,1.0901,0.9099,1.104,0.896,1.1058,0.8942,1.1338,0.8661,1.0627,0.9373,1.1419,0.8581,1.0913,0.9087,1.0515,0.9485,1.0483,0.9517
58,58,74.01929,2859.25472,0.79424,0.05347132,4.096e-05,558693,0.07193,0.98113,0.82465,0.62987,0.71422,0.98328,3.7883,0.11085962,0.0,558693,0.02937,0.97593,0.37143,0.32099,0.34437,0.7716,3.76703,0.18317836,0.0,558693,0.0292,0.96304,0.39216,0.30769,0.34483,0.77325,1.0307,0.9693,1.0913,0.9087,1.1035,0.8965,1.1076,0.8924,1.1348,0.8652,1.0646,0.9354,1.1445,0.8555,1.0915,0.9085,1.0512,0.9488,1.0478,0.9522
59,59,82.51921,2798.03766,0.77723,0.05269975,3.934e-05,558693,0.08019,0.98173,0.83528,0.63799,0.72342,0.98227,3.77982,0.11293862,0.0,558693,0.0293,0.97544,0.34848,0.28395,0.31293,0.78155,3.75921,0.18785607,0.0,558693,0.02914,0.96572,0.4321,0.26923,0.33175,0.78219,1.031,0.969,1.0923,0.9077,1.105,0.895,1.1076,0.8925,1.1358,0.8642,1.0658,0.9342,1.1444,0.8556,1.0926,0.9074,1.0524,0.9476,1.0482,0.9518
60,60,83.61181,2736.82072,0.76023,0.05405501,3.773e-05,558693,0.08126,0.98125,0.831,0.62662,0.71448,0.98357,3.78448,0.10941868,0.0,558693,0.02934,0.97642,0.37097,0.28395,0.32168,0.77477,3.80789,0.18960334,0.0,558693,0.02952,0.96548,0.41892,0.23846,0.30392,0.76309,1.0302,0.9698,1.0919,0.9081,1.1057,0.8943,1.1082,0.8918,1.1354,0.8646,1.066,0.934,1.1456,0.8544,1.0932,0.9068,1.0529,0.9471,1.048,0.952
61,61,83.93246,2675.07789,0.74308,0.05238804,3.613e-05,558693,0.08157,0.98143,0.8265,0.63799,0.72011,0.98484,3.78203,0.10758643,0.0,558693,0.02932,0.97836,0.43103,0.30864,0.35971,0.77822,3.77039,0.18630263,0.0,558693,0.02923,0.96572,0.42857,0.25385,0.31884,0.7792,1.029,0.971,1.0936,0.9064,1.1061,0.8939,1.1088,0.8912,1.1377,0.8623,1.0665,0.9335,1.1462,0.8538,1.0945,0.9055,1.0537,0.9463,1.0491,0.9509
62,62,83.39663,2612.31593,0.72564,0.05354857,3.455e-05,558693,0.08105,0.98179,0.82866,0.64773,0.72711,0.98324,3.78829,0.11303233,0.0,558693,0.02937,0.97569,0.37662,0.35802,0.36709,0.77612,3.8133,0.1968882,0.0,558693,0.02956,0.96256,0.38679,0.31538,0.34746,0.76676,1.0303,0.9697,1.0952,0.9048,1.107,0.893,1.1085,0.8915,1.1383,0.8617,1.0674,0.9326,1.1477,0.8523,1.0953,0.9047,1.0546,0.9454,1.0497,0.9503
63,63,83.09421,2548.73903,0.70798,0.05305253,3.299e-05,558693,0.08075,0.98243,0.84936,0.64529,0.73339,0.98304,3.78124,0.11795135,0.0,558693,0.02931,0.9752,0.35616,0.32099,0.33766,0.76531,3.78447,0.19505136,0.0,558693,0.02934,0.96037,0.33663,0.26154,0.29437,0.77252,1.0279,0.9721,1.0946,0.9054,1.1083,0.8917,1.11,0.89,1.1401,0.8599,1.0688,0.9312,1.1487,0.8513,1.0962,0.9038,1.0545,0.9455,1.0495,0.9505
64,64,82.94269,2484.48001,0.69013,0.05378518,3.144e-05,558693,0.08061,0.98182,0.8394,0.63636,0.72392,0.98228,3.78118,0.10831358,0.0,558693,0.02931,0.97666,0.39726,0.35802,0.37662,0.77974,3.78561,0.18684193,0.0,558693,0.02935,0.96304,0.38776,0.29231,0.33333,0.783,1.0282,0.9718,1.0955,0.9045,1.1087,0.8913,1.1114,0.8886,1.1401,0.8599,1.0704,0.9296,1.1486,0.8513,1.0961,0.9039,1.0545,0.9455,1.0491,0.9509
65,65,80.37556,2418.33236,0.67176,0.05069167,2.992e-05,558693,0.07811,0.98246,0.84079,0.65584,0.73689,0.98503,3.09383,0.1129336,0.0,558693,0.02398,0.9786,0.42857,0.25926,0.32308,0.78028,3.05968,0.20384002,0.0,558693,0.02372,0.96693,0.45946,0.26154,0.33333,0.77325,1.0287,0.9713,1.0964,0.9036,1.1089,0.8911,1.1114,0.8886,1.1407,0.8593,1.071,0.9289,1.1491,0.8509,1.0972,0.9028,1.0551,0.9449,1.0496,0.9504
66,66,74.83588,2349.03149,0.65251,0.04994389,2.841e-05,558693,0.07273,0.98334,0.85477,0.66883,0.75046,0.98424,3.79312,0.11190094,0.0,558693,0.0294,0.97788,0.40741,0.2716,0.32593,0.77536,3.7608,0.19620764,0.0,558693,0.02915,0.96693,0.45161,0.21538,0.29167,0.77181,1.0276,0.9724,1.0954,0.9046,1.1094,0.8906,1.112,0.888,1.1411,0.8589,1.0715,0.9285,1.15,0.85,1.0976,0.9024,1.0552,0.9448,1.05,0.95
67,67,75.29056,2279.78179,0.63327,0.05012018,2.693e-05,558693,0.07317,0.98328,0.85744,0.66396,0.7484,0.98562,3.7841,0.1116629,0.0,558693,0.02933,0.97739,0.41429,0.35802,0.38411,0.78907,3.77907,0.19200673,0.0,558693,0.0293,0.96572,0.43678,0.29231,0.35023,0.78505,1.028,0.972,1.0961,0.9039,1.109,0.8911,1.1121,0.8879,1.1416,0.8584,1.0731,0.9269,1.1506,0.8494,1.0979,0.9021,1.0558,0.9442,1.0505,0.9495
68,68,74.81199,2210.14199,0.61393,0.0498054,2.548e-05,558693,0.0727,0.98228,0.83837,0.6526,0.73391,0.98659,3.77501,0.11379308,0.0,558693,0.02926,0.97909,0.45763,0.33333,0.38571,0.77389,3.76969,0.1981179,0.0,558693,0.02922,0.96377,0.37662,0.22308,0.28019,0.76186,1.0272,0.9728,1.0976,0.9024,1.1097,0.8903,1.1123,0.8877,1.1418,0.8582,1.0736,0.9264,1.1508,0.8492,1.098,0.902,1.0561,0.9439,1.0501,0.9499
69,69,75.40169,2140.60713,0.59461,0.04761457,2.405e-05,558693,0.07328,0.98389,0.85671,0.68425,0.76083,0.98753,3.76093,0.11788524,0.0,558693,0.02915,0.97715,0.40845,0.35802,0.38158,0.78071,3.7687,0.19757305,0.0,558693,0.02921,0.96475,0.40964,0.26154,0.31925,0.77628,1.0272,0.9728,1.0962,0.9038,1.1103,0.8897,1.1131,0.8869,1.1422,0.8578,1.0744,0.9256,1.1516,0.8484,1.0986,0.9014,1.0566,0.9434,1.0504,0.9496
70,70,74.97125,2070.7312,0.5752,0.04852884,2.265e-05,558693,0.07286,0.98328,0.84032,0.68344,0.7538,0.98762,3.7838,0.11570189,0.0,558693,0.02933,0.97642,0.4,0.39506,0.39752,0.78392,3.77171,0.19960123,0.0,558693,0.02924,0.96426,0.40659,0.28462,0.33484,0.77771,1.0272,0.9728,1.0959,0.9041,1.1104,0.8896,1.1135,0.8865,1.1422,0.8578,1.0753,0.9247,1.1514,0.8486,1.0992,0.9008,1.0567,0.9433,1.05,0.95
71,71,74.92262,2000.69483,0.55575,0.04689683,2.128e-05,558693,0.07281,0.98353,0.84778,0.68263,0.75629,0.98852,3.12878,0.11944851,0.0,558693,0.02425,0.97447,0.35,0.34568,0.34783,0.79174,3.11431,0.19638486,0.0,558693,0.02414,0.96596,0.44444,0.30769,0.36364,0.78277,1.0268,0.9732,1.096,0.904,1.1106,0.8895,1.1133,0.8867,1.143,0.857,1.0754,0.9246,1.1519,0.8481,1.0989,0.9011,1.0571,0.9429,1.0503,0.9497
72,72,75.24522,1930.6439,0.53629,0.0481393,1.995e-05,558693,0.07312,0.98347,0.85611,0.67127,0.7525,0.98713,3.77119,0.12694168,0.0,558693,0.02923,0.97763,0.41538,0.33333,0.36986,0.77244,3.77835,0.21265548,0.0,558693,0.02929,0.96426,0.4,0.26154,0.31628,0.77411,1.0273,0.9727,1.0954,0.9046,1.1108,0.8892,1.1142,0.8858,1.1438,0.8562,1.0757,0.9243,1.1524,0.8476,1.0996,0.9004,1.0569,0.943,1.0502,0.9498
73,73,74.82848,1860.30616,0.51675,0.0452712,1.864e-05,558693,0.07272,0.9842,0.84297,0.71023,0.77093,0.9894,3.78938,0.11293106,0.0,558693,0.02938,0.97739,0.40909,0.33333,0.36735,0.7835,3.76113,0.19961747,0.0,558693,0.02916,0.9645,0.40698,0.26923,0.32407,0.77786,1.0276,0.9724,1.0968,0.9032,1.1112,0.8888,1.1142,0.8858,1.1447,0.8553,1.0765,0.9235,1.1524,0.8476,1.1003,0.8997,1.0569,0.9431,1.0505,0.9495
74,74,75.34809,1790.02188,0.49723,0.04591739,1.737e-05,558693,0.07322,0.98444,0.85294,0.70617,0.77265,0.9888,3.14432,0.11485838,0.0,558693,0.02437,0.97909,0.46269,0.38272,0.41892,0.7706,3.11179,0.19839345,0.0,558693,0.02412,0.96377,0.3956,0.27692,0.32579,0.77826,1.0271,0.9729,1.0963,0.9037,1.1113,0.8887,1.1148,0.8852,1.1442,0.8558,1.0769,0.9231,1.1526,0.8474,1.1004,0.8995,1.0573,0.9427,1.0508,0.9492
75,75,75.89228,1719.77619,0.47772,0.04516362,1.614e-05,558693,0.07375,0.98374,0.84267,0.69562,0.76212,0.98986,3.79615,0.11885448,0.0,558693,0.02943,0.97715,0.40845,0.35802,0.38158,0.7764,3.75277,0.21486569,0.0,558693,0.02909,0.96231,0.35632,0.23846,0.28571,0.76902,1.0276,0.9724,1.0962,0.9038,1.1113,0.8887,1.1159,0.8841,1.1447,0.8553,1.0764,0.9235,1.1531,0.8469,1.1002,0.8998,1.0569,0.9431,1.0501,0.9499
76,76,71.62684,1648.10974,0.45781,0.04355454,1.494e-05,558693,0.06961,0.98435,0.8532,0.70292,0.77081,0.99033,3.11418,0.11526315,0.0,558693,0.02414,0.97982,0.48485,0.39506,0.43537,0.78465,3.08788,0.209214,0.0,558693,0.02394,0.96353,0.39362,0.28462,0.33036,0.77487,1.0274,0.9726,1.0967,0.9033,1.112,0.888,1.1153,0.8847,1.1443,0.8557,1.0773,0.9227,1.1533,0.8467,1.1007,0.8993,1.057,0.943,1.05,0.95
77,77,66.94664,1575.12424,0.43753,0.04581394,1.378e-05,558693,0.06506,0.98413,0.86077,0.6875,0.76444,0.98898,3.07016,0.11767897,0.0,558693,0.0238,0.97885,0.45161,0.34568,0.39161,0.7829,3.05468,0.21027351,0.0,558693,0.02368,0.96596,0.43243,0.24615,0.31373,0.77608,1.0269,0.9731,1.097,0.903,1.1118,0.8882,1.1156,0.8844,1.1442,0.8558,1.0775,0.9225,1.1539,0.8461,1.1008,0.8992,1.0575,0.9425,1.0499,0.9501
78,78,75.88319,1504.66717,0.41796,0.04549346,1.266e-05,558693,0.07374,0.98462,0.8538,0.71104,0.77591,0.98963,3.09365,0.12009901,0.0,558693,0.02398,0.97593,0.39024,0.39506,0.39264,0.78311,3.09085,0.20746009,0.0,558693,0.02396,0.96183,0.37143,0.3,0.33191,0.77404,1.0264,0.9736,1.0965,0.9035,1.1117,0.8883,1.1163,0.8837,1.1447,0.8553,1.0778,0.9221,1.1545,0.8455,1.1009,0.8991,1.0574,0.9425,1.05,0.95
79,79,75.86617,1434.07019,0.39835,0.04344433,1.158e-05,558693,0.07373,0.98502,0.86119,0.7151,0.78137,0.98979,3.09919,0.12208256,0.0,558693,0.02402,0.97617,0.38961,0.37037,0.37975,0.78031,3.07756,0.20815398,0.0,558693,0.02386,0.96353,0.4,0.30769,0.34783,0.77675,1.0264,0.9736,1.0968,0.9032,1.1124,0.8876,1.1169,0.8831,1.1448,0.8552,1.0783,0.9217,1.1549,0.8451,1.1014,0.8986,1.0578,0.9422,1.0503,0.9497
80,80,76.22901,1363.42822,0.37873,0.04260559,1.054e-05,558693,0.07408,0.98471,0.85217,0.71591,0.77812,0.99108,3.10127,0.12563604,0.0,558693,0.02404,0.97715,0.41772,0.40741,0.4125,0.78158,3.05946,0.21748314,0.0,558693,0.02372,0.96329,0.3871,0.27692,0.32287,0.76765,1.0263,0.9737,1.0965,0.9035,1.1125,0.8875,1.1169,0.8831,1.145,0.855,1.078,0.922,1.1553,0.8447,1.1015,0.8985,1.058,0.942,1.0503,0.9497
81,81,75.88093,1292.57357,0.35905,0.04446967,9.55e-06,558693,0.07374,0.98495,0.86521,0.7086,0.77912,0.98962,3.0709,0.11936724,0.0,558693,0.02381,0.97715,0.41558,0.39506,0.40506,0.7878,3.04145,0.21160391,0.0,558693,0.02358,0.96426,0.41584,0.32308,0.36364,0.77111,1.026,0.974,1.0965,0.9035,1.113,0.887,1.1172,0.8828,1.1453,0.8547,1.078,0.922,1.1557,0.8443,1.1018,0.8982,1.0579,0.9421,1.0505,0.9495
82,82,70.55455,1220.50686,0.33903,0.04409364,8.6e-06,558693,0.06857,0.98547,0.86602,0.72403,0.78868,0.99006,3.7744,0.11904779,0.0,558693,0.02926,0.97715,0.41558,0.39506,0.40506,0.78334,3.75352,0.20972248,0.0,558693,0.0291,0.96256,0.375,0.27692,0.31858,0.76801,1.0259,0.9741,1.0962,0.9038,1.1127,0.8873,1.1169,0.8831,1.1455,0.8545,1.0784,0.9216,1.1558,0.8442,1.1017,0.8983,1.0579,0.9421,1.0502,0.9498
83,83,72.87778,1148.91867,0.31914,0.04271918,7.7e-06,558693,0.07082,0.98562,0.87242,0.72159,0.78987,0.98991,3.07493,0.12138885,0.0,558693,0.02384,0.9769,0.41026,0.39506,0.40252,0.78187,3.06891,0.21701688,0.0,558693,0.02379,0.96159,0.36,0.27692,0.31304,0.76879,1.0261,0.9739,1.0963,0.9037,1.1129,0.8871,1.1167,0.8833,1.1458,0.8542,1.0784,0.9216,1.1562,0.8438,1.1018,0.8982,1.0583,0.9417,1.0502,0.9498
84,84,66.79875,1076.22737,0.29895,0.04465462,6.84e-06,558693,0.06492,0.98471,0.86781,0.69805,0.77373,0.99051,3.07989,0.1199482,0.0,558693,0.02388,0.97666,0.4026,0.38272,0.39241,0.78439,3.05572,0.21208008,0.0,558693,0.02369,0.96329,0.39394,0.3,0.34061,0.77053,1.0263,0.9737,1.0966,0.9034,1.1131,0.8869,1.1167,0.8833,1.1458,0.8542,1.0787,0.9213,1.1562,0.8438,1.102,0.898,1.0586,0.9414,1.0502,0.9498
85,85,67.77153,1003.83147,0.27884,0.04278735,6.03e-06,558693,0.06586,0.98492,0.85938,0.71429,0.78014,0.99117,3.07377,0.11647847,0.0,558693,0.02383,0.97739,0.40909,0.33333,0.36735,0.78909,3.0449,0.20929976,0.0,558693,0.0236,0.96499,0.41026,0.24615,0.30769,0.7738,1.0262,0.9738,1.0963,0.9037,1.1133,0.8867,1.1169,0.8831,1.1459,0.8541,1.0787,0.9213,1.1562,0.8438,1.1019,0.898,1.0585,0.9415,1.0504,0.9496
86,86,76.40253,932.83156,0.25912,0.041129,5.26e-06,558693,0.07425,0.98562,0.85904,0.73701,0.79336,0.99131,3.11577,0.11637086,0.0,558693,0.02415,0.97836,0.44286,0.38272,0.4106,0.78971,3.10136,0.2119576,0.0,558693,0.02404,0.9645,0.40698,0.26923,0.32407,0.77481,1.0261,0.9739,1.0965,0.9035,1.1134,0.8866,1.1169,0.8831,1.1459,0.8541,1.0788,0.9212,1.1564,0.8436,1.1021,0.8979,1.0586,0.9414,1.0504,0.9496
87,87,75.4961,861.58527,0.23933,0.04293463,4.55e-06,558693,0.07337,0.98486,0.86122,0.71023,0.77847,0.99018,3.0829,0.12187253,0.0,558693,0.0239,0.97812,0.43478,0.37037,0.4,0.78383,3.16862,0.20751523,0.0,558693,0.02456,0.96645,0.45349,0.3,0.36111,0.78172,1.0263,0.9737,1.0968,0.9031,1.1133,0.8867,1.1171,0.8829,1.1458,0.8542,1.079,0.921,1.1565,0.8435,1.102,0.898,1.0585,0.9414,1.0504,0.9497
88,88,75.50599,790.24469,0.21951,0.04237297,3.89e-06,558693,0.07338,0.98571,0.86286,0.73539,0.79404,0.99,3.0815,0.12151926,0.0,558693,0.02389,0.97666,0.4026,0.38272,0.39241,0.78501,3.08167,0.21497324,0.0,558693,0.02389,0.96207,0.36458,0.26923,0.30973,0.77396,1.0262,0.9738,1.097,0.903,1.1134,0.8866,1.1173,0.8827,1.146,0.854,1.0791,0.9209,1.1566,0.8434,1.1023,0.8977,1.0585,0.9415,1.0504,0.9496
89,89,75.48679,718.80941,0.19967,0.03910327,3.27e-06,558693,0.07336,0.98617,0.87248,0.73864,0.8,0.99271,3.07802,0.12495578,0.0,558693,0.02386,0.97471,0.36471,0.38272,0.37349,0.78443,3.08173,0.20978205,0.0,558693,0.02389,0.9611,0.36607,0.31538,0.33884,0.77541,1.0263,0.9737,1.0969,0.9031,1.1134,0.8866,1.1173,0.8827,1.1461,0.8539,1.0791,0.9209,1.1565,0.8435,1.1023,0.8977,1.0585,0.9415,1.0504,0.9496
90,90,75.47537,647.28397,0.1798,0.03993511,2.71e-06,558693,0.07335,0.98578,0.8659,0.73377,0.79438,0.99211,3.08809,0.11835242,0.0,558693,0.02394,0.97739,0.42308,0.40741,0.41509,0.79512,3.07044,0.21325806,0.0,558693,0.0238,0.96353,0.3913,0.27692,0.32432,0.76896,1.0263,0.9737,1.097,0.903,1.1135,0.8865,1.1173,0.8827,1.1462,0.8538,1.0793,0.9207,1.1565,0.8435,1.1024,0.8976,1.0584,0.9415,1.0504,0.9496
91,91,75.43983,575.66956,0.15991,0.04110228,2.2e-06,558693,0.07331,0.98535,0.85646,0.73133,0.78897,0.99165,3.09694,0.12262698,0.0,558693,0.02401,0.97642,0.4,0.39506,0.39752,0.78619,3.11752,0.2210105,0.0,558693,0.02417,0.96231,0.37624,0.29231,0.329,0.77386,1.0261,0.9739,1.0969,0.9031,1.1135,0.8865,1.1173,0.8827,1.1462,0.8537,1.0794,0.9206,1.1566,0.8434,1.1024,0.8976,1.0584,0.9415,1.0502,0.9498
92,92,76.07044,504.02035,0.14001,0.04100923,1.74e-06,558693,0.07393,0.98514,0.8555,0.72565,0.78524,0.99171,3.07151,0.11995498,0.0,558693,0.02381,0.97715,0.41096,0.37037,0.38961,0.78947,3.05098,0.21532167,0.0,558693,0.02365,0.96426,0.4023,0.26923,0.32258,0.77234,1.0261,0.9739,1.0969,0.9031,1.1136,0.8864,1.1174,0.8826,1.1463,0.8537,1.0795,0.9205,1.1567,0.8433,1.1024,0.8976,1.0584,0.9416,1.0502,0.9498
93,93,75.05693,432.21238,0.12006,0.04128355,1.33e-06,558693,0.07294,0.98523,0.85592,0.72808,0.78684,0.99162,3.09965,0.12216925,0.0,558693,0.02403,0.9752,0.37349,0.38272,0.37805,0.78642,3.08505,0.21079413,0.0,558693,0.02392,0.96353,0.39583,0.29231,0.33628,0.77872,1.0261,0.9739,1.0968,0.9032,1.1136,0.8864,1.1174,0.8826,1.1463,0.8537,1.0795,0.9205,1.1568,0.8432,1.1024,0.8976,1.0584,0.9416,1.0501,0.9499
94,94,75.61082,360.36516,0.1001,0.04234297,9.8e-07,558693,0.07348,0.98571,0.86847,0.7289,0.79259,0.99099,3.10554,0.12276495,0.0,558693,0.02407,0.97642,0.40476,0.41975,0.41212,0.78868,3.09725,0.2194902,0.0,558693,0.02401,0.96159,0.35714,0.26923,0.30702,0.77386,1.0261,0.9739,1.0968,0.9032,1.1136,0.8864,1.1175,0.8825,1.1464,0.8536,1.0795,0.9205,1.1568,0.8432,1.1025,0.8975,1.0585,0.9415,1.0502,0.9498
95,95,71.4637,288.26674,0.08007,0.03862301,6.8e-07,558693,0.06945,0.98733,0.88407,0.76136,0.81814,0.9919,3.05382,0.12083899,0.0,558693,0.02367,0.97836,0.44444,0.39506,0.4183,0.78867,3.04522,0.21661317,0.0,558693,0.02361,0.96499,0.4125,0.25385,0.31429,0.77489,1.0261,0.9739,1.0969,0.9031,1.1136,0.8863,1.1175,0.8825,1.1463,0.8537,1.0795,0.9205,1.1569,0.8431,1.1025,0.8975,1.0585,0.9415,1.0502,0.9498
96,96,66.58715,216.03059,0.06001,0.04041832,4.4e-07,558693,0.06471,0.98605,0.86705,0.74107,0.79912,0.99168,3.08968,0.12379867,0.0,558693,0.02395,0.97715,0.41096,0.37037,0.38961,0.78511,3.07172,0.21915633,0.0,558693,0.02381,0.96353,0.38889,0.26923,0.31818,0.77419,1.0261,0.9739,1.0969,0.9031,1.1136,0.8863,1.1175,0.8825,1.1464,0.8536,1.0795,0.9205,1.1569,0.8431,1.1025,0.8975,1.0585,0.9415,1.0502,0.9498
